cnic,canonical_name,father_name,declared_income,tax_paid,ntn,filing_status,phone
21301-4127989-9,Raja Raja,S/O Usman Karim,8311680.0,1472120.0,NTN-583413,Non-Filer,0346-1107609
44000-9882365-5,Rabia Zaidi,S/O Ali Raza,5930470.0,0.0,NTN-442591,Filer,0322-4076919
13302-9999150-9,Khalid Iqbal,S/O Sheikh Abbasi,4516700.0,0.0,NTN-848984,Filer,0332-5242695
13302-8772326-4,Tahir Bhatti,S/O Waseem Qureshi,5250980.0,0.0,NTN-252296,Non-Filer,0303-3744398
61101-1470809-2,Adnan Syed,S/O Hashmi Virk,15707730.0,3489010.0,NTN-971737,Filer,0300-1723589
42101-4550743-3,Shazia Chauhry,S/O Noor Virk,1154550.0,0.0,NTN-422046,Filer,0301-8296300
54000-1930920-4,Hassan Gilani,S/O Iqra Ali,3466330.0,0.0,NTN-618907,Non-Filer,0346-7462239
21301-7439371-2,Chaudhry Tarar,S/O Ibrahim Virk,7036170.0,1688680.0,,Filer,0313-8304023
35202-7623371-9,Kamran Khan,S/O Hussain Jafri,10672610.0,619130.0,NTN-507500,Filer,0331-6480097
54000-8103918-3,Saira Iqbal,S/O Tahir Tarar,2692420.0,0.0,NTN-254475,Filer,0303-4887495
54000-9935807-5,Ahmed Hussain,S/O Baig Hashmi,56104820.0,10535420.0,NTN-527524,Filer,0302-1745848
54000-6772196-6,Bilal Naqvi,S/O Noor Cheema,67771620.0,7002640.0,NTN-491582,Filer,0321-1801936
13302-6367049-6,Noor Bukhari,S/O Iqra Naqvi,5576020.0,0.0,NTN-193255,Filer,0346-6513853
42101-5892423-6,Hassan Iqbal,S/O محمد احمد,24829130.0,2446850.0,NTN-871738,Filer,0312-6545092
42101-4989408-3,,S/O Amna Akhtar,10250550.0,1867930.0,NTN-848326,Filer,0322-1296167
42101-4768255-6,Shazia Jafri,S/O Arif Rafiq,7289250.0,1084830.0,NTN-598233,Filer,0313-6511711
13302-8224069-6,Haimd Rafiq,S/O S/O Asma Bhatti,940090.0,0.0,NTN-232307,Filer,0333-5262908
13302-1327658-7,Adnan Butt,S/O Hassan Ahmed,20815420.0,1462180.0,NTN-609656,Filer,0322-9131572
42101-7055966-4,Bushra Naqvi,S/O Iqra Gilani,17136180.0,3384790.0,NTN-213905,Filer,0301-7692591
42101-1046609-8,Aamir Raja,S/O Shazia Raza,23463770.0,5854370.0,NTN-385958,Filer,0322-8224494
21301-3029477-1,Iqra Chattha,S/O Waseem Rafiq,36908340.0,8174140.0,NTN-992504,Filer,0331-4967662
35202-9328470-4,Ahmed Aslam,S/O Rukhsar Virk,8928000.0,1116680.0,NTN-698112,Filer,0346-6681731
21301-1180271-4,Mohammad Naqvi,S/O Hina Gujjar,19614050.0,1487220.0,NTN-679804,Filer,0303-6224220
42101-4395449-5,Faisal Ansari,S/O Zubair Raja,17096380.0,2284340.0,NTN-163066,Filer,0312-9741787
13302-9693169-5,Malik Chattha,S/O Sajid Aslam,11829310.0,1669420.0,NTN-520274,Filer,0322-9653916
42101-8008772-1,احمد خان,S/O Waseem Raja,9237160.0,1078030.0,NTN-217002,Filer,0313-8371624
61101-1025783-9,Faisal Bukhari,S/O Syed Sheikh,3092610.0,0.0,NTN-745638,Non-Filer,0333-8856352
42101-2848116-1,Hamid Syed,S/O Sheikh Malik,40475640.0,5098910.0,NTN-843920,Filer,0311-8724035
61101-9882586-4,Arif Raza,S/O Muhammad Rana,16436560.0,835480.0,NTN-980794,Filer,0312-4006904
54000-4370328-1,Nadia Karim,S/O Adnan Virk,41461510.0,10036560.0,NTN-423834,Filer,0313-3757794
61101-3005179-7,Faisal Rizvi,S/O عائشہ احمد,12127580.0,1235950.0,NTN-860238,Filer,0321-8532522
35202-2785812-7,Faisal Chattha,S/O Nadia Gilani,93960170.0,17240420.0,NTN-965706,Filer,0322-4458774
,Chaudhry Chattha,S/O Naveed Nawaz,8547720.0,821130.0,NTN-677539,Filer,0300-2079947
13302-3545174-4,Muhammad Zaidi,S/O Salman Syed,59085810.0,14406890.0,NTN-602713,Filer,0312-1113333
42101-8490504-7,Nadia Khan,S/O Saira Jafri,8568750.0,1699570.0,NTN-169064,Non-Filer,0346-9827228
54000-7332193-8,Arif Jafri,S/O Muhammad Raja,4031710.0,0.0,NTN-429525,Non-Filer,0346-4249357
42101-6952727-5,Rukhsar Cheema,S/O Shazia Hashmi,6005470.0,363910.0,NTN-350635,Filer,0333-5352759
54000-1936000-9,Mirza Nawaz,S/O Hussain Sheikh,0.0,0.0,NTN-215975,Filer,0313-2607764
44000-1764201-3,Sajid Jafri,S/O Baig Iqbal,200813960.0,11261030.0,NTN-771516,Filer,
35202-7021674-6,مریم چودھری,S/O Tariq Aslam,25973260.0,4707540.0,NTN-162497,,0313-3641461
42101-8971204-7,Tahir Husain,S/O Mehwish Naqvi,2290820.0,0.0,NTN-381345,Filer,0321-1361289
21301-2046228-1,Hashmi Qureshi,,11250960.0,1968660.0,NTN-936877,Filer,0345-3356657
42101-4002078-9,Mohammad Sandhu,,11856620.0,1736330.0,NTN-501581,Filer,0345-4360746
13302-4303493-2,Hamid Ansari,,6227580.0,1111570.0,NTN-588157,Non-Filer,0302-1733340
13302-1560573-5,محمد حسن,S/O Naeem Zaidi,854520.0,0.0,NTN-560627,Non-Filer,0301-2244876
13302-8460426-8,Naeem Chattha,S/O Bilal Ahmed,30554200.0,1789130.0,NTN-621674,Filer,0313-7568709
,Shazia Butt,S/O Noor Virk,4661610.0,0.0,NTN-546084,Filer,0332-3065243
35202-1070088-3,Ahmed Syed,S/O Sobia Aslam,7529680.0,484350.0,NTN-187275,Non-Filer,0303-5814557
54000-1777145-2,Rukhsar Karim,S/O Ayesha Sheikh,0.0,2093870.0,NTN-432441,Filer,0311-4197033
54000-5336549-5,Arif Bhatti,S/O Mirza Iqbal,14546940.0,2409050.0,NTN-136292,Filer,0331-1747023
42101-8883703-3,Sidra Zaidi,S/O Syed Virk,12617180.0,3034620.0,NTN-533399,Filer,0300-2335122
44000-5623711-2,Hamid Raja,S/O Shazia Hameed,7848990.0,1073040.0,NTN-747644,Filer,0302-5404929
13302-8554718-3,Sidra Ali,,29293300.0,6319580.0,NTN-785568,Filer,0331-6797931
44000-1751714-5,Asif Gondal,S/O Hina Virk,19616040.0,3838350.0,NTN-279676,Filer,0333-2450263
35202-9013889-4,Saira Butt,S/O Faisal Naqvi,2279050.0,0.0,NTN-547213,Non-Filer,0301-1006984
35202-7919142-7,Hamid Ahmed,S/O Raja Zaidi,11740660.0,2896080.0,NTN-135310,Filer,0312-9174221
44000-9511546-9,Naeeem Butt,,2604130.0,0.0,NTN-870992,Filer,0300-7490791
61101-2935107-5,Sobia Sheikh,S/O Uzma Latif,5698990.0,0.0,NTN-101823,Filer,0301-9516113
,Rabia Syed,S/O Raja Raja,5764560.0,0.0,NTN-938048,Filer,0321-9293739
61101-3193452-4,Ibrahim Bukhari,S/O Bilal Hameed,20068900.0,1014690.0,NTN-280378,Filer,0312-6361571
13302-1834876-2,Shazia Hameed,S/O Mohammad Chaudhry,4981470.0,0.0,NTN-848017,Non-Filer,0321-8416270
44000-1989886-2,Hamid Khan,S/O Ali Iqbal,41094460.0,4625690.0,NTN-641258,Filer,0331-3986348
61101-1234277-6,Salman Cheema,S/O Syed Khan,21150240.0,2359160.0,NTN-218968,Filer,0332-8305583
44000-8250521-6,Rabia Rana,S/O Bushra Malik,7025780.0,432790.0,NTN-591613,Non-Filer,0311-7781556
44000-9019324-1,,S/O Sajid Gondal,70107090.0,10712720.0,NTN-450392,Filer,
42101-2375290-5,Ibrahim Gondal,S/O Shoaib Bukhari,2934210.0,0.0,NTN-346349,Non-Filer,0303-5416344
42101-5112228-6,Omar Karim,S/O Ibrahim Rafiq,8419640.0,1525550.0,NTN-772984,Filer,0332-6374492
42101-6646515-1,Naeem Hameed,S/O Arif Sheikh,79657700.0,12122750.0,NTN-846963,Filer,0313-1748447
,Ayesha Ahmed,S/O Naeem Bhatti,21323210.0,0.0,NTN-900316,Filer,0313-8423649
42101-6978769-9,علی حسین,S/O Rabia Naqvi,4165040.0,0.0,NTN-270764,Filer,0300-9770069
42101-4496745-6,,S/O Shoaib Tarar,6725330.0,442540.0,NTN-235865,Non-Filer,0333-6820871
21301-3575158-6,Tahir Nawaz,S/O Kashif Karim,8494500.0,664330.0,NTN-378094,,0300-5152322
42101-7565878-5,Malik Ansari,S/O Zubair Hussain,4679220.0,0.0,NTN-458835,Non-Filer,0313-2495932
42101-9660305-5,Salman Rafiq,S/O Khalid Latif,36709540.0,8507240.0,NTN-291437,Filer,0313-5205572
21301-9109645-5,Sobiaa Hashmi,S/O Faisal Butt,43675560.0,2252160.0,NTN-548728,Filer,0301-3375707
21301-8656484-4,Arif Ansari,,22109360.0,3598050.0,NTN-597766,Filer,0331-6090854
61101-2780987-1,,S/O Rabia Naqvi,6984530.0,723710.0,NTN-355404,Non-Filer,0311-3447911
54000-4633270-7,Imran Gujjar,S/O Qureshi Gilani,67453780.0,3718090.0,NTN-733474,Filer,0313-1932404
44000-1570665-9,Qureshi Akhtar,S/O Chaudhry Khan,43364040.0,9657690.0,NTN-378173,Filer,0301-1713118
35202-6054323-7,Ahmed Sandhu,S/O Iqra Ali,3666350.0,0.0,NTN-353170,Filer,0332-4833760
44000-1412512-8,Noor Rana,S/O مریم چودھری,17334180.0,3004090.0,NTN-341247,Filer,0322-6931535
54000-1866635-5,Zainab Hameed,S/O S/O Noor Rafiq,675260.0,0.0,NTN-799627,Filer,0303-6366039
21301-1799824-2,Tahir Malik,S/O Shazia Mirza,3428170.0,0.0,NTN-757118,Non-Filer,0331-2812492
61101-3642499-3,Zainab Rizvi,S/O Zainab Hashmi,30868690.0,4510730.0,NTN-622542,Filer,0301-4371891
13302-9052430-7,Maryam Gondal,S/O Sobia Zaidi,45546340.0,5529300.0,NTN-846241,,0331-4560704
13302-9859758-8,,S/O Syed Raja,146558830.0,19152880.0,NTN-765000,Filer,0321-5520104
42101-9021333-7,Mohmmad Karim,S/O صنا ملک,4555830.0,0.0,NTN-538976,Filer,0302-1080691
13302-5429016-9,Zubair Khan,S/O Bushra Karim,3933650.0,0.0,NTN-161605,Filer,0301-9741545
13302-4716584-7,Shoaib Bukhari,S/O S/O Baig Butt,956220.0,0.0,NTN-159272,Filer,0321-8471866
35202-3147673-4,Asma Syed,S/O Hashmi Khan,36970590.0,8330840.0,NTN-851265,Filer,0332-1963952
54000-4920197-1,Saira Sheikh,S/O محمد علی,11984840.0,1053260.0,NTN-260533,Filer,0346-7501628
44000-8322660-9,Mirza Qureshi,S/O Mirza Sandhu,4591550.0,0.0,NTN-950823,Non-Filer,0346-3172440
42101-4258608-7,Asma Iqbal,S/O Rizwan Nawaz,3001250.0,0.0,NTN-138069,Non-Filer,0322-9197714
13302-1828993-3,Usman Syed,S/O Noor Qureshi,5489820.0,0.0,NTN-982675,Filer,0346-3422865
21301-7342631-7,Tahir Gujjar,S/O Rukhsar Tarar,33706710.0,8256380.0,NTN-133287,Filer,0302-8264716
42101-2879666-3,Salman Malik,S/O Chaudhry Baig,14131430.0,3368810.0,NTN-361641,Filer,0345-9830319
21301-2229774-2,Bushra Butt,S/O Mehwish Iqbal,22500240.0,5611310.0,NTN-126598,Filer,0303-5723979
35202-6789620-3,Ayesha Abbasi,S/O Chaudhry Sheikh,57695400.0,9841230.0,NTN-356977,Filer,0321-5746883
44000-6352982-3,Shazia Raja,S/O Tahir Rizvi,35294900.0,2081120.0,NTN-874187,Filer,
61101-7976146-2,Baig Hashmi,S/O Waseem Tarar,130441870.0,14081590.0,NTN-551671,Filer,
44000-9026882-1,Ahmed Cheema,S/O Tahir Sandhu,5630770.0,0.0,NTN-205199,Filer,0312-6897140
61101-5978765-1,Arif Tarar,S/O Hussain Zaidi,11654560.0,2131890.0,NTN-758105,Filer,0331-9181291
21301-2225437-8,Maryam Bhatti,S/O Chaudhry Ansari,4934730.0,0.0,NTN-760295,Non-Filer,0312-7465215
21301-4909340-6,Usman Gondal,S/O Hina Gilani,34438470.0,4913030.0,NTN-829576,Filer,0345-9869677
54000-6973457-9,Ahmed Cheema,S/O Bilal Raza,21843250.0,5066160.0,NTN-396460,Filer,0300-8624482
44000-7178250-3,Raja Tarar,S/O Hina Karim,18265230.0,2123690.0,NTN-857288,Filer,0331-2101239
35202-1086666-2,Hussain Rana,S/O Qureshi Abbasi,5372630.0,0.0,NTN-210142,Non-Filer,0303-3994288
21301-7167525-4,Zubair Tarar,S/O صنا ملک,42467330.0,5881770.0,NTN-622765,Filer,0322-7051337
35202-6022585-6,Noor Jafri,S/O Amna Baig,8575260.0,1529030.0,NTN-165353,Filer,0312-3498761
54000-9296866-7,Sobia Raja,S/O Sajid Syed,27491270.0,5680380.0,NTN-617232,Filer,0346-5701035
,Tariq Gilani,S/O Rabia Abbasi,4647480.0,0.0,NTN-514184,Filer,0303-9490354
61101-6234672-4,Kashif Rizvi,S/O صنا ملک,7848200.0,591040.0,NTN-676655,Non-Filer,0331-2119802
61101-1157662-8,Bushra Gondal,S/O Maryam Rafiq,9788330.0,2005310.0,NTN-573978,Filer,0302-2239197
61101-8753576-9,Shazia Zaidi,S/O S/O Tahir Raza,2924840.0,0.0,NTN-643044,Non-Filer,0332-3436404
21301-4377548-8,Hassan Mirza,S/O Hassan Ali,27929340.0,4827900.0,NTN-169849,Filer,0322-8233905
42101-5705112-7,Imran Hameed,S/O Sheikh Sheikh,11233390.0,1882450.0,NTN-720125,Filer,0311-6078712
42101-9222085-4,Raja Abbasi,S/O Mohammad Chattha,5082590.0,0.0,NTN-649641,Non-Filer,0311-1957514
61101-7617987-5,Rabia Ali,S/O Hashmi Latif,0.0,4568700.0,NTN-141624,Filer,0331-6341250
35202-5978272-5,Ali Hashmi,S/O Asif Latif,20815290.0,3327360.0,NTN-330620,Filer,0346-6419421
21301-9341542-4,Amna Virk,,3643570.0,0.0,NTN-761459,Filer,0311-3340558
42101-9436911-3,Aamir Mirza,S/O Sidra Naqvi,3816010.0,0.0,NTN-634341,Filer,0313-1557952
13302-6977683-6,Adnan Akhtar,S/O Asif Hashmi,12257940.0,836400.0,NTN-999861,Filer,0303-9878978
44000-5960542-8,Sidra Virk,S/O Hina Syed,1587100.0,0.0,NTN-509032,Non-Filer,0332-8897756
44000-1951051-7,Baig Chattha,S/O Chaudhry Bhatti,6299110.0,1283780.0,NTN-288709,Filer,0311-2124704
54000-5191964-7,Noor Cheema,S/O Muhammad Sandhu,33127710.0,5451410.0,NTN-824530,,0322-5328934
42101-1602072-2,Hina Karim,S/O Iqra Iqbal,38896780.0,8732260.0,NTN-965429,,0313-2507898
61101-4698351-3,,S/O Naveed Ahmed,15505710.0,1965920.0,NTN-103238,Filer,0333-3898919
35202-9973521-1,Sajid Jari,S/O Adnan Sheikh,28326630.0,0.0,NTN-429488,,0300-3414693
42101-7479257-7,Waseem Rizvi,S/O Hussain Zaidi,26901490.0,6078820.0,NTN-354103,Filer,0313-9295924
54000-7150244-2,Nadia Nawaz,S/O Naeem Hussain,7860630.0,1079450.0,NTN-337148,Filer,0303-9466470
44000-3768343-8,Tariq Raza,S/O S/O Mirza Sandhu,303460.0,0.0,NTN-829233,Non-Filer,0313-3646667
21301-5891820-5,Amna Virk,S/O زینب علی,4352680.0,0.0,NTN-916217,Non-Filer,0302-5154550
35202-3525076-8,Fatima Akhtar,S/O Ayesha Gondal,1247210.0,0.0,NTN-880180,Non-Filer,0301-7818036
35202-2749316-5,Sidra Mirza,S/O Waseem Cheema,29617030.0,5125710.0,NTN-770272,Filer,
,Nadia Syed,S/O Rukhsar Ansari,38690410.0,3359790.0,NTN-792279,Filer,0303-9241038
21301-1360413-5,Mohammad Rizvi,S/O Hamid Sheikh,7178200.0,1268860.0,NTN-479748,Filer,0346-9717785
35202-4107624-4,Ali Rafiq,S/O Baig Ahmed,7648390.0,1706100.0,NTN-410433,Filer,0300-4279801
21301-7902725-3,Muhammad Baig,S/O Sheikh Hameed,14711220.0,2891710.0,NTN-658814,Filer,0312-2608107
42101-1786945-7,Hina Zaidi,S/O Shoaib Malik,24372090.0,4132860.0,NTN-713051,Filer,0302-7834853
54000-2885894-7,Rizwan Chattha,S/O Kamran Gilani,4495000.0,0.0,NTN-755381,Non-Filer,0345-8791066
44000-8004579-7,Rukhsar Latif,S/O محمد احمد,10771900.0,2176800.0,NTN-324727,,0300-3254503
13302-3120708-8,Sobia Bhatti,S/O Uzma Hameed,39639900.0,3775920.0,NTN-113154,Filer,0321-9012444
13302-7718285-4,Salman Jafri,S/O Adnan Gujjar,8948650.0,1486410.0,NTN-655886,Non-Filer,0303-7956373
61101-8565242-3,Raja Sandhu,S/O Chaudhry Bukhari,97150660.0,12487960.0,NTN-889122,Filer,0321-1477989
42101-2402709-2,Amna Raza,S/O ابراہیم ملک,15728910.0,2378750.0,NTN-748255,Filer,0321-3395093
54000-7626953-5,Ibrahim Khan,S/O Hina Gilani,134801830.0,24075640.0,NTN-865241,Filer,0303-2877580
13302-6600350-3,Noor Rizvi,S/O Nadia Aslam,26215080.0,2094270.0,NTN-945863,Filer,0346-9409415
13302-2866934-5,Mohammad Hussain,S/O Ali Aslam,2201910.0,0.0,NTN-559994,Filer,0303-4554677
13302-7447059-6,Rizwan Zidi,S/O Muhammad Gilani,2738550.0,0.0,NTN-653173,Non-Filer,0311-6119760
54000-7910092-5,Zubair Hashmi,S/O Sobia Mirza,8403110.0,508630.0,NTN-304888,Filer,0322-8286948
42101-9381774-7,Arif Aslma,S/O Imran Hussain,47188110.0,10350630.0,NTN-206212,Filer,0331-3772557
,Shazia Nawaz,S/O Saira Bukhari,4534770.0,0.0,,,0303-6420320
44000-6873067-5,Sobia Rizvi,S/O Amna Ahmed,7967120.0,511790.0,NTN-153807,Filer,0300-4266831
13302-8622446-4,Khalid Hussain,S/O Malik Iqbal,12823400.0,1002220.0,NTN-637484,Filer,0303-1017764
21301-4776538-7,Arif Jafri,S/O Naeem Chattha,12030920.0,661760.0,NTN-291043,Filer,0346-8540619
35202-8624054-6,Zubair Latif,S/O Ayesha Rana,14966120.0,3571840.0,NTN-691780,Filer,0303-5624061
54000-9058573-4,Asif Hashmi,S/O Qureshi Chaudhry,871880.0,0.0,NTN-235231,Non-Filer,0332-5895783
44000-2556516-4,Zainab Raja,S/O Salman Gilani,14917280.0,1178130.0,NTN-302818,Filer,0313-5669647
21301-7135596-1,Chaudhry Baig,S/O Naeem Qureshi,34700500.0,5210020.0,NTN-849089,Filer,0302-4085491
13302-8913154-7,,S/O احمد خان,3264320.0,0.0,NTN-862214,Filer,0302-4031059
21301-8679647-4,Fatima Rafiq,S/O Shazia Ali,27344050.0,6148040.0,NTN-584860,Filer,0321-2570688
54000-3198758-1,Qureshi Butt,S/O Khalid Gondal,18000140.0,2749950.0,NTN-934228,Filer,0331-1201686
13302-8439899-4,Naeem Aslam,S/O Asif Raja,2217390.0,0.0,NTN-676652,Non-Filer,0302-4584224
21301-3986032-9,Kamran Raja,S/O Kashif Syed,11164870.0,2508350.0,NTN-565268,Filer,0322-3094467
54000-5854173-3,Maryam Zaidi,S/O Kashif Sandhu,5848610.0,0.0,NTN-683990,Filer,0345-2088575
61101-5684472-7,Sidra Butt,S/O Ayesha Abbasi,9838770.0,1170510.0,NTN-336805,Filer,0321-7356885
21301-7062488-4,Adnan Jafri,S/O Hassan Sheikh,78125310.0,5879910.0,NTN-293965,Filer,0345-9160275
13302-8025190-6,Ali Raja,S/O Mirza Baig,21385990.0,4290080.0,NTN-450277,Filer,0313-6603625
13302-7757681-7,Maryam Chattha,S/O Khalid Mirza,3197110.0,0.0,NTN-701121,Non-Filer,0345-3849662
44000-4387856-8,Shoaib Hashmi,S/O صنا ملک,7199480.0,1719710.0,NTN-291327,Filer,0333-3072728
21301-6872444-1,Sheikh Ali,,6565740.0,986010.0,NTN-150129,Non-Filer,0303-6156163
42101-2903561-8,Uzma Qureshi,S/O Rizwan Aslam,2428370.0,0.0,NTN-778764,Filer,0321-5896624
54000-2037442-8,Saira Gilani,S/O Asif Ali,10791320.0,2654800.0,NTN-196774,Filer,0332-9872495
61101-9981436-1,Adnan Qureshi,S/O Imran Cheema,5950290.0,0.0,NTN-265889,Non-Filer,0331-4035488
61101-2834801-3,Sidra Bukhari,S/O Usman Bukhari,115078670.0,11082450.0,NTN-372380,Filer,0322-3926839
13302-6700324-6,Hussain Tarar,S/O Shazia Baig,7518850.0,936140.0,NTN-679121,Non-Filer,0311-8370514
13302-1583734-5,Naeem Malik,S/O Naeem Sandhu,0.0,4983760.0,NTN-586476,Filer,0300-3496717
42101-9356059-3,Ahmed Ali,S/O Faisal Tarar,5848700.0,0.0,NTN-512524,Non-Filer,0333-3369785
42101-9934644-7,Mirza AAslam,S/O Imran Butt,10193130.0,1238330.0,NTN-625179,Filer,0346-8337440
21301-7236341-3,Shoaib Gondal,,3284410.0,0.0,NTN-835689,Filer,0321-7371286
44000-8274910-2,Aamir Karim,S/O Naveed Ansari,4650170.0,0.0,NTN-740680,Filer,0333-5878596
13302-6688907-9,Iqra Qureshi,S/O Rizwan Malik,115533940.0,11519350.0,NTN-127704,Filer,0303-9541658
44000-3831179-4,Saira Cheema,S/O Tariq Rana,2461720.0,0.0,,Non-Filer,0300-8387616
21301-4352239-4,Noor Zaidi,S/O Mohammad Abbasi,10583080.0,833820.0,NTN-166784,Filer,0322-7704454
13302-1380231-9,Faisal Jafri,S/O Naeem Chattha,21560240.0,4129740.0,NTN-918413,Filer,0331-9909669
13302-8904921-1,Mehwish Latif,S/O مریم چودھری,12694880.0,2614940.0,NTN-861303,Filer,0332-8241989
21301-6168426-5,Noor Sheikh,S/O S/O Qureshi Syed,0.0,0.0,NTN-954199,Non-Filer,0303-1059272
,Ali Tarar,S/O Waseem Naqvi,5722850.0,0.0,NTN-267028,Filer,0311-4412412
21301-3919694-5,Raja Khan,S/O Qureshi Gujjar,19862450.0,1701820.0,NTN-538672,Filer,0311-5813613
44000-2966360-6,Khalid Chattha,S/O Arif Rizvi,8569740.0,1206790.0,NTN-382008,Filer,0345-4476458
35202-4515327-6,Tahir Sheikh,S/O Baig Qureshi,36628180.0,5531760.0,NTN-515896,Filer,0333-9020438
21301-6977685-4,Hassan Nawaz,S/O Zainab Raza,14247710.0,1513430.0,NTN-722443,Filer,0332-2740079
44000-1131567-7,Nadia Butt,S/O Omar Mirza,0.0,0.0,NTN-813478,Non-Filer,0300-1673289
13302-7696447-6,زینب علی,S/O Faisal Latif,63746910.0,12649620.0,NTN-584558,Filer,0300-5314691
42101-5185730-4,Baig Chaudhry,S/O Iqra Syed,16094560.0,1722120.0,NTN-709863,Filer,0303-7127432
13302-4408703-1,Fatima Virk,S/O Faisal Jafri,4814800.0,0.0,NTN-813348,Filer,0322-1508100
54000-2204445-3,Zubair Jafri,S/O Rukhsar Butt,47032510.0,7570960.0,NTN-396961,Filer,0313-2784712
44000-9846078-3,Ayesha Hashmi,S/O Hamid Rizvi,136123390.0,22368790.0,NTN-715704,Filer,0300-5395559
61101-9399308-7,Bushra Syed,S/O Naeem Chattha,12665480.0,2765030.0,NTN-920769,Filer,0300-2371667
13302-1420207-4,Sana Karim,S/O Faisal Jafri,9036630.0,1203260.0,NTN-949936,Non-Filer,0312-7788478
42101-7945742-2,Bushra Virk,S/O Kamran Virk,12573430.0,1909620.0,NTN-973683,,0333-4218731
35202-7592973-1,Arif Raza,S/O Kashif Iqbal,20230820.0,2502270.0,NTN-541144,Filer,0333-9407754
21301-3309811-2,Uzma Naqvi,S/O Asif Chaudhry,4876190.0,0.0,NTN-968609,Non-Filer,0346-7628708
61101-8653827-4,Kamran Ansari,S/O S/O Sheikh Sandhu,26267960.0,6035520.0,NTN-642124,Filer,0313-2096852
42101-6898808-6,Sidra Qureshi,S/O Omar Syed,1915400.0,0.0,NTN-322139,Filer,0312-2875461
54000-8714743-3,Bushra Abbasi,S/O Usman Tarar,3717200.0,0.0,NTN-357794,Non-Filer,0300-8367639
35202-9368971-9,Hassan Raja,,2936610.0,0.0,NTN-271262,Filer,0333-5279006
13302-3351809-9,Rizwan Ali,S/O Omar Malik,59413310.0,7403680.0,NTN-309119,Filer,0333-9430388
42101-4708255-5,Shoaib Hameed,S/O Chaudhry Gujjar,17798030.0,2435400.0,,Filer,0346-6548520
13302-4731908-7,Uzma Aslam,S/O Tariq Chaudhry,18201300.0,1483770.0,NTN-915738,Filer,0302-1429524
44000-6924889-2,Hina Sheikh,S/O Baig Sandhu,12628050.0,1565880.0,NTN-523406,Filer,0346-8041714
,Maryam Ansari,S/O Hassan Ansari,39996230.0,5178450.0,NTN-229964,Filer,0332-8141772
21301-5822076-7,Nadia Latif,,131190560.0,12851530.0,NTN-719463,Filer,0332-3260398
42101-5572884-3,Nadia Abbasi,S/O Sobia Chaudhry,10293560.0,1039480.0,NTN-308599,Filer,0332-1631045
42101-2671507-3,Rukhsar Raja,S/O Shoaib Khan,3528440.0,0.0,NTN-225030,Filer,0312-6652263
42101-8693651-3,Tahir Sandhu,S/O Imran Latif,15817360.0,882760.0,NTN-856516,Filer,0333-1372528
35202-5442135-9,,S/O Omar Jafri,26346300.0,2273840.0,NTN-359174,Filer,0313-2951927
21301-3934217-9,Aamir Naqvi,S/O S/O Imran Nawaz,7700970.0,1435000.0,NTN-682195,Non-Filer,0311-9230660
21301-4128564-9,,S/O Aamir Syed,11727860.0,2375270.0,NTN-473711,Filer,0303-5151534
13302-7599278-5,Asif Qureshi,S/O صنا ملک,15767560.0,1113520.0,NTN-428847,Filer,0302-8256078
,Asif Tarar,S/O Sheikh Rana,11821780.0,2944680.0,NTN-677526,Filer,0312-5653927
35202-7146400-4,Hassan Kan,S/O Ahmed Syed,4682540.0,0.0,NTN-900851,Non-Filer,0303-9244416
42101-8995273-6,Qureshi Gujjar,S/O Tariq Chaudhry,2357490.0,0.0,NTN-171259,Non-Filer,0311-4066614
54000-8744313-2,Omar Chaudhry,S/O Ali Bukhari,28846700.0,4254870.0,NTN-951266,Filer,0345-6182801
61101-6648521-8,Ibrahim Syed,S/O Noor Rafiq,6923060.0,1305090.0,NTN-270683,Non-Filer,0300-5100919
13302-6983510-9,Hashmi Ali,S/O زینب علی,24348250.0,3611870.0,,Filer,0345-2829215
13302-8728502-5,Bushra Cheema,S/O Qureshi Virk,11709660.0,1550170.0,NTN-545606,Filer,0300-2886239
35202-5936453-4,Bilal Zaidi,S/O Sobia Karim,2446620.0,0.0,NTN-483962,Non-Filer,0332-7191135
21301-2878227-7,Mohammad Bhatti,S/O Ali Rizvi,7608930.0,640320.0,NTN-784217,Filer,0333-9589694
44000-4393588-9,Hassan Tarar,S/O زینب علی,3491280.0,0.0,NTN-910749,Filer,0303-5348266
44000-8859576-3,Mehwish Nawaz,S/O Ayesha Mirza,149729190.0,33538250.0,NTN-469688,Filer,0313-7044085
35202-5330159-4,Salman Raa,S/O Sana Ahmed,4673710.0,0.0,NTN-483858,Non-Filer,0322-6221085
54000-3269058-3,احمد خان,S/O Khalid Virk,6381040.0,1530170.0,NTN-768932,Non-Filer,0300-5617103
61101-8447933-4,Baig Cheeam,S/O Usman Raza,12953320.0,698670.0,NTN-384286,Filer,
44000-1537411-8,Ayesha Gujjar,S/O Arif Rafiq,7457790.0,543060.0,NTN-881034,Filer,0321-6980273
61101-4843914-9,Asma Mirza,S/O مریم چودھری,22922390.0,3773360.0,NTN-134822,Filer,0332-6435127
42101-4258608-7,Asma Iqbal,S/O Rizwan Nawaz,3474080.0,0.0,NTN-495568,Filer,0322-9197714
13302-3277672-7,Fatima Chattha,S/O Hashmi Mirza,18815440.0,4667860.0,NTN-525742,Filer,0303-1139015
21301-4394250-1,Rabia Sandhu,S/O Fatima Syed,19102210.0,1768360.0,NTN-941578,Filer,0313-6113383
