canonical_name,father_name,cnic,consumer_id,meter_no,address,city,province
Malik Chattha,S/O Sobia Sandhu,44000-5247408-5,CON-85480645,MTR-9347125,"House 433, Block F, Cavalry Ground, Gwadar",Gwadar,Balochistan
Qureshi Chattha,S/O Hassan Zaidi,21301-7090115-1,CON-69022847,MTR-5358983,"House 203, Block B, Saddar, Rawalakot",Rawalakot,Azad Kashmir
Fatima Chaudhry,S/O Kamran Nawaz,13302-2927428-3,CON-83416252,MTR-9048696,"House 353, Block G, Johar Town, Quetta",Quetta,Balochistan
عمر شیخ,S/O Sana Bhatti,44000-1111220-8,CON-55984628,MTR-3743712,"House 250, Block E, G-9, Nawabshah",Nawabshah,Sindh
Rabia Gondal,S/O Raja Karim,44000-6760669-4,CON-42788678,MTR-9532065,"House 150, Block A, Saddar, Bahawalpur",Bahawalpur,Punjab
Uzma Nawaz,S/O Mirza Chaudhry,54000-8573535-1,CON-25910100,MTR-5943415,"House 167, Block D, PAF Colony, Mardan",Mardan,KPK
Usman Ansari,S/O Sidra Syed,,CON-72843498,MTR-6184300,"House 53, Block C, Defence, Sialkot",Sialkot,Punjab
Shazia Rafiq,S/O Hussain Virk,13302-8149950-8,CON-44841811,MTR-3953838,"House 336, Block F, Johar Town, Sargodha",Sargodha,Punjab
Khalid Karim,S/O Zainab Baig,35202-8959101-7,CON-48153761,MTR-5410466,"House 458, Block B, Cavalry Ground, Islamabad",Islamabad,ICT
Fatima Gilani,S/O Shazia Hameed,21301-1837807-7,CON-70536633,MTR-6916493,"House 70, Block A, Model Town, Chilas",Chilas,Gilgit-Baltistan
Tahir Aslam,S/O Ibrahim Qureshi,13302-1929841-7,CON-55214750,MTR-1397965,"House 167, Block D, Cavalry Ground, Gilgit",Gilgit,Gilgit-Baltistan
Baig Naqvi,S/O Chaudhry Virk,42101-7843602-1,CON-13060646,MTR-9632035,"House 122, Block A, Cantt, Hub",Hub,Balochistan
Mehwish Tarar,S/O S/O Waseem Khan,13302-9801946-5,CON-34305461,MTR-8423343,"House 65, Block E, Bahria Town, Gujranwala",Gujranwala,Punjab
Hamid Zaidi,S/O Raja Gondal,54000-5196564-4,CON-79725204,MTR-4703083,"House 275, Block E, Model Town, Mingora",Mingora,KPK
Chaudhry Hashmi,S/O Shazia Virk,21301-5315095-5,CON-33581891,MTR-6165945,"House 263, Block H, Gulshan-e-Iqbal, Faisalabad",Faisalabad,Punjab
Syed Aslam,S/O Mohammad Khan,61101-5713314-7,CON-58590960,MTR-7555839,"House 71, Block D, Askari, Rawalakot",Rawalakot,Azad Kashmir
Iqra Abbasi,S/O Asma Chaudhry,35202-6655803-5,CON-80462826,MTR-6855641,"House 264, Block F, Gulberg, Chilas",Chilas,Gilgit-Baltistan
Muhammad Malik,S/O Hassan Bukhari,13302-8206299-1,CON-26433223,MTR-7753788,"House 18, Block E, Cantt, Muzaffarabad",Muzaffarabad,Azad Kashmir
Mohammad Sandhu,S/O Ahmed Ali,21301-3346095-1,CON-16784011,MTR-8953645,"House 64, Block C, F-10, Muzaffarabad",Muzaffarabad,Azad Kashmir
Bilal Raza,S/O Shoaib Bhatti,61101-7943579-2,CON-83586014,MTR-9667533,"House 58, Block F, Bahria Town, Abbottabad",Abbottabad,KPK
Imran Bhatti,S/O Rizwan Ahmed,61101-2602069-2,CON-60788467,MTR-3873992,"House 338, Block E, Saddar, Rawalpindi",Rawalpindi,Punjab
صنا ملک,S/O Asma Chattha,35202-8242152-8,CON-77487982,MTR-9286724,"House 89, Block A, Bahria Town, Gilgit",Gilgit,Gilgit-Baltistan
Rukhsar Cheema,S/O Shazia Hashmi,42101-6952727-5,CON-89493481,MTR-9137926,"House 420, Block G, G-9, Abbottabad",Abbottabad,KPK
Mehwish Rafiq,S/O Waseem Raza,54000-2241325-6,CON-62941424,MTR-7268528,"House 302, Block E, Gulshan-e-Iqbal, Skardu",Skardu,Gilgit-Baltistan
Asma Bhatti,S/O Syed Baig,61101-9744451-2,CON-92247961,MTR-1439988,"House 137, Block A, Saddar, Gwadar",Gwadar,Balochistan
Arif Ansari,S/O ابراہیم ملک,13302-3637826-6,CON-61988062,MTR-6280581,"House 189, Block F, North Nazimabad, Islamabad",Islamabad,ICT
Usman Akhtar,S/O Naveed Cheema,44000-1647124-2,CON-77489353,MTR-7823535,"House 3, Block G, Askari, Muzaffarabad",Muzaffarabad,Azad Kashmir
احمد خان,S/O Khalid Tarar,21301-3851395-9,CON-19845187,MTR-9988412,"House 4, Block F, DHA, Sialkot",Sialkot,Punjab
Muhammad Hameed,S/O Rabia Ahmed,61101-6092234-5,CON-72794231,MTR-6731532,"House 216, Block F, PAF Colony, Karachi",Karachi,Sindh
محمد حامد,S/O Hamid Mirza,35202-8169169-5,CON-58920167,MTR-9652295,"House 349, Block E, Township, Nawabshah",Nawabshah,Sindh
Sidra Iqbal,S/O Ayesha Jafri,35202-5924142-7,CON-69876945,MTR-8347767,"House 50, Block G, PAF Colony, Islamabad",Islamabad,ICT
Uzma Bukhari,S/O Baig Bhatti,61101-1733490-6,CON-58058025,MTR-9024955,"House 246, Block B, Gulberg, Gilgit",Gilgit,Gilgit-Baltistan
Aamir Tarar,S/O Iqra Butt,44000-9978714-5,CON-11384895,MTR-7419998,"House 14, Block G, Scheme 33, Khuzdar",Khuzdar,Balochistan
Qureshi Akhtar,S/O Chaudhry Khan,44000-1570665-9,CON-21861228,MTR-6932317,"House 375, Block A, Scheme 33, Turbat",Turbat,Balochistan
Imran Iqbal,S/O Sana Bukhari,61101-7486551-8,CON-21847023,MTR-2517139,"House 314, Block D, Bahria Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
Khalid Gujjar,S/O Hamid Bhatti,54000-5456537-8,CON-35244921,MTR-7730354,"House 47, Block H, E-11, Nawabshah",Nawabshah,Sindh
Ahmed Iqbal,S/O Chaudhry Hussain,44000-7723767-3,CON-41349586,MTR-2390865,"House 14, Block G, Askari, Mardan",Mardan,KPK
Waseem Gujjar,S/O Shoaib Khan,44000-7114767-2,CON-32022699,MTR-5656846,"House 441, Block A, F-10, Skardu",Skardu,Gilgit-Baltistan
Malik Rizvi,S/O Malik Cheema,21301-7990695-4,CON-84232609,MTR-9186298,"House 39, Block A, F-10, Chilas",Chilas,Gilgit-Baltistan
Shazia Abbasi,S/O Usman Gilani,,CON-83298655,MTR-6619099,"House 131, Block H, Gulshan-e-Iqbal, Quetta",Quetta,Balochistan
Hamid Hashmi,S/O عمر شیخ,42101-3523183-4,CON-54016945,MTR-3565106,"House 172, Block A, Saddar, Khuzdar",Khuzdar,Balochistan
Amna Bhatti,S/O Qureshi Qureshi,54000-1088872-4,CON-95595355,MTR-1180367,,Hyderabad,Sindh
,S/O Sidra Zaidi,61101-5275844-2,CON-92969926,MTR-8933433,"House 24, Block B, Cantt, Larkana",Larkana,Sindh
Rukhsar Ansari,S/O Sobia Malik,61101-4701989-5,CON-66476285,MTR-5366243,"House 456, Block E, Askari, Abbottabad",Abbottabad,KPK
Kashif Naqvi,S/O Zainab Gujjar,54000-7645336-5,CON-46305780,MTR-6966817,"House 74, Block F, Askari, Islamabad",Islamabad,ICT
Rizwan Virk,S/O Uzma Nawaz,21301-9764021-9,CON-82605757,MTR-3723936,"House 131, Block E, North Nazimabad, Mirpur",Mirpur,Azad Kashmir
Zainab Karim,S/O Salman Raja,,CON-39696555,MTR-6677533,,Turbat,Balochistan
Mehwish Ahmed,S/O Imran Ansari,44000-5527803-2,CON-64762835,MTR-7344601,"House 422, Block H, Clifton, Bannu",Bannu,KPK
Amna Rana,S/O Sheikh Abbasi,21301-3022230-4,CON-20748517,MTR-5148520,"House 387, Block A, F-10, Islamabad",Islamabad,ICT
Qureshi Akhtar,S/O Hussain Virk,21301-4961940-8,CON-27283769,MTR-2619365,"House 38, Block C, Saddar, Quetta",Quetta,Balochistan
,S/O Zubair Chattha,54000-8843817-7,CON-23991228,MTR-3669384,"House 402, Block B, G-9, Sargodha",Sargodha,Punjab
Arif Bhatti,S/O Zubair Sandhu,42101-2245765-2,CON-48523784,MTR-8381624,"House 361, Block H, Askari, Skardu",Skardu,Gilgit-Baltistan
زینب علی,S/O Shoaib Rizvi,21301-8377596-3,CON-36365946,MTR-4653109,"House 193, Block B, Johar Town, Bahawalpur",Bahawalpur,Punjab
Noor Syed,S/O Maryam Virk,35202-8988683-9,CON-99391925,MTR-1613854,"House 256, Block E, Askari, Islamabad",Islamabad,ICT
Arif aRza,S/O Aamir Rafiq,21301-8588532-8,CON-21345919,MTR-4121148,"House 69, Block D, PAF Colony, Skardu",Skardu,Gilgit-Baltistan
Sajid Virk,S/O Uzma Hashmi,21301-3352369-6,CON-63995191,MTR-5719940,"House 362, Block H, F-10, Khuzdar",Khuzdar,Balochistan
Waseem Syed,S/O Sobia Ahmed,61101-5872771-6,CON-52473916,MTR-4981437,"House 124, Block B, Cantt, Chilas",Chilas,Gilgit-Baltistan
Muhammad Khan,S/O احمد خان,61101-3274128-4,CON-57383085,MTR-2763005,"House 62, Block H, Model Town, Sukkur",Sukkur,Sindh
زینب علی,S/O Ibrahim Latif,54000-9552160-4,CON-47494848,MTR-5795373,"House 382, Block B, Gulshan-e-Iqbal, Hyderabad",Hyderabad,Sindh
,S/O Khalid Rana,42101-7004831-5,CON-82313392,MTR-2986956,"House 138, Block H, Scheme 33, Chilas",Chilas,Gilgit-Baltistan
Sana Nawaz,S/O Uzma Ali,54000-6811532-8,CON-78030143,MTR-2624774,"House 305, Block C, Askari, Skardu",Skardu,Gilgit-Baltistan
Mehwish Sheikh,S/O Hassan Raja,44000-1502716-9,CON-10155261,MTR-2477983,"House 454, Block D, Askari, Islamabad",Islamabad,ICT
Muhammaad Aslam,S/O Adnan Raja,44000-9762770-9,CON-87688756,MTR-1481193,"House 58, Block H, I-8, Rawalakot",Rawalakot,Azad Kashmir
Hamid Naqvi,S/O Omar Iqbal,13302-8579433-8,CON-48923313,MTR-4252528,"House 102, Block C, PAF Colony, Gwadar",Gwadar,Balochistan
Muhammad Virk,S/O Sajid Ansari,35202-3284907-2,CON-21225243,MTR-3091248,"House 316, Block C, Askari, Mirpurkhas",Mirpurkhas,Sindh
Ayesha Abbasi,S/O Asma Mirza,21301-2477917-9,CON-80212200,MTR-7085600,"House 43, Block D, Gulberg, Rawalakot",Rawalakot,Azad Kashmir
Zubair Mirza,S/O Saira Butt,13302-1942461-2,CON-43726380,MTR-7249262,"House 264, Block B, Bahria Town, Islamabad",Islamabad,ICT
Waseem Hameed,S/O Fatima Sandhu,35202-2848975-1,CON-72087193,MTR-2631387,"House 190, Block D, DHA, Bahawalpur",Bahawalpur,Punjab
Naveed Gujjar,S/O Ayesha Gondal,44000-7334348-4,CON-35188050,MTR-4919141,"House 9, Block E, F-10, Bannu",Bannu,KPK
Ibrahim Rizvi,S/O Naeem Chattha,35202-2986786-1,CON-36242810,MTR-5905657,"House 199, Block D, PAF Colony, Islamabad",Islamabad,ICT
Asif Ansari,S/O Imran Hashmi,35202-4557072-9,CON-45428496,MTR-7013859,"House 450, Block D, Bahria Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
Fatima Rafiq,S/O Raja Rafiq,54000-8103845-8,CON-78924799,MTR-7839127,"House 365, Block H, Johar Town, Larkana",Larkana,Sindh
Bilal Zaidi,S/O Ibrahim Chattha,54000-4372867-3,CON-23666254,MTR-3841437,"House 299, Block F, Model Town, Faisalabad",Faisalabad,Punjab
Tahir Butt,S/O Imran Karim,35202-7769399-9,CON-53477893,MTR-7785434,"House 483, Block C, Scheme 33, Rawalpindi",Rawalpindi,Punjab
Amna Jafri,S/O Fatima Raja,61101-5889357-9,CON-86165091,MTR-7685312,"House 437, Block E, Cavalry Ground, Hub",Hub,Balochistan
محمد علی,S/O Ali Syed,61101-2096265-4,CON-61013582,MTR-9176664,"House 218, Block E, F-10, Multan",Multan,Punjab
Mehwish Gondal,S/O Sobia Raja,35202-7190319-4,CON-94826210,MTR-9753760,"House 419, Block D, Gulshan-e-Iqbal, Multan",Multan,Punjab
Sajid Gilani,S/O Rizwan Virk,35202-8130059-6,CON-55495643,MTR-4282616,"House 219, Block A, North Nazimabad, Mardan",Mardan,KPK
Omar Rizvi,S/O Baig Mirza,44000-3289941-3,CON-99021468,MTR-2853740,"House 348, Block H, Gulshan-e-Iqbal, Chilas",Chilas,Gilgit-Baltistan
Rizwan Mirza,S/O Ibrahim Ahmed,54000-7188870-3,CON-15201867,MTR-4123863,"House 112, Block A, Johar Town, Mirpur",Mirpur,Azad Kashmir
Kashif Latif,S/O Zainab Rafiq,35202-6723047-8,CON-12343625,MTR-9029633,"House 361, Block C, Bahria Town, Islamabad",Islamabad,ICT
Sajid Chattha,S/O Bushra Sandhu,44000-6832845-6,CON-34933452,MTR-3530972,"House 152, Block E, North Nazimabad, Larkana",Larkana,Sindh
Muhammad Sheikh,S/O Malik Raja,54000-5252431-7,CON-44960478,MTR-3967060,"House 410, Block F, Gulshan-e-Iqbal, Quetta",Quetta,Balochistan
Rukhsar Baig,S/O Noor Chaudhry,54000-1485989-3,CON-97423682,MTR-1125136,,Mirpurkhas,Sindh
Imran Aslam,S/O Usman Akhtar,54000-6887479-1,CON-63013276,MTR-2087205,"House 360, Block H, PAF Colony, Peshawar",Peshawar,KPK
Zainab Ansari,S/O Bilal Syed,13302-2906592-6,CON-24285732,MTR-8986539,"House 101, Block C, Defence, Karachi",Karachi,Sindh
Hamid Bhatti,S/O Asma Rizvi,42101-8203514-1,CON-20916595,MTR-3530762,"House 216, Block H, F-10, Larkana",Larkana,Sindh
Maryam Malik,S/O Tahir Raza,35202-1219007-2,CON-64151411,MTR-6838187,"House 314, Block D, E-11, Chilas",Chilas,Gilgit-Baltistan
Tariq Aslam,S/O Ibrahim Raja,61101-9223833-6,CON-35759842,MTR-3220865,"House 376, Block A, Gulshan-e-Iqbal, Hyderabad",Hyderabad,Sindh
Naeem Sheikh,S/O Tahir Virk,54000-8068258-3,CON-95908252,MTR-7096387,"House 160, Block H, Saddar, Islamabad",Islamabad,ICT
Hashmi Jafri,S/O Nadia Gilani,42101-6771143-2,CON-13536808,MTR-4269899,"House 21, Block F, G-9, Larkana",Larkana,Sindh
Mehwish Ahmed,S/O Rabia Baig,21301-7751546-4,CON-20988293,MTR-6560014,"House 115, Block D, Bahria Town, Islamabad",Islamabad,ICT
Ayesha Aslam,S/O Malik Qureshi,13302-3567643-8,CON-98756139,MTR-6021764,"House 483, Block E, I-8, Muzaffarabad",Muzaffarabad,Azad Kashmir
Mohammad Mirza,S/O Amna Sheikh,61101-2269974-1,CON-57936980,MTR-2746997,"House 144, Block D, G-9, Larkana",Larkana,Sindh
Arif Karim,S/O Ahmed Hashmi,42101-7060340-9,CON-66769106,MTR-3788701,"House 280, Block C, North Nazimabad, Sukkur",Sukkur,Sindh
Rabia Akhtar,S/O Baig Butt,35202-6175905-2,CON-91477748,MTR-7869124,"House 46, Block G, North Nazimabad, Mirpur",Mardan,KPK
Hassan Virk,S/O Mohammad Mirza,35202-3515332-6,CON-70728714,MTR-1365785,"House 88, Block A, E-11, Turbat",Turbat,Balochistan
Asma Malik,S/O Bilal Ali,35202-3481234-3,CON-80111050,MTR-7412152,"House 189, Block F, Askari, Quetta",Islamabad,ICT
Amna Raja,S/O Kashif Karim,61101-8824531-6,CON-37002481,MTR-5514745,"House 489, Block G, I-8, Skardu",Skardu,Gilgit-Baltistan
Tahir Malik,S/O Shazia Mirza,21301-1799824-2,CON-60589041,MTR-1321407,"House 483, Block G, Saddar, Muzaffarabad",Muzaffarabad,Azad Kashmir
Zainab Karim,S/O Rukhsar Ahmed,44000-9918107-2,CON-51668700,MTR-5438194,"House 171, Block H, E-11, Islamabad",Islamabad,ICT
Sana Hameed,S/O Saira Baig,21301-1698939-1,CON-92987825,MTR-3588880,"House 179, Block H, F-10, Mirpur",Mirpur,Azad Kashmir
Fatima Gilani,S/O Shazia Hameed,21301-1837807-7,CON-29151965,MTR-7974624,"House 70, Block A, Model Town, Chilas",Chilas,Gilgit-Baltistan
Bushra Nawaz,S/O Hashmi Malik,44000-7848158-7,CON-57049754,MTR-9162766,"House 28, Block E, PAF Colony, Sialkot",Sialkot,Punjab
Saira Sandhu,S/O Malik Tarar,21301-6923686-5,CON-98220369,MTR-4994248,"House 363, Block H, North Nazimabad, Islamabad",Islamabad,ICT
Shoaib Jafri,S/O Asma Ansari,44000-8923432-1,CON-82860158,MTR-3080086,"House 302, Block H, G-9, Islamabad",Islamabad,ICT
Rukhsar Mirza,S/O مریم چودھری,13302-4423305-7,CON-92710116,MTR-8954807,"House 156, Block E, Johar Town, Mardan",Mardan,KPK
Ali Latif,S/O Usman Zaidi,61101-1418312-2,CON-86797945,MTR-7772177,"House 64, Block E, Bahria Town, Skardu",Skardu,Gilgit-Baltistan
Naeem Malik,S/O Naeem Sandhu,13302-1583734-5,CON-88763994,MTR-6449167,"House 339, Block F, Saddar, Islamabad",Islamabad,ICT
Waseem Raza,S/O Ahmed Gujjar,21301-8697738-9,CON-40175923,MTR-2535477,"House 295, Block H, Township, Mirpur",Mirpur,Azad Kashmir
Ayesha Chattha,S/O Fatima Zaidi,44000-3636248-6,CON-69774071,MTR-7475120,"House 138, Block D, Saddar, Muzaffarabad",Muzaffarabad,Azad Kashmir
Arif Mirza,S/O Sheikh Akhtar,54000-8843990-1,CON-93832694,MTR-7615772,"House 478, Block G, Cantt, Rawalakot",Rawalakot,Azad Kashmir
Adnan Gujjar,S/O Kashif Hameed,44000-4698345-9,CON-64387020,MTR-2259477,,Turbat,Balochistan
Muhammad Raza,S/O Shoaib Aslam,35202-2663361-6,CON-94035457,MTR-2124190,"House 477, Block E, Scheme 33, Sargodha",Sargodha,Punjab
Noor Tarar,S/O Arif Bukhari,,CON-99633717,MTR-9536492,"House 108, Block B, I-8, Rawalakot",Rawalakot,Azad Kashmir
Malik Gujjar,S/O Saira Bukhari,44000-5437455-1,CON-52793445,MTR-1257478,"House 438, Block F, E-11, Khuzdar",Khuzdar,Balochistan
Shazia Hameed,S/O Rabia Abbasi,35202-2125933-7,CON-96632916,MTR-3889824,"House 451, Block D, Askari, Larkana",Larkana,Sindh
Ali Naqvi,S/O ابراہیم ملک,61101-6241705-5,CON-30218434,MTR-4753432,"House 362, Block G, Gulberg, Chilas",Chilas,Gilgit-Baltistan
Sheikh Malik,S/O Naeem Cheema,13302-6191258-3,CON-89060929,MTR-1400633,"House 418, Block D, Cantt, Rawalpindi",Rawalpindi,Punjab
Khalid Iqbal,S/O Hina Bhatti,44000-7217994-4,CON-11049110,MTR-6734926,"House 439, Block A, G-9, Quetta",Quetta,Balochistan
Amna Zaidi,S/O نادیہ رضا,13302-3548305-4,CON-70695221,MTR-5174425,"House 96, Block B, F-10, Rawalakot",Rawalakot,Azad Kashmir
Hina Sheikh,S/O Kashif Aslam,54000-3531940-6,CON-38188918,MTR-3807506,"House 200, Block A, DHA, Islamabad",Islamabad,ICT
Rukhsar Bukhari,S/O Hashmi Abbasi,13302-4168436-6,CON-23583661,MTR-3341792,"House 180, Block B, Defence, Sargodha",Sargodha,Punjab
محمد احمد,S/O Mohammad Hussain,61101-2516524-5,CON-87019510,MTR-4194795,"House 332, Block D, Askari, Mingora",Mingora,KPK
Sidra Jafri,S/O Sheikh Sheikh,21301-3092208-9,CON-89863174,MTR-4320844,"House 45, Block A, Scheme 33, Peshawar",Peshawar,KPK
Shoaib Cheema,S/O Sajid Baig,21301-9297407-4,CON-75263183,MTR-2900477,,Mirpur,Azad Kashmir
Uzma Akhtar,S/O Iqra Naqvi,61101-4019692-4,CON-91067520,MTR-4283529,"House 68, Block D, Askari, Muzaffarabad",Muzaffarabad,Azad Kashmir
Zainab Latif,S/O Shoaib Syed,21301-1669519-6,CON-10497824,MTR-1816126,"House 389, Block B, Cavalry Ground, Mirpur",Mirpur,Azad Kashmir
Saira Raza,S/O Usman Gujjar,42101-9546326-4,CON-83238132,MTR-2958375,"House 303, Block G, Township, Lahore",Lahore,Punjab
Muhammad Rafiq,S/O Noor Nawaz,21301-9323837-2,CON-21559242,MTR-9934708,"House 383, Block E, G-9, Peshawar",Peshawar,KPK
Arif Sheikh,S/O Rabia Zaidi,13302-8579256-3,CON-23087311,MTR-5022780,"House 193, Block H, I-8, Bannu",Bannu,KPK
Tahir Zaidi,S/O Tahir Sandhu,44000-1521984-3,CON-43359028,MTR-1002434,"House 493, Block E, Askari, Chilas",Chilas,Gilgit-Baltistan
Tariq Rizvi,S/O Malik Cheema,42101-4316645-3,CON-76532554,MTR-4428368,"House 432, Block H, G-9, Chilas",Chilas,Gilgit-Baltistan
Syed Aslam,S/O Shoaib Gujjar,35202-5282215-7,CON-62885181,MTR-1650758,"House 35, Block A, Bahria Town, Nawabshah",Nawabshah,Sindh
Muhammad Ali,S/O Bilal Chaudhry,42101-9890625-5,CON-48483337,MTR-7724448,"House 300, Block D, Gulshan-e-Iqbal, Turbat",Turbat,Balochistan
Hamid Chaudhry,S/O Shazia Cheema,35202-3869830-6,CON-76844616,MTR-3740029,"House 244, Block C, Askari, Peshawar",Peshawar,KPK
Saiira Iqbal,S/O Tariq Raja,13302-4488036-4,CON-88488118,MTR-8534580,"House 485, Block F, E-11, Chilas",Chilas,Gilgit-Baltistan
Waseem Khan,S/O Hina Aslam,61101-7223814-5,CON-43673042,MTR-3484738,"House 77, Block F, Askari, Islamabad",Islamabad,ICT
Sana Hameed,S/O Shoaib Cheema,61101-3160473-2,CON-52184803,MTR-8023572,"House 272, Block H, Johar Town, Islamabad",Islamabad,ICT
Chaudhry Gujjar,S/O Tariq Chaudhry,35202-9611521-5,CON-45582964,MTR-2249405,"House 289, Block H, PAF Colony, Skardu",Skardu,Gilgit-Baltistan
Usman Gujjar,S/O Sana Ali,21301-5058503-3,CON-94404305,MTR-6318060,"House 329, Block A, Township, Chilas",Chilas,Gilgit-Baltistan
Malik Qureshi,S/O Rabia Chaudhry,21301-7499949-8,CON-96247768,MTR-2049536,"House 445, Block B, Model Town, Mardan",Mardan,KPK
Muhammad Abbasi,S/O Salman Gilani,44000-3265190-3,CON-84199085,MTR-8311083,"House 70, Block F, Model Town, Turbat",Turbat,Balochistan
Malik Ali,S/O Asma Hussain,42101-9260690-7,CON-51562567,MTR-1373619,"House 219, Block A, Bahria Town, Faisalabad",Faisalabad,Punjab
محمد احمد,S/O Waseem Karim,21301-9327698-5,CON-33569262,MTR-4433105,"House 441, Block F, E-11, Khuzdar",Khuzdar,Balochistan
Muhammad Bukhari,S/O Muhammad Rafiq,,CON-68639605,MTR-5504922,"House 495, Block F, Gulberg, Mardan",Mardan,KPK
Khalid Bhatti,S/O Tariq Aslam,61101-4097922-8,CON-91122243,MTR-6167437,"House 177, Block B, Bahria Town, Mirpurkhas",Mirpurkhas,Sindh
Rukhsar Khan,S/O Arif Cheema,54000-6372066-7,CON-24600372,MTR-6030598,"House 336, Block B, Township, Gilgit",Gilgit,Gilgit-Baltistan
Salman Rafiq,S/O Zubair Aslam,13302-5345527-1,CON-50300506,MTR-4538976,"House 475, Block C, North Nazimabad, Quetta",Quetta,Balochistan
Tariq Raja,S/O Hassan Khan,54000-6644283-3,CON-91420813,MTR-2135241,"House 196, Block C, PAF Colony, Islamabad",Peshawar,KPK
,S/O Asma Rizvi,42101-8203514-1,CON-85453752,MTR-6720039,"House 216, Block H, F-10, Larkana",Larkana,Sindh
,S/O Asma Iqbal,35202-7562960-4,CON-92982356,MTR-6014959,"House 1, Block C, Cavalry Ground, Gilgit",Gilgit,Gilgit-Baltistan
Muhammad Rafiq,S/O Imran Bukhari,13302-4463505-6,CON-62290586,MTR-5154085,"House 45, Block F, Cantt, Chilas",Chilas,Gilgit-Baltistan
,S/O S/O Salman Hussain,61101-1113537-7,CON-48146095,MTR-5823782,"House 154, Block F, Scheme 33, Kohat",Kohat,KPK
Aaimr Rafiq,S/O Baig Mirza,44000-3275650-3,CON-53973780,MTR-4298243,"House 398, Block B, Scheme 33, Islamabad",Islamabad,ICT
Qureshi Syed,S/O Ahmed Chattha,44000-7791323-7,CON-87996141,MTR-3437707,"House 36, Block C, Bahria Town, Quetta",Gilgit,Gilgit-Baltistan
Naeeem Ali,S/O Asma Raja,21301-6889724-8,CON-80076123,MTR-8806454,,Turbat,Balochistan
Kashif Virk,S/O Sobia Naqvi,21301-6882664-5,CON-84117441,MTR-9479588,"House 474, Block D, Clifton, Islamabad",Islamabad,ICT
Noor Bukhari,S/O Iqra Naqvi,13302-6367049-6,CON-61947660,MTR-5869929,"House 70, Block H, Model Town, Islamabad",Islamabad,ICT
Ahmed Khan,S/O Imran Abbasi,13302-3183280-7,CON-59107446,MTR-4891685,"House 15, Block B, Gulberg, Mingora",Mingora,KPK
Naveed Mirza,S/O Noor Virk,35202-2495511-6,CON-47493458,MTR-4908566,"House 296, Block A, F-10, Mingora",Mingora,KPK
Asma Bhatti,S/O Syed Baig,61101-9744451-2,CON-87752048,MTR-6657402,"House 137, Block A, Saddar, Gwadar",Gwadar,Balochistan
Mehwish Hashmi,S/O Shazia Akhtar,13302-8979708-6,CON-74157796,MTR-3501884,"House 89, Block G, DHA, Peshawar",Peshawar,KPK
Bilal Malik,S/O Hashmi Qureshi,61101-6763888-2,CON-70664085,MTR-4503135,"House 42, Block F, Defence, Abbottabad",Abbottabad,KPK
محمد علی,S/O Shoaib Raza,44000-7770605-8,CON-33357641,MTR-5246161,"House 364, Block B, Saddar, Kohat",Kohat,KPK
Hussain Naqvi,S/O Omar Chaudhry,44000-5123196-8,CON-74902125,MTR-8565681,"House 378, Block C, Model Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
Uzma Rizvi,S/O Sana Tarar,44000-2262586-3,CON-54770178,MTR-2095296,"House 232, Block F, Askari, Mirpur",Mirpur,Azad Kashmir
Rukhsar Nawaz,,13302-4879140-2,CON-98574151,MTR-6424334,"House 389, Block A, Gulshan-e-Iqbal, Rawalakot",Rawalakot,Azad Kashmir
Hamid Gujjar,S/O Ahmed Tarar,54000-5495743-6,CON-36020461,MTR-5173848,"House 177, Block H, Johar Town, Islamabad",Islamabad,ICT
Ayesha Aslam,S/O Malik Qureshi,13302-3567643-8,CON-17906234,MTR-4709119,"House 483, Block E, I-8, Muzaffarabad",Muzaffarabad,Azad Kashmir
Saira Karim,S/O Hamid Qureshi,61101-1525077-6,CON-18942622,MTR-8981699,"House 305, Block B, Gulshan-e-Iqbal, Mirpur",Mirpur,Azad Kashmir
Muhammad Bukhari,S/O Sobia Akhtar,35202-2768361-4,CON-89665136,MTR-2208854,"House 153, Block B, North Nazimabad, Chilas",Chilas,Gilgit-Baltistan
Faisal Raza,S/O Kashif Ahmed,61101-7646550-3,CON-13337406,MTR-4205657,"House 209, Block F, Defence, Chilas",Chilas,Gilgit-Baltistan
Asma Latif,S/O Zainab Cheema,54000-4063816-1,CON-16093898,MTR-7823144,"House 430, Block C, G-9, Lahore",Lahore,Punjab
Muhammad Akhtar,S/O Usman Cheema,35202-6824363-1,CON-91442531,MTR-3299110,"House 260, Block F, Gulshan-e-Iqbal, Quetta",Quetta,Balochistan
Bilal Bhatti,S/O Usman Hameed,13302-6485389-2,CON-59007994,MTR-7975191,"House 167, Block F, PAF Colony, Hyderabad",Hyderabad,Sindh
Ahmed Chattha,S/O Arif Tarar,13302-7679985-3,CON-94437802,MTR-7329697,"House 193, Block G, North Nazimabad, Rawalakot",Rawalakot,Azad Kashmir
Maryam Iqbal,S/O Bilal Hussain,13302-8275450-1,CON-15734373,MTR-9889645,"House 218, Block A, Scheme 33, Islamabad",Islamabad,ICT
,S/O Kamran Raza,54000-8293482-5,CON-61356294,MTR-9551402,"House 12, Block B, Scheme 33, Turbat",Turbat,Balochistan
