canonical_name,father_name,cnic,car_registration_number,model_year,car_brand,car_model,engine_size_cc,province,city,market_value,phone
Noor Cheema,S/O Hussain Karim,35202-4180930-1,LHR-5470-E,2017,Toyota,Camry,1600,Punjab,Multan,5984000.0,0300-8715924
Sana Sheikh,S/O Asma Zaidi,35202-8108462-6,QTA-9431-X,2023,Kia,Stonic,1500,Balochistan,Gwadar,2370000.0,0301-8920040
Rukhsar Nawaz,S/O Hamid Latif,42101-2891460-5,QTA-5828-A,2005,Kia,Sportage,1600,Balochistan,Hub,2352000.0,0301-2219563
Mohammad Hussain,S/O Rukhsar Ansari,54000-6591164-3,PES-207-R,2013,Honda,City,2500,KPK,Peshawar,6300000.0,
Raja Bukhari,S/O Ayesha Hashmi,13302-8632578-9,MZD-9683-L,2006,Toyota,Yaris,1200,Balochistan,Quetta,3156000.0,0303-3937702
M. Qureshi,S/O Bilal Cheema,42101-2868877-5,KHI-9848-E,2015,Suzuki,Cultus,1500,Sindh,Karachi,5685000.0,0331-1353880
R. Bhatti,S/O Uzma Ansari,44000-3007231-5,GIL-7196-X,2021,BMW,7 Series,4000,Gilgit-Baltistan,Chilas,9360000.0,0301-2266047
Ayesha Rafiq,S/O Iqra Abbasi,35202-8818534-4,QTA-4025-U,2011,Kia,Carnival,1800,Balochistan,Hub,4176000.0,0346-8853522
Hashmi Karim,S/O Malik Naqvi,54000-2877401-1,QTA-9120-I,2023,Kia,Picanto,1200,Balochistan,Quetta,4692000.0,0313-9693313
محمد احمد,S/O Mirza Qureshi,44000-6227261-4,QTA-2214-R,2017,Toyota,Corolla,1500,Balochistan,Turbat,0.0,0333-5107753
Hassan Gujjar,S/O Rukhsar Latif,21301-2619494-8,MZD-6479-V,2020,Hyundai,Santa Fe,1500,Azad Kashmir,Rawalakot,4050000.0,0331-4271049
Hina Sandhu,S/O Syed Sandhu,42101-8693917-1,KHI-7761-I,2012,Suzuki,Bolan,1200,Sindh,Larkana,4716000.0,0346-9169967
Baig Ahmed,S/O Malik Butt,42101-9701641-1,MZD-1781-D,2013,Toyota,Camry,1200,Azad Kashmir,Mirpur,2604000.0,0301-4093038
محمد احمد,S/O Sajid Ansari,61101-3988644-3,LHR-1574-O,2022,Suzuki,Wagon R,1600,Punjab,Lahore,2176000.0,
Nadia Zaidi,S/O S/O Khalid Aslam,54000-6262932-6,LHR-3242-V,2009,Kia,Stonic,1600,Punjab,Multan,0.0,0321-4441570
Adnan Gilani,S/O Sobia Karim,13302-6452832-3,KHI-4564-P,2017,Suzuki,Wagon R,2000,Sindh,Mirpurkhas,6680000.0,0312-5691890
Noor Naqvi,S/O Saira Malik,44000-3763853-9,LHR-3178-R,2010,Toyota,Yaris,1500,Sindh,Larkana,5835000.0,0346-1904920
Rukhsar Bhatti,S/O Mirza Rizvi,42101-9506299-8,LHR-7089-X,2008,Hyundai,Tucson,3500,Punjab,Sialkot,8015000.0,0301-8238601
Omar arim,S/O Arif Mirza,21301-6256463-1,MZD-5391-R,2021,Hyundai,Elantra,1600,Sindh,Sukkur,3744000.0,0333-1802733
Ayesha Ahmed,S/O Shazia Jafri,,ISB-6835-N,2014,Honda,CR-V,1000,ICT,Islamabad,2710000.0,0332-2984998
احمد خان,S/O Hina Baig,13302-6316712-8,GIL-5320-J,2021,Toyota,Corolla,1500,Gilgit-Baltistan,Skardu,4395000.0,
Ayesha Raja,S/O Mohammad Abbasi,35202-7350648-8,MZD-9987-T,2007,Toyota,Camry,800,Azad Kashmir,Mirpur,2112000.0,0331-3699257
Waseem Iqbal,S/O Shoaib Virk,21301-1866050-4,GIL-2404-W,2019,Suzuki,Bolan,2500,Gilgit-Baltistan,Gilgit,4950000.0,0313-4401589
Imran Syed,S/O S/O Ahmed Akhtar,35202-8678589-1,PES-6062-P,2012,Suzuki,Alto,2500,KPK,Abbottabad,5025000.0,0311-9646701
Bushra Chattha,S/O Sheikh Sandhu,42101-6290332-7,GIL-9129-J,2012,Suzuki,Swift,800,Gilgit-Baltistan,Skardu,2584000.0,0302-6096478
Rizwan Abbasi,S/O Uzma Hashmi,54000-3438855-9,PES-7419-X,2006,Suzuki,Bolan,2500,KPK,Mingora,8225000.0,0333-8235722
Hussain Sheikh,S/O Asif Cheema,44000-7445414-5,QTA-5276-E,2014,Honda,BR-V,2000,Balochistan,Turbat,2080000.0,0311-7441381
Fatima Raja,S/O Mohammad Malik,21301-9959880-2,QTA-129-L,2017,Toyota,Camry,2000,Balochistan,Hub,5460000.0,0303-9087054
Sheikh Raja,S/O Syed Bukhari,21301-9910743-7,ISB-4918-V,2019,Kia,Stonic,2000,ICT,Islamabad,5240000.0,0321-9309504
Tahi Hameed,S/O Adnan Mirza,54000-2723554-8,PES-7212-N,2019,Suzuki,Wagon R,2000,KPK,Mingora,2500000.0,0301-3472421
Hamid Bhatti,S/O Zubair Ansari,21301-6900429-4,ISB-1889-U,2015,Honda,CR-V,1200,Punjab,Rawalpindi,2328000.0,0332-8323821
,S/O Usman Raza,61101-8447933-4,LHR-6534-Z,2010,Toyota,Camry,2000,Punjab,Rawalpindi,7540000.0,0321-1119336
Sheikh Ansari,S/O Bilal Ali,42101-4329866-1,GIL-5233-X,2013,Hyundai,Tucson,1600,Gilgit-Baltistan,Chilas,3072000.0,0303-4724852
Muhammad Raja,S/O Waseem Naqvi,61101-1726143-2,ISB-2016-X,2007,Hyundai,Tucson,2500,ICT,Islamabad,5125000.0,0345-3076911
Mohammad Gilani,S/O Sajid Qureshi,54000-7929467-5,MZD-9958-K,2017,Toyota,Fortuner,2500,Azad Kashmir,Rawalakot,6050000.0,0321-4256866
Malik Butt,S/O Shoaib Syed,,GIL-6389-M,2017,Suzuki,Swift,1600,Gilgit-Baltistan,Chilas,5360000.0,0303-5437702
Rabia Abbasi,S/O عمر شیخ,61101-9151794-1,LHR-8314-E,2023,Honda,Civic,1300,Sindh,Mirpurkhas,2418000.0,0313-5272208
Sidra Virk,S/O Bilal Ansari,44000-2514792-5,PES-5583-G,2012,Kia,Stonic,1300,KPK,Mingora,2821000.0,0312-3812861
Bilal Chattha,S/O Syed Gilani,42101-9037659-1,PES-211-Z,2021,Suzuki,Alto,1200,KPK,Mardan,2724000.0,0313-6629266
Hamid Rafiq,S/O S/O Asma Bhatti,13302-8224069-6,ISB-2110-V,2012,Suzuki,Cultus,1000,ICT,Islamabad,3360000.0,0333-5262908
Sana Gondal,S/O Asma Mirza,61101-9513036-2,QTA-2942-Y,2005,Honda,Civic,1000,Balochistan,Khuzdar,3850000.0,0346-2332904
Ibrahim Syed,S/O Noor Rafiq,61101-6648521-8,LHR-6332-B,2016,Toyota,Land Cruiser,1500,Punjab,Lahore,4230000.0,0300-5100919
Sheikh Ahmed,S/O Uzma Bukhari,,MZD-7677-G,2012,Toyota,Land Cruiser,3500,Azad Kashmir,Mirpur,10780000.0,0312-1960095
Salman Cheema,S/O Hina Gilani,35202-3786787-3,ISB-9988-W,2015,Hyundai,Tucson,1200,ICT,Islamabad,4764000.0,0321-1329299
Faisal Gondal,S/O Hamid Rizvi,44000-7008264-7,KHI-1925-H,2013,Toyota,Land Cruiser,3000,Sindh,Hyderabad,5520000.0,0346-1891433
Omar Nawaz,S/O محمد علی,35202-5678255-9,LHR-6987-S,2015,Hyundai,Tucson,2500,Punjab,Multan,3700000.0,0322-6855729
Malik Abbasi,S/O Usman Jafri,35202-9395962-5,LHR-8459-M,2007,Toyota,Corolla,1200,Punjab,Faisalabad,1452000.0,0302-4193974
Naveed Bhatti,S/O Bilal Nawaz,35202-3684740-4,PES-3702-G,2023,Toyota,Yaris,1500,KPK,Bannu,4035000.0,0312-2727672
Omar Sheikh,S/O Mohammad Virk,21301-4104204-8,ISB-6550-F,2010,Suzuki,Bolan,1600,ICT,Islamabad,2176000.0,0346-7252556
Zainab Ansari,S/O Bilal Syed,13302-2906592-6,KHI-1204-M,2006,Toyota,Hilux,1300,Sindh,Karachi,1573000.0,0313-8547778
Baig Qureshi,S/O Ibrahim Abbasi,21301-4249147-7,KHI-5010-X,2018,Toyota,Fortuner,800,Sindh,Karachi,1304000.0,0313-5280671
Amna Cheema,S/O Rizwan Aslam,21301-1909393-4,LHR-4311-G,2006,Audi,Q7,3500,Punjab,Sialkot,5635000.0,0332-8416216
W. Qureshi,S/O Sana Karim,35202-7297881-2,LHR-7398-O,2022,Honda,CR-V,2500,Punjab,Sialkot,5375000.0,0346-2944254
Kamran Akhtar,S/O Muhammad Khan,44000-6685858-4,KHI-3430-P,2020,Suzuki,Cultus,2500,Sindh,Karachi,3425000.0,0321-5494899
Chaudhry Sandhu,S/O Muhammad Abbasi,42101-7879910-3,PES-4058-G,2007,Honda,CR-V,1200,KPK,Peshawar,2580000.0,0322-8069567
Mehwish Gilani,S/O زینب علی,42101-1008181-4,PES-5963-R,2011,Toyota,Fortuner,1500,KPK,Mingora,0.0,0333-8260096
Raja Gilani,S/O Fatima Hameed,13302-3392360-4,LHR-9404-I,2007,Kia,Sportage,1600,Punjab,Gujranwala,2336000.0,0311-1676823
Hina Sheikh,S/O Kashif Aslam,54000-3531940-6,ISB-4177-L,2016,Toyota,Camry,2000,ICT,Islamabad,6100000.0,0312-1400196
Ahmed Jafri,S/O Muhammad Nawaz,42101-9509707-3,KHI-4956-Y,2020,Kia,Stonic,1600,Sindh,Larkana,2000000.0,0301-8004986
S. Bukhari,S/O Muhammad Rafiq,42101-3761979-3,PES-9414-U,2007,Suzuki,Swift,2500,KPK,Mardan,9925000.0,0302-7449809
Zubair Rana,S/O Hussain Hameed,54000-2589937-4,KHI-5530-U,2006,Suzuki,Swift,1000,Sindh,Sukkur,1610000.0,0322-1843456
I. Abbasi,S/O Hashmi Mirza,21301-3805489-5,LHR-918-I,2015,Suzuki,Wagon R,1500,Punjab,Rawalpindi,4680000.0,0303-9900657
Hamid Bhatti,S/O Tahir Chaudhry,44000-4664158-2,PES-8362-R,2006,Honda,CR-V,800,KPK,Bannu,1624000.0,0311-4173453
ابراہیم ملک,S/O Uzma Abbasi,54000-4593100-7,KHI-3358-P,2017,Toyota,Fortuner,1000,Sindh,Larkana,3870000.0,0301-7321034
Hashmi Chaudhry,S/O S/O احمد خان,42101-2449847-3,PES-2494-W,2009,Toyota,Yaris,1000,KPK,Kohat,3830000.0,0345-1175132
Faisal Gondal,S/O Hamid Rizvi,44000-7008264-7,KHI-688-S,2014,Suzuki,Jimny,2500,Sindh,Hyderabad,3175000.0,0321-5730365
Sajid Gilani,S/O Sana Gujjar,42101-9482495-2,ISB-4741-T,2008,Hyundai,Sonata,1800,ICT,Islamabad,2124000.0,0302-5713926
Arif Bhatti,S/O Saira Baig,54000-4936074-1,PES-2112-C,2010,Hyundai,Tucson,2000,KPK,Bannu,7680000.0,0302-5363341
Mehwish Chaudhry,S/O Bushra Butt,54000-5582950-8,GIL-6541-J,2019,Kia,Carnival,1000,Gilgit-Baltistan,Skardu,2080000.0,0321-1822483
Bilal Qureshi,,21301-3722724-5,QTA-8699-H,2023,Hyundai,Tucson,2000,Balochistan,Turbat,5920000.0,0312-6396305
Sana Gondal,S/O Aamir Ahmed,42101-2079421-4,PES-1387-H,2010,Kia,Picanto,1800,KPK,Mingora,2034000.0,0311-2270746
Aamir Hssain,S/O Noor Bukhari,35202-7045114-6,QTA-9597-M,2022,Toyota,Camry,3000,Balochistan,Khuzdar,4890000.0,0345-2167300
Hussain Rizvi,S/O Mohammad Naqvi,35202-1768805-4,GIL-9830-S,2022,Hyundai,Santa Fe,800,Gilgit-Baltistan,Gilgit,2152000.0,0346-2694522
S. Tarar,S/O Sana Hameed,42101-5199995-6,GIL-8870-P,2016,Toyota,Fortuner,800,Gilgit-Baltistan,Chilas,840000.0,0313-5693705
Aamir Rafiq,S/O Shoaib Raza,13302-7977306-7,LHR-7301-H,2022,Kia,Sportage,1800,Punjab,Gujranwala,7128000.0,0322-6058601
Billa Sandhu,S/O علی حسین,13302-7176177-9,ISB-1517-F,2011,Suzuki,Alto,3000,Sindh,Hyderabad,5580000.0,0322-5522980
Imran Cheema,S/O Noor Tarar,61101-5472285-8,PES-4889-Q,2008,Kia,Stonic,2000,KPK,Mardan,2180000.0,0302-6223811
Hina Sheikh,S/O Uzma Syed,35202-9634692-5,LHR-5935-K,2022,BMW,X5,3000,Punjab,Lahore,8100000.0,0313-9145474
Khalid Latif,S/O Nadia Butt,42101-7631585-5,QTA-4289-W,2019,Toyota,Corolla,800,Balochistan,Turbat,2184000.0,0321-9519127
Sajid Gondal,S/O S/O Mirza Baig,13302-1937991-4,ISB-2893-A,2014,Honda,Civic,1600,ICT,Islamabad,3936000.0,0302-4968669
عائشہ احمد,S/O Naeem Zaidi,44000-9288026-7,MZD-6457-G,2013,Kia,Carnival,3000,Punjab,Sargodha,3480000.0,0332-7223453
Mehwish Hashmi,S/O Naveed Mirza,54000-6609610-7,QTA-6129-Y,2015,Hyundai,Tucson,3000,Balochistan,Gwadar,6630000.0,0313-2155280
مریم چودھری,S/O Shoaib Iqbal,44000-1837832-4,QTA-4248-L,2007,Hyundai,Tucson,1200,Balochistan,Hub,1224000.0,0300-2729886
Bushra Akhtar,S/O Raja Khan,35202-7001588-7,LHR-379-B,2017,Kia,Picanto,800,KPK,Mardan,3200000.0,0332-7834397
Saira Raja,S/O Sajid Gondal,21301-9957800-1,PES-3993-Z,2020,Hyundai,Tucson,2000,KPK,Peshawar,7200000.0,0322-5767347
Hassan Raza,S/O Hamid Sheikh,61101-9448435-7,QTA-4816-D,2019,Honda,CR-V,660,Balochistan,Hub,1590600.0,0312-8590191
ع. احمد,,,GIL-7399-N,2011,Honda,CR-V,1800,Gilgit-Baltistan,Skardu,6606000.0,0333-1296835
Shazia Baig,S/O Zubair Raja,35202-1312101-2,LHR-3705-C,2019,Suzuki,Swift,2500,Punjab,Gujranwala,9025000.0,0345-6433369
محمد حسن,S/O Omar Aslam,35202-9252661-8,MZD-6663-L,2008,Hyundai,Sonata,2000,Azad Kashmir,Muzaffarabad,2360000.0,0300-5124342
Rabia Gilani,S/O Noor Syed,13302-4284560-5,GIL-3958-Z,2011,Toyota,Fortuner,1000,Gilgit-Baltistan,Skardu,3100000.0,0346-6693407
,S/O Zainab Rana,35202-7539889-6,MZD-3891-K,2016,Kia,Stonic,1600,Azad Kashmir,Mirpur,4128000.0,0322-9065704
I. Sandhu,S/O Ibrahim Malik,61101-2203699-4,ISB-2360-V,2010,Toyota,Hilux,800,ICT,Islamabad,1272000.0,0322-9124929
Rizwan Sheikh,S/O Saira Jafri,42101-5185975-3,LHR-8874-C,2020,Hyundai,Santa Fe,2000,Punjab,Sialkot,6800000.0,0301-4984061
Chaudhry Ali,S/O Hamid Cheema,42101-8998464-9,KHI-6161-H,2008,Toyota,Land Cruiser,2000,Sindh,Karachi,5100000.0,0333-1956654
Kashif Naqvi,S/O Faisal Hussain,44000-9948353-7,KHI-9463-D,2009,Hyundai,Sonata,1200,Sindh,Sukkur,2352000.0,0303-3530809
,S/O Rabia Aslam,61101-5434732-7,LHR-6082-F,2018,Suzuki,Bolan,1000,Punjab,Multan,2060000.0,0301-1457249
Ibrahim Sheikh,S/O Bilal Hussain,61101-6602886-8,MZD-7148-T,2014,Hyundai,Elantra,3000,Azad Kashmir,Muzaffarabad,9120000.0,0333-8924857
Arif Sandhu,S/O Imran Baig,21301-2916496-6,LHR-1538-H,2012,Mercedes,S-Class,3500,Punjab,Gujranwala,12005000.0,0302-5990296
Zainab Iqbal,S/O Asma Rizvi,42101-7030680-6,ISB-9782-L,2009,Suzuki,Bolan,2500,ICT,Islamabad,5175000.0,0321-3491564
Imran Karim,S/O Tahir Chattha,35202-3845383-1,MZD-7653-K,2008,Honda,CR-V,660,Azad Kashmir,Mirpur,1544400.0,0313-1364540
Qureshi Gujar,S/O S/O Sana Abbasi,42101-5273534-1,GIL-4580-E,2010,Suzuki,Swift,1500,Gilgit-Baltistan,Skardu,1725000.0,0312-8235969
Asif Gujjar,S/O Mehwish Aslam,54000-8442372-9,MZD-8456-O,2008,Hyundai,Santa Fe,1800,Azad Kashmir,Rawalakot,6390000.0,0333-7116865
Raja Bhatti,S/O Sana Virk,35202-1749161-2,QTA-3974-D,2010,Hyundai,Elantra,2000,Balochistan,Gwadar,4720000.0,0332-3217318
Hashmi Gondal,S/O Mohammad Raza,61101-9222380-5,PES-3112-U,2021,Hyundai,Elantra,3000,KPK,Kohat,5640000.0,0345-6066602
A. Sheih,S/O Adnan Hussain,13302-9387348-7,ISB-1375-X,2019,Hyundai,Sonata,2000,ICT,Islamabad,3340000.0,0322-9768152
A. Gilani,S/O Iqra Karim,44000-5813958-4,QTA-9665-Y,2017,Kia,Picanto,1300,Balochistan,Turbat,0.0,0322-6193838
Rizwan Karim,S/O Zubair Hussain,61101-6200679-9,QTA-7656-M,2012,Toyota,Hilux,1800,Balochistan,Khuzdar,5850000.0,0301-4015276
Bushra Baig,S/O Hassan Zaidi,,MZD-9452-V,2010,Hyundai,Tucson,1000,Azad Kashmir,Muzaffarabad,3280000.0,0313-9203667
Hassan Nawaz,S/O Salman Virk,,LHR-5388-A,2019,Hyundai,Tucson,3500,Azad Kashmir,Muzaffarabad,6300000.0,0301-5181074
Khalid Baig,S/O Usman Gujjar,13302-4174419-2,LHR-9450-N,2017,Toyota,Camry,3000,Punjab,Faisalabad,8760000.0,0333-5706307
ن. رضا,S/O Sheikh Cheema,21301-7837298-8,MZD-898-B,2011,Hyundai,Santa Fe,1500,Azad Kashmir,Rawalakot,3090000.0,0346-7775604
H. Sheikh,S/O Mohammad Gilani,42101-7585847-4,PES-7728-T,2013,Honda,BR-V,2500,KPK,Bannu,6400000.0,0302-7771181
Amna Rizvi,S/O Tariq Gilani,21301-1419843-9,GIL-3429-V,2017,Hyundai,Tucson,2000,Gilgit-Baltistan,Skardu,2820000.0,0332-2060605
Ibrahim Karim,S/O Waseem Raza,35202-7858320-6,GIL-9857-L,2012,Suzuki,Bolan,2000,Gilgit-Baltistan,Gilgit,2240000.0,0345-5600435
Uzma Abbasi,S/O Hashmi Chaudhry,54000-5139478-5,PES-3965-H,2008,Kia,Picanto,1000,KPK,Kohat,1800000.0,0333-3226920
محمد احمد,S/O Aamir Naqvi,21301-8775431-4,QTA-9628-O,2021,Suzuki,Swift,1500,Balochistan,Hub,2895000.0,0302-5406989
Waseem Sandhu,S/O Fatima Zaidi,13302-9898627-8,MZD-8207-Y,2020,Honda,HR-V,2000,Azad Kashmir,Muzaffarabad,7320000.0,0303-3593718
Kamran Rizvi,S/O Tahir Gilani,21301-8693677-7,LHR-8446-N,2005,Suzuki,Wagon R,1000,Punjab,Lahore,1660000.0,0311-3630468
Sidra Qureshi,S/O S/O Fatima Baig,54000-8493596-6,MZD-6295-K,2017,Honda,CR-V,800,Azad Kashmir,Muzaffarabad,1968000.0,0345-9848116
N. Baig,S/O Muhammad Jafri,54000-5026938-8,LHR-6800-J,2010,Suzuki,Alto,1500,Punjab,Lahore,4590000.0,0303-6205422
Mehwish Akhtar,S/O Hamid Ansari,35202-2333118-1,PES-5466-Z,2017,Kia,Sportage,1600,KPK,Mingora,3728000.0,0322-6069116
Aamir Virk,,35202-8942167-5,QTA-4173-W,2020,Hyundai,Santa Fe,800,Balochistan,Turbat,928000.0,0321-6465406
Tariq Virk,S/O Naeem Hussain,13302-2077621-8,KHI-2177-S,2009,Hyundai,Elantra,800,Sindh,Mirpurkhas,1984000.0,0301-8169923
Sajid Rana,S/O فاطمہ خان,61101-2775711-7,KHI-9268-M,2019,Toyota,Yaris,1000,Sindh,Sukkur,1770000.0,0313-8933671
Kalid Tarar,S/O Salman Tarar,42101-7179080-1,GIL-289-C,2011,Suzuki,Bolan,1600,Gilgit-Baltistan,Gilgit,4336000.0,0300-2782278
Tariq Butt,S/O Bilal Ansari,21301-2342445-6,MZD-8583-L,2022,Honda,Civic,1600,Azad Kashmir,Rawalakot,5808000.0,0321-8091683
Ibrahim Chaudhry,S/O Zainab Bukhari,,QTA-7800-C,2021,Kia,Carnival,2000,Balochistan,Hub,3400000.0,0302-7137178
A. Malik,S/O Nadia Qureshi,42101-4763279-9,KHI-4683-L,2013,Kia,Stonic,660,Sindh,Mirpurkhas,1696200.0,0301-3012719
Sidra Virk,S/O Bilal Ansari,44000-2514792-5,PES-6281-Q,2022,Hyundai,Sonata,2000,KPK,Mingora,4460000.0,0312-3812861
Sajid Rizvi,S/O Sajid Virk,54000-7040607-3,MZD-5510-X,2007,Toyota,Corolla,1800,Azad Kashmir,Rawalakot,5796000.0,0312-3389823
Arif Ali,S/O Mehwish Ali,21301-5868635-9,LHR-3179-L,2014,Honda,CR-V,2500,Punjab,Bahawalpur,5350000.0,0311-6580192
Chaudhry Bhatti,,44000-6865529-6,ISB-1835-X,2011,Hyundai,Tucson,1600,ICT,Islamabad,3712000.0,0345-7245694
Waseem Naqvi,S/O S/O عائشہ احمد,54000-7082121-2,ISB-2651-K,2010,Toyota,Camry,660,ICT,Islamabad,1392600.0,0311-7258139
Shazia Ansari,S/O Sajid Naqvi,42101-8989948-7,ISB-6534-B,2014,Audi,Q7,2000,ICT,Islamabad,3000000.0,0332-5590782
Ayesha Syed,S/O Rabia Akhtar,54000-7500351-7,PES-5638-M,2021,Kia,Sportage,1000,KPK,Mardan,2500000.0,0346-6759540
Sidra Gujjar,S/O Bilal Rizvi,42101-6039013-8,KHI-4784-A,2019,Toyota,Hilux,1800,Sindh,Larkana,6156000.0,0313-4839815
Shoaib Raja,S/O Imran Syed,,PES-8646-W,2008,Suzuki,Swift,1600,KPK,Abbottabad,2896000.0,0301-6501583
Tariq Nawaz,S/O Waseem Bhatti,13302-8847442-4,ISB-7164-Q,2009,Audi,A4,3500,ICT,Islamabad,6020000.0,
Arif Virk,S/O Chaudhry Latif,35202-6780965-4,GIL-8713-D,2007,Suzuki,Alto,1000,Gilgit-Baltistan,Gilgit,2840000.0,0333-4555070
Aamir Raja,S/O Ahmed Syed,44000-4001408-9,LHR-1243-Z,2022,Kia,Picanto,3500,Punjab,Sargodha,4410000.0,0345-7005628
عائشہ احمد,S/O احمد خان,61101-2235037-3,KHI-1781-N,2021,Toyota,Land Cruiser,800,Sindh,Hyderabad,1480000.0,0302-6919532
Naeem Chattha,S/O Adnan Aslam,61101-5173595-5,GIL-3221-T,2008,Kia,Picanto,2500,Gilgit-Baltistan,Chilas,8175000.0,0321-1407283
Imran Syed,S/O Mohammad Chaudhry,35202-1129686-8,QTA-6820-A,2022,Hyundai,Sonata,660,Balochistan,Khuzdar,1986600.0,0313-9935249
فاطمہ خان,S/O عائشہ احمد,35202-7496311-5,MZD-7107-V,2017,Hyundai,Elantra,1200,Azad Kashmir,Muzaffarabad,3876000.0,0322-8769303
Hashmi Baig,S/O Asif Latif,21301-4287833-8,PES-1324-P,2010,Suzuki,Bolan,1300,KPK,Kohat,2379000.0,0312-8003166
Kamran Tarar,S/O Syed Khan,42101-3797651-4,QTA-8487-V,2006,Suzuki,Cultus,3000,Balochistan,Hub,7140000.0,0313-1192997
Amna Rizvi,S/O Tariq Gilani,21301-1419843-9,GIL-5962-W,2015,Hyundai,Sonata,2500,Gilgit-Baltistan,Skardu,7775000.0,0332-2060605
Faisal Bukhari,S/O Arif Karim,13302-4837220-5,MZD-3026-T,2018,Kia,Picanto,1600,Azad Kashmir,Rawalakot,4528000.0,0332-2203875
Fatima Virk,S/O Uzma Malik,61101-1519571-9,GIL-7084-L,2009,Suzuki,Bolan,1500,Gilgit-Baltistan,Gilgit,3105000.0,0303-5449975
Bilal Sandhu,S/O Saira Zaidi,13302-3775364-7,GIL-7758-V,2006,Honda,Civic,1300,Gilgit-Baltistan,Skardu,5096000.0,0332-7046680
ا. ملک,S/O Sidra Malik,13302-9736510-5,ISB-4022-O,2010,Honda,Civic,1600,ICT,Islamabad,3952000.0,0303-3573901
Sobia Malik,S/O Tahir Naqvi,35202-7416175-7,LHR-1303-M,2015,Suzuki,Alto,2000,Punjab,Sargodha,5840000.0,0346-4634483
Ali Raja,,42101-9882151-3,GIL-2124-K,2022,Honda,BR-V,800,Gilgit-Baltistan,Gilgit,3168000.0,0313-5593261
Uzma Rizvi,S/O Adnan Karim,44000-1026701-7,KHI-5017-X,2006,Toyota,Yaris,1600,Sindh,Sukkur,2720000.0,0302-9387763
علی حسین,S/O Rabia Naqvi,42101-6978769-9,QTA-6433-O,2015,Kia,Picanto,1800,Balochistan,Turbat,5400000.0,0300-9770069
علی حسین,S/O Ali Qureshi,54000-1821413-4,MZD-4241-P,2019,Hyundai,Elantra,2000,Azad Kashmir,Mirpur,3260000.0,0303-1818015
Aamir Tarar,S/O Saira Rafiq,13302-9667226-3,MZD-1237-O,2015,Honda,Civic,1800,Azad Kashmir,Muzaffarabad,3060000.0,0346-5475186
Muhammad Khan,S/O Shoaib Zaidi,,PES-888-W,2023,Toyota,Corolla,1200,KPK,Mardan,3036000.0,0312-4903014
Hamid Mirza,S/O Sheikh Gondal,61101-3304991-7,KHI-3504-U,2012,Toyota,Camry,1600,Sindh,Larkana,3104000.0,0321-8676822
عائشہ احمد,S/O Adnan Tarar,54000-7473815-9,PES-3151-L,2011,Hyundai,Elantra,1600,KPK,Mardan,4912000.0,0312-3832054
Nadia Iqbal,S/O Mehwish Rafiq,13302-9044833-7,PES-2239-T,2006,Kia,Carnival,1800,KPK,Peshawar,4266000.0,0313-3844964
Tahir Raza,S/O Sobia Rafiq,61101-3358096-4,PES-4288-O,2015,Suzuki,Cultus,1800,KPK,Mingora,6120000.0,0333-7073417
Tariq Gondal,S/O Saira Malik,42101-8659755-5,GIL-4019-L,2017,Hyundai,Tucson,1000,Gilgit-Baltistan,Chilas,2250000.0,0345-4506248
Sheikh Bhatti,S/O Adnan Gilani,54000-2107090-3,PES-5055-P,2019,Honda,Civic,2500,KPK,Kohat,6750000.0,0333-3782239
Ayesha Syed,S/O Zubair Cheema,21301-1695824-4,PES-1631-I,2015,Suzuki,Bolan,2500,KPK,Abbottabad,9950000.0,0331-5684892
Kashif Ali,S/O Bilal Khan,44000-9601069-5,GIL-9499-H,2017,Suzuki,Swift,2500,Azad Kashmir,Muzaffarabad,4475000.0,0313-5414818
Raja Hashmi,S/O Fatima Khan,61101-2352703-6,KHI-764-Q,2008,Honda,CR-V,1500,Sindh,Nawabshah,4665000.0,0313-4569828
Maryam Aslam,S/O عائشہ احمد,13302-3166549-6,MZD-5296-Q,2005,Hyundai,Tucson,1000,Azad Kashmir,Mirpur,2470000.0,0333-9628571
Waseem Mirza,S/O Fatima Rafiq,21301-6241256-9,LHR-9253-L,2018,Honda,City,3000,Punjab,Faisalabad,8280000.0,0303-5189693
Z. Zaidi,,61101-3460948-6,MZD-1904-F,2007,Honda,HR-V,3500,Azad Kashmir,Muzaffarabad,6545000.0,0331-1263401
Mohammad Gondal,S/O Adnan Cheema,13302-7242491-5,KHI-5641-D,2015,Honda,CR-V,2000,Sindh,Nawabshah,6140000.0,0345-5668383
Sana Butt,S/O Asma Qureshi,35202-3368935-9,KHI-3376-D,2012,Suzuki,Jimny,2000,Sindh,Mirpurkhas,2540000.0,0322-5920075
Usman Syed,S/O S/O Salman Hussain,61101-1113537-7,PES-3428-B,2006,Honda,HR-V,1500,KPK,Kohat,1680000.0,0313-3283789
محمد علی,S/O Rukhsar Latif,35202-3496391-1,LHR-1193-M,2015,Suzuki,Wagon R,1800,Punjab,Gujranwala,3978000.0,0321-5219074
Ali Bukhari,S/O Sidra Nawaz,42101-9335292-5,KHI-7488-E,2011,Hyundai,Tucson,2500,Sindh,Larkana,7400000.0,0321-2359949
S. Sandhu,S/O Salman Cheema,35202-8199250-9,LHR-1418-R,2005,Toyota,Camry,1600,Punjab,Faisalabad,2800000.0,0322-3905729
