canonical_name,father_name,cnic,annual_recharge_amount,phone,city,province
Sheikh Bhatti,S/O Sobia Cheema,44000-1309910-7,289830.0,0303-9046856,Bannu,KPK
Shoaib Tarar,S/O Ibrahim Hussain,44000-8183194-7,567300.0,0322-7971145,Mirpur,Azad Kashmir
Ali Raja,S/O Noor Sheikh,35202-6007018-6,28320.0,0313-3990511,Kohat,KPK
Mehwish Ahmed,S/O Imran Ansari,44000-5527803-2,790110.0,0331-5556644,Bannu,KPK
محمد احمد,S/O Mirza Qureshi,44000-6227261-4,387030.0,0333-5107753,Turbat,Balochistan
Rukhsar Zaidi,S/O Baig Ali,42101-1866394-9,46180.0,0313-9442235,Islamabad,ICT
Rizwan Sheikh,S/O Ayesha Latif,42101-2904768-7,190440.0,0345-2324256,Mirpur,Azad Kashmir
Raja Gondal,S/O Bushra Khan,13302-4222974-2,7457570.0,0313-9462257,Bahawalpur,Punjab
Hamid Aslam,S/O Aamir Khan,42101-7297521-4,1689330.0,0311-2238771,Skardu,Gilgit-Baltistan
Hamid Bhatti,S/O Maryam Sandhu,44000-3873429-4,425040.0,0312-6556614,Gilgit,Gilgit-Baltistan
Sana Zaidi,S/O Sobia Iqbal,13302-2684748-4,1026320.0,0302-4283164,Mirpurkhas,Sindh
Bilal Cheema,,13302-5015476-8,5354020.0,0332-2191383,Muzaffarabad,Azad Kashmir
Ibrahim Rafiq,S/O Noor Ali,44000-7815292-6,122570.0,0346-2281703,Karachi,Sindh
Hina Sandhu,S/O Hussain Abbasi,61101-6428134-6,193090.0,0331-1512626,Sargodha,Punjab
مریم چودھری,S/O Asma Hussain,13302-4613364-4,3581450.0,0313-2272107,Rawalakot,Azad Kashmir
Rabia Akhtar,S/O Iqra Rafiq,35202-7264587-9,451690.0,0331-3623726,Skardu,Gilgit-Baltistan
Baig Sandhu,S/O Bushra Butt,44000-2807965-7,191440.0,0345-1791753,Islamabad,ICT
Ayesha Baig,S/O Mehwish Virk,61101-9409933-5,330240.0,0345-9158850,Bannu,KPK
Naeem Hussain,S/O Fatima Baig,42101-5607228-2,522180.0,0345-1938867,Islamabad,ICT
Ahmed Rizvi,S/O Nadia Abbasi,21301-9314364-6,1781390.0,0300-5662942,Islamabad,ICT
Sana Karim,S/O Faisal Jafri,13302-1420207-4,255610.0,0312-7788478,Gwadar,Balochistan
Sajid Hameed,S/O Qureshi Raza,54000-2783889-7,47770.0,0322-8084267,Rawalpindi,Punjab
Adnan Iqbal,S/O Imran Tarar,44000-5420959-3,505010.0,0313-7681365,Mirpur,Azad Kashmir
Nadia Abbasi,S/O Sobia Chaudhry,42101-5572884-3,307890.0,,Skardu,Gilgit-Baltistan
Faisal Ahmed,S/O Iqra Chattha,21301-4315342-8,164580.0,0321-1185477,Gilgit,Gilgit-Baltistan
Hussain Hashmi,S/O Ali Chaudhry,13302-8996197-4,447540.0,,Mirpur,Azad Kashmir
Aamir Jafri,S/O Ali Zaidi,61101-3288328-9,142610.0,0333-8244209,Islamabad,ICT
Rukhsar Latif,S/O محمد احمد,44000-8004579-7,478970.0,0300-3254503,Khuzdar,Balochistan
Sheikh Ansari,S/O Bilal Ali,42101-4329866-1,233250.0,,Chilas,Gilgit-Baltistan
Hussain Akhtar,S/O Malik Ali,35202-7110659-4,288380.0,0311-8611432,Sialkot,Punjab
Ayesha Abbasi,S/O Maryam Gilani,44000-8742414-8,944970.0,0322-4293573,Karachi,Sindh
Muhammad Qureshi,S/O Muhammad Gondal,44000-7945843-9,225860.0,0301-2482875,Khuzdar,Balochistan
Omar Hashmi,S/O Malik Raza,44000-5598546-8,112140.0,0301-5182250,Chilas,Gilgit-Baltistan
Arif Abbasi,S/O Aamir Mirza,,181280.0,0332-5613705,Chilas,Gilgit-Baltistan
Tariq Aslam,S/O Imran Ahmed,54000-8601889-5,852580.0,0345-8058810,Rawalakot,Azad Kashmir
Faisal Baig,S/O Shazia Zaidi,13302-8264484-6,1177700.0,0301-1488037,Mirpur,Azad Kashmir
,S/O عمر شیخ,35202-3709796-7,1412060.0,0332-6944494,Muzaffarabad,Azad Kashmir
Chaudhry Rana,S/O Muhammad Ansari,42101-7106548-1,1224740.0,0345-5328985,Muzaffarabad,Azad Kashmir
Mirza Ansari,S/O Sidra Qureshi,21301-1426542-8,73880.0,0313-1825678,Mirpurkhas,Sindh
Asma Malik,S/O Khalid Bukhari,21301-5179267-4,104710.0,0345-4125710,Faisalabad,Punjab
Zubair Gondal,S/O Aamir Gujjar,54000-6366676-8,279880.0,0312-2160826,Gilgit,Gilgit-Baltistan
Ayesha Raja,S/O Mohammad Abbasi,35202-7350648-8,525620.0,0331-3699257,Mirpur,Azad Kashmir
Mehwish Hameed,S/O Uzma Gondal,35202-4630384-8,117170.0,0322-6048402,Muzaffarabad,Azad Kashmir
Salman Qureshi,S/O Hashmi Tarar,61101-9503859-7,386370.0,0301-2055508,Mirpur,Azad Kashmir
Khalid Naqvi,S/O Ibrahim Syed,13302-4793494-1,417590.0,0333-9207371,Turbat,Balochistan
Noor Qureshi,S/O Shazia Syed,61101-1190530-6,331840.0,0300-9700499,Hyderabad,Sindh
Noor Chattha,S/O Fatima Iqbal,21301-2273983-4,376570.0,0332-7788683,Muzaffarabad,Azad Kashmir
Zainab Aslam,S/O Mirza Naqvi,21301-6343575-3,3018490.0,0311-7427269,Faisalabad,Punjab
Kashif Cheema,S/O Uzma Raza,35202-1882583-5,131510.0,0321-9108018,Khuzdar,Balochistan
Sana Ahmed,S/O Sana Rizvi,54000-4948271-2,1908530.0,0301-7627705,Islamabad,ICT
Asma Chaudhry,S/O Nadia Gilani,35202-1227365-1,17660.0,0311-3393028,Islamabad,ICT
Sobia Raza,S/O Uzma Nawaz,13302-5532207-1,492490.0,0333-1008138,Islamabad,ICT
Shazia Akhtar,S/O Faisal Rafiq,54000-8118419-9,0.0,0331-4730791,Muzaffarabad,Azad Kashmir
AamirMalik,S/O Maryam Jafri,21301-2259220-7,191160.0,0322-2423423,Gilgit,Gilgit-Baltistan
Chaudhry Khan,S/O Uzma Jafri,42101-3484929-5,336360.0,0311-3625954,Larkana,Sindh
Tariq Baig,S/O Shoaib Bukhari,42101-3782393-9,1739260.0,0331-3452813,Mardan,KPK
,S/O Naeem Gilani,13302-2217848-6,501540.0,0345-6055825,Islamabad,ICT
Asif Gujjar,S/O Salman Chaudhry,61101-5315835-7,279870.0,0331-6619686,Karachi,Sindh
Kamran Gujjar,S/O Noor Jafri,13302-6954959-3,991600.0,0303-7184221,Quetta,Balochistan
Hamid Sandhu,S/O Hamid Raja,61101-2620275-9,378380.0,0302-7032310,Skardu,Gilgit-Baltistan
Blial Rafiq,S/O Qureshi Jafri,13302-6937143-8,207390.0,0312-2912833,Abbottabad,KPK
Syed Zaidi,S/O Asma Hameed,21301-3463610-9,58360.0,0301-8734530,Islamabad,ICT
Iqra Gondal,S/O احمد خان,54000-4213634-5,62030.0,0300-2655671,Abbottabad,KPK
Rabia Bkhari,S/O Faisal Jafri,13302-5588110-7,294070.0,0300-6135826,Turbat,Balochistan
Shoab Khan,S/O Sidra Karim,,25250.0,0313-5959837,Mirpurkhas,Sindh
Fatima Zaidi,S/O Muhammad Gujjar,54000-1740912-2,231740.0,0345-8675783,Karachi,Sindh
Aamir Raja,S/O Shazia Syed,61101-8120587-2,176840.0,0332-6245733,Chilas,Gilgit-Baltistan
Naveed Raza,S/O Fatima Bukhari,61101-7136272-8,542430.0,0322-8700519,Karachi,Sindh
Sobia Hussain,S/O Sajid Khan,21301-7333260-7,521790.0,0332-4574965,Gwadar,Balochistan
Naveed Karim,S/O Ibrahim Ahmed,44000-5400534-6,183060.0,0345-7224807,Islamabad,ICT
Syed Gondal,S/O محمد حسن,13302-2336525-9,1004860.0,0311-5991994,Bahawalpur,Punjab
نادیہ رضا,S/O Hassan Hameed,44000-7496259-1,866090.0,0313-9459049,Chilas,Gilgit-Baltistan
Waseem Raza,S/O Ahmed Gujjar,21301-8697738-9,44590.0,,Mirpur,Azad Kashmir
Chaudhry Abbasi,S/O Rabia Hussain,61101-2691506-4,4045770.0,0333-1579971,Skardu,Gilgit-Baltistan
Rabia Gujjar,S/O Rabia Rafiq,13302-2619844-3,477520.0,0302-7324287,Muzaffarabad,Azad Kashmir
Mohammad Bhatti,S/O Sana Ahmed,35202-1986368-8,412210.0,0332-9012615,Faisalabad,Punjab
Salman Syed,S/O Naeem Hameed,13302-9842078-7,55520.0,0301-7090431,Rawalakot,Azad Kashmir
Hassan Iqbal,S/O Bilal Nawaz,54000-2375897-6,448500.0,0346-3734765,Mirpurkhas,Sindh
Muhammad Rizvi,S/O Sheikh Ahmed,35202-9423515-8,75910.0,0303-3634529,Mingora,KPK
Rabia Gilani,S/O Noor Syed,13302-4284560-5,296000.0,0346-6693407,Islamabad,ICT
Zubair Butt,S/O Bushra Hashmi,35202-5880671-1,762300.0,0303-1904575,Islamabad,ICT
عمر شیخ,S/O Hassan Iqbal,21301-7412862-4,333560.0,0333-8530043,Larkana,Sindh
Waseem Qureshi,S/O Shazia Rana,21301-7266920-6,349100.0,0302-6897923,Larkana,Sindh
Sajid Rana,S/O Ahmed Rafiq,42101-7567925-5,546520.0,0321-2004893,Khuzdar,Balochistan
Rabia Ahktar,S/O Salman Sheikh,54000-5707149-8,1405330.0,0333-5353521,Sargodha,Punjab
Noor Baig,S/O مریم چودھری,42101-3480382-9,70540.0,0331-4737912,Muzaffarabad,Azad Kashmir
Saira Baig,,42101-3030225-1,597440.0,0332-4297008,Hub,Balochistan
Hashmi Cheema,S/O Sobia Gujjar,44000-4813147-1,356110.0,0311-7550091,Rawalpindi,Punjab
Naeem Chattha,S/O Iqra Chattha,13302-4622993-2,384260.0,0302-9531555,Islamabad,ICT
Sidra Tarar,S/O عمر شیخ,61101-3026924-2,295220.0,0303-7908592,Islamabad,ICT
محمد حسن,S/O Bilal Nawaz,35202-9292416-1,1226360.0,0322-7003135,Bannu,KPK
Hamid Zaidi,S/O Raja Gondal,54000-5196564-4,6040.0,0312-8186377,Mingora,KPK
Amna Gilani,S/O Maryam Rafiq,42101-6910964-4,30190.0,0332-3294774,Karachi,Sindh
Mirza Gilani,S/O Bilal Iqbal,61101-4512508-2,1845720.0,0311-6165698,Skardu,Gilgit-Baltistan
Bushra Nawaz,S/O Khalid Mirza,21301-8312627-3,112030.0,0322-4041965,Turbat,Balochistan
Nadia Cheema,,21301-3630083-1,322380.0,0303-6114979,Hyderabad,Sindh
Hina Latif,S/O Zubair Akhtar,54000-1571205-4,1527460.0,0322-6257967,Karachi,Sindh
Asma Mirza,S/O S/O Muhammad Rana,54000-4304141-6,24750.0,0303-4397889,Khuzdar,Balochistan
Hina Malik,S/O Arif Chattha,13302-5214584-8,101690.0,0333-8204386,Hub,Balochistan
Waseem Raza,S/O Baig Tarar,13302-2350621-5,370730.0,0311-7096313,Hub,Balochistan
Zainab Latif,S/O Naeem Mirza,54000-8340537-1,415280.0,0303-2233396,Quetta,Balochistan
Naveed Butt,S/O Uzma Gujjar,42101-6842624-1,0.0,0311-9579549,Karachi,Sindh
Bilal Ansari,S/O Saira Gilani,13302-5029961-8,342890.0,0301-3955611,Rawalakot,Azad Kashmir
Asif Chattha,S/O Tahir Akhtar,21301-5728812-6,128830.0,0346-3723418,Islamabad,ICT
Bushra Ahmed,S/O Chaudhry Virk,13302-8134465-4,345260.0,0346-9794036,Bannu,KPK
Adnan Sheikh,S/O Iqra Aslam,21301-9424230-6,291510.0,0313-7564279,Islamabad,ICT
Salman Rafiq,S/O Asma Baig,13302-9754480-4,417590.0,0332-3410015,Sialkot,Punjab
Tahir Butt,S/O Imran Karim,35202-7769399-9,134370.0,0300-9067917,Rawalpindi,Punjab
Uzma Ansari,S/O Mirza Bhatti,21301-3199828-4,143140.0,0313-6846155,Hub,Balochistan
Naveed Jafri,S/O Zubair Rizvi,21301-7519977-5,121900.0,0321-5730805,Islamabad,ICT
Shazia Nawaz,S/O Saira Bukhari,13302-7831747-9,129340.0,0303-6420320,Islamabad,ICT
Zubair Hameed,S/O Khalid Sheikh,54000-7005885-8,667470.0,0312-7275416,Islamabad,ICT
,S/O Sidra Qureshi,42101-3586212-8,50990.0,0303-8385078,Muzaffarabad,Azad Kashmir
Hina Hashmi,S/O Ahmed Virk,13302-7542015-5,153930.0,0311-4729429,Abbottabad,KPK
Sallman Ahmed,S/O Kamran Ahmed,44000-9694184-3,413550.0,0311-5456861,Khuzdar,Balochistan
Zainab Virk,S/O Naeem Gujjar,35202-7024579-2,1961000.0,0322-2311290,Islamabad,ICT
Bushra Hameed,S/O Mohammad Virk,13302-2381560-3,81470.0,0322-2120379,Kohat,KPK
Imran Cheema,S/O Zubair Naqvi,61101-9241081-8,660420.0,0332-7980598,Islamabad,ICT
Kashif Qureshi,S/O Hussain Aslam,21301-8936405-1,65400.0,0331-7739741,Bannu,KPK
Usman Gilani,S/O Ahmed Akhtar,21301-7803155-6,521330.0,0301-4918712,Abbottabad,KPK
Zubair Syed,S/O Faisal Raja,61101-3123410-3,1047820.0,0313-3141011,Multan,Punjab
Shoaib Rafiq,S/O Kashif Abbasi,54000-1956637-4,54490.0,0346-4641837,Hub,Balochistan
Shazia Chaudhry,S/O Ahmed Raja,61101-8759060-4,510870.0,0332-3842390,Rawalakot,Azad Kashmir
Zainab Latif,S/O Ayesha Mirza,13302-1451391-6,660590.0,0321-1016421,Turbat,Balochistan
,S/O Mohammad Latif,42101-8997245-3,400980.0,0333-9172237,Mingora,KPK
Ali Hameed,S/O Mehwish Butt,21301-1097158-3,1166950.0,0345-8277586,Mirpur,Azad Kashmir
Bilal Butt,S/O Hussain Syed,61101-7786416-5,900190.0,0322-7441237,Sukkur,Sindh
Waseem Rizvi,S/O Raja Virk,42101-6218479-2,679290.0,0300-5597456,Mirpur,Azad Kashmir
Hassan Tarar,S/O زینب علی,44000-4393588-9,72120.0,0303-5348266,Turbat,Balochistan
Bilal Akhtar,S/O Fatima Tarar,44000-9385512-6,220130.0,0321-9103333,Hub,Balochistan
Arif Qureshi,S/O مریم چودھری,35202-3795846-3,32170.0,0300-8962478,Peshawar,KPK
Imran Ansari,S/O Adnan Ali,44000-1223660-6,624500.0,0303-6870916,Turbat,Balochistan
Zainab Gondal,S/O Imran Bhatti,54000-6101803-7,40570.0,0321-8344375,Bahawalpur,Punjab
Naeem Gujjar,S/O Fatima Karim,61101-3557039-4,32890.0,0346-5122665,Sukkur,Sindh
Muhammad Syed,S/O Raja Bhatti,44000-9131271-4,1866800.0,0345-8002064,Muzaffarabad,Azad Kashmir
Arif Haameed,S/O Amna Latif,13302-5233054-5,148190.0,0312-4055213,Muzaffarabad,Azad Kashmir
Omar Hameed,S/O Amna Hussain,13302-7099030-7,289030.0,0322-4601894,Sukkur,Sindh
Nadia Butt,S/O Omar Mirza,44000-1131567-7,75660.0,0300-1673289,Islamabad,ICT
Hassna Ansari,S/O Faisal Sheikh,42101-6034983-4,1194290.0,0322-3387175,Hub,Balochistan
عائشہ احمد,S/O Khalid Gilani,21301-8355015-7,170680.0,0302-9427442,Sargodha,Punjab
Zubair Gujjar,S/O Rabia Khan,21301-1961423-4,485060.0,0311-3901538,Quetta,Balochistan
Sana Bukhari,S/O Salman Sandhu,61101-7489772-4,39300.0,0300-8462069,Hyderabad,Sindh
Ibrahim  Syed,S/O Sobia Ansari,35202-5647258-3,335190.0,0333-8363632,Turbat,Balochistan
Rabia Naqvi,S/O Hussain Chaudhry,42101-9571450-8,282670.0,0345-3774103,Islamabad,ICT
Sara Raza,S/O Raja Aslam,21301-6127358-8,138510.0,0332-2075486,Larkana,Sindh
Kamran Ahmed,S/O Bilal Bhatti,42101-7437737-3,147810.0,0321-5512879,Sukkur,Sindh
Kashif Khan,S/O Ayesha Ansari,44000-5762192-2,386460.0,0345-1481200,Skardu,Gilgit-Baltistan
Ibrahim Rizvi,S/O Naeem Chattha,35202-2986786-1,127390.0,0321-3461797,Islamabad,ICT
Sidra Qureshi,S/O Hamid Aslam,13302-7390162-4,422960.0,0321-1163448,Gwadar,Balochistan
Shoaib Akhtar,S/O Aamir Naqvi,61101-9376230-9,597030.0,0345-7014194,Turbat,Balochistan
Shoaib Gujjar,S/O Kashif Abbasi,13302-1631480-2,184670.0,0321-3604390,Sukkur,Sindh
Mehwish Raja,S/O Iqra Cheema,44000-6546744-4,123160.0,0301-3386328,Mirpurkhas,Sindh
Sajid Butt,S/O Bilal Gilani,61101-4139896-9,237390.0,0331-6756203,Muzaffarabad,Azad Kashmir
Fatima Ansari,S/O Waseem Raza,54000-4281797-5,121510.0,0302-1986859,Bahawalpur,Punjab
Omar Rana,,61101-3820798-2,4859320.0,0322-4253164,Bahawalpur,Punjab
Kashif MMalik,S/O عمر شیخ,35202-6773230-8,662710.0,0331-6689087,Skardu,Gilgit-Baltistan
Ali Cheema,S/O Zubair Butt,35202-2004512-5,140430.0,0301-2753911,Nawabshah,Sindh
Saira Zaidi,S/O Omar Zaidi,54000-3188240-1,1081330.0,0300-4032504,Khuzdar,Balochistan
Hami dMalik,S/O Hamid Sheikh,54000-9939831-5,3332490.0,0303-8681853,Gwadar,Balochistan
Ali Latif,S/O Kamran Naqvi,54000-6739427-3,1221100.0,0312-8321870,Islamabad,ICT
Uzma Ansari,S/O Omar Tarar,21301-3605308-6,350520.0,0346-5295287,Hyderabad,Sindh
Rabia Baig,S/O Uzma Chaudhry,21301-5802115-8,635610.0,0333-9007383,Nawabshah,Sindh
Rabia Rizvi,S/O Hussain Hashmi,35202-5257395-6,245220.0,0345-6139248,Islamabad,ICT
Waseem Jafri,S/O Mehwish Iqbal,13302-8743298-1,58850.0,0345-2418894,Mirpur,Azad Kashmir
Rukhsar Rana,S/O Asif Karim,44000-3791472-5,52770.0,0303-3341247,Peshawar,KPK
Fatima Chaudhry,S/O Imran Bhatti,61101-4044882-7,709620.0,0321-6837817,Khuzdar,Balochistan
Chaudhry Raja,S/O Tahir Naqvi,21301-9123408-7,207350.0,0332-1668899,Gilgit,Gilgit-Baltistan
Aamir Nawaz,S/O Sidra Qureshi,42101-3586212-8,116650.0,0303-8385078,Muzaffarabad,Azad Kashmir
Mohammad Zaidi,S/O Zubair Raza,54000-2138616-3,53560.0,0312-7972504,Mirpurkhas,Sindh
Uzma Syed,S/O Waseem Rafiq,54000-2703045-4,1519730.0,0311-7824064,Islamabad,ICT
Hashmi Nawaz,S/O Ahmed Akhtar,44000-7543842-4,765530.0,0345-3645235,Hub,Balochistan
Raja Bhatti,S/O Khalid Sheikh,,203330.0,0303-1033035,Skardu,Gilgit-Baltistan
,S/O Bushra Ali,42101-2280131-4,54270.0,0303-1664470,Bannu,KPK
Sana Rafiq,S/O Noor Bhatti,35202-5583958-9,234310.0,0321-3780266,Mirpur,Azad Kashmir
Naeem Jafri,S/O Ayesha Rana,21301-2701582-9,137450.0,0312-4382736,Mirpurkhas,Sindh
Sana Nawaz,S/O Qureshi Chaudhry,21301-9205682-5,7444140.0,0302-7224691,Gwadar,Balochistan
Ibrahim Bukhari,S/O Arif Hussain,,659990.0,0303-6772586,Muzaffarabad,Azad Kashmir
Asif Tarar,S/O Rukhsar Latif,35202-5507363-7,29080.0,0333-1814147,Islamabad,ICT
Hassan Virk,S/O Bushra Qureshi,44000-8078650-1,977590.0,0345-8676567,Hub,Balochistan
Syed Aslam,S/O Asif Butt,42101-9973716-8,106850.0,0332-9253428,Islamabad,ICT
ابراہیم ملک,S/O Sheikh Khan,42101-5032251-6,234040.0,0322-1788007,Gilgit,Gilgit-Baltistan
Arif Virk,S/O Rukhsar Karim,,514380.0,,Bahawalpur,Punjab
Hina Khan,S/O Zubair Nawaz,35202-8734467-6,109880.0,0322-9606018,Skardu,Gilgit-Baltistan
Zainab Gondal,S/O Sheikh Virk,61101-1359908-7,392660.0,0312-6756902,Islamabad,ICT
عمر شیخ,,44000-4003006-4,543420.0,0301-2942882,Khuzdar,Balochistan
Maryam Sheikh,S/O Sajid Gujjar,42101-7835243-4,249380.0,0333-9762763,Khuzdar,Balochistan
Iqra Naqvi,S/O Tariq Butt,13302-8632670-5,10630.0,0333-4074873,Karachi,Sindh
Zainab Iqbal,S/O Asma Rizvi,42101-7030680-6,226070.0,0321-3491564,Islamabad,ICT
Sidra Hussain,S/O S/O Chaudhry Hashmi,13302-2425479-4,308780.0,0311-6565947,Larkana,Sindh
Kashif Nawaz,S/O زینب علی,21301-2061726-3,365600.0,0300-1623460,Khuzdar,Balochistan
Raja Zaidi,S/O Zubair Zaidi,44000-2884108-9,1199190.0,0346-6804317,Skardu,Gilgit-Baltistan
Bushra Ahmed,S/O Rizwan Bukhari,,70410.0,0346-7229533,Bannu,KPK
Muhammad Rana,S/O Qureshi Hashmi,35202-8155462-8,1372440.0,0331-7860175,Rawalpindi,Punjab
Ali Rizvi,S/O Iqra Gujjar,42101-1458360-1,206190.0,0333-6254291,Rawalakot,Azad Kashmir
Amna Gujjar,S/O Naeem Gondal,44000-7722781-5,3031510.0,0303-4220810,Chilas,Gilgit-Baltistan
Iqra Raja,S/O Hina Rizvi,21301-7848323-6,587590.0,0313-9150736,Khuzdar,Balochistan
علی حسین,S/O Iqra Hashmi,44000-9653852-6,415620.0,0332-1428396,Bannu,KPK
صنا ملک,,44000-9536450-2,357410.0,0300-5163789,Islamabad,ICT
Mirza Qureshi,S/O Rizwan Qureshi,21301-2786276-9,1029280.0,0332-5695265,Faisalabad,Punjab
Malik nAsari,S/O Arif Khan,13302-9321956-9,842000.0,0332-2343481,Hyderabad,Sindh
Tahir Malik,S/O Shazia Mirza,21301-1799824-2,125920.0,0331-2812492,Muzaffarabad,Azad Kashmir
Amna Ali,S/O Fatima Abbasi,21301-9924347-8,212690.0,0313-1149424,Islamabad,ICT
Bushra Chaudhry,S/O Naeem Ahmed,21301-2360672-1,67220.0,0346-5069781,Gilgit,Gilgit-Baltistan
Fatima Chaudhry,S/O Kamran Nawaz,13302-2927428-3,680460.0,0303-8368398,Quetta,Balochistan
Sobia Mirza,S/O S/O Zainab Cheema,13302-4445809-6,38330.0,,Mirpurkhas,Sindh
Hinna Malik,S/O Hussain Sheikh,44000-4229300-2,0.0,0331-4248312,Rawalakot,Azad Kashmir
Raaja Gondal,S/O S/O Sidra Gujjar,13302-2977453-5,17200.0,0313-4648426,Mingora,KPK
Salman Malik,S/O Sidra Iqbal,44000-9790175-2,31480.0,0303-1632630,Hyderabad,Sindh
Chaudhry Tarar,S/O Kamran Baig,54000-6100571-3,484550.0,0346-2948559,Chilas,Gilgit-Baltistan
Rizwan Akhtar,,21301-7338393-6,47990.0,0300-1472228,Chilas,Gilgit-Baltistan
Hina Hashmi,S/O Sobia Syed,61101-5681608-8,856090.0,0345-8676557,Chilas,Gilgit-Baltistan
Naeem Hameed,S/O Hina Nawaz,61101-4033433-4,1457680.0,0301-1229433,Sargodha,Punjab
Chaudhry Rana,S/O Muhammad Ansari,42101-7106548-1,490510.0,0345-5328985,Muzaffarabad,Azad Kashmir
Ibrahi mHameed,S/O Kamran Hashmi,44000-5770101-7,53510.0,0333-3811508,Multan,Punjab
Nadia Virk,S/O Khalid Rizvi,35202-5772932-6,81700.0,0333-2769249,Muzaffarabad,Azad Kashmir
Amna Virk,S/O زینب علی,21301-5891820-5,49680.0,0302-5154550,Bahawalpur,Punjab
Malik Latif,S/O Zubair Syed,42101-8452417-5,59460.0,0303-9959220,Mirpur,Azad Kashmir
Khalid Malik,S/O Shoaib Hashmi,42101-5294434-4,0.0,0302-9289908,Bahawalpur,Punjab
Shoaib Jafri,S/O Asma Ansari,44000-8923432-1,150300.0,0345-5722122,Sialkot,Punjab
Baig Sheikh,S/O Rizwan Iqbal,35202-3446995-3,64480.0,0311-3148764,Bannu,KPK
Hassan Syed,,13302-5520370-7,0.0,0300-7736333,Islamabad,ICT
Hina Sheikh,S/O Faisal Rana,42101-9921884-3,62780.0,0313-6307288,Mirpur,Azad Kashmir
Sheikh Ansari,S/O Mohammad Raja,44000-2720320-2,1812930.0,0346-6165319,Skardu,Gilgit-Baltistan
Aamir  Butt,S/O Waseem Naqvi,61101-8152994-9,60540.0,0331-5923181,Gujranwala,Punjab
Nadia Baig,S/O Sidra Rafiq,54000-7450866-9,238280.0,0303-8614959,Gilgit,Gilgit-Baltistan
Hussain Sheikh,S/O Waseem Chaudhry,13302-9690736-8,437490.0,0311-2795982,Larkana,Sindh
Rukhsar Ali,S/O Sana Syed,44000-5273278-6,500160.0,0302-9593658,Mardan,KPK
Rizwan Bukhari,S/O Rizwan Sheikh,54000-4270602-9,474180.0,0345-7308382,Quetta,Balochistan
Hasssan Bhatti,S/O Asif Karim,,533550.0,0312-7769150,Chilas,Gilgit-Baltistan
Hassan Virk,S/O Mohammad Mirza,,116450.0,0313-1606142,Turbat,Balochistan
Rizwan Rafiq,S/O Usman Bukhari,42101-6787592-1,87250.0,0301-2947320,Chilas,Gilgit-Baltistan
Rukhsar Qureshi,S/O Maryam Sandhu,54000-4929282-1,0.0,0332-4109369,Mirpurkhas,Sindh
Omar Chaudhry,S/O Faisal Tarar,44000-4637715-2,410360.0,0346-3179482,Chilas,Gilgit-Baltistan
Bilal Raja,S/O محمد احمد,42101-5996490-8,46720.0,0345-9327907,Gilgit,Gilgit-Baltistan
مریم چودھری,S/O Asif Naqvi,13302-9818090-7,144880.0,0301-8628687,Rawalakot,Azad Kashmir
Amna Khan,S/O Asif Rizvi,13302-6794950-2,78440.0,0301-5565163,Karachi,Sindh
Rukhsar Iqbal,S/O علی حسین,42101-8768138-1,769780.0,0302-5620186,Bahawalpur,Punjab
Mehwish Cheema,S/O Sana Khan,61101-1065878-9,465410.0,0345-3152969,Mirpur,Azad Kashmir
Saira Abbasi,S/O Khalid Bhatti,21301-5258023-6,62800.0,0333-7714470,Turbat,Balochistan
,S/O Zainab Raza,,545620.0,0346-5449947,Sukkur,Sindh
Rukhsar Sandhu,S/O Qureshi Gondal,13302-2404057-4,1276520.0,0331-9605960,Islamabad,ICT
Tariq Cheemma,S/O Omar Cheema,61101-5326048-2,235180.0,0345-9371812,Rawalpindi,Punjab
Bilal Syed,S/O Amna Bhatti,44000-1392646-7,25620.0,0321-3422826,Mirpurkhas,Sindh
Ayesha Abbasi,S/O Salman Rana,42101-8543059-6,465710.0,,Multan,Punjab
Adnan Baig,S/O Adnan Hashmi,21301-8557386-6,80160.0,0332-8091418,Abbottabad,KPK
Sobia Butt,S/O Qureshi Rana,61101-1311394-2,735030.0,0321-7741889,Islamabad,ICT
Rabia Hashmi,S/O Maryam Cheema,44000-3267600-9,113970.0,0331-3085954,Hyderabad,Sindh
Malik Gujjar,S/O Saira Bukhari,44000-5437455-1,513920.0,0313-6905117,Khuzdar,Balochistan
Noor Aslam,S/O Tahir Gujjar,42101-1505595-2,0.0,0303-3079835,Khuzdar,Balochistan
Fatima Rafiq,S/O Shazia Ali,21301-8679647-4,1328420.0,0321-2570688,Mirpur,Azad Kashmir
Hssan Nawaz,S/O Sana Nawaz,44000-1692168-9,115550.0,0321-3391341,Karachi,Sindh
Mirza Raja,S/O Zubair Baig,21301-4253616-1,835850.0,0345-6367494,Gilgit,Gilgit-Baltistan
Syed Mirza,S/O Rizwan Zaidi,44000-2150745-2,1245500.0,0346-1055838,Karachi,Sindh
Kashif Malik,S/O Raja Bukhari,21301-8650185-4,27210.0,0311-2047979,Mingora,KPK
Asma Rana,S/O Asma Chattha,13302-2869311-9,109330.0,0313-5474855,Islamabad,ICT
Syed Sandhu,S/O Noor Baig,35202-1411530-7,0.0,0345-4744008,Hub,Balochistan
Rabia Iqbal,S/O Hassan Rana,61101-3898794-6,1548530.0,0345-7940333,Muzaffarabad,Azad Kashmir
Mehwish Iqbal,S/O Ahmed Hashmi,13302-9693823-7,80810.0,0303-7118669,Chilas,Gilgit-Baltistan
