canonical_name,father_name,cnic,account_number,annual_credit_card_expense,avg_balance,account_open_date,account_status,avg_expenditure
Shazia Gondal,S/O محمد علی,61101-2255302-8,PK0014337673911,0.0,11202850.0,2006-10-26,Active,17711.0
Hamid Ali,S/O Shazia Abbasi,44000-3564045-3,PK0011341712209,0.0,3638890.0,2014-04-23,Active,10772.0
Rizwan Hameed,S/O احمد خان,61101-8448343-4,PK0011321975705,2637831.0,0.0,2004-09-21,Active,362370.0
Shazia Sheikh,S/O Usman Rafiq,61101-8720096-9,PK0005799636574,0.0,34876580.0,2008-10-23,Active,62597.0
Mehwish Mirza,S/O Sajid Gujjar,35202-6257221-4,PK0007651131533,0.0,25738860.0,2010-07-02,Active,141081.0
Zainab Hameed,S/O Rukhsar Naqvi,54000-7293837-6,PK0001937844678,0.0,14672140.0,2008-06-04,Active,20122.0
Iqra Mirza,S/O Zubair Hashmi,44000-1094816-1,PK0013832506384,0.0,10906960.0,2015-05-08,Active,16707.0
Naveed Butt,S/O Uzma Gujjar,42101-6842624-1,PK0001609057994,0.0,17650200.0,2011-03-14,Active,39882.0
Imran Malik,S/O Rabia Rana,35202-2341870-3,PK0015242071170,0.0,15231380.0,2016-04-05,Active,32336.0
Waseem Gujjar,S/O Shoaib Khan,44000-7114767-2,PK0011285972787,0.0,5595380.0,2002-09-15,Active,90625.0
Sana Zaidi,S/O Sobia Iqbal,13302-2684748-4,PK0010959922040,1145884.0,186910660.0,2001-08-11,Active,474737.0
Mohammad Ahed,S/O Amna Akhtar,61101-6570319-2,PK0001340271240,0.0,10812400.0,2000-10-03,Active,50577.0
Fatima Gondal,S/O Tahir Latif,42101-9496409-8,PK0005753204271,0.0,13591020.0,2010-08-06,Active,34115.0
عائشہ احمد,S/O Sana Ali,61101-7676035-4,PK0013427984850,0.0,23991970.0,2014-04-28,Active,74596.0
Sheikh Naqvi,S/O Sana Jafri,54000-7313718-4,PK0012861678303,0.0,5513790.0,2012-06-26,Active,14638.0
Faisal Chaudhry,S/O Rabia Akhtar,54000-1246723-1,PK0011395685474,0.0,7277260.0,2009-10-25,Active,58009.0
HamidChattha,S/O Mirza Chaudhry,54000-5894791-3,PK0007504237434,0.0,10616740.0,2016-03-20,Dormant,34017.0
Khalid Ansari,S/O Aamir Malik,44000-1386516-9,PK0014474423649,331822.0,123685710.0,2003-08-04,Active,130886.0
Arif Gondal,S/O Ahmed Sandhu,13302-8755747-2,PK0008370581558,887791.0,226058580.0,2010-12-30,Active,457259.0
Rukshar Bhatti,S/O Mirza Rizvi,42101-9506299-8,PK0004601113183,3684610.0,90539880.0,2021-03-28,Active,648253.0
Bushra Tarar,S/O Rukhsar Khan,13302-7572601-3,PK0005827133833,0.0,16193320.0,2017-06-07,Dormant,127229.0
Sobia Malik,S/O Tahir Naqvi,35202-7416175-7,PK0009985097007,0.0,26300430.0,2004-05-15,Active,28606.0
Nadia Latif,S/O Sheikh Malik,21301-6499467-6,PK0010526439295,0.0,59942790.0,2001-09-10,Active,235227.0
Saira Gondal,S/O Iqra Gondal,21301-2490345-2,PK0010209856785,0.0,18274020.0,2005-09-10,Active,88143.0
Mirza Chaudhry,S/O Shazia Jafri,13302-8933104-9,PK0001649233665,0.0,17642750.0,2021-12-03,Active,87271.0
Nadia Zaidi,S/O Rabia Baig,42101-8147355-3,PK0011501826151,0.0,27820480.0,2005-06-02,Active,45825.0
Sheikh Latif,S/O S/O Sobia Ali,21301-7688732-5,PK0009795078308,0.0,282980.0,2002-11-04,Active,4249.0
Sheikh Sheikh,S/O Malik Raja,54000-5252431-7,PK0010753962570,0.0,11410620.0,2002-10-27,Active,54097.0
Qureshi Sheikh,S/O Shazia Gilani,13302-2442367-7,PK0005420486085,0.0,12839550.0,2014-03-18,Dormant,76017.0
Usman Jafri,S/O Naeem Gilani,13302-2217848-6,PK0011216076355,0.0,29521320.0,2002-06-15,Active,133307.0
Shazia Rafiq,S/O Qureshi Gujjar,54000-3090865-5,PK0008168544512,0.0,7598780.0,2005-11-08,Active,36223.0
Ayesha Raja,S/O Mohammad Abbasi,35202-7350648-8,PK0006396871629,0.0,15366880.0,2001-07-03,Dormant,61330.0
Imran Hashmi,S/O Hashmi Rizvi,13302-7956533-5,PK0011449113269,0.0,31298680.0,2000-06-02,Dormant,160192.0
Rabia Gilani,S/O Sobia Rafiq,54000-8490505-4,PK0014397302928,0.0,131046590.0,2006-04-28,Active,130063.0
Syed Aslam,S/O Rukhsar Rafiq,61101-7294914-3,PK0005804503060,0.0,6132250.0,2000-06-26,Active,58549.0
Ayesha Malik,S/O Rizwan Hussain,54000-7263852-3,PK0012799506796,0.0,8415480.0,2016-10-31,Dormant,16374.0
Uzma Gilani,S/O Hassan Baig,44000-9855241-3,PK0005302250101,0.0,87735990.0,2005-01-09,Active,94740.0
Amna Chattha,S/O عمر شیخ,61101-4319670-3,PK0003655439758,0.0,45438920.0,2007-11-18,Active,72626.0
فاطمہ خان,S/O Naeem Abbasi,44000-8524391-6,PK0013358022386,0.0,45360480.0,2014-11-29,Active,228178.0
Hina Nawaz,S/O Uzma Abbasi,,PK0015160961339,0.0,9877070.0,2001-04-23,Active,106398.0
Chaudhry Sandhu,S/O Mohammad Khan,42101-8829893-5,PK0013961531511,0.0,1995300.0,2004-04-15,Dormant,96371.0
فاطمہ خان,S/O Naeem Abbasi,44000-8524391-6,PK0013744280854,0.0,96786490.0,2020-10-07,Dormant,298062.0
Zainab Akhtar,S/O Adnan Syed,54000-6245024-2,PK0007809239039,0.0,1261040.0,2008-07-14,Active,40685.0
Hassan Raja,S/O Ibrahim Gondal,54000-5246633-3,PK0006830955923,0.0,31709720.0,2009-09-04,Active,67583.0
محمد احمد,S/O Shoaib Iqbal,54000-6888511-9,PK0003874471936,0.0,5774910.0,2006-07-21,Active,53058.0
Kamran Karim,S/O Sajid Rana,54000-7028175-8,PK0001803731001,0.0,13741220.0,2006-11-15,Active,173789.0
Sana Sheikh,S/O Muhammad Cheema,44000-4120697-9,PK0008417403063,0.0,29893000.0,2010-02-16,Active,95876.0
Mehwish Nawaz,S/O Ayesha Mirza,44000-8859576-3,PK0005549431487,855885.0,347270940.0,2008-11-04,Dormant,863911.0
صنا ملک,S/O Shoaib Latif,35202-4249389-5,PK0007516907018,0.0,13086650.0,2018-03-16,Active,84305.0
Mohammad Naawz,S/O Sajid Baig,21301-5896242-3,PK0012137923492,0.0,23322470.0,2016-04-22,Active,126789.0
Khalid Latif,S/O Zubair Chaudhry,21301-9307720-7,PK0010860283250,0.0,31842220.0,2007-01-03,Active,97469.0
Sheikh Butt,S/O Ayesha Butt,61101-1728773-9,PK0010976189113,475255.0,15130240.0,2001-07-14,Active,311469.0
Muhammad Aslam,S/O Naeem Malik,21301-7807650-2,PK0004468472812,0.0,11338950.0,2020-03-21,Active,40092.0
Bilal Cheema,S/O Salman Sandhu,44000-2588809-5,PK0012865974442,0.0,1420510.0,2017-06-22,Active,48876.0
Shoaib Hashmi,S/O S/O Rabia Aslam,13302-8719145-6,PK0004836928463,0.0,14166190.0,2016-04-06,Active,29210.0
Arif Ahmed,S/O Adnan Rana,42101-2304221-5,PK0009785383997,0.0,41764100.0,2004-07-05,Dormant,133965.0
Uzma Naqvi,S/O Asif Chaudhry,21301-3309811-2,PK0013610816782,0.0,7137590.0,2004-02-27,Dormant,21060.0
Tariq Raja,S/O Mohammad Akhtar,35202-3101469-4,PK0015821413281,1098805.0,47596380.0,2004-12-02,Active,346596.0
Naeem Iqbal,S/O Naeem Hashmi,61101-8719958-2,PK0006644725181,0.0,42418250.0,2000-08-04,Active,75030.0
Usman Chaudhry,S/O Kamran Hashmi,44000-6488547-7,PK0005282521788,0.0,2936500.0,2022-07-29,Active,17330.0
Naveed Tarar,S/O ابراہیم ملک,54000-2729141-9,PK0014806108387,0.0,1277710.0,2005-10-16,Active,6549.0
,S/O Omar Butt,,PK0015699414278,0.0,803100.0,2003-10-29,Active,39921.0
Hina Gujjar,S/O Sheikh Mirza,35202-3758732-3,PK0003415448230,0.0,3123850.0,2012-07-29,Active,20547.0
Tariq Chattha,S/O Amna Ali,42101-6195544-6,PK0002605497119,0.0,7836990.0,2006-10-15,Active,106210.0
Zainab Jafri,S/O Fatima Zaidi,21301-3961713-6,PK0003895555607,0.0,25235670.0,2015-10-02,Active,53764.0
Ahmed Hussain,S/O Noor Latif,44000-2090215-5,PK0005878663220,0.0,5317400.0,2004-10-27,Active,5828.0
Usman Qureshi,S/O Usman Ahmed,42101-9679086-4,PK0013700255667,0.0,21900840.0,2016-07-08,Dormant,88219.0
,S/O Adnan Bhatti,13302-2308844-3,PK0013296568144,0.0,28618040.0,2022-07-10,Active,72524.0
Fatima Naqvi,S/O Shazia Gilani,35202-2285251-4,PK0011460382610,0.0,20466810.0,2001-06-07,Active,54676.0
Nadia Karim,S/O Adnan Virk,54000-4370328-1,PK0011195884955,0.0,0.0,2018-06-27,Active,144454.0
Fatima Gondal,S/O Sheikh Tarar,61101-2139884-2,PK0004481482646,0.0,44707770.0,2011-09-02,Active,121814.0
محمد علی,S/O Saira Ahmed,54000-8224860-5,PK0004899089320,0.0,6251830.0,2015-04-09,Frozen,32154.0
Noor Chattha,S/O Fatima Iqbal,21301-2273983-4,PK0014429730298,0.0,27318240.0,2001-07-31,Active,67419.0
Saira Hameed,S/O Aamir Ansari,35202-3615576-3,PK0007946205663,0.0,39916040.0,2009-06-23,Active,59930.0
Muhammad Ali,S/O Aamir Zaidi,44000-3007387-7,PK0015455749066,2209397.0,85534970.0,2001-09-22,Active,330742.0
Kamran Aslam,S/O Naveed Sandhu,35202-3601371-1,PK0006379773344,0.0,6943270.0,2015-09-03,Active,28703.0
Zubair Virk,S/O Ibrahim Gondal,21301-7729218-1,PK0010415734988,0.0,20466740.0,2017-05-14,Active,40419.0
Maryam Aslam,S/O Sana Cheema,44000-3714624-6,PK0008226466892,0.0,27220530.0,2009-03-20,Active,64233.0
Syed Hameed,S/O Hina Sandhu,54000-2859597-7,PK0008157635190,0.0,2793890.0,2013-08-20,Active,80640.0
Bilal Qureshi,S/O Qureshi Gujjar,54000-4262081-7,PK0014781178315,698274.0,58703710.0,2010-12-05,Active,153520.0
Asif Bhatti,S/O S/O Sheikh Abbasi,13302-9534539-3,PK0010723106450,0.0,7675140.0,2018-06-04,Active,67267.0
Nadia Jafri,S/O Qureshi Ahmed,61101-4996840-2,PK0010176467315,0.0,77843380.0,2019-07-25,Active,160132.0
Rukhsar Sandhu,S/O Imran Sheikh,44000-7561748-2,PK0008308889819,0.0,5692120.0,2018-07-15,Active,17156.0
Faisal Malik,S/O Hamid Nawaz,61101-3186635-4,PK0009228651382,0.0,7926080.0,2004-04-27,Dormant,21821.0
Asif Rana,S/O Naveed Sandhu,21301-5875697-2,PK0014830893658,0.0,10781520.0,2002-08-09,Active,14366.0
Kashif Nawaz,S/O Chaudhry Sandhu,21301-4642197-1,PK0007668909764,0.0,8565390.0,2002-02-04,Active,63476.0
Asif Bhatti,,44000-9902720-3,PK0005543570539,0.0,4703200.0,2013-08-13,Active,107747.0
Adnan Akhtar,S/O Tariq Latif,54000-2678871-9,PK0001261897130,0.0,32265970.0,2022-12-08,Active,80908.0
Hussain Tarar,S/O Shazia Baig,13302-6700324-6,PK0003315066828,0.0,8118570.0,2009-03-04,Active,51001.0
Saira Karim,S/O Hamid Qureshi,61101-1525077-6,PK0006539366395,0.0,9923380.0,2004-03-01,Active,45230.0
Tahir Cheema,S/O Fatima Raja,42101-7782844-2,PK0010591313587,0.0,2447940.0,2008-09-26,Active,24548.0
Baig Latif,S/O Khalid Zaidi,61101-8721192-9,PK0003439714150,0.0,4307710.0,2017-12-16,Active,31640.0
Naveed Cheema,S/O Mehwish Akhtar,42101-3711379-7,PK0014868443155,0.0,3975820.0,2013-05-31,Active,6472.0
Uzma Khan,S/O عمر شیخ,42101-8426997-8,PK0003936381727,1682151.0,41280450.0,2005-02-14,Active,304735.0
Syed Karim,S/O Noor Rizvi,44000-5560942-1,PK0002623535947,0.0,8748660.0,2013-03-26,Active,36255.0
Kamran khtar,S/O Sobia Raza,61101-5139998-2,PK0006777566277,0.0,3302910.0,2018-01-30,Dormant,91069.0
Kamran Baig,S/O Mehwish Butt,61101-4894709-4,PK0003436525794,0.0,50200600.0,2018-12-28,Frozen,82254.0
Aamir Syed,S/O Naveed Syed,44000-7277892-2,PK0011162291621,0.0,1109630.0,2000-11-20,Active,7165.0
Bilal Raza,S/O Nadia Naqvi,42101-1517029-3,PK0001585388459,0.0,7665180.0,2018-08-15,Dormant,228499.0
Hashmi Ali,S/O Sana Jafri,13302-1271225-3,PK0005324822604,0.0,0.0,2007-01-13,Active,53803.0
نادیہ رضا,S/O Chaudhry Jafri,44000-3265137-5,PK0013930584689,1990557.0,137732790.0,2000-06-18,Dormant,393589.0
Syed Rizvi,S/O Malik Qureshi,21301-5176325-6,PK0003718774770,0.0,7072880.0,2009-04-24,Active,27783.0
Saira Nawaz,S/O Ibrahim Rafiq,42101-5164057-6,PK0013270118413,0.0,19837210.0,2019-10-12,Active,71495.0
Fatima Hussain,S/O Qureshi Sheikh,35202-3260300-6,PK0008943113786,2245354.0,26483370.0,2015-08-31,Active,0.0
,S/O Bilal Akhtar,61101-5408070-7,PK0013937252824,0.0,10680860.0,2021-02-05,Dormant,63490.0
Salman Akhtar,S/O Faisal Gujjar,21301-9631505-6,PK0002238948590,0.0,14404080.0,2019-10-13,Active,28743.0
Asma Abbasi,S/O Ayesha Cheema,21301-6042828-8,PK0010565694083,0.0,13031520.0,2002-02-28,Dormant,35096.0
Ali Aslam,S/O Arif Virk,44000-5394356-5,PK0011561075177,0.0,40459500.0,2004-01-11,Active,290279.0
Hamid Sheikh,S/O S/O Uzma Bhatti,35202-7424918-6,PK0007560662565,0.0,1452440.0,2013-10-29,Active,3337.0
Arif Qureshi,S/O Hussain Virk,35202-4560071-3,PK0008511582876,0.0,45423110.0,2000-08-25,Active,66308.0
Ali Raza,S/O Sobia Gilani,54000-2733144-2,PK0001140507249,0.0,16167590.0,2007-07-05,Active,232134.0
Ali Bukhari,S/O Sajid Rana,35202-9214276-6,PK0009314119421,0.0,0.0,2001-09-04,Active,154436.0
Shoaib Tarar,S/O Ibrahim Hussain,44000-8183194-7,PK0012500614581,0.0,6624900.0,2011-07-16,Dormant,0.0
Hussain Karim,S/O Ali Hashmi,44000-7352484-7,PK0001445973716,0.0,1194930.0,2018-05-09,Dormant,10850.0
Aamir Karim,S/O Zainab Raja,54000-5406317-5,PK0013994672466,0.0,49197300.0,2015-07-04,Active,99630.0
Kamran Zaidi,S/O Hashmi Baig,13302-2485555-1,PK0009304630191,0.0,37214430.0,2010-11-21,Active,82806.0
Salman Tarar,S/O S/O Faisal Gilani,61101-1703897-9,PK0001826652789,0.0,2124940.0,2006-11-01,Active,9379.0
,S/O Asma Jafri,42101-2966908-4,PK0001772899961,0.0,7850280.0,2022-09-07,Active,30330.0
Mehwish Ansari,S/O Shazia Ansari,42101-6384369-7,PK0012367171793,0.0,14553540.0,2022-07-06,Active,19557.0
Asma Bhatti,S/O Syed Baig,61101-9744451-2,PK0004844666527,0.0,37760290.0,2009-04-11,Active,217055.0
Asma Ali,S/O Noor Iqbal,61101-8890316-9,PK0015469742752,0.0,109986530.0,2014-05-22,Active,192145.0
Omar Sheikh,S/O Sajid Zaidi,35202-4646113-5,PK0005238438399,1677697.0,28506250.0,2004-08-29,Active,121947.0
Fatima Qureshi,S/O Raja Ahmed,42101-7045102-5,PK0002511834185,0.0,11610770.0,2005-03-27,Active,22111.0
عائشہ احمد,S/O Bushra Aslam,35202-7289874-9,PK0009732080338,0.0,8335850.0,2016-01-22,Active,36249.0
Salman Naqvi,S/O Usman Tarar,35202-9598314-3,PK0005279336562,0.0,43730140.0,2002-03-13,Active,99102.0
Naeem Ansari,S/O Mehwish Bhatti,61101-6340842-4,PK0002984595578,0.0,19701490.0,2004-07-05,Active,46823.0
Hamid Gujjar,S/O Ahmed Tarar,54000-5495743-6,PK0001420192227,0.0,66063990.0,2003-08-22,Active,156267.0
AliNawaz,S/O مریم چودھری,35202-8404466-5,PK0005589547144,0.0,34678660.0,2006-03-16,Active,63352.0
Imran Baig,S/O Raja Virk,54000-2150780-4,PK0012658655427,0.0,3742210.0,2003-11-26,Active,66866.0
Naveed Gondal,S/O Mirza Naqvi,13302-7566356-4,PK0010662767039,1177297.0,148310780.0,2001-03-29,Active,275878.0
Mirza Sandhu,S/O Asma Ansari,44000-3512043-6,PK0006565644493,0.0,0.0,2003-07-17,Dormant,107455.0
Noor Tarar,S/O Arif Bukhari,21301-6749973-9,PK0015837424573,0.0,4268490.0,2022-11-30,Active,40850.0
Nadia Karim,S/O Imran Qureshi,21301-7506379-5,PK0003468006578,0.0,9411090.0,2010-02-15,Active,22245.0
Iqra Rana,S/O Ayesha Hashmi,54000-3338462-7,PK0015626325353,0.0,25178050.0,2003-12-21,Dormant,59361.0
عمر شیخ,S/O Shazia Rizvi,42101-5365394-5,PK0006905430477,0.0,15669750.0,2020-06-02,Active,41982.0
Rabia Iqbal,S/O Hassan Rana,61101-3898794-6,PK0004277042316,0.0,25292250.0,2005-08-04,Active,179675.0
Rukhsar Aslam,S/O Saira Abbasi,35202-4499287-7,PK0015971887294,0.0,8511600.0,2008-10-09,Dormant,21870.0
Shazia Zaidi,S/O Mirza Hameed,54000-4566116-7,PK0007120535029,0.0,35017340.0,2008-04-04,Active,133899.0
Sheikh Abbasi,S/O Raja Syed,35202-4035706-4,PK0004340863230,0.0,25730050.0,2017-02-20,Active,111793.0
Arif Ali,S/O Noor Virk,54000-8325920-5,PK0012240881133,0.0,75746590.0,2012-10-20,Active,174774.0
Shazia Virk,S/O Syed Baig,13302-5769388-4,PK0004888208775,0.0,11410540.0,2014-02-24,Frozen,43406.0
Kashif Khan,S/O Ayesha Ansari,44000-5762192-2,PK0001733177858,0.0,0.0,2009-10-01,Active,49807.0
Mohammad Malik,S/O Baig Hashmi,42101-1872177-7,PK0009281445989,0.0,12338890.0,2003-08-10,Active,0.0
Naeem Hussain,S/O Rukhsar Zaidi,42101-2934213-2,PK0002493624575,0.0,55362020.0,2001-01-21,Active,173374.0
Waseem Rafiq,S/O Faisal Iqbal,35202-7296879-2,PK0012798512415,0.0,26365950.0,2001-03-12,Active,67140.0
Rabia Raza,S/O Uzma Gondal,,PK0013140118673,1208196.0,256612770.0,2003-06-22,Active,263871.0
Faisal Raja,S/O Imran Ali,35202-1388136-6,PK0007787539531,0.0,17434060.0,2017-09-17,Active,0.0
Qureshi Gujjar,S/O Tariq Chaudhry,42101-8995273-6,PK0005928123020,0.0,1253670.0,2004-11-01,Active,6239.0
Uzma Rizvi,S/O مریم چودھری,35202-2575308-8,PK0009769085879,0.0,16722640.0,2005-03-07,Active,49422.0
Baig Ali,S/O Omar Hameed,44000-2180657-3,PK0001737721108,0.0,45214920.0,2013-02-10,Active,145952.0
,S/O Sidra Hameed,42101-1670038-1,PK0001810784787,0.0,11961660.0,2006-08-04,Active,29819.0
Bilal Rizvi,,35202-9542686-8,PK0002801762883,0.0,10499360.0,2017-06-29,Active,88959.0
Ali Hameed,S/O Tariq Sandhu,21301-2112674-6,PK0014121197567,0.0,534160.0,2003-03-29,Dormant,11448.0
Sidra Cheema,S/O Sana Rana,35202-7830301-2,PK0001840613153,0.0,24602730.0,2003-09-18,Active,78272.0
Khalid Zaidi,S/O Mehwish Ali,44000-7734035-8,PK0002547509357,0.0,694400.0,2015-10-22,Dormant,0.0
Iqra Hashmi,,13302-1516641-9,PK0008508294370,0.0,5113960.0,2012-08-29,Active,12548.0
Raja Tarar,S/O Hina Karim,44000-7178250-3,PK0002687639985,0.0,26335900.0,2001-01-29,Dormant,48563.0
Iqra  Virk,S/O Sheikh Raza,35202-2022366-9,PK0005609379184,0.0,41123520.0,2005-08-28,Active,56126.0
Adnan Gujjar,S/O Kashif Karim,54000-6143048-8,PK0012264418972,1908986.0,28666060.0,2005-01-29,Active,420901.0
Salman Naqvi,S/O Baig Gujjar,35202-4370567-9,PK0004846456758,0.0,5981950.0,2019-12-16,Active,8600.0
,S/O Ahmed Cheema,21301-2726852-4,PK0011776791654,0.0,2283530.0,2017-05-11,Active,13058.0
نادیہ رضا,S/O Bilal Gilani,13302-5641923-1,PK0001423321334,4557765.0,27898460.0,2000-10-10,Active,536290.0
Rukhsar Syed,S/O Shazia Jafri,44000-3276023-4,PK0007810456933,0.0,21450370.0,2021-11-30,Active,107857.0
Maryam Gilani,S/O Hamid Syed,35202-9770616-1,PK0002811335671,0.0,23996730.0,2007-03-28,Active,42968.0
Naveed Bhatti,S/O Aamir Akhtar,13302-5930580-6,PK0009389885759,2198446.0,152481740.0,2001-03-25,Active,181686.0
Shoaib Tarar,,44000-8183194-7,PK0010750294914,0.0,7357940.0,2005-08-21,Active,61459.0
Uzma Aslam,S/O Sidra Ali,54000-3372774-6,PK0012247278210,0.0,9458700.0,2006-10-30,Active,78225.0
Mirza Chattha,S/O Sidra Karim,44000-2658893-3,PK0007991906567,1253914.0,170339790.0,2012-04-19,Active,247947.0
احمد خان,S/O Ali Qureshi,42101-5906836-2,PK0015212650803,0.0,4888460.0,2015-03-27,Dormant,47053.0
Sidra Virk,S/O Malik Bukhari,54000-7292775-3,PK0009871769353,0.0,3557510.0,2011-09-17,Active,34995.0
Maryam Bhatti,S/O Chaudhry Ansari,21301-2225437-8,PK0010226416530,0.0,10429590.0,2022-02-03,Active,22912.0
Sheikh Qureshi,S/O Noor Gilani,13302-1491808-6,PK0005222420042,0.0,8429220.0,2014-11-21,Active,106838.0
عائشہ احمد,S/O Shazia Bukhari,13302-3816607-3,PK0013214099789,4743297.0,606967430.0,2013-11-13,Active,1197120.0
Maryam Rafiq,S/O S/O Bushra Bukhari,44000-4020853-3,PK0008313295228,0.0,15067200.0,2018-04-24,Active,46060.0
Syed Ali,S/O S/O Syed Rafiq,61101-4524499-4,PK0010314479266,0.0,3530730.0,2005-07-04,Active,7279.0
Mirza Cheema,S/O Adnan Qureshi,54000-5073469-7,PK0013382387564,0.0,12264620.0,2016-06-10,Dormant,97609.0
Omar Cheema,S/O Naeem Ahmed,21301-6818042-7,PK0014661723850,559729.0,238685240.0,2013-06-18,Active,428996.0
Rabia Sheikh,S/O Tariq Hashmi,61101-5872771-7,PK0004484315640,0.0,118726550.0,2022-09-18,Active,0.0
,S/O Salman Ali,54000-3348013-4,PK0012539972403,0.0,13315830.0,2010-07-24,Active,73979.0
Naeem Ahmed,S/O Maryam Hameed,21301-5552826-4,PK0005272199842,0.0,3281010.0,2013-04-19,Active,57846.0
Syed Hameed,S/O Rizwan Virk,54000-2889999-6,PK0001688559516,0.0,50753180.0,2014-02-09,Dormant,133160.0
Qureshi Bhatti,S/O Zubair Akhtar,54000-9797239-1,PK0008323009714,0.0,2038650.0,2020-01-01,Dormant,11921.0
Raja Virk,S/O Iqra Gondal,21301-7044654-8,PK0012616108982,0.0,31980150.0,2004-02-12,Active,85733.0
Qureshi Latif,S/O Ahmed Malik,13302-2571483-5,PK0006351798116,0.0,2857890.0,2006-07-07,Active,64124.0
Asif Cheema,S/O Amna Cheema,61101-5372688-9,PK0001113689561,0.0,64472830.0,2012-03-03,Frozen,106147.0
Sheikh Khan,S/O Saira Gujjar,35202-3035379-5,PK0011195566069,0.0,10227740.0,2001-01-24,Active,136567.0
Kashif Hashmi,S/O Tariq Ansari,13302-8841285-7,PK0015218574293,0.0,36417960.0,2001-12-19,Active,73744.0
Naeem Virk,S/O Kamran Ansari,13302-8896486-2,PK0014716491837,0.0,10552730.0,2017-09-19,Active,18656.0
Usman Mirza,S/O Maryam Cheema,13302-1536023-2,PK0011630540166,0.0,24030590.0,2009-03-26,Frozen,64034.0
Qureshi Butt,S/O Malik Raja,21301-8082763-5,PK0003196725534,0.0,9116790.0,2001-04-14,Active,36536.0
Asma Chaudhry,S/O Nadia Gilani,35202-1227365-1,PK0013649439435,0.0,1554590.0,2009-09-23,Active,3327.0
Bushra Gujjar,S/O Khalid Virk,44000-8649014-3,PK0002876920515,0.0,18820590.0,2017-12-03,Active,52130.0
Amna Abbasi,,44000-9019324-1,PK0012208759822,958395.0,67987630.0,2007-01-19,Active,446238.0
Imran Hameed,S/O Sheikh Sheikh,42101-5705112-7,PK0015374762050,0.0,23148240.0,2017-04-21,Active,72391.0
,S/O Sheikh Abbasi,42101-1224761-6,PK0011348206466,0.0,22292230.0,2004-04-08,Active,46756.0
Muhamamd Ahmed,S/O Chaudhry Gondal,42101-1436887-8,PK0008417851397,0.0,3594960.0,2014-03-29,Active,39054.0
Faisal Khan,S/O علی حسین,54000-4059508-1,PK0005598514021,0.0,72625400.0,2021-07-21,Active,174872.0
,,13302-9493615-2,PK0001207169001,0.0,38751470.0,2015-01-11,Active,238010.0
Rizwan Hussain,S/O Arif Bukhari,42101-4359693-9,PK0014287584639,0.0,84304370.0,2011-07-26,Active,217520.0
Malik Cheema,S/O Maryam Gujjar,44000-1309975-3,PK0014142353230,0.0,2857080.0,2022-04-11,Active,0.0
Salman Sandhu,S/O Naveed Syed,42101-4431982-2,PK0014411994135,0.0,42616900.0,2003-05-17,Active,154478.0
Saira Sandhu,S/O Zubair Naqvi,,PK0006960707259,0.0,51263810.0,2012-08-22,Active,183823.0
Usman Karim,S/O Bilal Hussain,54000-3242474-8,PK0011435766697,0.0,111430680.0,2020-10-07,Active,165166.0
Salman Sheikh,S/O Shazia Bukhari,54000-2724585-7,PK0007893001503,0.0,438360.0,2001-05-04,Active,5691.0
Kamran Gilani,S/O Omar Zaidi,54000-4525843-6,PK0002202003827,0.0,13446690.0,2018-02-25,Active,61069.0
Aamir Hameed,S/O Amna Rizvi,35202-5404222-4,PK0014914115345,0.0,3672240.0,2011-11-14,Active,66655.0
Qureshi Butt,S/O Rukhsar Karim,21301-4128255-2,PK0015149273037,0.0,0.0,2013-12-10,Active,131927.0
Kamran Karim,S/O Muhammad Chaudhry,35202-4109974-7,PK0001248599901,0.0,28001150.0,2016-04-28,Active,85570.0
Shazia Gilani,S/O Adnan Mirza,44000-5268769-1,PK0011794924237,0.0,37868950.0,2014-05-07,Active,38479.0
Imran Syed,S/O Mohammad Chaudhry,35202-1129686-8,PK0003452896879,0.0,18535980.0,2014-10-06,Active,63895.0
,S/O Nadia Tarar,13302-5648826-9,PK0006569992383,0.0,6642780.0,2018-05-19,Active,59875.0
Bushra Cheema,S/O Sobia Ali,61101-3349235-8,PK0010388095021,4642429.0,155161380.0,2009-01-02,Active,531984.0
Sajid Akhtar,S/O Naeem Chattha,61101-4653282-7,PK0015887125715,0.0,29164230.0,2002-04-02,Active,57468.0
Sheikh Jafri,S/O Rizwan Baig,54000-3169632-4,PK0002500099988,0.0,50374660.0,2019-05-03,Active,111680.0
Rabia Iqbal,,54000-9005008-1,PK0014467995726,3900964.0,99634900.0,2004-04-18,Active,531138.0
Rizwan Cheema,S/O Qureshi Hussain,21301-3319489-4,PK0003222226183,0.0,40341100.0,2019-09-21,Dormant,287387.0
Shoaib Sandhu,S/O Chaudhry Tarar,42101-5922537-9,PK0007529765405,0.0,30759100.0,2009-03-02,Active,62605.0
Hina Sheikh,S/O Hussain Zaidi,35202-8289425-2,PK0008391878557,0.0,19210520.0,2013-08-25,Active,21108.0
Tariq Virk,S/O Raja Aslam,13302-5218292-9,PK0014514158850,0.0,49833450.0,2006-04-02,Active,56808.0
Adnan Rafiq,S/O Aamir Hashmi,61101-6003829-8,PK0012613511668,0.0,80397640.0,2018-11-20,Active,178169.0
Aamir Bukhari,S/O Hassan Iqbal,42101-6839660-1,PK0013552839683,0.0,136331060.0,2014-05-28,Active,234279.0
