Person_Name,Father_Name,CNIC,Consumer_ID,Meter_No,Address,City,Province
Khalid Ali,S/O Mohammad Gilani,2130115139235,CON-59958860,MTR-6618137,"House 370, Block E, Clifton, Mirpur",Mirpur,Azad Kashmir
Naeem Buhkari,S/O Rizwan Tarar,5400094510572,CON-11111601,MTR-4455234,"House 232, Block E, Gulberg, Gilgit",Bahawalpur,Punjab
Rabia Baig,S/O Bushra Gujjar,6110141333543,CON-65142792,MTR-4208767,"House 15, Block G, Cantt, Mardan",Mardan,KPK
صنا ملک,S/O Iqra Khan,1330280208616,CON-45148249,MTR-1886857,"House 446, Block C, North Nazimabad, Hyderabad",Hyderabad,Sindh
Ibrahim Rafiq,S/O Noor Ali,4400078152926,CON-26909528,MTR-4736054,"House 199, Block G, Gulshan-e-Iqbal, Karachi",Karachi,Sindh
Sana Akhtar,S/O Mehwish Ahmed,3520251796382,CON-20911387,MTR-2264148,"House 139, Block C, Cavalry Ground, Kohat",Kohat,KPK
,S/O Amna Bhatti,2130162280459,CON-56259722,MTR-5425298,"House 161, Block A, Model Town, Islamabad",Islamabad,ICT
Saira Abbasi,S/O Usman Syed,1330275923576,CON-94979317,MTR-8817906,"House 282, Block A, Township, Kohat",Kohat,KPK
عائشہ احمد,S/O Qureshi Ali,1330256628444,CON-86506613,MTR-5935079,"House 491, Block B, Defence, Bahawalpur",Bahawalpur,Punjab
Sobia Iqbal,S/O Naeem Sandhu,3520244937563,CON-69552144,MTR-9179787,"House 241, Block G, Gulberg, Hyderabad",Hyderabad,Sindh
Syed Rana,S/O Naveed Ahmed,3520282997013,CON-71907066,MTR-6939006,"House 361, Block G, Scheme 33, Khuzdar",Khuzdar,Balochistan
Hussain Latif,S/O Zainab Ahmed,1330254780264,CON-70818131,MTR-4384799,"House 378, Block D, North Nazimabad, Muzaffarabad",Muzaffarabad,Azad Kashmir
Aamir Cheema,S/O Asma Naqvi,3520274895292,CON-88516523,MTR-2090446,"House 257, Block D, Bahria Town, Mingora",Mingora,KPK
Faisal Khan,S/O Zubair Gujjar,3520222033028,CON-47466981,MTR-2833592,"House 183, Block G, Defence, Skardu",Skardu,Gilgit-Baltistan
Zubair Sandhu,S/O Asif Chattha,4400024096989,CON-96494940,MTR-5526783,"House 260, Block H, PAF Colony, Multan",Multan,Punjab
Hassan Naqvi,S/O Syed Ali,4210176851496,CON-36195967,MTR-1646541,"House 432, Block F, DHA, Gilgit",Gilgit,Gilgit-Baltistan
,S/O Noor Mirza,35202-7791789-9,CON-36809861,MTR-4355347,"House 61, Block G, Defence, Sargodha",Sargodha,Punjab
Malik Ansari,S/O Arif Khan,1330293219569,CON-29716129,MTR-5503023,"House 319, Block E, Bahria Town, Hyderabad",Hyderabad,Sindh
Sajid Gilani,S/O Hassan Raza,,CON-22400814,MTR-7907771,"House 89, Block C, I-8, Islamabad",Islamabad,ICT
Nadia Iqbal,S/O Mehwish Rafiq,1330290448337,CON-92425900,MTR-8924295,"House 285, Block E, I-8, Peshawar",Peshawar,KPK
Maryam Abbasi,S/O Kamran Raza,3520263874933,CON-95876349,MTR-1674960,"House 15, Block B, Township, Mirpurkhas",Mirpurkhas,Sindh
Mirza Jafri,S/O Baig Butt,1330227108503,CON-18730724,MTR-6258704,"House 229, Block E, E-11, Islamabad",Islamabad,ICT
Zbair Sandhu,S/O Ayesha Hashmi,5400095992073,CON-15631602,MTR-2741756,,Mirpurkhas,Sindh
Sheikh Hussain,S/O Iqra Khan,1330234592532,CON-25295122,MTR-1133200,"House 280, Block E, Clifton, Islamabad",Islamabad,ICT
Salman Raja,S/O Uzma Syed,1330285527263,CON-84158567,MTR-4147028,"House 211, Block D, Cantt, Kohat",Kohat,KPK
Hassan Karim,S/O Chaudhry Ali,3520285770038,CON-30889278,MTR-5307699,"House 331, Block A, Scheme 33, Rawalakot",Rawalakot,Azad Kashmir
Bilal Tarar,S/O Mohammad Qureshi,3520290360627,CON-54952777,MTR-8328122,"House 480, Block A, G-9, Karachi",Karachi,Sindh
Ayesha But,S/O S/O Imran Sandhu,4210146803147,CON-53437027,MTR-4868317,"House 136, Block C, G-9, Islamabad",Islamabad,ICT
Usman Ansari,S/O Khalid Ansari,3520286665314,CON-75737769,MTR-7986371,"House 239, Block E, Gulshan-e-Iqbal, Islamabad",Islamabad,ICT
Muhammad Gilani,S/O Nadia Ali,5400045822065,CON-20149358,MTR-3427214,"House 316, Block E, Bahria Town, Multan",Multan,Punjab
Imran Tarar,S/O Hassan Ali,4400031942725,CON-83051904,MTR-6615266,"House 409, Block G, Defence, Sialkot",Sialkot,Punjab
Ayesha Malik,S/O Rizwan Hussain,5400072638523,CON-28035514,MTR-6486365,"House 127, Block D, G-9, Mingora",Mingora,KPK
Muhammad Naqvi,S/O Hamid Raja,4400014944738,CON-81341163,MTR-6341378,"House 240, Block G, DHA, Mingora",Mingora,KPK
Iqra Qureshi,S/O Arif Aslam,1330244207639,CON-79651727,MTR-6358015,"House 268, Block F, Bahria Town, Chilas",Chilas,Gilgit-Baltistan
Tahir Gilani,S/O Rizwan Hashmi,5400017253676,CON-92896064,MTR-1942862,"House 231, Block A, E-11, Kohat",Kohat,KPK
Bushra Sandhu,S/O Salman Rizvi,6110129653971,CON-67347508,MTR-3954687,"House 109, Block G, North Nazimabad, Mardan",Mardan,KPK
Ibrahim Sheikh,S/O Sidra Chattha,4400065245438,CON-73949674,MTR-5394027,"House 32, Block E, North Nazimabad, Karachi",Karachi,Sindh
Omar Ali,S/O Sobia Abbasi,2130111638291,CON-64239106,MTR-5689134,"House 195, Block A, DHA, Larkana",Larkana,Sindh
Rukhsar Qureshi,S/O Imran Baig,4210161234262,CON-43013001,MTR-6727036,"House 71, Block G, Cantt, Gujranwala",Gujranwala,Punjab
Amna Tarar,S/O Ahmed Khan,1330293852778,CON-48251325,MTR-5714722,"House 405, Block C, Model Town, Sargodha",Sargodha,Punjab
Mohammad Cheema,S/O Chaudhry Nawaz,6110199456779,CON-62244651,MTR-7850694,"House 391, Block B, Township, Rawalakot",Rawalakot,Azad Kashmir
Mirza Khan,S/O Syed Raja,1330298597588,CON-16510435,MTR-6430762,"House 7, Block G, Gulberg, Islamabad",Islamabad,ICT
Ahmed Gondal,S/O Kashif Tarar,2130193742018,CON-47135912,MTR-3464040,"House 403, Block F, Bahria Town, Nawabshah",Islamabad,ICT
Usman Bhatti,S/O Raja Hameed,4400039459175,CON-78680780,MTR-9608411,"House 345, Block F, Scheme 33, Skardu",Skardu,Gilgit-Baltistan
Hussain Hussain,S/O Naveed Rafiq,42101-5932239-3,CON-27753355,MTR-2706294,"House 284, Block H, North Nazimabad, Abbottabad",Abbottabad,KPK
Saji Aslam,S/O Amna Syed,5400021433801,CON-38367452,MTR-4408929,"House 164, Block A, Model Town, Mirpur",Mirpur,Azad Kashmir
Mehwish Bhatti,S/O Usman Ali,5400039638096,CON-30697180,MTR-7447824,"House 121, Block C, Clifton, Islamabad",Islamabad,ICT
Iqra Virk,S/O Sheikh Raza,3520220223669,CON-87908071,MTR-8172098,"House 48, Block B, Model Town, Chilas",Chilas,Gilgit-Baltistan
,S/O Tariq Virk,2130126450071,CON-96088851,MTR-4270580,"House 428, Block A, Saddar, Mirpur",Mirpur,Azad Kashmir
ابراہیم ملک,S/O Sheikh Gujjar,6110171674412,CON-42613973,MTR-3425911,"House 491, Block G, Gulshan-e-Iqbal, Peshawar",Peshawar,KPK
Ibrahim bAbasi,S/O Chaudhry Mirza,2130127472028,CON-36157198,MTR-5999284,"House 17, Block A, G-9, Muzaffarabad",Muzaffarabad,Azad Kashmir
FaisalL atif,S/O Asif Virk,2130137687948,CON-58529993,MTR-1031738,"House 405, Block D, Scheme 33, Bannu",Bannu,KPK
Salman Sandhu,S/O Naveed Syed,4210144319822,CON-38488834,MTR-5568264,"House 455, Block D, Cantt, Gwadar",Gwadar,Balochistan
Rukhsar Syed,S/O Qureshi Latif,1330243419621,CON-74507038,MTR-9436706,"House 203, Block E, Defence, Gujranwala",Gujranwala,Punjab
Ali Qureshi,S/O Bilal Ansari,1330292483882,CON-45690850,MTR-3996334,"House 121, Block B, Cantt, Islamabad",Islamabad,ICT
Hina Chattha,S/O Bilal Zaidi,4400070678677,CON-77720551,MTR-1963237,"House 42, Block B, North Nazimabad, Mirpur",Mirpur,Azad Kashmir
Shazia Chattha,S/O علی حسین,5400092432431,CON-48066682,MTR-5441280,"House 252, Block F, Askari, Muzaffarabad",Muzaffarabad,Azad Kashmir
Uzma Malik,S/O Ali Gondal,2130178634947,CON-29568231,MTR-9757871,"House 488, Block G, Johar Town, Islamabad",Islamabad,ICT
Amna Cheema,S/O Muhammad Zaidi,1330237798447,CON-25114917,MTR-1779315,"House 403, Block E, E-11, Lahore",Lahore,Punjab
Zubair Ahmed,S/O Rizwan Rizvi,6110136405405,CON-18452126,MTR-2734234,"House 291, Block G, G-9, Sargodha",Sargodha,Punjab
Noor Jafri,S/O Chaudhry Chattha,2130120195382,CON-42296845,MTR-5720889,"House 253, Block A, Scheme 33, Chilas",Chilas,Gilgit-Baltistan
صنا ملک,S/O Naeem Khan,13302-3435644-6,CON-15309040,MTR-8745774,"House 133, Block A, DHA, Quetta",Quetta,Balochistan
Hussain Ahmed,S/O Syed Aslam,3520280208437,CON-31030179,MTR-9721301,"House 320, Block A, Gulshan-e-Iqbal, Gujranwala",Gujranwala,Punjab
Asma Mirza,S/O مریم چودھری,6110148439149,CON-28817679,MTR-4929778,"House 455, Block B, PAF Colony, Karachi",Karachi,Sindh
Rabia Hashmi,S/O Maryam Cheema,4400032676009,CON-72836484,MTR-2912204,"House 486, Block H, F-10, Hyderabad",Hyderabad,Sindh
Waseem Naqvi,S/O Rabia Chattha,2130161320016,CON-35283723,MTR-7366495,"House 50, Block B, I-8, Sargodha",Sargodha,Punjab
Ali Mirza,S/O Qureshi Gondal,5400026323974,CON-54781885,MTR-7101539,"House 2, Block E, Saddar, Mingora",Mingora,KPK
Muhammad Chaudhry,S/O Shoaib Hameed,6110135222158,CON-95402478,MTR-7144848,"House 83, Block G, E-11, Mirpur",Mirpur,Azad Kashmir
Sana Sandhu,S/O Hassan Gondal,5400088399145,CON-37899679,MTR-1444378,"House 373, Block A, Defence, Multan",Multan,Punjab
Ali Rizvi,S/O Rizwan Gujjar,3520283666392,CON-24688440,MTR-7707339,"House 302, Block D, Cavalry Ground, Mirpur",Mirpur,Azad Kashmir
Omar Hussain,S/O Naeem Cheema,6110124250852,CON-92407453,MTR-3749537,"House 20, Block H, Cantt, Chilas",Chilas,Gilgit-Baltistan
Muhammd Qureshi,S/O Waseem Malik,5400089450329,CON-74678762,MTR-1068480,"House 8, Block H, Cavalry Ground, Kohat",Kohat,KPK
Raja Latif,S/O Ali Rizvi,4210183925851,CON-66211087,MTR-8484579,"House 384, Block A, Cantt, Faisalabad",Faisalabad,Punjab
Saira Gilani,S/O Asif Ali,5400020374428,CON-64141391,MTR-3740460,"House 408, Block D, E-11, Mingora",Mirpurkhas,Sindh
Muhammad Hussain,S/O Raja Nawaz,6110196629388,CON-53197729,MTR-8543692,"House 97, Block F, Gulberg, Rawalakot",Rawalakot,Azad Kashmir
Muhammad Cheema,S/O Ibrahim Ahmed,5400054374389,CON-33844169,MTR-4101002,"House 115, Block E, F-10, Turbat",Turbat,Balochistan
Aamir Gilani,S/O Shoaib Raza,3520286140006,CON-55416770,MTR-1938879,"House 444, Block C, Model Town, Gilgit",Mirpurkhas,Sindh
Noor Jafri,S/O Amna Baig,3520260225856,CON-13502679,MTR-5091470,"House 21, Block C, Clifton, Gujranwala",Gujranwala,Punjab
Rukhsar Aslam,S/O Saira Abbasi,3520244992877,CON-52484198,MTR-4673631,"House 205, Block H, Cantt, Larkana",Larkana,Sindh
Malik Raja,S/O عائشہ احمد,4400078123276,CON-30688670,MTR-9401041,"House 20, Block G, F-10, Larkana",Larkana,Sindh
Shazia Hashmi,S/O Naveed Chattha,3520217698911,CON-54916681,MTR-8920225,"House 490, Block E, Gulberg, Sukkur",Sukkur,Sindh
Hassan Sadhu,S/O Sana Baig,3520285834095,CON-54654134,MTR-3807764,"House 273, Block H, E-11, Hub",Hub,Balochistan
Shoaib Rana,S/O Sidra Gilani,4400070076792,CON-34532702,MTR-6785595,"House 403, Block C, Cantt, Chilas",Chilas,Gilgit-Baltistan
Irqa Sheikh,S/O Salman Nawaz,2130183645734,CON-37588928,MTR-7417202,"House 120, Block F, Gulshan-e-Iqbal, Mirpurkhas",Mirpurkhas,Sindh
Tariq Qureshi,S/O Hashmi Gujjar,4400084596478,CON-53922738,MTR-5009585,"House 374, Block B, G-9, Mingora",Mingora,KPK
Tariq Hussain,S/O Sheikh Abbasi,1330219405742,CON-14400573,MTR-6708029,"House 185, Block C, North Nazimabad, Turbat",Turbat,Balochistan
Sheikh Zaidi,S/O Faisal Latif,5400020371976,CON-48779542,MTR-1549702,"House 300, Block C, I-8, Muzaffarabad",Muzaffarabad,Azad Kashmir
Sobia Sheikh,S/O Khalid Butt,5400059293915,CON-75500557,MTR-6421675,"House 317, Block C, E-11, Chilas",Chilas,Gilgit-Baltistan
Sidra Hussain,S/O Bilal Nawaz,6110150454212,CON-79271572,MTR-8152721,"House 174, Block C, Township, Sialkot",Sialkot,Punjab
Ibrahim Latif,S/O Raja Qureshi,3520257549734,CON-21649213,MTR-7900791,"House 92, Block G, Cantt, Muzaffarabad",Muzaffarabad,Azad Kashmir
Asma Chaudhry,S/O S/O احمد خان,5400048960089,CON-76268501,MTR-8695131,"House 479, Block A, E-11, Chilas",Chilas,Gilgit-Baltistan
Rukhsar Zaidi,S/O Baig Ali,42101-1866394-9,CON-56865363,MTR-9680192,"House 207, Block F, Scheme 33, Islamabad",Islamabad,ICT
Mohammad Aslam,S/O Muhammad Latif,6110123504177,CON-44014222,MTR-7246316,"House 319, Block E, DHA, Khuzdar",Khuzdar,Balochistan
Malik Hashmi,S/O Usman Gondal,1330240698349,CON-12479200,MTR-3961301,"House 160, Block H, Bahria Town, Mardan",Mardan,KPK
احمد خان,S/O Aamir Gilani,2130182467629,CON-24414628,MTR-5411949,"House 285, Block H, F-10, Chilas",Chilas,Gilgit-Baltistan
Muhammad Tarar,,4210150212036,CON-43731877,MTR-7398055,"House 456, Block B, Model Town, Karachi",Karachi,Sindh
Sajid Nawaz,S/O Adnan Gujjar,3520235491981,CON-22846019,MTR-9167608,"House 212, Block C, E-11, Karachi",Karachi,Sindh
,S/O Uzma Abbasi,,CON-92663447,MTR-2618785,"House 302, Block G, Clifton, Quetta",Quetta,Balochistan
Hashmi Malk,S/O Rabia Abbasi,4210155932039,CON-10838895,MTR-4845453,"House 211, Block B, I-8, Karachi",Karachi,Sindh
Uzma Hussain,,4210197243784,CON-89458005,MTR-2541462,"House 228, Block G, I-8, Mingora",Mingora,KPK
Maryam Hussain,S/O Ayesha Bukhari,2130128440749,CON-41658061,MTR-4189028,"House 454, Block F, Cavalry Ground, Sukkur",Sukkur,Sindh
Noor Bukhari,S/O Usman Hashmi,6110114620422,CON-69851128,MTR-9872663,"House 18, Block B, Askari, Chilas",Chilas,Gilgit-Baltistan
Rukhhsar Gondal,S/O Malik Rizvi,4210187904593,CON-49295659,MTR-2667946,"House 215, Block F, F-10, Khuzdar",Khuzdar,Balochistan
Khalid Latif,S/O Nadia Butt,4210176315855,CON-11393679,MTR-1213035,"House 410, Block C, DHA, Turbat",Islamabad,ICT
Ayesha Gujjar,S/O Qureshi Zaidi,5400050381211,CON-53048769,MTR-6951766,"House 263, Block E, Cavalry Ground, Mirpur",Mirpur,Azad Kashmir
Qureshi Akhtar,S/O Asif Hameed,6110142708652,CON-13488078,MTR-3008874,"House 283, Block B, I-8, Mingora",Mingora,KPK
Muhammad Iqbal,S/O Shoaib Hussain,3520270942661,CON-18316322,MTR-4274112,"House 69, Block H, Defence, Mingora",Mingora,KPK
Fatima Rizvi,S/O محمد علی,3520214095077,CON-85525957,MTR-4018088,"House 90, Block D, Township, Islamabad",Islamabad,ICT
Hussain Gondal,S/O Hashmi Akhtar,3520213689585,CON-38564046,MTR-1546421,"House 438, Block G, Defence, Rawalakot",Rawalakot,Azad Kashmir
Fatima Khan,S/O Sajid Iqbal,3520276402057,CON-10166725,MTR-6767071,"House 311, Block H, Defence, Multan",Multan,Punjab
Kashif CCheema,S/O Usman Aslam,5400062028946,CON-12263512,MTR-5970987,"House 478, Block F, Clifton, Mirpur",Mirpur,Azad Kashmir
Zubai Sandhu,S/O Naveed Syed,6110187318651,CON-54564287,MTR-7540521,"House 188, Block E, Cantt, Gujranwala",Gujranwala,Punjab
Hina Hashmi,S/O Ahmed Virk,1330275420155,CON-97542273,MTR-1266817,"House 184, Block E, Defence, Abbottabad",Abbottabad,KPK
Hashmi Latif,S/O Khalid Chaudhry,4210127564157,CON-44209341,MTR-1552164,"House 389, Block H, Askari, Peshawar",Peshawar,KPK
Muhammad Mirza,S/O Raja Mirza,6110179661659,CON-16373183,MTR-9667724,"House 81, Block G, F-10, Sukkur",Sukkur,Sindh
Faisal Aslam,S/O Ayesha Hussain,4210172571581,CON-62596992,MTR-8257281,"House 365, Block B, Cavalry Ground, Islamabad",Islamabad,ICT
Syed Gujjar,S/O Iqra Tarar,6110180983393,CON-67423718,MTR-4937254,"House 124, Block A, Township, Rawalpindi",Rawalpindi,Punjab
محمد علی,S/O Faisal Nawaz,5400032578623,CON-26618122,MTR-1745685,"House 125, Block F, Saddar, Hyderabad",Hyderabad,Sindh
Nadia Butt,S/O Omar Mirza,4400011315677,CON-49885434,MTR-2033455,"House 409, Block E, Cavalry Ground, Islamabad",Islamabad,ICT
Naveed Bhatti,S/O Mirza Nawaz,5400057486215,CON-70468429,MTR-2652305,"House 444, Block A, F-10, Rawalakot",Rawalakot,Azad Kashmir
Sajid Gilani,S/O Raja Sandhu,6110135952361,CON-89675471,MTR-5051150,"House 494, Block G, Gulberg, Khuzdar",Khuzdar,Balochistan
Mohammad Tarar,S/O Raja Rizvi,4400050759915,CON-36657818,MTR-8988295,,Sialkot,Punjab
Tahir Iqbal,S/O Shazia Abbasi,6110151660925,CON-30177794,MTR-9144457,"House 51, Block B, Gulshan-e-Iqbal, Multan",Multan,Punjab
Fatima Akhtar,S/O Ayesha Gondal,3520235250768,CON-78649117,MTR-4373134,"House 370, Block A, Township, Bannu",Bannu,KPK
Adnan Butt,S/O Amna Abbasi,4210164478141,CON-13961194,MTR-6516677,"House 253, Block D, Cantt, Islamabad",Islamabad,ICT
Raja Raja,S/O Mirza Nawaz,4210137320236,CON-64667080,MTR-2440567,"House 270, Block G, Gulberg, Islamabad",Islamabad,ICT
Waseem Hussain,S/O Asif Khan,6110128706681,CON-74829951,MTR-9174877,"House 6, Block B, Scheme 33, Islamabad",Islamabad,ICT
Tariq Ali,S/O Rukhsar Rana,2130139178718,CON-62183695,MTR-8444098,"House 352, Block C, Gulberg, Quetta",Quetta,Balochistan
Muhammad Chaudhry,,4210159081903,CON-48230313,MTR-8407903,"House 112, Block D, I-8, Abbottabad",Abbottabad,KPK
Sidra Zaidi,S/O S/O Fatima Latif,5400032026246,CON-80470501,MTR-2974984,"House 138, Block G, Gulberg, Gilgit",Gilgit,Gilgit-Baltistan
Naveed Chaudhry,S/O Ahmed Latif,1330260605478,CON-76755229,MTR-1264811,"House 296, Block H, Cantt, Khuzdar",Khuzdar,Balochistan
Qureshi Chaudhry,S/O S/O Ali Raja,6110190989791,CON-78167479,MTR-4328710,"House 499, Block D, Cantt, Gwadar",Gwadar,Balochistan
Mirza Gondal,S/O Muhammad Butt,4210191929453,CON-27473148,MTR-7114950,"House 297, Block F, Cavalry Ground, Skardu",Skardu,Gilgit-Baltistan
Mirza Rana,S/O Uzma Chattha,3520247012187,CON-81105161,MTR-7013385,"House 371, Block G, North Nazimabad, Nawabshah",Nawabshah,Sindh
Hashmi Latif,S/O Maryam Chattha,2130132883463,CON-42864146,MTR-8223818,"House 159, Block H, Clifton, Islamabad",Abbottabad,KPK
Mohammad Hussain,S/O S/O Syed Rizvi,1330260844185,CON-99640576,MTR-4191473,"House 499, Block H, G-9, Mingora",Mingora,KPK
Shazia Gilani,S/O Raja Mirza,13302-7284551-7,CON-47617137,MTR-1748886,"House 436, Block C, Clifton, Quetta",Quetta,Balochistan
Asif Gujjar,S/O Rizwan Akhtar,6110190549899,CON-49685677,MTR-6522587,"House 243, Block B, DHA, Kohat",Kohat,KPK
Fatima Qureshi,S/O Muhammad Hashmi,3520237934014,CON-28781887,MTR-9505768,"House 1, Block D, Askari, Mardan",Mardan,KPK
Maryam Chaudhry,S/O فاطمہ خان,3520212959826,CON-59435125,MTR-5591745,"House 89, Block B, Askari, Multan",Multan,Punjab
,S/O Maryam Aslam,5400017502884,CON-99680441,MTR-8561634,"House 106, Block A, Bahria Town, Larkana",Larkana,Sindh
صنا ملک,S/O Iqra Sandhu,6110187716994,CON-61046386,MTR-8373230,"House 97, Block F, PAF Colony, Peshawar",Peshawar,KPK
Hamid Khan,S/O Waseem Hameed,4400050461312,CON-49462009,MTR-3464832,"House 131, Block F, I-8, Nawabshah",Nawabshah,Sindh
Salman Rizvi,S/O Salman Karim,5400084537199,CON-85605087,MTR-8930920,"House 312, Block A, I-8, Rawalpindi",Rawalpindi,Punjab
Amna Ansari,S/O Chaudhry Gilani,6110117280657,CON-86392228,MTR-8698405,"House 383, Block F, Bahria Town, Gwadar",Gwadar,Balochistan
Nadia Rafiq,S/O Arif Virk,35202-4954493-6,CON-98532024,MTR-1773696,"House 233, Block A, Clifton, Gilgit",Gilgit,Gilgit-Baltistan
Tahir Raza,S/O Arif Baig,4400030309661,CON-77002651,MTR-9385005,"House 7, Block G, Clifton, Abbottabad",Abbottabad,KPK
Waseem Abbasi,S/O Shazia Tarar,5400063546066,CON-57068611,MTR-5768503,"House 365, Block B, Scheme 33, Islamabad",Islamabad,ICT
Imran Ahmed,,3520246126228,CON-98217422,MTR-7424141,"House 160, Block A, Gulberg, Rawalakot",Rawalakot,Azad Kashmir
Saira Cheema,S/O Rizwan Syed,3520239103063,CON-53902766,MTR-8317707,"House 238, Block A, Township, Islamabad",Islamabad,ICT
Fatima Hameed,S/O Hina Nawaz,6110119652916,CON-63724018,MTR-9160117,"House 498, Block B, Clifton, Rawalakot",Rawalakot,Azad Kashmir
Mehwish Rafiq,S/O Naeem Chattha,4210194450002,CON-45933368,MTR-9429413,"House 86, Block H, Gulberg, Gwadar",Gwadar,Balochistan
Naveed Hashmi,S/O Naeem Chattha,3520275320309,CON-38251621,MTR-2263304,"House 123, Block C, Clifton, Gwadar",Gwadar,Balochistan
Asif Rana,S/O Hamid Sheikh,3520234822568,CON-15622992,MTR-2086995,"House 497, Block C, Clifton, Hub",Hub,Balochistan
Amna Syed,S/O Hussain Khan,4210177698674,CON-50899049,MTR-2866683,"House 358, Block H, Bahria Town, Mirpur",Mirpur,Azad Kashmir
Qureshi Rizvi,S/O Ahmed Bhatti,3520294827588,CON-66398185,MTR-3053202,"House 397, Block H, Model Town, Sialkot",Sialkot,Punjab
Naveed Chattha,S/O Malik Gondal,1330264434928,CON-77769883,MTR-4864015,"House 13, Block D, Township, Larkana",Larkana,Sindh
Shaziia Khan,S/O Sheikh Rana,4400038790237,CON-72806740,MTR-7364981,"House 338, Block H, Johar Town, Islamabad",Islamabad,ICT
Malik Vikr,S/O Omar Latif,1330215477942,CON-81342465,MTR-6695746,"House 201, Block G, Saddar, Faisalabad",Faisalabad,Punjab
Ibrahim Virk,S/O Imran Ahmed,6110154096512,CON-33185821,MTR-8467313,"House 451, Block E, Township, Islamabad",Islamabad,ICT
Bushra Gilani,S/O Hashmi Rizvi,5400055363956,CON-39178617,MTR-6608970,"House 449, Block G, Saddar, Sargodha",Sargodha,Punjab
Ibrahim Ansari,S/O Asma Bukhari,2130194046105,CON-91672070,MTR-5958674,"House 158, Block F, PAF Colony, Islamabad",Islamabad,ICT
Saira Syed,S/O Hashmi Bukhari,4400060887441,CON-23443237,MTR-3838111,"House 363, Block C, Clifton, Islamabad",Islamabad,ICT
Muhammad Ansari,S/O Hina Jafri,1330271637501,CON-43297926,MTR-9047606,"House 82, Block C, North Nazimabad, Sargodha",Sargodha,Punjab
Mirza Ansari,S/O Rukhsar Iqbal,6110199291094,CON-53483208,MTR-4179727,,Mirpur,Azad Kashmir
Naveed Bukhari,S/O Asma Sandhu,4400069439495,CON-14273251,MTR-1348963,"House 361, Block D, Clifton, Mardan",Mardan,KPK
Syed Hameed,S/O Ibrahim Baig,3520261890585,CON-29200379,MTR-7205444,"House 384, Block F, Askari, Gilgit",Gilgit,Gilgit-Baltistan
زینب علی,S/O Rabia Hussain,4210133815492,CON-62679411,MTR-6087567,"House 340, Block C, North Nazimabad, Skardu",Skardu,Gilgit-Baltistan
Aamir Baig,S/O Iqra Bukhari,6110130669983,CON-69551710,MTR-7609688,"House 496, Block C, F-10, Hub",Hub,Balochistan
Uzma Hussain,S/O Mehwish Bhatti,3520245508528,CON-33241687,MTR-1561030,"House 65, Block G, Defence, Quetta",Quetta,Balochistan
Mehwish Raja,S/O Qureshi Chaudhry,3520258973881,CON-71621367,MTR-3057175,"House 353, Block C, Defence, Lahore",Lahore,Punjab
Hina Naqvi,S/O Hamid Naqvi,4210121000231,CON-15902107,MTR-3039247,"House 462, Block H, G-9, Islamabad",Islamabad,ICT
محمد احمد,S/O Bilal Butt,4400088842371,CON-76138908,MTR-1188238,"House 458, Block F, Scheme 33, Mirpur",Mirpur,Azad Kashmir
Muhammad Gujjar,S/O Sobia Syed,13302-1025193-8,CON-98423360,MTR-8603433,"House 359, Block B, Defence, Hyderabad",Hyderabad,Sindh
Hamid Hashmi,S/O Hussain Baig,1330224855739,CON-30757489,MTR-2898594,"House 299, Block A, DHA, Islamabad",Islamabad,ICT
Bushra Nawaz,S/O Omar Abbasi,,CON-77576958,MTR-8450823,"House 412, Block G, G-9, Mirpurkhas",Mirpurkhas,Sindh
Sobia Raja,S/O Ali Aslam,4210138841915,CON-42821549,MTR-7785488,"House 19, Block G, Cavalry Ground, Mirpur",Mirpur,Azad Kashmir
Usman Sandhu,S/O Hussain Butt,5400038144467,CON-38028221,MTR-6799739,"House 467, Block G, Bahria Town, Islamabad",Nawabshah,Sindh
Raja Sandhu,S/O Usman Hussain,54000-1609831-5,CON-53578038,MTR-2875542,"House 253, Block A, Gulberg, Islamabad",Islamabad,ICT
ابراہیم ملک,S/O Hashmi Qureshi,4400051125463,CON-54224514,MTR-7073828,"House 326, Block A, G-9, Rawalakot",Rawalakot,Azad Kashmir
Omar Latif,S/O Ayesha Mirza,4400042309481,CON-52394891,MTR-3673337,"House 435, Block H, G-9, Gilgit",Gilgit,Gilgit-Baltistan
Fatima Zaidi,S/O S/O Uzma Abbasi,4400011611027,CON-95481917,MTR-9463520,"House 1, Block E, Cantt, Muzaffarabad",Muzaffarabad,Azad Kashmir
Zubair Virk,,2130177292181,CON-68958365,MTR-7186883,"House 393, Block A, Cavalry Ground, Gilgit",Gilgit,Gilgit-Baltistan
Saira Abbasi,S/O Khalid Bhatti,2130152580236,CON-59296820,MTR-4002182,"House 85, Block G, Bahria Town, Turbat",Turbat,Balochistan
Chaudhry Hashmi,S/O Hina Malik,4210159550894,CON-47918383,MTR-8733345,"House 250, Block E, Scheme 33, Gilgit",Gilgit,Gilgit-Baltistan
Mirza Rizvi,S/O Amna Ansari,3520220990985,CON-59444515,MTR-8726485,"House 248, Block H, DHA, Mardan",Hub,Balochistan
Ibrahim Gilani,S/O Sobia Baig,4400069957977,CON-87408925,MTR-9487768,"House 404, Block C, G-9, Mardan",Mardan,KPK
Noor Ahmed,S/O Zubair Qureshi,4210146935078,CON-19467669,MTR-9517166,"House 123, Block E, E-11, Karachi",Mardan,KPK
