Company_Name,Owner_Name,Father_Name,Entity_Type,CNIC,Incorporation_Date,Status,Registered_Office_Address,Province,City
Prime Solutions,Mehwish Latif,S/O Rabia Butt,Public Limited,6110131090242,1996-03-28,Active,"House 402, Block G, G-9, Hub",Balochistan,Hub
Prime Associates,,S/O Qureshi Chaudhry,LLP,3520263660527,2019-01-18,Suspended,"House 320, Block H, Gulberg, Faisalabad",Punjab,Faisalabad
United Services,Hashmi Khan,S/O Syed Bukhari,Partnership,3520235061358,2003-06-04,Active,"House 466, Block D, Gulberg, Karachi",Sindh,Karachi
Star Associates,Ayesha Baig,S/O Ibrahim Latif,LLP,,1996-09-18,Active,"House 435, Block E, Cantt, Hyderabad",Sindh,Hyderabad
Royal Services,Naeem Gujjar,S/O S/O Salman Rana,Public Limited,4210172764795,2000-02-04,Suspended,"House 13, Block H, PAF Colony, Islamabad",ICT,Islamabad
Atlas Brothers,Shoaib Gilani,S/O Malik Baig,Partnership,1330288591137,2021-02-20,Active,"House 263, Block B, Defence, Skardu",Gilgit-Baltistan,Skardu
National Corp,Sidra Iqbal,S/O Ayesha Jafri,Private Limited,3520259241427,1997-04-18,Active,"House 314, Block B, Defence, Islamabad",ICT,Islamabad
National Corp,Iqra Sheikh,,Partnership,2130183645734,2010-03-21,Active,"House 138, Block H, Township, Mirpurkhas",Sindh,Mirpurkhas
Al Associates,Ali Nawaz,S/O ابراہیم ملک,Partnership,2130112963084,2006-10-16,Active,"House 360, Block H, Askari, Mirpurkhas",Sindh,Mirpurkhas
Al Services,Baig Baig,S/O Amna Gondal,Sole Proprietorship,1330261951714,1996-04-03,Dissolved,"House 462, Block A, Johar Town, Peshawar",KPK,Peshawar
National Group,Waseem Gujjar,S/O Ayesha Ahmed,Public Limited,5400031287927,1994-05-05,Dissolved,"House 390, Block E, Cavalry Ground, Islamabad",ICT,Islamabad
Star Enterprises,Bilal Zaidi,S/O Sobia Karim,Private Limited,3520259364534,2015-12-18,Suspended,"House 34, Block H, Gulberg, Mirpurkhas",Sindh,Mirpurkhas
Royal Brothers,Hashmi Karim,S/O Malik Naqvi,Private Limited,5400028774011,2000-11-15,Suspended,"House 398, Block G, Defence, Quetta",Balochistan,Quetta
Apex Associates,Sidra Tarar,S/O Kashif Baig,Public Limited,35202-7208547-5,1994-11-22,Active,"House 416, Block D, Township, Muzaffarabad",Azad Kashmir,Muzaffarabad
Global Traders,فاطمہ خان,S/O Faisal Tarar,LLP,3520258151249,2016-11-06,Active,"House 351, Block C, Bahria Town, Islamabad",ICT,Islamabad
Apex Group,Rukhsar Raja,S/O Kashif Nawaz,Partnership,1330275538736,2001-04-14,Active,"House 380, Block H, DHA, Skardu",Gilgit-Baltistan,Skardu
Apex Enterprises,Hussain Latif,S/O Hassan Rafiq,Private Limited,2130169249756,2020-06-24,Active,"House 367, Block F, Bahria Town, Abbottabad",KPK,Abbottabad
Al Solutions,Mehwish Gilani,S/O زینب علی,Sole Proprietorship,4210110081814,2019-08-26,Dissolved,"House 103, Block C, Gulshan-e-Iqbal, Mingora",KPK,Mingora
Atlas Traders,Asif Latif,S/O Sidra Gilani,Public Limited,2130182281283,2022-11-03,Active,"House 252, Block H, Cavalry Ground, Turbat",Balochistan,Turbat
Al Traders,Asif Rafiq,S/O Tariq Sheikh,Sole Proprietorship,1330219997938,2006-01-17,Dissolved,"House 340, Block C, Johar Town, Sukkur",Sindh,Sukkur
Meezan Associates,Ali Waseem,S/O Chaudhry Rafiq,Partnership,6110161888081,2018-09-01,Active,"House 151, Block C, Model Town, Bannu",KPK,Bannu
Al Industries,Sobia Baig,S/O Ahmed Tarar,Sole Proprietorship,2130174081154,1998-05-22,Active,"House 265, Block A, G-9, Gwadar",Balochistan,Gwadar
Global Industries,Imran Gondal,S/O Syed Rizvi,Sole Proprietorship,1330250773562,2000-10-22,Active,"House 405, Block B, Model Town, Quetta",Balochistan,Quetta
Star Industries,Ali Rizvi,S/O Noor Hameed,Public Limited,,2012-02-27,Active,"House 127, Block B, Johar Town, Lahore",Punjab,Lahore
Prime Corp,خان فاطمہ,S/O Mehwish Chattha,Private Limited,3520233905949,1997-05-10,Active,,KPK,Peshawar
United Solutions,Shazia Syed,S/O S/O Hina Rafiq,Sole Proprietorship,4210173552205,2017-06-02,Active,"House 413, Block B, E-11, Sialkot",Punjab,Sialkot
Royal Services,Chaudhry Khalid,S/O Imran Raza,Partnership,5400068726651,1995-09-24,Active,"House 383, Block F, Bahria Town, Abbottabad",KPK,Abbottabad
Atlas Industries,Faisal Raja,S/O Ayesha Hashmi,Sole Proprietorship,4400022271625,1994-05-25,Suspended,"House 295, Block E, Cantt, Skardu",Gilgit-Baltistan,Skardu
Global Services,Omar Bukhari,S/O Aamir Zaidi,Public Limited,1330251956377,1994-04-27,Active,"House 460, Block H, Johar Town, Gujranwala",Punjab,Gujranwala
Star Brothers,Shazia Raza,S/O Hamid Karim,Private Limited,1330289268189,2018-04-03,Suspended,"House 208, Block G, PAF Colony, Bannu",KPK,Bannu
National Industries,صنا ملک,S/O Iqra Khan,LLP,1330280208616,2013-08-13,Active,"House 248, Block E, PAF Colony, Hyderabad",Sindh,Hyderabad
Atlas Associates,Muhammad Akhtar,S/O Sidra Cheema,Public Limited,5400060015523,1994-08-18,Active,"House 256, Block G, Gulberg, Bannu",KPK,Bannu
Pak Corp,Ali Ali,S/O صنا ملک,LLP,4210134914516,1997-05-17,Active,"House 155, Block E, North Nazimabad, Islamabad",ICT,Islamabad
Global Industries,Shoaib Akhtar,S/O Aamir Naqvi,Partnership,6110193762309,2019-02-24,Active,"House 482, Block G, E-11, Turbat",Balochistan,Turbat
Global Corp,Shazia Abbasi,S/O Zubair Jafri,Public Limited,5400029879592,2007-03-17,Active,"House 104, Block G, I-8, Islamabad",ICT,Islamabad
Meezan Traders,Qureshi Waseem,S/O Sana Karim,Partnership,3520272978812,1992-07-25,Active,"House 344, Block E, PAF Colony, Sialkot",Punjab,Sialkot
Atlas Group,Hina Chaudhry,S/O Omar Karim,LLP,2130188274573,2010-03-27,Active,"House 133, Block D, E-11, Khuzdar",Balochistan,Khuzdar
Apex Associates,Omra Hussain,S/O Naeem Cheema,Private Limited,6110124250852,1992-12-23,Active,"House 261, Block C, DHA, Chilas",Gilgit-Baltistan,Chilas
Star Brothers,Hassan Iqbal,S/O محمد احمد,Partnership,4210158924236,2013-04-28,Dissolved,"House 386, Block A, E-11, Larkana",Sindh,Larkana
Royal Associates,Ahmed Bkhari,S/O Omar Baig,Sole Proprietorship,4400060420117,2012-10-16,Active,"House 78, Block B, G-9, Islamabad",ICT,Islamabad
National Traders,Sidra Raza,,Sole Proprietorship,1330224321762,2006-11-09,Active,"House 260, Block G, Saddar, Islamabad",ICT,Islamabad
Pak Solutions,Fatima Naqvi,S/O Shazia Gilani,Private Limited,3520222852514,2002-11-30,Suspended,"House 117, Block H, Cantt, Mirpur",Azad Kashmir,Mirpur
Atlas Industries,Imran Rafiq,S/O Usman Karim,Public Limited,5400093741374,2020-03-05,Dissolved,"House 484, Block A, Defence, Islamabad",ICT,Islamabad
Pak Associates,Malik Raza,,Sole Proprietorship,6110134004751,2009-12-08,Suspended,"House 226, Block B, Clifton, Gilgit",Gilgit-Baltistan,Gilgit
Al Group,Bilal Gondal,S/O Chaudhry Ahmed,Private Limited,4400020191483,1991-06-15,Suspended,"House 164, Block D, North Nazimabad, Hub",Balochistan,Hub
Royal Group,Mehwish Rafiq,S/O Naeem Chattha,Partnership,4210194450002,2014-03-01,Active,"House 472, Block A, Clifton, Gwadar",Balochistan,Gwadar
Apex Brothers,Baig Latif,S/O Uzma Qureshi,Private Limited,4210138337038,2020-06-09,Active,"House 431, Block F, Gulberg, Lahore",Punjab,Lahore
Atlas Corp,Kamran Mirza,S/O Bushra Qureshi,Private Limited,1330241924799,2016-07-26,Active,"House 51, Block C, Johar Town, Mirpur",Azad Kashmir,Mirpur
Prime Services,Mirza Fatima,S/O Waseem Karim,Sole Proprietorship,3520257860089,2011-10-02,Suspended,"House 98, Block G, Johar Town, Muzaffarabad",Azad Kashmir,Muzaffarabad
Prime Brothers,Tahir Sanddhu,S/O Aamir Syed,Public Limited,2130185020467,1990-05-29,Suspended,"House 236, Block C, Johar Town, Rawalakot",Azad Kashmir,Rawalakot
National Enterprises,Faisal Butt,S/O Asif Nawaz,Public Limited,6110149994703,1995-05-09,Active,"House 493, Block D, E-11, Chilas",Gilgit-Baltistan,Chilas
Pak Corp,Kamran Bukhari,S/O Noor Qureshi,Sole Proprietorship,4210168551809,1997-03-13,Active,"House 92, Block B, Defence, Mirpur",Azad Kashmir,Mirpur
Prime Associates,Omar Iqbal,S/O Ali Gondal,Public Limited,3520242662171,1995-03-25,Active,"House 459, Block D, Cantt, Lahore",Punjab,Lahore
Star Group,Noor Ahmed,S/O Zubair Qureshi,Partnership,4210146935078,2022-06-19,Dissolved,"House 443, Block D, PAF Colony, Karachi",Sindh,Karachi
Atlas Brothers,Asma Tarar,S/O صنا ملک,Partnership,2130125173449,2007-05-28,Dissolved,"House 9, Block G, Johar Town, Hub",Balochistan,Hub
Apex Enterprises,Rabia Latif,S/O Rizwan Qureshi,LLP,5400088687712,2001-10-24,Active,"House 433, Block D, DHA, Karachi",Sindh,Karachi
Royal Solutions,Bilal Raja,S/O محمد احمد,Sole Proprietorship,4210159964908,2022-11-30,Active,"House 318, Block A, Johar Town, Gilgit",Gilgit-Baltistan,Gilgit
United Corp,Baig Bhatti,S/O محمد علی,Private Limited,2130155983862,2016-01-04,Active,"House 84, Block H, Model Town, Mardan",KPK,Mardan
Meezan Industries,Raja Sidra,S/O Malik Mirza,Sole Proprietorship,3520238325315,2009-06-05,Active,"House 193, Block F, Askari, Rawalakot",Azad Kashmir,Rawalakot
Meezan Group,Qureshi Bhatti,S/O Zubair Akhtar,Sole Proprietorship,5400097972391,1997-07-26,Active,"House 96, Block F, Gulberg, Islamabad",ICT,Islamabad
Royal Services,Salman Sandhu,S/O Naveed Syed,LLP,4210144319822,2014-03-16,Active,"House 9, Block D, Cantt, Gwadar",Balochistan,Gwadar
Meezan Group,Hina Abbasi,S/O Shoaib Ansari,Partnership,3520246095867,2007-02-04,Suspended,"House 18, Block C, DHA, Rawalakot",Azad Kashmir,Rawalakot
United Traders,Muhammad Khan,S/O Shoaib Zaidi,LLP,3520283756208,1999-12-10,Dissolved,"House 391, Block B, I-8, Mardan",KPK,Mardan
Star Brothers,Omar Ali,S/O Sobia Abbasi,Private Limited,2130111638291,1991-05-07,Suspended,"House 229, Block G, Saddar, Larkana",Sindh,Larkana
Prime Brothers,Waseem Tarar,S/O Rizwan Nawaz,LLP,2130176211236,2017-08-09,Dissolved,"House 391, Block D, North Nazimabad, Abbottabad",KPK,Abbottabad
Royal Group,Saira Mirza,S/O صنا ملک,LLP,4210183538229,1998-07-31,Active,"House 158, Block G, G-9, Turbat",Balochistan,Turbat
Star Industries,محمد حسن,S/O محمد احمد,Private Limited,4210158340192,2008-10-31,Active,"House 363, Block D, F-10, Sargodha",Punjab,Sargodha
Royal Industries,عمر شیخ,S/O Asif Raza,Private Limited,2130155349119,1994-08-07,Active,"House 285, Block D, Clifton, Sukkur",Sindh,Sukkur
Star Services,علی حسین,S/O Omar Tarar,LLP,2130174520842,1991-04-20,Suspended,"House 166, Block C, Township, Turbat",Balochistan,Turbat
Pak Enterprises,Maryam Bhatti,S/O Usman Bukhari,Private Limited,3520253409094,2007-02-10,Active,"House 62, Block E, E-11, Chilas",Gilgit-Baltistan,Chilas
Royal Services,Kamran Abbasi,S/O Adnan Chattha,Partnership,1330262153977,2014-02-12,Active,"House 151, Block C, Defence, Abbottabad",KPK,Abbottabad
Global Group,Kashif Raja,S/O Tariq Tarar,Sole Proprietorship,6110179239279,1990-05-04,Suspended,"House 51, Block F, Township, Muzaffarabad",Azad Kashmir,Muzaffarabad
Pak Traders,Sheikh Qureshi,S/O Noor Gilani,LLP,1330214918086,2010-07-18,Active,"House 79, Block G, Askari, Islamabad",ICT,Islamabad
Star Services,Naveed Jafri,S/O Ayesha Rana,Sole Proprietorship,6110166965984,1999-03-04,Active,"House 401, Block G, Cantt, Gilgit",Gilgit-Baltistan,Gilgit
Apex Associates,Waseem Ali,S/O Nadia Syed,Private Limited,4210175985232,1995-08-20,Active,"House 267, Block E, Gulberg, Turbat",Balochistan,Turbat
Prime Industries,Zubair Qureshi,S/O Shoaib Latif,Public Limited,5400088080588,1994-06-15,Active,"House 382, Block G, Cavalry Ground, Hyderabad",Sindh,Hyderabad
United Solutions,Bilal Butt,S/O Hussain Syed,LLP,6110177864165,2022-02-17,Active,"House 456, Block A, DHA, Sukkur",Sindh,Sukkur
Al Brothers,Hussain Baig,S/O Asif Zaidi,Sole Proprietorship,5400059907162,1996-04-20,Active,"House 449, Block C, Johar Town, Nawabshah",Sindh,Nawabshah
Meezan Solutions,Sidra Raza,S/O Naeem Ahmed,Private Limited,4210159599455,1997-07-06,Active,"House 199, Block C, E-11, Khuzdar",Balochistan,Khuzdar
Pak Group,Sobia Zaidi,S/O Rizwan Jafri,Private Limited,4400011554976,2011-01-15,Active,,Punjab,Sargodha
Pak Brothers,Shazia Khan,S/O فاطمہ خان,Public Limited,1330284081908,2020-02-11,Dissolved,"House 307, Block C, Cavalry Ground, Turbat",Balochistan,Turbat
Global Services,Shoaib Naqvi,S/O Sajid Ahmed,Private Limited,4210158665305,1996-10-22,Suspended,"House 1, Block D, Clifton, Skardu",Gilgit-Baltistan,Skardu
Royal Brothers,Ayseha Abbasi,S/O Chaudhry Sheikh,Private Limited,3520267896203,2013-06-16,Dissolved,"House 433, Block G, Cantt, Chilas",Gilgit-Baltistan,Chilas
United Associates,Hashmi Nawaz,S/O Kamran Akhtar,Public Limited,5400068337731,2005-12-04,Active,"House 24, Block A, North Nazimabad, Mirpur",Azad Kashmir,Mirpur
Apex Traders,Chaudhry Raja,S/O Rabia Chattha,Partnership,5400090005129,1990-10-13,Active,"House 8, Block A, Model Town, Islamabad",ICT,Islamabad
Al Traders,Syed Malik,S/O Tahir Ali,Public Limited,1330224081046,2000-09-10,Active,"House 381, Block A, Model Town, Karachi",Sindh,Karachi
Star Brothers,Ayesha Raja,S/O Saira Raja,Public Limited,1330216237517,2010-05-19,Active,"House 466, Block F, Saddar, Gwadar",Balochistan,Gwadar
Star Brothers,,S/O Raja Iqbal,LLP,4400037490132,1992-11-04,Active,"House 280, Block G, Bahria Town, Muzaffarabad",Azad Kashmir,Muzaffarabad
Pak Traders,Waseem QQureshi,S/O Faisal Sandhu,Private Limited,2130114298495,2003-02-09,Suspended,"House 349, Block H, Scheme 33, Faisalabad",Punjab,Faisalabad
Star Group,Asma Malik,S/O Bilal Bhatti,Public Limited,6110163846742,1999-01-12,Dissolved,"House 226, Block H, Cantt, Peshawar",KPK,Peshawar
Star Industries,Zainab Akhtar,S/O Muhammad Nawaz,Private Limited,3520246720477,1998-12-31,Active,"House 473, Block F, North Nazimabad, Hub",Balochistan,Hub
Pak Enterprises,Ayesha Gondal,S/O Naeem Ahmed,LLP,2130166894709,1997-02-06,Suspended,"House 25, Block E, F-10, Mirpurkhas",Sindh,Mirpurkhas
United Services,Zainab Malik,S/O Zainab Gilani,Sole Proprietorship,6110145002767,2002-03-19,Active,"House 104, Block B, North Nazimabad, Abbottabad",KPK,Abbottabad
Pak Group,Zubair Tarar,S/O Shoaib Bukhari,LLP,4400089205893,1992-03-25,Active,"House 14, Block A, Scheme 33, Islamabad",ICT,Islamabad
United Enterprises,Tariq Hashmi,S/O Sheikh Tarar,Sole Proprietorship,1330212749032,2018-07-20,Active,"House 209, Block H, Scheme 33, Peshawar",KPK,Peshawar
Royal Associates,Tariq Ahmed,S/O S/O Shoaib Ahmed,Partnership,2130144238425,1992-07-30,Active,"House 391, Block A, Model Town, Turbat",Balochistan,Turbat
Star Brothers,Fatima Akhtar,S/O Arif Cheema,Public Limited,1330238366609,1999-03-05,Suspended,"House 456, Block D, Defence, Hub",Balochistan,Hub
Al Brothers,Rabia Bukhari,S/O Faisal Jafri,Sole Proprietorship,1330255881107,2002-06-16,Active,"House 162, Block G, Gulshan-e-Iqbal, Turbat",Balochistan,Turbat
Star Group,Khalid Hussain,S/O Malik Iqbal,Partnership,1330286224464,2016-01-06,Active,"House 424, Block H, Clifton, Karachi",Sindh,Karachi
United Brothers,Rukhsar Chaudhry,S/O Naeem Sheikh,Public Limited,,2013-07-14,Active,"House 311, Block C, Johar Town, Gujranwala",Punjab,Gujranwala
National Services,Asma Hussain,S/O Qureshi Hashmi,Partnership,5400081478193,1990-09-30,Active,"House 446, Block D, Model Town, Mingora",KPK,Mingora
Global Group,Rukhsar Mirza,S/O S/O Chaudhry Rizvi,Private Limited,6110110795034,2016-07-18,Active,"House 191, Block E, Askari, Skardu",Gilgit-Baltistan,Skardu
National Corp,Sheikh Nawaz,S/O Adnan Syed,Public Limited,4400037938003,1997-12-14,Suspended,"House 349, Block E, Defence, Skardu",Gilgit-Baltistan,Skardu
Star Corp,Arif Latif,S/O Chaudhry Akhtar,Private Limited,6110194983707,1991-07-06,Suspended,"House 310, Block F, Gulberg, Quetta",Balochistan,Quetta
Royal Associates,Muhammad Amed,S/O Chaudhry Gondal,Private Limited,4210114368878,2012-12-01,Suspended,"House 151, Block E, PAF Colony, Mirpur",Azad Kashmir,Mirpur
United Traders,Ayesha Ansari,S/O Asma Baig,LLP,6110182682053,2020-03-11,Suspended,"House 153, Block F, Gulberg, Mirpur",Azad Kashmir,Mirpur
Global Industries,Sheikh Rana,S/O Hashmi Qureshi,Sole Proprietorship,3520294228491,1996-12-07,Active,"House 404, Block B, G-9, Turbat",Balochistan,Turbat
Apex Solutions,عمر شیخ,S/O Chaudhry Latif,Private Limited,6110159396113,2021-10-05,Suspended,"House 259, Block C, Model Town, Skardu",Gilgit-Baltistan,Skardu
National Traders,Rukhsar Nawaz,S/O Chaudhry Gujjar,LLP,2130175979439,2010-09-26,Active,"House 46, Block C, Saddar, Mingora",KPK,Mingora
Royal Services,Khalid Butt,S/O Waseem Ahmed,LLP,,1997-06-19,Active,"House 435, Block B, Township, Muzaffarabad",Azad Kashmir,Muzaffarabad
United Industries,Malik Latif,S/O Zubair Syed,Sole Proprietorship,4210184524175,2011-06-01,Active,"House 277, Block A, Clifton, Mirpur",Azad Kashmir,Mirpur
Apex Traders,Rana Ali,S/O زینب علی,Partnership,4210170290607,2019-10-14,Active,"House 2, Block H, Gulberg, Multan",Punjab,Multan
Al Associates,ابراہیم ملک,,Private Limited,4210148033006,2001-12-20,Active,"House 67, Block A, Johar Town, Mirpurkhas",Sindh,Mirpurkhas
Al Services,Malik Rizvi,S/O Malik Cheema,Private Limited,2130179906954,2007-10-06,Active,"House 446, Block E, G-9, Chilas",Gilgit-Baltistan,Chilas
Star Corp,,S/O Iqra Tarar,Private Limited,5400046261518,1995-01-31,Active,"House 236, Block E, Township, Islamabad",ICT,Islamabad
National Enterprises,Nadia Virk,S/O Zainab Chaudhry,LLP,,1993-08-30,Suspended,"House 258, Block H, Gulshan-e-Iqbal, Mirpur",Azad Kashmir,Mirpur
Apex Group,Imran Rizvi,S/O Shazia Butt,Public Limited,4400096943284,2017-09-05,Dissolved,"House 95, Block H, Defence, Skardu",Gilgit-Baltistan,Skardu
Al Associates,Rukhsar Malik,S/O Imran Mirza,Partnership,2130136591246,1990-02-06,Active,"House 155, Block A, Gulshan-e-Iqbal, Khuzdar",Balochistan,Khuzdar
Royal Industries,Zubair Gondal,S/O Noor Rafiq,LLP,6110180149387,2013-08-27,Active,"House 318, Block D, Clifton, Mingora",KPK,Mingora
National Solutions,Hassan Ali,S/O Imran Malik,Private Limited,4210140705951,2022-10-22,Active,"House 10, Block C, Cavalry Ground, Islamabad",ICT,Islamabad
Global Solutions,Amna Cheema,S/O Qureshi Raja,Partnership,2130180082031,2015-12-03,Active,"House 132, Block F, G-9, Khuzdar",Balochistan,Khuzdar
National Solutions,Sidra Butt,S/O Kamran Qureshi,Public Limited,5400034911735,1991-09-29,Active,"House 415, Block A, F-10, Sukkur",Sindh,Sukkur
Prime Traders,Mehwish Baig,S/O Amna Cheema,Sole Proprietorship,3520289225329,2016-03-05,Dissolved,"House 437, Block A, Model Town, Gilgit",Gilgit-Baltistan,Gilgit
National Group,Malik Virk,S/O Asif Hashmi,Partnership,4400058947961,1998-01-25,Active,"House 34, Block G, Township, Abbottabad",KPK,Abbottabad
Prime Solutions,Kamran Virk,S/O Rabia Sandhu,LLP,4210120622308,2015-01-06,Active,"House 151, Block D, Model Town, Rawalakot",Azad Kashmir,Rawalakot
United Services,Ayesha Ahmed,S/O Waseem Rafiq,Partnership,6110187984449,2010-11-15,Active,,ICT,Islamabad
Prime Group,Adnan Hameed,S/O Naveed Ahmed,Public Limited,6110146983513,1990-11-10,Dissolved,"House 123, Block F, Saddar, Bannu",KPK,Bannu
Pak Enterprises,Imran Baig,S/O S/O Muhammad Ansari,Private Limited,5400082500137,1998-01-11,Active,"House 395, Block H, Gulshan-e-Iqbal, Gujranwala",Punjab,Gujranwala
Meezan Group,Sana Sheikh,S/O Ahmed Akhtar,LLP,2130146344795,1992-01-20,Active,"House 61, Block C, Askari, Sialkot",Punjab,Sialkot
Global Enterprises,Usman Chaudhry,S/O Noor Cheema,Sole Proprietorship,1330248180066,2011-05-02,Active,"House 262, Block A, Gulshan-e-Iqbal, Rawalakot",Azad Kashmir,Rawalakot
,Hamid Malik,S/O Asma Zaidi,LLP,2130149868879,2014-07-10,Active,"House 3, Block A, Model Town, Bahawalpur",Punjab,Bahawalpur
Pak Group,Uzma Ahmed,S/O Hamid Bhatti,Sole Proprietorship,3520219372771,2010-11-13,Active,"House 478, Block D, Cavalry Ground, Rawalakot",Azad Kashmir,Rawalakot
United Solutions,Tahir Baig,S/O Omar Bukhari,Private Limited,6110133089358,1990-11-05,Suspended,"House 415, Block F, G-9, Kohat",KPK,Kohat
Meezan Corp,Tarar Asma,S/O Zubair Rizvi,Sole Proprietorship,6110147309659,1997-11-22,Active,"House 247, Block A, F-10, Nawabshah",Sindh,Nawabshah
Prime Traders,Sandhu Hashmi,S/O Sana Hashmi,Public Limited,4400029747113,1993-01-25,Active,"House 267, Block A, Bahria Town, Khuzdar",Balochistan,Khuzdar
Royal Corp,,S/O S/O Hassan Raza,Public Limited,4210119172386,2001-10-27,Active,"House 249, Block G, PAF Colony, Skardu",Gilgit-Baltistan,Skardu
Atlas Industries,Arif Qureshi,S/O Hashmi Sandhu,Sole Proprietorship,54000-6886602-1,2013-10-20,Active,"House 219, Block D, I-8, Khuzdar",Balochistan,Khuzdar
National Solutions,نادیہ رضا,S/O Hassan Hameed,Private Limited,4400074962591,2016-08-21,Active,"House 305, Block C, Bahria Town, Chilas",Gilgit-Baltistan,Chilas
United Brothers,Hashmi Gondal,S/O Arif Hameed,LLP,5400065099974,2011-05-25,Active,,Gilgit-Baltistan,Chilas
Meezan Solutions,Arif Zaidi,S/O Qureshi Cheema,Sole Proprietorship,5400018630836,1992-09-17,Dissolved,"House 405, Block G, Bahria Town, Sialkot",Punjab,Sialkot
Atlas Associates,Waseem Chattha,S/O Khalid Gujjar,Partnership,5400056529395,2021-06-09,Active,"House 344, Block B, Saddar, Abbottabad",KPK,Abbottabad
United Traders,Aamir Raja,S/O Ahmed Syed,Private Limited,4400040014089,1996-06-18,Active,"House 75, Block E, Askari, Sargodha",Punjab,Sargodha
Star Enterprises,Aamir Hameed,S/O Baig Rafiq,Public Limited,6110160848246,1995-06-08,Suspended,"House 458, Block H, Saddar, Mardan",KPK,Mardan
Pak Services,Rukhsar Rana,S/O Asif Karim,Private Limited,,2018-02-12,Active,"House 223, Block D, PAF Colony, Peshawar",KPK,Peshawar
,Saira Hussain,S/O Hashmi Baig,Private Limited,1330298809921,2002-09-14,Suspended,"House 485, Block C, Township, Chilas",Gilgit-Baltistan,Chilas
Pak Enterprises,Aamir Hameed,S/O Baig Rafiq,Private Limited,6110160848246,2021-07-22,Active,"House 392, Block D, Clifton, Mardan",KPK,Mardan
United Group,Maryam Ibal,S/O Bilal Hussain,Public Limited,1330282754501,1998-01-28,Suspended,"House 182, Block B, Model Town, Islamabad",ICT,Islamabad
National Associates,Fatima Bhatti,S/O Sobia Karim,Public Limited,4210124363474,1994-07-14,Active,"House 87, Block A, Cantt, Mirpurkhas",Sindh,Mirpurkhas
Meezan Group,Ali Gilani,,Sole Proprietorship,4400026097283,2006-03-12,Active,"House 152, Block F, DHA, Chilas",Gilgit-Baltistan,Chilas
,Mehwish Mirza,S/O Sajid Gujjar,Public Limited,3520262572214,2022-01-13,Active,"House 58, Block H, Gulberg, Rawalpindi",Punjab,Rawalpindi
United Enterprises,Khalid Raja,,Sole Proprietorship,4210181001278,1998-12-13,Suspended,"House 271, Block G, Scheme 33, Muzaffarabad",Azad Kashmir,Muzaffarabad
National Associates,Hassan Sheikh,S/O Fatima Karim,LLP,3520297903281,1996-12-18,Active,"House 32, Block G, E-11, Sukkur",Sindh,Sukkur
Apex Group,Faitma Zaidi,S/O Noor Ali,Partnership,4400031559409,1997-06-11,Suspended,"House 112, Block B, DHA, Quetta",Balochistan,Quetta
National Services,Sheikh Malik,S/O S/O Salman Butt,Public Limited,1330210365533,2011-09-20,Active,,Azad Kashmir,Rawalakot
,,S/O Rabia Bhatti,Public Limited,3520228483783,1999-02-19,Active,"House 238, Block B, Gulshan-e-Iqbal, Faisalabad",Punjab,Faisalabad
Star Corp,Shoaib Rizvi,S/O Tahir Karim,Partnership,6110128318742,2003-06-01,Active,"House 45, Block E, DHA, Turbat",Balochistan,Turbat
Pak Services,Mohammad Rizvi,S/O Rabia Syed,Public Limited,5400060662517,2006-12-22,Active,"House 179, Block D, North Nazimabad, Khuzdar",Balochistan,Khuzdar
Atlas Associates,Hina Sheikh,S/O Sajid Aslam,LLP,2130197410225,2011-10-08,Active,"House 133, Block G, Bahria Town, Islamabad",ICT,Islamabad
Global Industries,Chaudhry Baig,S/O Naeem Qureshi,Public Limited,2130171355961,1998-08-09,Active,"House 28, Block A, Cavalry Ground, Karachi",Sindh,Karachi
Apex Enterprises,Sana Gujjar,S/O Sheikh Nawaz,LLP,3520228153858,1991-05-27,Active,"House 431, Block G, Askari, Mirpur",Azad Kashmir,Mirpur
Prime Associates,Sidra Gilani,S/O S/O Rabia Gondal,Sole Proprietorship,4210184333774,2022-02-05,Active,"House 275, Block H, Scheme 33, Chilas",Gilgit-Baltistan,Chilas
Meezan Associates,Mohammad Rizvi,S/O Faisal Ali,Partnership,5400060422785,2006-03-19,Active,"House 350, Block G, Askari, Nawabshah",Sindh,Nawabshah
Al Services,Hashmi Latif,S/O Usman Gondal,Sole Proprietorship,5400067480222,2008-10-16,Active,"House 77, Block G, Askari, Sialkot",Punjab,Sialkot
Atlas Traders,Saira Zaidi,S/O Omar Zaidi,Partnership,5400031882401,2012-03-26,Suspended,"House 184, Block E, North Nazimabad, Khuzdar",Balochistan,Khuzdar
Star Solutions,Mirza Butt,S/O Omar Bhatti,LLP,1330215527612,2004-04-26,Active,"House 292, Block E, Gulberg, Nawabshah",Sindh,Nawabshah
Global Corp,,S/O Nadia Ansari,LLP,1330246169261,2021-07-30,Suspended,"House 109, Block C, Township, Hyderabad",Sindh,Hyderabad
Apex Industries,Omar Chaudhry,S/O Ali Bukhari,LLP,5400087443132,2018-02-01,Active,"House 155, Block D, Defence, Gilgit",Gilgit-Baltistan,Gilgit
United Associates,Rukhsar Ansari,S/O Sobia Malik,LLP,6110147019895,2013-06-10,Active,"House 159, Block E, North Nazimabad, Abbottabad",KPK,Abbottabad
National Brothers,Faisal Raza,S/O Bushra Zaidi,Partnership,35202-5172984-4,2005-11-16,Active,"House 214, Block C, Johar Town, Lahore",Punjab,Lahore
