Name,Father_Name,CNIC,Account_Number,Annual_Credit_Card_Expense,Account_Balance,Account_Open_Date,Account_Status,Avg_Expenditure_Per_Month
Usman Chaudhry,S/O Kamran Hashmi,4400064885477,PK0005282521788,0.0,293650.0,2022-07-29,Active,17330.0
Naveed Tarar,S/O ابراہیم ملک,5400027291419,PK0014806108387,0.0,127771.0,2005-10-16,Active,6549.0
,S/O Omar Butt,,PK0015699414278,0.0,80310.0,2003-10-29,Active,39921.0
Hina Gujjar,S/O Sheikh Mirza,3520237587323,PK0003415448230,0.0,312385.0,2012-07-29,Active,20547.0
Tariq Chattha,S/O Amna Ali,4210161955446,PK0002605497119,0.0,783699.0,2006-10-15,Active,106210.0
Zainab Jafri,S/O Fatima Zaidi,2130139617136,PK0003895555607,0.0,2523567.0,2015-10-02,Active,53764.0
Ahmed Hussain,S/O Noor Latif,4400020902155,PK0005878663220,0.0,531740.0,2004-10-27,Active,5828.0
Usman Qureshi,S/O Usman Ahmed,4210196790864,PK0013700255667,0.0,2190084.0,2016-07-08,Dormant,88219.0
,S/O Adnan Bhatti,1330223088443,PK0013296568144,0.0,2861804.0,2022-07-10,Active,72524.0
Fatima Naqvi,S/O Shazia Gilani,3520222852514,PK0011460382610,0.0,2046681.0,2001-06-07,Active,54676.0
Nadia Karim,S/O Adnan Virk,5400043703281,PK0011195884955,0.0,,2018-06-27,Active,144454.0
Fatima Gondal,S/O Sheikh Tarar,6110121398842,PK0004481482646,0.0,4470777.0,2011-09-02,Active,121814.0
محمد علی,S/O Saira Ahmed,5400082248605,PK0004899089320,0.0,625183.0,2015-04-09,Frozen,32154.0
Noor Chattha,S/O Fatima Iqbal,2130122739834,PK0014429730298,0.0,2731824.0,2001-07-31,Active,67419.0
Saira Hameed,S/O Aamir Ansari,3520236155763,PK0007946205663,0.0,3991604.0,2009-06-23,Active,59930.0
Muhammad Ali,S/O Aamir Zaidi,4400030073877,PK0015455749066,2209397.0,8553497.0,2001-09-22,Active,330742.0
Kamran Aslam,S/O Naveed Sandhu,3520236013711,PK0006379773344,0.0,694327.0,2015-09-03,Active,28703.0
Zubair Virk,S/O Ibrahim Gondal,2130177292181,PK0010415734988,0.0,2046674.0,2017-05-14,Active,40419.0
Maryam Aslam,S/O Sana Cheema,4400037146246,PK0008226466892,0.0,2722053.0,2009-03-20,Active,64233.0
Syed Hameed,S/O Hina Sandhu,5400028595977,PK0008157635190,0.0,279389.0,2013-08-20,Active,80640.0
Bilal Qureshi,S/O Qureshi Gujjar,5400042620817,PK0014781178315,698274.0,5870371.0,2010-12-05,Active,153520.0
Asif Bhatti,S/O S/O Sheikh Abbasi,1330295345393,PK0010723106450,0.0,767514.0,2018-06-04,Active,67267.0
Nadia Jafri,S/O Qureshi Ahmed,6110149968402,PK0010176467315,0.0,7784338.0,2019-07-25,Active,160132.0
Rukhsar Sandhu,S/O Imran Sheikh,4400075617482,PK0008308889819,0.0,569212.0,2018-07-15,Active,17156.0
Faisal Malik,S/O Hamid Nawaz,6110131866354,PK0009228651382,0.0,792608.0,2004-04-27,Dormant,21821.0
Asif Rana,S/O Naveed Sandhu,2130158756972,PK0014830893658,0.0,1078152.0,2002-08-09,Active,14366.0
Kashif Nawaz,S/O Chaudhry Sandhu,2130146421971,PK0007668909764,0.0,856539.0,2002-02-04,Active,63476.0
Asif Bhatti,,4400099027203,PK0005543570539,0.0,470320.0,2013-08-13,Active,107747.0
Adnan Akhtar,S/O Tariq Latif,5400026788719,PK0001261897130,0.0,3226597.0,2022-12-08,Active,80908.0
Hussain Tarar,S/O Shazia Baig,1330267003246,PK0003315066828,0.0,811857.0,2009-03-04,Active,51001.0
Saira Karim,S/O Hamid Qureshi,6110115250776,PK0006539366395,0.0,992338.0,2004-03-01,Active,45230.0
Tahir Cheema,S/O Fatima Raja,4210177828442,PK0010591313587,,244794.0,2008-09-26,Active,24548.0
Baig Latif,S/O Khalid Zaidi,6110187211929,PK0003439714150,0.0,430771.0,2017-12-16,Active,31640.0
Naveed Cheema,S/O Mehwish Akhtar,4210137113797,PK0014868443155,0.0,397582.0,2013-05-31,Active,6472.0
Uzma Khan,S/O عمر شیخ,4210184269978,PK0003936381727,1682151.0,4128045.0,2005-02-14,Active,304735.0
Syed Karim,S/O Noor Rizvi,4400055609421,PK0002623535947,0.0,874866.0,2013-03-26,Active,36255.0
Kamran khtar,S/O Sobia Raza,6110151399982,PK0006777566277,0.0,330291.0,2018-01-30,Dormant,91069.0
Kamran Baig,S/O Mehwish Butt,6110148947094,PK0003436525794,0.0,5020060.0,2018-12-28,Frozen,82254.0
Aamir Syed,S/O Naveed Syed,4400072778922,PK0011162291621,0.0,110963.0,2000-11-20,Active,7165.0
Bilal Raza,S/O Nadia Naqvi,4210115170293,PK0001585388459,0.0,766518.0,2018-08-15,Dormant,228499.0
Hashmi Ali,S/O Sana Jafri,1330212712253,PK0005324822604,0.0,,2007-01-13,Active,53803.0
نادیہ رضا,S/O Chaudhry Jafri,4400032651375,PK0013930584689,1990557.0,13773279.0,2000-06-18,Dormant,393589.0
Syed Rizvi,S/O Malik Qureshi,2130151763256,PK0003718774770,0.0,707288.0,2009-04-24,Active,27783.0
Saira Nawaz,S/O Ibrahim Rafiq,4210151640576,PK0013270118413,0.0,1983721.0,2019-10-12,Active,71495.0
Fatima Hussain,S/O Qureshi Sheikh,3520232603006,PK0008943113786,2245354.0,2648337.0,2015-08-31,Active,
,S/O Bilal Akhtar,6110154080707,PK0013937252824,0.0,1068086.0,2021-02-05,Dormant,63490.0
Salman Akhtar,S/O Faisal Gujjar,2130196315056,PK0002238948590,0.0,1440408.0,2019-10-13,Active,28743.0
Asma Abbasi,S/O Ayesha Cheema,2130160428288,PK0010565694083,0.0,1303152.0,2002-02-28,Dormant,35096.0
Ali Aslam,S/O Arif Virk,4400053943565,PK0011561075177,0.0,4045950.0,2004-01-11,Active,290279.0
Hamid Sheikh,S/O S/O Uzma Bhatti,3520274249186,PK0007560662565,0.0,145244.0,2013-10-29,Active,3337.0
Arif Qureshi,S/O Hussain Virk,35202-4560071-3,PK0008511582876,0.0,4542311.0,2000-08-25,Active,66308.0
Ali Raza,S/O Sobia Gilani,5400027331442,PK0001140507249,0.0,1616759.0,2007-07-05,Active,232134.0
Ali Bukhari,S/O Sajid Rana,3520292142766,PK0009314119421,0.0,,2001-09-04,Active,154436.0
Shoaib Tarar,S/O Ibrahim Hussain,4400081831947,PK0012500614581,0.0,662490.0,2011-07-16,Dormant,
Hussain Karim,S/O Ali Hashmi,4400073524847,PK0001445973716,0.0,119493.0,2018-05-09,Dormant,10850.0
Aamir Karim,S/O Zainab Raja,5400054063175,PK0013994672466,0.0,4919730.0,2015-07-04,Active,99630.0
Kamran Zaidi,S/O Hashmi Baig,1330224855551,PK0009304630191,0.0,3721443.0,2010-11-21,Active,82806.0
Salman Tarar,S/O S/O Faisal Gilani,6110117038979,PK0001826652789,0.0,212494.0,2006-11-01,Active,9379.0
,S/O Asma Jafri,4210129669084,PK0001772899961,0.0,785028.0,2022-09-07,Active,30330.0
Mehwish Ansari,S/O Shazia Ansari,4210163843697,PK0012367171793,0.0,1455354.0,2022-07-06,Active,19557.0
Asma Bhatti,S/O Syed Baig,6110197444512,PK0004844666527,0.0,3776029.0,2009-04-11,Active,217055.0
Asma Ali,S/O Noor Iqbal,6110188903169,PK0015469742752,0.0,10998653.0,2014-05-22,Active,192145.0
Omar Sheikh,S/O Sajid Zaidi,3520246461135,PK0005238438399,1677697.0,2850625.0,2004-08-29,Active,121947.0
Fatima Qureshi,S/O Raja Ahmed,4210170451025,PK0002511834185,0.0,1161077.0,2005-03-27,Active,22111.0
عائشہ احمد,S/O Bushra Aslam,3520272898749,PK0009732080338,0.0,833585.0,2016-01-22,Active,36249.0
Salman Naqvi,S/O Usman Tarar,3520295983143,PK0005279336562,0.0,4373014.0,2002-03-13,Active,99102.0
Naeem Ansari,S/O Mehwish Bhatti,6110163408424,PK0002984595578,0.0,1970149.0,2004-07-05,Active,46823.0
Hamid Gujjar,S/O Ahmed Tarar,5400054957436,PK0001420192227,0.0,6606399.0,2003-08-22,Active,156267.0
AliNawaz,S/O مریم چودھری,3520284044665,PK0005589547144,0.0,3467866.0,2006-03-16,Active,63352.0
Imran Baig,S/O Raja Virk,5400021507804,PK0012658655427,0.0,374221.0,2003-11-26,Active,66866.0
Naveed Gondal,S/O Mirza Naqvi,1330275663564,PK0010662767039,1177297.0,14831078.0,2001-03-29,Active,275878.0
Mirza Sandhu,S/O Asma Ansari,4400035120436,PK0006565644493,0.0,,2003-07-17,Dormant,107455.0
Noor Tarar,S/O Arif Bukhari,21301-6749973-9,PK0015837424573,0.0,426849.0,2022-11-30,Active,40850.0
Nadia Karim,S/O Imran Qureshi,2130175063795,PK0003468006578,0.0,941109.0,2010-02-15,Active,22245.0
Iqra Rana,S/O Ayesha Hashmi,5400033384627,PK0015626325353,0.0,2517805.0,2003-12-21,Dormant,59361.0
عمر شیخ,S/O Shazia Rizvi,4210153653945,PK0006905430477,0.0,1566975.0,2020-06-02,Active,41982.0
Rabia Iqbal,S/O Hassan Rana,6110138987946,PK0004277042316,0.0,2529225.0,2005-08-04,Active,179675.0
Rukhsar Aslam,S/O Saira Abbasi,3520244992877,PK0015971887294,0.0,851160.0,2008-10-09,Dormant,21870.0
Shazia Zaidi,S/O Mirza Hameed,5400045661167,PK0007120535029,0.0,3501734.0,2008-04-04,Active,133899.0
Sheikh Abbasi,S/O Raja Syed,3520240357064,PK0004340863230,0.0,2573005.0,2017-02-20,Active,111793.0
Arif Ali,S/O Noor Virk,5400083259205,PK0012240881133,0.0,7574659.0,2012-10-20,Active,174774.0
Shazia Virk,S/O Syed Baig,1330257693884,PK0004888208775,0.0,1141054.0,2014-02-24,Frozen,43406.0
Kashif Khan,S/O Ayesha Ansari,4400057621922,PK0001733177858,0.0,,2009-10-01,Active,49807.0
Mohammad Malik,S/O Baig Hashmi,4210118721777,PK0009281445989,0.0,1233889.0,2003-08-10,Active,
Naeem Hussain,S/O Rukhsar Zaidi,4210129342132,PK0002493624575,,5536202.0,2001-01-21,Active,173374.0
Waseem Rafiq,S/O Faisal Iqbal,3520272968792,PK0012798512415,0.0,2636595.0,2001-03-12,Active,67140.0
Rabia Raza,S/O Uzma Gondal,,PK0013140118673,1208196.0,25661277.0,2003-06-22,Active,263871.0
Faisal Raja,S/O Imran Ali,3520213881366,PK0007787539531,0.0,1743406.0,2017-09-17,Active,
Qureshi Gujjar,S/O Tariq Chaudhry,4210189952736,PK0005928123020,0.0,125367.0,2004-11-01,Active,6239.0
Uzma Rizvi,S/O مریم چودھری,3520225753088,PK0009769085879,0.0,1672264.0,2005-03-07,Active,49422.0
Baig Ali,S/O Omar Hameed,4400021806573,PK0001737721108,0.0,4521492.0,2013-02-10,Active,145952.0
,S/O Sidra Hameed,4210116700381,PK0001810784787,0.0,1196166.0,2006-08-04,Active,29819.0
Bilal Rizvi,,3520295426868,PK0002801762883,0.0,1049936.0,2017-06-29,Active,88959.0
Ali Hameed,S/O Tariq Sandhu,2130121126746,PK0014121197567,0.0,53416.0,2003-03-29,Dormant,11448.0
Sidra Cheema,S/O Sana Rana,3520278303012,PK0001840613153,0.0,2460273.0,2003-09-18,Active,78272.0
Khalid Zaidi,S/O Mehwish Ali,44000-7734035-8,PK0002547509357,0.0,69440.0,2015-10-22,Dormant,
Iqra Hashmi,,1330215166419,PK0008508294370,0.0,511396.0,2012-08-29,Active,12548.0
Raja Tarar,S/O Hina Karim,4400071782503,PK0002687639985,0.0,2633590.0,2001-01-29,Dormant,48563.0
Iqra  Virk,S/O Sheikh Raza,3520220223669,PK0005609379184,0.0,4112352.0,2005-08-28,Active,56126.0
Adnan Gujjar,S/O Kashif Karim,5400061430488,PK0012264418972,1908986.0,2866606.0,2005-01-29,Active,420901.0
Salman Naqvi,S/O Baig Gujjar,3520243705679,PK0004846456758,0.0,598195.0,2019-12-16,Active,8600.0
,S/O Ahmed Cheema,2130127268524,PK0011776791654,0.0,228353.0,2017-05-11,Active,13058.0
نادیہ رضا,S/O Bilal Gilani,1330256419231,PK0001423321334,4557765.0,2789846.0,2000-10-10,Active,536290.0
Rukhsar Syed,S/O Shazia Jafri,4400032760234,PK0007810456933,0.0,2145037.0,2021-11-30,Active,107857.0
Maryam Gilani,S/O Hamid Syed,3520297706161,PK0002811335671,0.0,2399673.0,2007-03-28,Active,42968.0
Naveed Bhatti,S/O Aamir Akhtar,1330259305806,PK0009389885759,2198446.0,15248174.0,2001-03-25,Active,181686.0
Shoaib Tarar,,4400081831947,PK0010750294914,0.0,735794.0,2005-08-21,Active,61459.0
Uzma Aslam,S/O Sidra Ali,5400033727746,PK0012247278210,0.0,945870.0,2006-10-30,Active,78225.0
Mirza Chattha,S/O Sidra Karim,4400026588933,PK0007991906567,1253914.0,17033979.0,2012-04-19,Active,247947.0
احمد خان,S/O Ali Qureshi,4210159068362,PK0015212650803,0.0,488846.0,2015-03-27,Dormant,47053.0
Sidra Virk,S/O Malik Bukhari,5400072927753,PK0009871769353,0.0,355751.0,2011-09-17,Active,34995.0
Maryam Bhatti,S/O Chaudhry Ansari,2130122254378,PK0010226416530,0.0,1042959.0,2022-02-03,Active,22912.0
Sheikh Qureshi,S/O Noor Gilani,1330214918086,PK0005222420042,0.0,842922.0,2014-11-21,Active,106838.0
عائشہ احمد,S/O Shazia Bukhari,1330238166073,PK0013214099789,4743297.0,60696743.0,2013-11-13,Active,1197120.0
Maryam Rafiq,S/O S/O Bushra Bukhari,4400040208533,PK0008313295228,0.0,1506720.0,2018-04-24,Active,46060.0
Syed Ali,S/O S/O Syed Rafiq,6110145244994,PK0010314479266,0.0,353073.0,2005-07-04,Active,7279.0
Mirza Cheema,S/O Adnan Qureshi,5400050734697,PK0013382387564,0.0,1226462.0,2016-06-10,Dormant,97609.0
Omar Cheema,S/O Naeem Ahmed,2130168180427,PK0014661723850,559729.0,23868524.0,2013-06-18,Active,428996.0
Rabia Sheikh,S/O Tariq Hashmi,6110158727717,PK0004484315640,0.0,11872655.0,2022-09-18,Active,
,S/O Salman Ali,5400033480134,PK0012539972403,0.0,1331583.0,2010-07-24,Active,73979.0
Naeem Ahmed,S/O Maryam Hameed,2130155528264,PK0005272199842,0.0,328101.0,2013-04-19,Active,57846.0
Syed Hameed,S/O Rizwan Virk,5400028899996,PK0001688559516,0.0,5075318.0,2014-02-09,Dormant,133160.0
Qureshi Bhatti,S/O Zubair Akhtar,5400097972391,PK0008323009714,0.0,203865.0,2020-01-01,Dormant,11921.0
Raja Virk,S/O Iqra Gondal,2130170446548,PK0012616108982,0.0,3198015.0,2004-02-12,Active,85733.0
Qureshi Latif,S/O Ahmed Malik,1330225714835,PK0006351798116,0.0,285789.0,2006-07-07,Active,64124.0
Asif Cheema,S/O Amna Cheema,6110153726889,PK0001113689561,0.0,6447283.0,2012-03-03,Frozen,106147.0
Sheikh Khan,S/O Saira Gujjar,3520230353795,PK0011195566069,0.0,1022774.0,2001-01-24,Active,136567.0
Kashif Hashmi,S/O Tariq Ansari,1330288412857,PK0015218574293,0.0,3641796.0,2001-12-19,Active,73744.0
Naeem Virk,S/O Kamran Ansari,1330288964862,PK0014716491837,0.0,1055273.0,2017-09-19,Active,18656.0
Usman Mirza,S/O Maryam Cheema,1330215360232,PK0011630540166,0.0,2403059.0,2009-03-26,Frozen,64034.0
Qureshi Butt,S/O Malik Raja,2130180827635,PK0003196725534,0.0,911679.0,2001-04-14,Active,36536.0
Asma Chaudhry,S/O Nadia Gilani,3520212273651,PK0013649439435,0.0,155459.0,2009-09-23,Active,3327.0
Bushra Gujjar,S/O Khalid Virk,4400086490143,PK0002876920515,0.0,1882059.0,2017-12-03,Active,52130.0
Amna Abbasi,,4400090193241,PK0012208759822,958395.0,6798763.0,2007-01-19,Active,446238.0
Imran Hameed,S/O Sheikh Sheikh,4210157051127,PK0015374762050,0.0,2314824.0,2017-04-21,Active,72391.0
,S/O Sheikh Abbasi,4210112247616,PK0011348206466,,2229223.0,2004-04-08,Active,46756.0
Muhamamd Ahmed,S/O Chaudhry Gondal,4210114368878,PK0008417851397,0.0,359496.0,2014-03-29,Active,39054.0
Faisal Khan,S/O علی حسین,5400040595081,PK0005598514021,0.0,7262540.0,2021-07-21,Active,174872.0
,,1330294936152,PK0001207169001,0.0,3875147.0,2015-01-11,Active,238010.0
Rizwan Hussain,S/O Arif Bukhari,42101-4359693-9,PK0014287584639,0.0,8430437.0,2011-07-26,Active,217520.0
Malik Cheema,S/O Maryam Gujjar,4400013099753,PK0014142353230,0.0,285708.0,2022-04-11,Active,
Salman Sandhu,S/O Naveed Syed,4210144319822,PK0014411994135,,4261690.0,2003-05-17,Active,154478.0
Saira Sandhu,S/O Zubair Naqvi,,PK0006960707259,0.0,5126381.0,2012-08-22,Active,183823.0
Usman Karim,S/O Bilal Hussain,5400032424748,PK0011435766697,0.0,11143068.0,2020-10-07,Active,165166.0
Salman Sheikh,S/O Shazia Bukhari,5400027245857,PK0007893001503,0.0,43836.0,2001-05-04,Active,5691.0
Kamran Gilani,S/O Omar Zaidi,5400045258436,PK0002202003827,0.0,1344669.0,2018-02-25,Active,61069.0
Aamir Hameed,S/O Amna Rizvi,3520254042224,PK0014914115345,0.0,367224.0,2011-11-14,Active,66655.0
Qureshi Butt,S/O Rukhsar Karim,2130141282552,PK0015149273037,0.0,,2013-12-10,Active,131927.0
Kamran Karim,S/O Muhammad Chaudhry,3520241099747,PK0001248599901,0.0,2800115.0,2016-04-28,Active,85570.0
Shazia Gilani,S/O Adnan Mirza,4400052687691,PK0011794924237,0.0,3786895.0,2014-05-07,Active,38479.0
Imran Syed,S/O Mohammad Chaudhry,3520211296868,PK0003452896879,0.0,1853598.0,2014-10-06,Active,63895.0
,S/O Nadia Tarar,1330256488269,PK0006569992383,0.0,664278.0,2018-05-19,Active,59875.0
Bushra Cheema,S/O Sobia Ali,6110133492358,PK0010388095021,4642429.0,15516138.0,2009-01-02,Active,531984.0
Sajid Akhtar,S/O Naeem Chattha,6110146532827,PK0015887125715,0.0,2916423.0,2002-04-02,Active,57468.0
Sheikh Jafri,S/O Rizwan Baig,5400031696324,PK0002500099988,0.0,5037466.0,2019-05-03,Active,111680.0
Rabia Iqbal,,5400090050081,PK0014467995726,3900964.0,9963490.0,2004-04-18,Active,531138.0
Rizwan Cheema,S/O Qureshi Hussain,2130133194894,PK0003222226183,0.0,4034110.0,2019-09-21,Dormant,287387.0
Shoaib Sandhu,S/O Chaudhry Tarar,42101-5922537-9,PK0007529765405,0.0,3075910.0,2009-03-02,Active,62605.0
Hina Sheikh,S/O Hussain Zaidi,3520282894252,PK0008391878557,0.0,1921052.0,2013-08-25,Active,21108.0
Tariq Virk,S/O Raja Aslam,1330252182929,PK0014514158850,0.0,4983345.0,2006-04-02,Active,56808.0
Adnan Rafiq,S/O Aamir Hashmi,6110160038298,PK0012613511668,0.0,8039764.0,2018-11-20,Active,178169.0
Aamir Bukhari,S/O Hassan Iqbal,4210168396601,PK0013552839683,0.0,13633106.0,2014-05-28,Active,234279.0
Shoaib Ali,S/O Baig Syed,2130151104687,PK0011955675121,0.0,1886118.0,2021-01-03,Dormant,37481.0
Sobia Mirza,S/O Raja Baig,3520224538445,PK0003221393557,0.0,7548181.0,2000-12-14,Active,186695.0
Mehwish Raja,S/O Nadia Zaidi,4400079802398,PK0003847506709,0.0,6186712.0,2015-12-17,Dormant,203549.0
Uzma Cheema,S/O Hashmi Akhtar,1330247895865,PK0012162971085,0.0,272295.0,2009-03-28,Active,32093.0
Shazia Raja,S/O Tahir Rizvi,4400063529823,PK0014271149511,0.0,10309408.0,2004-09-30,Active,152761.0
Zainab Gondal,S/O Rizwan Malik,5400060203196,PK0002546706352,0.0,3827429.0,2014-04-05,Active,103338.0
Naeem Qureshi,S/O Ahmed Gondal,4210161351401,PK0015734313309,0.0,1117504.0,2004-08-12,Active,19373.0
Fatima Chaudhry,S/O Qureshi Ahmed,3520235175347,PK0008961425250,4116685.0,58980000.0,2010-11-29,Active,1341773.0
Fatima Hameed,S/O S/O Tahir Abbasi,2130181091325,PK0010828419083,0.0,237358.0,2014-08-24,Active,21914.0
Uzma Khan,S/O عمر شیخ,42101-8426997-8,PK0008294627041,759902.0,14035721.0,2007-06-14,Active,286157.0
Asma Hashmi,S/O Ayesha Chaudhry,6110165302568,PK0010507754288,0.0,6109955.0,2013-12-20,Active,71331.0
Noor Tarar,S/O Asma Zaidi,4400084128542,PK0013485042651,7136315.0,34650153.0,2011-07-08,Dormant,628595.0
Ali Mirza,S/O Qureshi Gondal,5400026323974,PK0010130941191,0.0,1726111.0,2013-03-30,Frozen,28346.0
Hassn Aslam,S/O Mehwish Tarar,3520252358848,PK0014834937767,573771.0,11889400.0,2015-08-03,Active,379522.0
Imran Aslam,S/O Sana Gondal,5400097292012,PK0015880909484,0.0,2897773.0,2005-04-12,Dormant,58709.0
Maryam Gondal,S/O Waseem Malik,4210145946426,PK0015240290090,0.0,180676.0,2022-08-26,Active,20178.0
Sana Bhatti,S/O Iqra Mirza,4400055402419,PK0008624117847,1517918.0,16611744.0,2014-05-22,Active,410809.0
,S/O Ayesha Butt,6110117287739,PK0002541613113,422483.0,3216697.0,2003-04-28,Active,203125.0
Ibrahim Chaudhry,S/O Zainab Bukhari,1330214765238,PK0008149362414,0.0,203917.0,2013-09-06,Active,5609.0
Muhammad Ahmed,S/O Sobia Sandhu,3520294216645,PK0002380904676,0.0,1951416.0,2013-08-21,Active,48165.0
Tarriq Rana,S/O Sobia Rana,4210172412247,PK0011437410428,0.0,533343.0,2014-01-24,Active,28825.0
Bilal Butt,S/O Hussain Syed,6110177864165,PK0001856524312,0.0,5164353.0,2007-01-26,Active,132512.0
Adnan Gilani,S/O Sobia Karim,1330264528323,PK0014827920634,3584137.0,4780057.0,2008-08-15,Active,449840.0
Bushra Sandhu,S/O S/O Usman Syed,6110120075111,PK0009924127682,0.0,88277.0,2003-03-07,Active,15721.0
Ahmed Cheema,S/O Bilal Raza,5400069734579,PK0012719172154,0.0,2414625.0,2016-01-24,Dormant,60212.0
Aamir Nawaz,S/O Ali Raja,2130152342736,PK0012706677256,0.0,298474.0,2022-12-30,Dormant,12874.0
Mohammad Syed,S/O Asma Gujjar,5400075029211,PK0004819239897,0.0,1652113.0,2000-03-11,Active,46938.0
Malik Gujjar,,1330259705321,PK0014463247548,0.0,1514561.0,2021-09-27,Active,78712.0
Faisal Chaduhry,S/O Salman Latif,2130114036089,PK0009661677752,0.0,1930416.0,2012-03-20,Dormant,25109.0
Salman Sandhu,S/O Sidra Zaidi,6110162671458,PK0012852242243,1338411.0,,2014-02-19,Dormant,277008.0
Baig Ahmed,S/O Bushra Sandhu,3520294885627,PK0010202265468,0.0,1174955.0,2009-03-13,Active,26272.0
Muhammad Cheema,S/O Naeem Ansari,5400034907699,PK0007810509206,0.0,41095.0,2000-03-14,Active,11944.0
Naeem Butt,S/O Bilal Nawaz,4400095115469,PK0012366907512,0.0,623790.0,2014-07-27,Active,13181.0
Shazia Hameed,S/O Mohammad Chaudhry,1330218348762,PK0008471245687,0.0,294554.0,2013-09-16,Active,23903.0
Ahmed Virk,,6110118007479,PK0011826166835,0.0,66688.0,2013-10-04,Active,11443.0
Zainab Gondal,S/O Syed Khan,1330210026471,PK0011513258121,0.0,1816334.0,2018-11-13,Active,75969.0
Iqra Raja,S/O Hina Rizvi,2130178483236,PK0003987380851,0.0,793618.0,2021-04-03,Active,55930.0
Naeem Ali,S/O Ali Gilani,1330244819593,PK0009758111412,0.0,1251645.0,2014-08-15,Active,29347.0
Bushra Gondal,S/O Shazia Syed,5400032888888,PK0001112503578,0.0,78609.0,2013-07-06,Active,14762.0
Adnan Virk,S/O نادیہ رضا,4400067549608,PK0011268499484,0.0,370770.0,2020-03-19,Dormant,32927.0
Ahmed Sandhu,S/O Iqra Ali,3520260543237,PK0009603895158,,1084140.0,2021-04-27,Active,13477.0
Omar Baig,S/O Fatima Zaidi,4400094399845,PK0014632398698,3999040.0,19566060.0,2011-09-02,Active,672650.0
Sana Hameed,S/O Sobia Gondal,2130132212231,PK0014277601056,0.0,72426.0,2012-09-10,Active,12051.0
Nadia Ansari,S/O Sobia Gilani,5400072690027,PK0002906841821,0.0,3803017.0,2020-05-19,Active,49510.0
Malik Gilani,S/O نادیہ رضا,2130125089976,PK0008444277942,0.0,1558321.0,2012-03-18,Active,119913.0
Maryam Raza,S/O Muhammad Naqvi,2130146762328,PK0004455295629,,139474.0,2008-01-15,Active,6802.0
Zainab Tarar,S/O Nadia Tarar,6110191968326,PK0005154063666,0.0,1015905.0,2006-06-13,Active,24590.0
Zainab Mirza,S/O Omar Ali,4400019965412,PK0009339129305,0.0,558336.0,2001-10-03,Active,7739.0
Tahir Qureshi,S/O Noor Hameed,4210125040436,PK0009790756707,0.0,532350.0,2008-04-24,Dormant,11899.0
Ibrahim Virk,S/O S/O Sana Karim,3520278062812,PK0007533015368,0.0,511526.0,2003-01-01,Active,61742.0
Ibrahim Gondal,S/O Shoaib Bukhari,4210123752905,PK0014352329335,0.0,642690.0,2006-09-01,Active,20591.0
Hashmi Karim,S/O Malik Naqvi,5400028774011,PK0002592949064,0.0,4888658.0,2014-05-01,Active,63599.0
Kamran Hameed,S/O Mirza Nawaz,6110136708191,PK0008960347752,2613226.0,23628497.0,2016-12-14,Active,399666.0
Noor Tarar,S/O Imran Malik,3520234268815,PK0010581142194,0.0,2285303.0,2010-11-29,Active,88971.0
Kamran Tarar,S/O Syed Khan,4210137976514,PK0002635213213,0.0,5225228.0,2003-11-11,Active,269074.0
Tahir Jafri,S/O صنا ملک,2130161095705,PK0008439368482,0.0,444806.0,2001-11-23,Dormant,13081.0
Hashmi Abbasi,S/O Noor Latif,5400054812923,PK0002634050562,0.0,1573103.0,2007-02-09,Dormant,101190.0
Rukhsar Nawaz,S/O Hamid Latif,4210128914605,PK0012801553920,0.0,1000048.0,2001-11-02,Active,35436.0
Amna Akhtar,S/O Chaudhry Ahmed,3520282478644,PK0001210212429,0.0,3645674.0,2014-06-26,Active,129849.0
Sana Jafri,S/O Hussain Akhtar,5400096421443,PK0007542745150,0.0,1065795.0,2022-10-10,Active,27243.0
Bushra Nawaz,S/O Raja Gilani,5400055101783,PK0001698214865,0.0,642419.0,2009-12-22,Frozen,73617.0
Rizwan Mirza,S/O Ibrahim Ahmed,5400071888703,PK0009100182231,0.0,4715794.0,2003-11-05,Active,108016.0
Hamid Chaudhry,S/O Shazia Cheema,3520238698306,PK0014197598351,0.0,4156465.0,2006-11-23,Active,163996.0
Asma Bhatti,S/O Faisal Cheema,1330245803924,PK0013748758323,0.0,710163.0,2008-10-17,Active,27445.0
Bilal Bhatti,S/O Shazia Syed,4210164063241,PK0010784551346,0.0,1814216.0,2008-11-14,Active,67302.0
Bilal Rafiq,S/O Qureshi Jafri,1330269371438,PK0005645823493,0.0,259410.0,2014-01-13,Active,23213.0
Iqra Bukhari,S/O Hussain Virk,4210134124228,PK0009322104833,0.0,248017.0,2007-11-06,Dormant,18247.0
Sidra Syed,S/O S/O Hassan Khan,4210197976108,PK0011820990117,0.0,166049.0,2008-08-07,Active,4597.0
ابراہیم ملک,S/O Qureshi Raja,1330279577884,PK0008465989408,1861899.0,4698339.0,2014-07-21,Dormant,558254.0
Amna Gilani,S/O Maryam Rafiq,4210169109644,PK0006986170931,0.0,387631.0,2000-09-17,Active,5318.0
Shoaib Khan,S/O Faisal Qureshi,4210153182142,PK0001976805431,0.0,1557152.0,2014-08-13,Active,83004.0
Salman Rana,S/O Sobia Butt,2130152722068,PK0004587972689,0.0,1106813.0,2022-03-13,Active,54647.0
