CNIC,Name,Father_Name,Declared_Income,Tax_Paid,NTN,Filing_Status,Contact_No
4210114392605,Naeem Karim,,2317226,475233,NTN-614261,Filer,03456784940
2130192056825,Sna Nawaz,S/O Qureshi Chaudhry,20086122,2107097,NTN-173893,Filer,03027224691
3520231096309,Sheeikh Chaudhry,S/O Uzma Ali,2437231,537015,NTN-415313,Filer,03315833943
2130177515464,Mehwish Ahmed,S/O Rabia Baig,1572845,159410,NTN-744028,Filer,03009769167
4210156302355,ابراہیم ملک,S/O Hussain Hussain,4600723,832114,NTN-310028,Filer,03002289828
4210186464192,محمد حسن,S/O Qureshi Ansari,897489,180275,NTN-749083,Non-Filer,03312739933
5400061846668,Mirza Aslam,S/O Hashmi Rizvi,1704322,96646,NTN-599198,Filer,03454891930
1330247664724,Mohammad Gilani,S/O Khalid Malik,1684475,381407,NTN-551363,Filer,03326400615
6110155843496,Rukhsar Sandhu,S/O Hassan Gujjar,1077064,117615,NTN-828309,Filer,03132317757
4210178578862,Mohammad Latif,S/O Raja Raza,230669,0,NTN-240840,Non-Filer,03006834790
4400068495051,Noor Bukhari,S/O Adnan Sheikh,380096,0,NTN-279334,Filer,03325466755
4400088206724,Waseem Naqvi,S/O زینب علی,506162,0,NTN-660790,Non-Filer,03463965194
6110182193794,Ayesha Jafri,S/O Ali Tarar,1038273,244799,NTN-529953,Filer,03321659984
6110191643429,Ahmed Rizvi,S/O Mohammad Chaudhry,983712,147683,NTN-859878,Filer,03131919088
5400069449096,Mehwish Virk,S/O Waseem Chattha,967451,227844,NTN-959084,Filer,03013907503
1330248506795,صنا ملک,S/O Zubair Hussain,537256,0,NTN-224419,Filer,03452742095
4400097248062,Bushra Cheema,S/O Sana Hameed,1951339,435579,NTN-238827,Filer,03452218828
4210150264097,Hussain Baig,S/O Tahir Hashmi,221930,0,NTN-308267,Filer,03216711907
2130133753279,Naveed Rafiq,S/O Chaudhry Aslam,4007262,899593,NTN-326953,Filer,03213055463
6110158232793,Naeem Naqvi,S/O Shazia Rana,2909007,197421,NTN-363119,Filer,03339633551
5400087956455,Arif Ahmed,S/O Imran Bhatti,690850,135415,NTN-407671,Non-Filer,03135707367
4400082678995,Hassan Akhtar,S/O Mirza Naqvi,887833,96934,NTN-926398,Non-Filer,03036806593
5400044702917,عمر شیخ,S/O Sobia Chaudhry,1999469,374129,NTN-959137,Filer,03325247900
6110167766182,Ibrahim Karim,S/O Sheikh Rizvi,1733821,91069,NTN-461609,Filer,03115975076
2130177879253,Sidra Abbasi,S/O Rukhsar Zaidi,1962375,484709,NTN-265383,Filer,03317109128
4400071147672,Waseem Gujjar,S/O Shoaib Khan,1943966,280615,NTN-580684,Filer,03118555482
3520255804452,Tahir Zaidi,S/O Kashif Rafiq,2795912,383690,NTN-250405,Filer,03031963308
4400032287678,Raja Latif,S/O Shoaib Butt,424831,0,NTN-604167,Filer,03323307375
,Ali Latif,S/O Kamran Naqvi,3157217,765082,NTN-108169,Filer,03128321870
44000-7305252-9,Noor Cheema,S/O S/O Rabia Raja,77333,0,NTN-346289,Non-Filer,03312592385
6110115195719,Fatima Virk,S/O Uzma Malik,364161,0,NTN-870890,Filer,03035449975
4210192612506,Sana Chaudhry,S/O Mohammad Zaidi,707610,158644,NTN-765780,Non-Filer,03002568468
1330218962462,Ibrahim Hashmi,S/O Baig Zaidi,,535417,NTN-322151,Filer,03338998907
4400081639218,Sobia Raja,S/O Uzma Hameed,3267516,462603,,Filer,03464489064
4210164911147,,S/O S/O Khalid Gujjar,652828,114205,NTN-170639,Filer,03008009048
5400026965577,Mehwish Chaudhry,S/O Hina Raza,78586,0,NTN-391740,Filer,03126066483
1330225635653,Chaudhry Gujjar,S/O Maryam Rafiq,673228,63618,NTN-851916,Non-Filer,03334310946
5400017791836,Khalid Karim,S/O Fatima Ali,781327,70845,NTN-319094,Non-Filer,03331116384
2130165047309,Naeem Gujjar,S/O Asif Hameed,292482,0,NTN-727702,Non-Filer,03454726797
4400013099107,Sheikh Bhatti,S/O Sobia Cheema,1529869,294323,NTN-605108,Filer,03039046856
21301-7189931-5,,S/O Nadia Gilani,897560,205802,NTN-681695,Filer,03138831951
4210154967323,Tahir Bukhari,S/O Malik Khan,2923969,570769,NTN-977264,Filer,03215200220
6110111565794,Mehwish Rana,S/O Sheikh Iqbal,261261,0,NTN-121657,Filer,03228645534
5400050671882,Saira Akhtar,S/O Qureshi Akhtar,551454,0,NTN-846717,Filer,03317819007
2130155630779,,S/O Hussain Zaidi,1787098,,NTN-747770,Filer,03322293020
2130196697604,Khaldi Iqbal,S/O Muhammad Abbasi,501029,0,NTN-411356,Non-Filer,03463227322
2130137560961,,S/O Adnan Karim,493147,0,NTN-845390,Non-Filer,03316731933
5400061018037,Zainab Gondal,S/O Imran Bhatti,638245,63785,NTN-663992,Filer,03218344375
4400067012014,Shazia Abbasi,S/O Usman Gilani,2475830,603307,NTN-396798,Filer,03453047807
2130178101566,Kamran Jafri,,786475,141562,NTN-781265,Non-Filer,03465845723
4210186464192,محمد حسن,S/O Qureshi Ansari,895155,63467,NTN-454203,Filer,03312739933
4400029747113,Hashmi Sandhu,S/O Sana Hashmi,155198,0,NTN-278679,Filer,03138028112
5400037629003,Bilal Rizvi,S/O Faisal Tarar,209308,0,NTN-575944,Non-Filer,03026130054
2130170713582,Zainab Malik,S/O Saira Virk,2431294,272711,NTN-943248,Filer,03129122764
3520263292427,Mirza Jafri,S/O Qureshi Rana,279888,0,NTN-237094,Non-Filer,03014583996
6110139825719,Amna Mirza,S/O Raja Sandhu,1233079,179701,NTN-617691,,03018182448
4400070079546,Fatima Khan,S/O Tahir Rafiq,635845,141319,NTN-937477,Non-Filer,03122973193
3520274895292,Aamir Cheema,S/O Asma Naqvi,4892193,986075,NTN-701336,Filer,03119738020
1330281834513,Malik Anasri,S/O Naveed Nawaz,757318,69937,NTN-686815,Non-Filer,03464471922
3520237475112,Sana Gujjar,S/O Qureshi Baig,740057,42446,NTN-584002,Filer,03024558662
3520274287747,Sajid Ansari,S/O Fatima Jafri,1813349,236504,NTN-808409,Filer,03007338242
5400076907243,Noor Jafri,S/O Shazia Iqbal,,112132,NTN-546360,Filer,03021838740
1330292945668,Aamir Sheikh,S/O Sheikh Naqvi,3894807,866430,NTN-567397,Filer,03466491763
4210135231834,Hamid Hashmi,S/O عمر شیخ,1472355,116298,NTN-691234,Filer,03024529489
4400050461312,Hamid Khan,S/O Waseem Hameed,9314480,1426816,NTN-741696,Filer,03461298492
2130146421971,Kashif Nawaz,S/O Chaudhry Sandhu,1991512,268475,NTN-519529,Filer,03337749763
4210193415221,Bilal Aslam,S/O Omar Ali,547976,0,NTN-171263,Non-Filer,03465643210
5400071297984,Adnan Naqvi,S/O Maryam Sandhu,1863422,341181,NTN-701648,Filer,03455042799
1330271758259,Arif Khan,S/O Faisal Sheikh,4678551,701698,NTN-508044,Filer,03112553937
2130137739798,Adnan Karim,S/O S/O Waseem Chaudhry,230672,0,NTN-704285,Non-Filer,
4400019963088,Bilal Rizvi,S/O Syed Hameed,1066238,86078,,Filer,03223453452
2130186638061,Bushra Zaidi,S/O Asma Zaidi,999232,115832,NTN-226167,Filer,03331365247
4400025565164,Zainab Raja,S/O Salman Gilani,1576539,376696,NTN-470618,Filer,03135669647
6110150086218,محمد حسن,S/O Hina Nawaz,1580798,234998,NTN-414651,Filer,03217893947
1330232622042,Muhammad Hashmi,S/O Fatima Sandhu,819878,168834,NTN-231751,Filer,03327996666
1330249404415,Naveed Qureshi,S/O Qureshi Gujjar,1387870,235399,NTN-440928,Filer,03001775337
3520215630089,Hamid Gondal,S/O Asif Qureshi,1207068,186726,NTN-894957,Filer,03133920369
1330288591137,Shoaib Gilani,S/O Malik Baig,1402409,82568,NTN-297961,Filer,03459963980
4210161351401,Naeem Qureshi,S/O Ahmed Gondal,685179,73451,NTN-272185,Filer,03317183858
4210179300889,Sheikh Khan,S/O Baig Bhatti,1179054,,NTN-696696,Filer,03465193002
1330279090086,Zainab Tarar,S/O Fatima Ansari,1832859,125297,NTN-150202,Filer,03035658528
2130136765947,Salman Rizvi,S/O Zubair Aslam,234243,0,NTN-822833,Non-Filer,03002448773
6110123372711,Rizwan Raza,S/O Noor Rizvi,631044,112153,NTN-510520,Non-Filer,03225622924
4400032683568,Sobia Hashmi,S/O Uzma Rana,4197852,883579,NTN-661734,Filer,03035495585
1330288964862,Naeem Virk,S/O Kamran Ansari,618481,152324,NTN-469694,Filer,
3520219961107,Mirza Chaudhry,S/O Naeem Hashmi,396921,0,NTN-293416,Filer,03115245618
,Faisal Malik,S/O Asif Gondal,506540,0,NTN-387490,Non-Filer,03219957097
13302-4764500-1,Shazia Hashmi,S/O Adnan Malik,351186,0,NTN-720956,Filer,03138628991
5400071004741,Ahmed Gilani,S/O Tahir Chattha,2456942,589082,NTN-557777,Filer,03114728799
4400065608344,Usman Gondal,S/O Fatima Akhtar,8473775,1505015,NTN-346040,Filer,03326457449
1330274247766,Mirza Tarar,S/O Sidra Syed,10064490,1550631,NTN-884838,Filer,03315651273
4210183763682,Adnan Nawaz,S/O احمد خان,8552565,1938490,NTN-919125,Filer,03134594921
1330297019293,Iqra Hameed,S/O Hassan Chaudhry,835504,169865,NTN-782102,Non-Filer,03326663342
5400071169422,Ayesha Gilani,S/O Tahir Iqbal,1060114,224815,NTN-158912,Filer,03335088533
4400038712309,Sajid Malik,,71506,0,NTN-852682,,03036440561
2130170981834,Malik Jafri,S/O Rukhsar Gujjar,1974519,425679,NTN-100857,Filer,03006479968
1330298909112,Qureshi Rafiq,S/O Faisal Gondal,2202149,258143,NTN-991551,Filer,03469517873
4400099935227,Kamran Ahmed,S/O Baig Bukhari,3084082,706688,NTN-164461,Filer,03451569792
4210168545092,Hina Mirza,S/O Uzma Chattha,2525761,412655,NTN-625383,Filer,03016820694
4400062739942,Arif Jafri,S/O Hamid Hussain,3914596,946169,NTN-933947,Filer,03332513511
6110196391541,Hashmi Khan,S/O Hussain Khan,5898200,1123789,NTN-541935,Filer,03129027459
1330211703557,Bushra Chaudhry,S/O Rabia Malik,3518536,328135,NTN-652689,Filer,03125731781
4400098552413,Uzma Gilani,S/O Hassan Baig,3340811,574164,NTN-884051,Filer,03125586458
1330246169261,زینب علی,S/O Nadia Ansari,1647868,210655,NTN-434689,Filer,03028864780
6110126020692,Imran Bhatti,S/O Rizwan Ahmed,266932,0,NTN-588311,Filer,03335622046
3520275385525,Zainab Baig,S/O Baig Malik,155133,0,NTN-391205,Non-Filer,03001416286
1330233817141,Rukhsar Latif,S/O Asif Cheema,859441,138633,NTN-830420,Filer,03328612879
5400011994596,Bushra Aslam,S/O Mohammad Karim,3804458,509691,NTN-260880,Filer,03003039067
4400051231968,Hussain Naqvi,S/O Omar Chaudhry,570875,0,NTN-677591,Non-Filer,03121190530
1330245867941,Zubair Virk,S/O Bushra Sheikh,4163373,233550,NTN-649000,Filer,03018785256
1330283193186,Hamid Gondal,S/O Aamir Hameed,1379757,229994,NTN-439336,Filer,03111545305
4210175659645,Zubai rBukhari,S/O Zainab Tarar,,282058,NTN-654907,Filer,03337272971
5400039813843,Aamir Rizvi,S/O Ahmed Zaidi,984145,211909,NTN-791086,Filer,03466030577
4210186886832,صنا ملک,S/O Bilal Rana,2832338,679311,NTN-989628,Filer,03333949116
5400063804295,Malik Chaudhry,S/O Malik Abbasi,416566,0,NTN-533549,Filer,03129300525
1330271946937,Arif Cheema,S/O Shazia Baig,1817044,400349,NTN-760396,Filer,03324660723
21301-7758294-5,Malik Hashmi,S/O محمد حسن,251184,0,NTN-102412,Filer,
4210153705587,Adnan Chaudhry,S/O Rabia Akhtar,136721,0,NTN-460246,Filer,03128578729
2130195921952,Tariq Sandhu,S/O Tahir Ahmed,2022120,290470,NTN-966665,Filer,03123147807
4210131536643,Zubair Virk,S/O Muhammad Bukhari,1538402,240985,NTN-458357,Filer,03228156587
5400028899996,Syed Hameed,S/O Rizwan Virk,2027794,392794,NTN-403007,Filer,03227998722
3520287078709,Naeem Chaudhry,S/O Mohammad Naqvi,18993553,3264652,NTN-403240,Filer,03225918715
5400095491841,Sobia Malik,S/O Asif Rana,666034,126160,NTN-544527,Non-Filer,03005728583
6110174896878,,S/O S/O Tariq Aslam,420042,0,NTN-777389,Filer,03329679668
4210197243784,Uzma Hussain,S/O Amna Gondal,196405,0,NTN-908026,Filer,03328983752
6110145179184,Adnan Gilani,S/O Naeem Zaidi,43659,0,NTN-624929,Filer,03452812519
6110139933203,صنا مملک,S/O Hashmi Nawaz,515465,0,NTN-824453,Filer,03334534635
4210131536643,Zubair Virk,,1567475,361816,NTN-975601,Filer,03228156587
2130121637998,Kashif Gujjar,S/O Sobia Raza,3268239,501784,NTN-173785,,03138763983
3520286561258,محمد علی,S/O Tariq Jafri,428972,0,NTN-201237,Non-Filer,03002045024
3520262572214,Mehwish Mirza,S/O Sajid Gujjar,2255232,337059,NTN-696117,Filer,03221426752
4400077217931,Waseeem Syed,S/O Uzma Raza,1417565,159386,NTN-729053,Filer,03037764688
5400076907243,Noor Jfri,S/O Shazia Iqbal,2041104,121310,NTN-771261,Filer,03021838740
,Hamid Rizvi,S/O Ali Baig,999723,227787,NTN-421076,Non-Filer,03125497120
4400092999333,Bushra Syed,S/O Asif Virk,515972,0,NTN-537661,Non-Filer,03325115846
4210164478141,Adnan Butt,S/O Amna Abbasi,1776089,106541,NTN-411949,Filer,03455046113
4400051125463,ابراہہیم ملک,S/O Hashmi Qureshi,6016231,1130914,NTN-608791,Filer,03004909053
5400066166559,Sidra Nawaz,S/O Sheikh Gilani,16563100,3532354,NTN-404255,,03135350046
5400012442339,Khalid Iqbal,S/O Aamir Raja,2434535,265908,NTN-643014,Filer,03211645668
6110129812204,Ibrahim Rizvi,S/O Nadia Hussain,3764295,706702,NTN-904459,Filer,03137394609
3520243217238,Kashif Akhtar,S/O Bilal Tarar,3095346,644485,NTN-563339,,03031657853
3520294235158,Muhammad Rizvi,S/O Sheikh Ahmed,585738,0,NTN-112203,Non-Filer,03033634529
1330241727055,,S/O Ali Ahmed,3457252,832886,NTN-240925,Filer,03035213339
4400054529215,Salman Rizvi,S/O عمر شیخ,3751987,831815,NTN-208874,Filer,03124800711
4210183258443,Raabia Baig,S/O Noor Butt,432980,0,NTN-227509,Filer,03035750585
5400019877374,Ahmed Hussain,,535530,0,NTN-847124,Filer,03019626108
6110175196427,Sheikh Rana,S/O Sheikh Nawaz,1858932,225290,NTN-912376,Filer,03013042377
4400041905964,Kamran Butt,S/O Tariq Sandhu,1479758,,NTN-416344,Filer,03321266695
6110128201255,Muhammad Ahmed,S/O Tahir Jafri,2149545,256417,NTN-907699,Filer,03017175672
3520284044665,Ali Nawaz,S/O مریم چودھری,1358695,210053,NTN-883257,Filer,03338089856
1330249461317,Nadia Ansari,S/O Maryam Hashmi,559404,0,NTN-834392,Non-Filer,03229204714
,Kashif Latif,S/O Adnan Rizvi,1557382,92557,NTN-136181,Filer,03211204460
2130136751354,Asif Hameed,S/O Faisal Cheema,1860364,,NTN-919012,Filer,03138024278
6110170423677,Shazia Ali,S/O Mirza Khan,1203665,246071,NTN-639206,Filer,03137725762
5400092557374,Khalid Khan,S/O Hussain Akhtar,,128393,NTN-689293,Filer,03224507245
2130154309625,Hamid Ansari,S/O Iqra Akhtar,1805168,114676,NTN-264938,Filer,03027287843
2130120773594,Rabia Chaudhry,,2034942,145385,NTN-642424,Filer,03114931017
,Sheikh Sandhu,S/O Zainab Virk,9433344,2162616,NTN-772832,Filer,03318140130
4210112876584,Naeem Rizvi,S/O Zubair Latif,214393,0,NTN-537221,Filer,03229551308
2130196886114,Hussain Raza,S/O Hashmi Chattha,5118193,986672,NTN-117024,Filer,03004993355
6110110377737,Hussain Hashmi,S/O Khalid Khan,994756,131025,NTN-159444,Non-Filer,03024756556
,Khalid Gilani,S/O Noor Syed,9345265,1865163,NTN-288373,Filer,03333620592
4400065299241,Hassan Gujjar,S/O Muhammad Raza,195075,,NTN-516975,Non-Filer,
4210161226498,Tariq Latif,S/O Faisal Iqbal,956319,66020,NTN-944180,Non-Filer,03213281447
4210159475208,Faisal Cheema,S/O Kamran Bukhari,9451760,2007808,NTN-917631,Filer,03119059779
5400033384627,Iqra Rana,,2015489,223825,NTN-643030,Filer,03132873137
3520216819025,Fatima Hussain,S/O Kamran Raza,1822189,363896,NTN-464903,Filer,03324339940
4210140591297,Maryam Gilani,S/O Salman Akhtar,158566,0,NTN-989731,Non-Filer,03323343303
5400017253676,Taihr Gilani,S/O Rizwan Hashmi,1809105,421974,NTN-697299,Filer,03027144166
3520214032682,Faisal Chaudhry,S/O Hina Bukhari,6353726,981469,NTN-184362,Filer,03111558164
6110163846742,Asma Malik,S/O Bilal Bhatti,650358,132799,NTN-275760,Non-Filer,03219265786
5400056893188,Hussain Ahmed,S/O Arif Akhtar,499870,0,NTN-306114,Non-Filer,03464648112
1330297544804,Salman Rafiq,S/O Asma Baig,1155162,122720,NTN-680357,Filer,03323410015
6110130252596,Asma Tarar,S/O Malik Iqbal,1381647,258585,NTN-259409,Filer,03035234148
4210196834773,مریم چودھری,S/O Asma Syed,9227869,1366439,NTN-221688,Filer,03001231357
1330224369717,,S/O Mohammad Mirza,397363,0,NTN-316887,Non-Filer,03122587828
4400018691442,Mirza Gilani,S/O Uzma Rana,6504522,1376360,NTN-323826,Filer,
4210135337091,Hussain Akhtar,S/O Shoaib Raja,875687,154658,NTN-364343,Filer,03451800071
4210180814942,Ahmed Gondal,S/O Hussain Latif,170673,0,NTN-156279,Non-Filer,03325408395
6110154186919,Rukhsar Karim,S/O Malik Qureshi,1460071,320422,NTN-792972,Filer,03126514417
4210143569111,Hina Karim,S/O Kamran Rafiq,222101,0,NTN-741252,Filer,03115423264
21301-1032723-4,Uzma Hashmi,S/O Hina Sandhu,746110,39616,NTN-742065,Non-Filer,03134392436
5400012442339,Khalid Iqbal,S/O Aamir Raja,2503968,290849,NTN-402531,Filer,03211645668
4210187660859,Asma Bhatti,S/O Uzma Tarar,2338007,401928,NTN-715352,Filer,03327139004
1330226424738,Saira Jafri,S/O Asif Malik,6123742,1418680,NTN-120091,Filer,03315931161
5400073985135,Tahir Syed,S/O Naeem Latif,2067332,137452,NTN-445151,Filer,03321552862
,Shazia Zaidi,S/O Hussain Khan,5046970,691247,NTN-550169,Filer,03336167005
6110170876982,Bilal Latif,S/O Bilal Naqvi,7240148,1332893,NTN-972034,Filer,03131131971
6110120353524,Rizwan Akhtar,S/O Naeem Chaudhry,,562165,NTN-296864,Filer,03325093114
4210115918522,Kamran Iqbal,S/O Rukhsar Gilani,1224357,201186,NTN-276951,Filer,03133257160
6110147862845,Shoaib Bukhari,S/O Fatima Raza,,169107,NTN-566501,Filer,03135927097
3520291724949,Kamran Akhtar,S/O Hina Virk,416638,0,NTN-455710,Filer,03018551975
5400046888906,Kamran Rafiq,S/O Mohammad Cheema,1922548,146021,NTN-435876,Filer,03123267912
3520210929508,Malik Malik,S/O Zubair Naqvi,697077,51058,NTN-662843,Filer,03458065883
2130197410225,Hina Sheikh,S/O Sajid Aslam,103014,0,NTN-633634,,03453940561
5400022354088,Baig Nawaz,,2017958,304902,NTN-111155,Filer,03119381354
4400079458439,Muhammad Qureshi,S/O Muhammad Gondal,1018205,60989,NTN-433688,Filer,03012482875
35202-3026278-9,Adnan Iqbal,S/O Omar Bhatti,969253,186814,NTN-195871,Filer,03224546055
2130125933641,Sobia Raza,S/O Ayesha Cheema,1450424,328781,NTN-817058,,03463802602
5400022419758,Syed Chattha,S/O Hussain Rafiq,271773,0,NTN-898239,Filer,03003669613
4210162028075,Aamir Hussain,S/O Aamir Gilani,462630,0,NTN-635531,Non-Filer,03028231916
3520246695079,Ali Sandhu,S/O Fatima Karim,1037319,126460,NTN-327216,Filer,03329106820
1330250095489,Asif Sandhu,S/O Tahir Baig,189568,0,NTN-482958,Non-Filer,03025500547
5400087479121,Naeem Sandhu,S/O Imran Zaidi,684539,50627,,Non-Filer,03016341948
4210127261357,Sajid Hussain,S/O Tariq Jafri,3474270,482288,NTN-490992,Filer,03035343585
5400027245857,Salman Sheikh,S/O Shazia Bukhari,124686,0,NTN-530398,,03311078278
4400011206967,Rukhsar Akhtar,S/O Ayesha Butt,1089019,220813,NTN-856381,Filer,03137077878
4210121000231,Hina Naqvi,S/O Hamid Naqvi,2665494,622911,NTN-422648,Filer,03322558716
6110178452178,Mehwish Nawaz,S/O Shazia Chattha,2037328,158408,NTN-232902,Filer,03229270275
5400093031223,Raja Aslam,S/O Fatima Iqbal,2815681,370183,NTN-277724,Filer,03139466348
3520246720477,Zainab Akhtar,S/O Muhammad Nawaz,4839796,263985,NTN-400709,Filer,03028847168
2130141282552,Qureshi Butt,S/O Rukhsar Karim,2862636,567568,NTN-681245,Filer,03339217358
1330287458598,Faisal Khan,S/O Raja Cheema,2469005,333341,NTN-282518,Filer,03227053202
4210111157008,Mehwish Ali,S/O Hassan Baig,2559196,289155,NTN-435698,Filer,03226136886
6110175579767,Kashif Malik,S/O Mirza Abbasi,6818238,927016,NTN-880531,Filer,03227483284
1330253556296,Hina Qureshi,S/O محمد علی,2358115,237100,NTN-254049,Filer,03033257914
4210189739159,Maryam Chattha,S/O Usman Zaidi,1413582,299668,NTN-336578,Filer,03134553384
1330293203823,Hamid Malik,S/O Noor Zaidi,460171,0,NTN-600184,Non-Filer,03034089779
2130185573866,Adnan Baig,S/O Adnan Hashmi,205860,0,NTN-455010,Filer,03311125921
6110152954295,Nadia Virk,S/O Zainab Chaudhry,4866760,277327,NTN-393997,Filer,03314647524
6110165348221,Usman Hussain,S/O Bushra Mirza,690576,169438,NTN-369118,Non-Filer,03008368426
4400023319371,Fatima Jafri,S/O Chaudhry Naqvi,114359,,,Non-Filer,03033544610
4210183767685,Mehwish Raja,S/O Zubair Aslam,467494,0,NTN-528329,Non-Filer,03228794655
3520259364534,Bilal Zaidi,S/O Sobia Karim,236347,0,NTN-240848,Filer,03327191135
2130139178718,Tariq Ali,S/O Rukhsar Rana,248826,0,NTN-154859,Filer,03116560231
5400099387078,Asma Naqvi,S/O Iqra Chaudhry,1071735,166735,NTN-214716,Filer,03321272937
1330276015376,Hina Aslam,S/O Arif Hussain,158997,0,NTN-406567,Filer,03036549355
4400049845953,Siddra Abbasi,,880817,158392,NTN-563404,Non-Filer,03139225282
3520261890585,Syed Hameed,S/O Ibrahim Baig,868268,87153,NTN-827367,Filer,03458344039
4210121364613,Sheikh Gondal,S/O Zainab Sheikh,1527969,299428,NTN-783516,Filer,03025406529
2130144097911,Ibrahim Zaidi,,,270307,NTN-380272,Filer,03459787251
5400096914997,Chaudhry Cheema,S/O Usman Jafri,1482842,217032,NTN-157386,,03224173372
2130195843383,Naeem Ali,S/O صنا ملک,202293,0,,Non-Filer,03453866974
2130148178902,Iqra Ansari,S/O Noor Rafiq,2763186,592430,NTN-796567,Filer,03114844528
3520246095867,Hina Abbasi,S/O Shoaib Ansari,319505,0,NTN-330106,Filer,03017231355
5400018738516,Hassan Ali,S/O Arif Baig,6239627,1185506,,Filer,03451520596
4400015454497,,,1698944,126748,NTN-774188,Filer,03003621838
3520294623416,Tariq Gilani,S/O Rabia Abbasi,517873,0,NTN-902269,Filer,03039490354
1330213168763,Bushra Gujjar,S/O Sheikh Ahmed,392393,0,NTN-273101,Filer,03338563582
5400018666952,Arif Ansari,S/O Sobia Hussain,768035,135910,NTN-166303,Filer,03219177478
4400089463908,Bilal Rana,S/O Faisal Baig,1411460,295003,NTN-985844,Filer,03037343262
,محمد احمد,S/O Chaudhry Virk,2824304,291017,NTN-660135,Filer,03138132922
2130169680447,Waseem Akhtar,S/O نادیہ رضا,428285,0,NTN-697181,Non-Filer,03038809822
6110150827215,Hassan irza,S/O Asif Malik,1778658,427986,NTN-248308,Filer,03128761925
2130110971583,Ali Hameed,S/O Mehwish Butt,2873269,305877,NTN-378648,Filer,03458277586
6110129072135,Qureshi Hameed,S/O Hamid Sandhu,1071271,122206,,Filer,03335484630
4210134011618,Muhammad Sandhu,S/O Mohammad Sheikh,171898,0,,Non-Filer,03037864658
4400017051941,Hussain Jafri,S/O Tahir Ahmed,694839,148450,NTN-494285,Non-Filer,03458006128
2130137158017,Sana Khan,S/O Sajid Chaudhry,5198460,846974,NTN-320143,Filer,03222634576
5400032884525,Fatima Syed,S/O Khalid Bukhari,484721,,NTN-715254,Non-Filer,03021880007
1330248591344,Imran Akhtar,S/O Omar Syed,1700991,424821,NTN-382960,Filer,03129522296
54000-5500366-6,,S/O Arif Bhatti,1203560,272256,NTN-347542,Filer,03016521202
1330260522193,Uzma Hameed,S/O Rizwan Gondal,,343076,NTN-302525,Filer,03032458142
6110119105864,Arif Hussain,S/O S/O Hina Butt,51676,0,NTN-933436,Filer,03337095071
4400043437403,Chaudhry Gondal,S/O Malik Tarar,2427748,,NTN-352326,Filer,03327816788
4400040059933,احمد خان,S/O Muhammad Ansari,182815,0,NTN-577086,Non-Filer,03337932491
4210110133145,Bilal Rizvi,S/O Sana Gondal,926061,200189,NTN-685740,,03015239450
3520239277601,Fatima Rizvi,S/O محمد حسن,5002843,,NTN-635195,Filer,
6110113502682,Aamir Rafiq,S/O Hassan Rana,459212,0,NTN-333343,Non-Filer,03335892967
4210190713322,Ahmed Chaudhry,S/O Hashmi Aslam,1222166,229524,NTN-267125,Filer,03021749285
4210168396601,Aamir Bukhari,S/O Hassan Iqbal,4869144,380966,NTN-280313,Filer,03456638633
6110122553028,Shazia Gondal,S/O محمد علی,704781,,NTN-341814,Non-Filer,03459466235
1330214765238,Ibrahim Chaudhry,S/O Zainab Bukhari,178512,0,NTN-922239,Non-Filer,03027137178
3520249763713,Hussain Latif,S/O Faisal Sandhu,797685,163326,NTN-440914,Filer,03215682239
5400040632879,Saira Bhatti,S/O Adnan Tarar,3882438,535828,NTN-341016,Filer,03214954732
2130187361184,Faisal Tarar,S/O S/O Kamran Baig,38239,0,NTN-890845,Non-Filer,03121177469
4400073276027,Raja Jafri,S/O Mirza Hashmi,1482363,176395,NTN-376402,Filer,03016314075
2130139293903,Maryam Abbasi,S/O Malik Latif,1358249,296433,NTN-532551,Filer,03134927557
6110158750626,Rabia Syed,S/O Syed Gujjar,399637,0,NTN-360346,Non-Filer,03332084532
3520251325055,Hamid Raza,S/O Malik Bukhari,657726,53087,NTN-272396,Non-Filer,03217351799
5400075378073,Rukhsar Virk,S/O Omar Rana,381315,0,NTN-901103,Filer,03327338996
,Hassan Sandhu,S/O Imran Rizvi,1433494,111686,NTN-926338,Filer,03337833627
4400011767882,مریم چودھری,S/O Muhammad Akhtar,1159312,273328,NTN-777293,Filer,03228054268
6110143256462,Sheikh Khan,S/O Shazia Akhtar,897941,113724,NTN-730574,Non-Filer,03326816392
3520266228717,Uzma Ahmed,S/O Ahmed Chattha,156517,0,NTN-582925,Non-Filer,03317126308
3520295426868,Bilal Rizvi,S/O Hamid Bukhari,2612190,442098,NTN-823695,Filer,03003721685
6110153184192,Waseem Sandhu,S/O Rizwan Rizvi,1051305,231172,NTN-340854,Filer,03017635756
3520246673668,Hassan Bhatti,S/O Sidra Rana,3765182,573131,NTN-880335,Filer,03136401333
3520299151427,Qureshi Bukhari,S/O Hina Butt,4596266,988226,NTN-116632,Filer,03219029537
5400079626896,Bilal Qureshi,S/O Sobia Mirza,663219,81870,NTN-932979,Non-Filer,03459886057
5400080020776,Shoaib Karim,S/O Chaudhry Latif,723644,169065,NTN-213979,Filer,03039151054
1330244819593,Naeem Ali,S/O Ali Gilani,639878,41141,NTN-267780,Non-Filer,03121806532
4210193560593,Ahmed Ali,S/O Faisal Tarar,526128,0,,Filer,03333369785
4400050159366,Sidra Raafiq,S/O Salman Syed,834830,98676,NTN-739134,,03214607988
