record_id,owner_name,cnic,address,area_name,city,province,property_type,size_marla,property_value
PROP-007815,Durr-e-Shahwar Malik,30890-7072443-2,"398-Gujranwala Area 3, Gujranwala",Gujranwala Area 3,Gujranwala,Punjab,Flat,3.0,4924752.0
PROP-007816,Nighat Kayani,36146-8581376-2,"349-Multan Area 3, Multan",Multan Area 3,Multan,Punjab,Plot,7.0,7961737.0
PROP-007817,Umair Iqbal,47640-0063542-5,"247-Larkana Area 1, Larkana",Larkana Area 1,Larkana,Sindh,Flat,3.0,4639665.0
PROP-007818,Danish Baloch,48034-2614053-1,"273-Sukkur Area 5, Sukkur",Sukkur Area 5,Sukkur,Sindh,Flat,10.0,11181320.0
PROP-007819,Aneela Ali,37208-1894187-8,"27-Johar Town, Lahore",Johar Town,Lahore,Punjab,House,20.0,240895000.0
PROP-007820,Aneela Ali,37208-1894187-8,"328-Johar Town, Lahore",Johar Town,Lahore,Punjab,Flat,4.0,40047752.0
PROP-007821,Aneela Ali,37208-1894187-8,"423-Garden Town, Lahore",Garden Town,Lahore,Punjab,Commercial,10.0,
PROP-007822,Rubina Khoso,,,Mansehra Area 2,Mansehra,KPK,Commercial,20.0,44472973.0
PROP-007823,Rubina Khoso,13104-5614591-8,"451-Mansehra Area 4, Mansehra",Mansehra Area 4,Mansehra,KPK,Flat,9.0,75804090.0
PROP-007824,Irfan Malik,34903-2084589-5,"219-Jhelum Area 3, Jhelum",Jhelum Area 3,Jhelum,Punjab,Plot,14.0,4615716.0
PROP-007825,Irfan Malik,34903-2084589-5,"316-Jhelum Area 1, Jhelum",Jhelum Area 1,Jhelum,Punjab,Plot,5.0,6817160.0
PROP-007826,Zahid Malik,33238-1727189-3,"150-Jhelum Area 3, Jhelum",Jhelum Area 3,Jhelum,Punjab,Plot,,34410140.0
PROP-007827,Zahid Malik,33238-1727189-3,"309-Jhelum Area 4, Jhelum",Jhelum Area 4,Jhelum,Punjab,Agricultural Land,997.0,
PROP-007828,Junaid Sheikh,16052-5727382-9,"351-Peshawar Area 5, Peshawar",Peshawar Area 5,Peshawar,KPK,Plot,20.0,15167660.0
PROP-007829,Sajid Yousafzai,38076-2936108-7,"191-Iqbal Town, Lahore",,Lahore,Punjab,Commercial,,85903230.0
PROP-007830,Zafar Kayani,37646-1670029-7,"36-Sialkot Area 1, Sialkot",Sialkot Area 1,Sialkot,Punjab,House,3.0,4053015.0
PROP-007831,Zafar Kayani,37646-1670029-7,"470-Sialkot Area 5, Sialkot",Sialkot Area 5,Sialkot,Punjab,Commercial,20.0,6404760.0
PROP-007832,Khadija Kayani,34177-8888916-4,"176-Wapda Town, Lahore",Wapda Town,Lahore,Punjab,Commercial,20.0,259741100.0
PROP-007833,Tahir Baig,39299-5760815-1,"270-Sargodha Area 3, Sargodha",Sargodha Area 3,Sargodha,Punjab,House,20.0,35914240.0
PROP-007834,Tahir Baig,39299-5760815-1,"147-Sargodha Area 4, Sargodha",Sargodha Area 4,Sargodha,Punjab,House,,4501495.0
PROP-007835,Shazia Baloch,33527-4787697-6,"258-Gujrat Area 4, Gujrat",Gujrat Area 4,Gujrat,Punjab,House,5.0,3672800.0
PROP-007836,Shazia Baloch,33527-4787697-6,"65-Gujrat Area 4, Gujrat",Gujrat Area 4,Gujrat,Punjab,Flat,7.0,13931673.0
PROP-007837,Khadija Baloch,16707-4592059-6,"198-Abbottabad Area 5, Abbottabad",,Abbottabad,KPK,Plot,14.0,4426058.0
PROP-007838,Nadeem Randhawa,33096-3312100-5,"155-DHA Phase 5, Lahore",DHA Phase 5,Lahore,Punjab,Plot,20.0,169404680.0
PROP-007839,Nadeem Randhawa,33096-3312100-5,"53-Cantt, Lahore",Cantt,Lahore,Punjab,Plot,14.0,129750992.0
PROP-007840,Hussain Butt,13882-6611412-1,"80-Kohat Area 2, Kohat",Kohat Area 2,Kohat,KPK,Flat,4.0,3187540.0
PROP-007841,Zubayr Tahir,15041-7297665-9,"484-Kohat Area 4, Kohat",Kohat Area 4,Kohat,KPK,Flat,4.0,5276868.0
PROP-007842,Rasheid Mughal,52143-6329036-9,"242-Quetta Area 2, Quetta",Quetta Area 2,Quetta,Balochistan,Commercial,14.0,4793572.0
PROP-007843,,38875-6569578-1,"23-Johar Town, Lahore",Johar Town,Lahore,Punjab,Commercial,10.0,147849390.0
PROP-007844,Nadiya Jatoi,,"422-Rahim Yar Khan Area 3, Rahim Yar Khan",Rahim Yar Khan Area 3,Rahim Yar Khan,Punjab,Plot,20.0,18178540.0
PROP-007845,,33191-3564577-0,"399-Rahim Yar Khan Area 1, Rahim Yar Khan",Rahim Yar Khan Area 1,Rahim Yar Khan,Punjab,Commercial,7.0,13759424.0
PROP-007846,Naadia Jatoi,33191-3564577-0,"274-Rahim Yar Khan Area 1, Rahim Yar Khan",Rahim Yar Khan Area 1,Rahim Yar Khan,Punjab,Agricultural Land,830.0,54039640.0
PROP-007847,Nadia Jatoi,33191-3564577-0,"295-Rahim Yar Khan Area 5, Rahim Yar Khan",Rahim Yar Khan Area 5,Rahim Yar Khan,Punjab,Plot,14.0,13481076.0
PROP-007848,Nadeea Jatoi,33191-3564577-0,"337-Rahim Yar Khan Area 5, Rahim Yar Khan",Rahim Yar Khan Area 5,Rahim Yar Khan,Punjab,Agricultural Land,1207.0,283398772.0
PROP-007849,Maheen Baig,34061-2160959-6,"180-Jinnah Colony, Faisalabad",Jinnah Colony,Faisalabad,Punjab,House,5.0,72293288.0
PROP-007850,Maheen Baig,34061-2160959-6,"472-Ghulam Muhammad Abad, Faisalabad",Ghulam Muhammad Abad,Faisalabad,Punjab,Agricultural Land,923.0,218768537.0
PROP-007851,Kamran Laghari,36439-2207543-7,"44-Gujranwala Area 5, Gujranwala",Gujranwala Area 5,Gujranwala,Punjab,House,14.0,5729444.0
PROP-007852,Naveed Malik,38592-0312912-9,"495-Jhelum Area 3, Jhelum",Jhelum Area 3,Jhelum,Punjab,Agricultural Land,937.0,240237430.0
PROP-007853,Parveen Bhatti,34764-1668923-4,"384-D Ground, Faisalabad",D Ground,Faisalabad,Punjab,Plot,5.0,4881170.0
PROP-007854,Maryam Butt,49542-7555950-0,"397-Larkana Area 4, Larkana",Larkana Area 4,Larkana,Sindh,Agricultural Land,1402.0,322202032.0
PROP-007855,Mariam Butt,49542-7555950-0,"278-Larkana Area 1, Larkana",Larkana Area 1,Larkana,Sindh,Agricultural Land,400.0,130578800.0
PROP-007856,Ferhan Bhatti,39373-2197023-3,"320-Jhelum Area 3, Jhelum",Jhelum Area 3,Jhelum,Punjab,Commercial,3.0,5436726.0
PROP-007857,Farhaan Bhatti,39373-2197023-3,,,Jhelum,Punjab,Flat,5.0,9453500.0
PROP-007858,Rubina Durrani,74250-1130168-4,"214-Muzaffarabad Area 4, Muzaffarabad",Muzaffarabad Area 4,Muzaffarabad,AJK,Plot,14.0,19902526.0
PROP-007859,Wardah Khoso,46025-4349456-8,"149-PECHS, Karachi",PECHS,Karachi,Sindh,Flat,7.0,81477599.0
PROP-007860,Zafar Malik,32873-5013027-3,"89-Garden Town, Lahore",Garden Town,Lahore,Punjab,Commercial,14.0,28998844.0
PROP-007861,Nasreen Chaudhry,43258-9434743-8,"117-Gulistan-e-Johar, Karachi",Gulistan-e-Johar,Karachi,Sindh,Commercial,3.0,21802230.0
PROP-007862,Nasreen Chaudhry,43258-9434743-8,"133-Gulshan-e-Iqbal, Karachi",,Karachi,Sindh,Plot,7.0,51893506.0
PROP-007863,Bano Kayani,55735-4608388-4,"151-Khuzdar Area 5, Khuzdar",Khuzdar Area 5,Khuzdar,Balochistan,House,20.0,46502973.0
PROP-007864,Bano Kayani,55735-4608388-4,"368-Khuzdar Area 2, Khuzdar",Khuzdar Area 2,Khuzdar,Balochistan,Flat,11.0,5765826.0
PROP-007865,Bano Kayani,55735-4608388-4,"458-Khuzdar Area 2, Khuzdar",Khuzdar Area 2,Khuzdar,Balochistan,Commercial,20.0,7093280.0
PROP-007866,Bano Kayani,55735-4608388-4,"291-Khuzdar Area 5, Khuzdar",Khuzdar Area 5,Khuzdar,Balochistan,Commercial,20.0,13489480.0
PROP-007867,Riffat Baloch,58637-2490015-2,"324-Loralai Area 4, Loralai",Loralai Area 4,Loralai,Balochistan,House,,13861160.0
PROP-007868,Riffat Baloch,58637-2490015-2,"166-Loralai Area 2, Loralai",Loralai Area 2,Loralai,Balochistan,Commercial,14.0,26004888.0
PROP-007869,Ghulam Gill,37093-0340379-5,"228-Dera Ghazi Khan Area 3, Dera Ghazi Khan",Dera Ghazi Khan Area 3,Dera Ghazi Khan,Punjab,Agricultural Land,1759.0,282898211.0
PROP-007870,Ghulam Gill,37093-0340379-5,,Dera Ghazi Khan Area 3,Dera Ghazi Khan,Punjab,House,10.0,17068220.0
PROP-007871,Ghulam Gill,37093-0340379-5,"214-Dera Ghazi Khan Area 2, Dera Ghazi Khan",Dera Ghazi Khan Area 2,Dera Ghazi Khan,Punjab,Agricultural Land,1015.0,305229785.0
PROP-007872,Sadia Butt,32097-8082880-6,"342-Dera Ghazi Khan Area 3, Dera Ghazi Khan",Dera Ghazi Khan Area 3,Dera Ghazi Khan,Punjab,Plot,14.0,25975194.0
PROP-007873,Noor Afridi,12712-9893670-6,"319-Mingora Area 3, Mingora",Mingora Area 3,Mingora,KPK,Commercial,7.0,12961900.0
PROP-007874,Aisha Iqbal,36362-6439933-4,"451-Gulberg III, Lahore",Gulberg III,Lahore,Punjab,Commercial,,40745907.0
PROP-007875,Aisha Iqbal,36362-6439933-4,"26-Garden Town, Lahore",Garden Town,Lahore,Punjab,Commercial,20.0,187264480.0
PROP-007876,Munsoor Hashmi,64742-5640103-7,"303-F-10, Islamabad",F-10,Islamabad,Islamabad,House,3.0,24188577.0
PROP-007877,Khadija Rajput,36093-4627222-6,"366-Jhelum Area 1, Jhelum",Jhelum Area 1,Jhelum,Punjab,Plot,7.0,9773610.0
PROP-007878,Khadeeja Rajput,36093-4627222-6,"100-Jhelum Area 2, Jhelum",Jhelum Area 2,Jhelum,Punjab,Flat,8.0,6441256.0
PROP-007879,Shazia Minhas,35895-6899959-4,"279-Multan Area 4, Multan",Multan Area 4,Multan,Punjab,House,,17700802.0
PROP-007880,Shazia Minhas,35895-6899959-4,"330-Multan Area 2, Multan",Multan Area 2,Multan,Punjab,House,,26173266.0
PROP-007881,Maheen Yousafzai,13395-8920975-2,"74-Swabi Area 3, Swabi",Swabi Area 3,Swabi,KPK,House,7.0,
PROP-007882,Yasir Chaudhry,14156-1454492-7,"13-Peshawar Area 3, Peshawar",Peshawar Area 3,Peshawar,KPK,Agricultural Land,465.0,57476790.0
PROP-007883,Aneela Memon,46880-7516855-6,"43-Nawabshah Area 2, Nawabshah",Nawabshah Area 2,Nawabshah,Sindh,Commercial,,21414834.0
PROP-007884,Nighat Gill,48304-8487896-8,"273-Gulistan-e-Johar, Karachi",Gulistan-e-Johar,Karachi,Sindh,House,7.0,60416867.0
PROP-007885,Nighat Gill,48304-8487896-8,,Malir Cantt,Karachi,Sindh,House,,45566280.0
PROP-007886,Nighat Gill,48304-8487896-8,"481-Malir Cantt, Karachi",Malir Cantt,Karachi,Sindh,House,7.0,51986459.0
PROP-007887,Nighat Gill,48304-8487896-8,"252-Bahria Town Karachi, Karachi",Bahria Town Karachi,Karachi,Sindh,Flat,8.0,73517168.0
PROP-007888,Allee Tahir,38408-5403082-7,"147-Satellite Town, Rawalpindi",,Rawalpindi,Punjab,Flat,3.0,19407849.0
PROP-007889,Alee Tahir,38408-5403082-7,"443-DHA Phase 2, Rawalpindi",DHA Phase 2,Rawalpindi,Punjab,Plot,7.0,34266211.0
PROP-007890,Alee Tahir,38408-5403082-7,"443-Bahria Town Phase 8, Rawalpindi",Bahria Town Phase 8,Rawalpindi,Punjab,Commercial,3.0,19048122.0
PROP-007891,Rizwan Mughal,50872-7374531-1,"428-Quetta Area 2, Quetta",Quetta Area 2,Quetta,Balochistan,House,3.0,5691201.0
PROP-007892,Yasmin Hussain,54737-2791367-6,"42-Chaman Area 4, Chaman",Chaman Area 4,Chaman,Balochistan,Agricultural Land,1214.0,196109041.0
PROP-007893,Yasmin Hussain,54737-2791367-6,"185-Chaman Area 1, Chaman",Chaman Area 1,Chaman,Balochistan,House,5.0,154639613.0
PROP-007894,Yasmin Hussain,54737-2791367-6,"195-Chaman Area 1, Chaman",Chaman Area 1,Chaman,Balochistan,Flat,12.0,50103006.0
PROP-007895,Yasmin Hussain,54737-2791367-6,"128-Chaman Area 5, Chaman",Chaman Area 5,Chaman,Balochistan,Plot,14.0,177480219.0
PROP-007896,Ghazala Khoso,33895-3870916-8,"62-Township, Lahore",Township,Lahore,Punjab,Flat,11.0,140979531.0
PROP-007897,Habib Siddiqui,36342-5664870-3,"316-Madina Town, Faisalabad",Madina Town,Faisalabad,Punjab,Flat,6.0,14702754.0
PROP-007898,Habib Siddiqui,36342-5664870-3,"2-Ghulam Muhammad Abad, Faisalabad",Ghulam Muhammad Abad,Faisalabad,Punjab,Flat,,9904672.0
PROP-007899,Habib Siddiqui,36342-5664870-3,"350-D Ground, Faisalabad",D Ground,Faisalabad,Punjab,Flat,8.0,18732624.0
PROP-007900,Habib Siddiqui,36342-5664870-3,"420-Jinnah Colony, Faisalabad",Jinnah Colony,Faisalabad,Punjab,Plot,20.0,31038780.0
PROP-007901,Mansoor Gill,40160-8447489-1,"355-Jacobabad Area 4, Jacobabad",Jacobabad Area 4,Jacobabad,Sindh,Commercial,,13991586.0
PROP-007902,Bilal Yousafzai,69976-0462626-7,,,Islamabad,Islamabad,Flat,8.0,40019848.0
PROP-007903,Bilal Yousafzai,69976-0462626-7,"78-I-8, Islamabad",I-8,Islamabad,Islamabad,House,3.0,34388646.0
PROP-007904,Bilal Yousafzai,69976-0462626-7,"390-I-8, Islamabad",I-8,Islamabad,Islamabad,Plot,5.0,65999805.0
PROP-007905,Bilal Yousafzai,69976-0462626-7,"223-DHA Phase 2, Islamabad",DHA Phase 2,Islamabad,Islamabad,Plot,7.0,95980549.0
PROP-007906,Adnan Bhatti,72682-5202557-5,"316-Hunza Area 2, Hunza",Hunza Area 2,Hunza,GB,Commercial,3.0,18053571.0
PROP-007907,Adnan Bhatti,72682-5202557-5,"414-Hunza Area 3, Hunza",Hunza Area 3,Hunza,GB,Commercial,7.0,54108071.0
PROP-007908,Adnan Bhatti,72682-5202557-5,"141-Hunza Area 5, Hunza",Hunza Area 5,Hunza,GB,Plot,5.0,30563939.0
PROP-007909,Adnan Bhatti,72682-5202557-5,"182-Hunza Area 4, Hunza",Hunza Area 4,Hunza,GB,House,3.0,3962493.0
PROP-007910,Naila Minhas,32192-4021251-4,"71-Bahawalpur Area 2, Bahawalpur",Bahawalpur Area 2,Bahawalpur,Punjab,Plot,14.0,26154212.0
PROP-007911,Nadeea Khan,67593-1552935-8,"139-Bahria Town Phase 7, Islamabad",Bahria Town Phase 7,Islamabad,Islamabad,Plot,14.0,68283460.0
PROP-007912,Komal Jatoi,34121-6759831-6,,Sargodha Area 4,Sargodha,Punjab,Plot,14.0,7697368.0
PROP-007913,,60105-5325135-5,"108-G-11, Islamabad",G-11,Islamabad,Islamabad,Commercial,14.0,
PROP-007914,Allee Gondal,60105-5325135-5,"44-F-7, Islamabad",F-7,Islamabad,Islamabad,Flat,3.0,48054498.0
PROP-007915,Saima Khoso,19698-9243531-8,"371-Nowshera Area 5, Nowshera",Nowshera Area 5,Nowshera,KPK,Flat,6.0,6810576.0
PROP-007916,Saima Khoso,19698-9243531-8,"405-Nowshera Area 1, Nowshera",Nowshera Area 1,Nowshera,KPK,House,7.0,11425645.0
PROP-007917,Saima Khoso,19698-9243531-8,"32-Nowshera Area 4, Nowshera",Nowshera Area 4,Nowshera,KPK,House,20.0,49571277.0
PROP-007918,Saima Khoso,19698-9243531-8,"59-Nowshera Area 2, Nowshera",Nowshera Area 2,Nowshera,KPK,Commercial,10.0,61399866.0
PROP-007919,Maheen Bhatti,39976-2094104-0,"448-Bahawalpur Area 5, Bahawalpur",Bahawalpur Area 5,Bahawalpur,Punjab,Flat,10.0,9297350.0
PROP-007920,,39976-2094104-0,"195-Bahawalpur Area 1, Bahawalpur",Bahawalpur Area 1,Bahawalpur,Punjab,Plot,10.0,15999320.0
PROP-007921,Uzma Afridi,12471-8715074-2,"120-Kohat Area 3, Kohat",,Kohat,KPK,House,10.0,4331690.0
PROP-007922,Uzma Afridi,12471-8715074-2,,Kohat Area 4,Kohat,KPK,Plot,20.0,26822440.0
PROP-007923,Uzma Afridi,12471-8715074-2,"463-Kohat Area 3, Kohat",Kohat Area 3,Kohat,KPK,Plot,14.0,
PROP-007924,Junaid Raza,31381-7551646-7,,Gujranwala Area 2,Gujranwala,Punjab,Flat,11.0,18540060.0
PROP-007925,Irfan Shaikh,56521-0693675-1,"417-Zhob Area 2, Zhob",Zhob Area 2,Zhob,Balochistan,Agricultural Land,1260.0,201666780.0
PROP-007926,,56521-0693675-1,"120-Zhob Area 2, Zhob",Zhob Area 2,Zhob,Balochistan,Commercial,10.0,4841710.0
PROP-007927,Irfan Shaikh,56521-0693675-1,"379-Zhob Area 2, Zhob",Zhob Area 2,Zhob,Balochistan,Flat,12.0,34391170.0
PROP-007928,Noor Afridi,64122-7570268-4,"234-F-11, Islamabad",F-11,Islamabad,Islamabad,Plot,20.0,239878340.0
PROP-007929,Noor Afridi,64122-7570268-4,,F-8,Islamabad,Islamabad,House,10.0,37099230.0
PROP-007930,Riffat Qureshi,31393-5368810-8,,Sahiwal Area 3,Sahiwal,Punjab,Flat,5.0,1910605.0
PROP-007931,,31393-5368810-8,"453-Sahiwal Area 3, Sahiwal",Sahiwal Area 3,Sahiwal,Punjab,Plot,5.0,8657045.0
PROP-007932,Aysha Khoso,35488-0034028-4,"421-Bahawalpur Area 2, Bahawalpur",Bahawalpur Area 2,Bahawalpur,Punjab,Flat,12.0,7848660.0
PROP-007933,Alee Hashmi,30425-6569583-3,,Sialkot Area 1,Sialkot,Punjab,Agricultural Land,1381.0,541520482.0
PROP-007934,Asad Raza,43935-8758108-1,"143-Jacobabad Area 5, Jacobabad",Jacobabad Area 5,Jacobabad,Sindh,Plot,7.0,
PROP-007935,Fateema Warraich,11257-2611611-2,"422-Dera Ismail Khan Area 4, Dera Ismail Khan",Dera Ismail Khan Area 4,Dera Ismail Khan,KPK,Plot,14.0,24571064.0
PROP-007936,Fatimah Warraich,11257-2611611-2,"373-Dera Ismail Khan Area 3, Dera Ismail Khan",Dera Ismail Khan Area 3,Dera Ismail Khan,KPK,Plot,5.0,6765675.0
PROP-007937,Farah Junejo,38662-6817106-0,"438-Sialkot Area 5, Sialkot",Sialkot Area 5,Sialkot,Punjab,Plot,10.0,17683580.0
PROP-007938,Farah Junejo,38662-6817106-0,"158-Sialkot Area 3, Sialkot",Sialkot Area 3,Sialkot,Punjab,Flat,5.0,3526975.0
PROP-007939,Farah Junejo,38662-6817106-0,"413-Sialkot Area 2, Sialkot",Sialkot Area 2,Sialkot,Punjab,Agricultural Land,931.0,142308936.0
PROP-007940,Yasmin Bhatti,41603-5465003-0,"443-North Nazimabad, Karachi",North Nazimabad,Karachi,Sindh,Flat,7.0,65191119.0
PROP-007941,Nadeea Brohi,32419-4055319-8,"305-Township, Lahore",Township,Lahore,Punjab,Agricultural Land,1510.0,3446371150.0
PROP-007942,Nadiya Brohi,32419-4055319-8,"373-Gulberg III, Lahore",Gulberg III,Lahore,Punjab,Agricultural Land,1726.0,4531188404.0
PROP-007943,Maheen Hashmi,31502-4457490-0,"494-Bahawalpur Area 4, Bahawalpur",Bahawalpur Area 4,Bahawalpur,Punjab,House,,18132646.0
PROP-007944,Maheen Hashmi,31502-4457490-0,"408-Bahawalpur Area 3, Bahawalpur",Bahawalpur Area 3,Bahawalpur,Punjab,Flat,7.0,13874014.0
PROP-007945,Qudsia Warraich,48176-1315383-6,"263-Gulshan-e-Iqbal, Karachi",Gulshan-e-Iqbal,Karachi,Sindh,Commercial,7.0,10753694.0
PROP-007946,Yasmin Minhas,32230-3919965-4,"462-DHA Phase 5, Lahore",,Lahore,Punjab,Flat,3.0,18530892.0
PROP-007947,Nadeea Bhatti,38860-5385381-4,"308-Jhelum Area 5, Jhelum",Jhelum Area 5,Jhelum,Punjab,House,5.0,7234320.0
PROP-007948,Babar Brohi,39987-1747583-9,"155-Gulberg III, Lahore",Gulberg III,Lahore,Punjab,Commercial,20.0,77423580.0
PROP-007949,,39072-7400411-9,"350-Sahiwal Area 5, Sahiwal",Sahiwal Area 5,Sahiwal,Punjab,House,20.0,19498540.0
PROP-007950,Waheed Jatoi,41503-5422077-3,"257-Khairpur Area 1, Khairpur",Khairpur Area 1,Khairpur,Sindh,Plot,14.0,10354246.0
PROP-007951,Tareq Laghari,44716-6286588-9,"18-North Nazimabad, Karachi",North Nazimabad,Karachi,Sindh,House,,104572729.0
PROP-007952,Nighat Mughal,68599-0300426-6,"499-DHA Phase 2, Islamabad",DHA Phase 2,Islamabad,Islamabad,House,14.0,177343572.0
PROP-007953,Hina Ahmed,13179-9973831-8,"217-Peshawar Area 4, Peshawar",Peshawar Area 4,Peshawar,KPK,House,20.0,10095620.0
PROP-007954,Hina Ahmed,13179-9973831-8,"239-Peshawar Area 2, Peshawar",,Peshawar,KPK,Commercial,3.0,5563743.0
PROP-007955,Hina Ahmed,13179-9973831-8,"58-Peshawar Area 3, Peshawar",Peshawar Area 3,Peshawar,KPK,Plot,,5294445.0
PROP-007956,Daniyal Baloch,19940-3882481-3,"283-Mingora Area 2, Mingora",Mingora Area 2,Mingora,KPK,House,20.0,17538340.0
PROP-007957,Zubair Chandio,54726-3741410-5,,Quetta Area 2,Quetta,Balochistan,Commercial,7.0,6815669.0
PROP-007958,Zubayer Chandio,54726-3741410-5,"67-Quetta Area 3, Quetta",Quetta Area 3,Quetta,Balochistan,Flat,6.0,2114172.0
PROP-007959,Jaweria Afridi,38040-1840443-0,"173-Cantt, Lahore",Cantt,Lahore,Punjab,Agricultural Land,141.0,319283502.0
PROP-007960,Jaweria Afridi,38040-1840443-0,"1-Township, Lahore",Township,Lahore,Punjab,Plot,5.0,38166175.0
PROP-007961,Noor Baig,40680-8931451-6,"355-Sukkur Area 5, Sukkur",Sukkur Area 5,Sukkur,Sindh,House,20.0,12566640.0
PROP-007962,Waqas Malik,31848-5238276-5,"332-Gulberg III, Lahore",Gulberg III,Lahore,Punjab,House,5.0,10089510.0
PROP-007963,Qudsia Ali,47436-1895265-4,"378-Clifton, Karachi",Clifton,Karachi,Sindh,Plot,20.0,90015900.0
PROP-007964,Aneela Tahir,57962-3952302-2,"243-Khuzdar Area 5, Khuzdar",Khuzdar Area 5,Khuzdar,Balochistan,Commercial,5.0,3442565.0
PROP-007965,Adnan Chaudhry,40814-1556730-1,"209-Mirpur Khas Area 3, Mirpur Khas",Mirpur Khas Area 3,Mirpur Khas,Sindh,Plot,10.0,3163760.0
PROP-007966,Zainab Sheikh,40665-6389437-2,"228-Khairpur Area 4, Khairpur",Khairpur Area 4,Khairpur,Sindh,Plot,10.0,18484750.0
PROP-007967,Noman Bhatti,42706-1163011-5,"463-Mirpur Khas Area 2, Mirpur Khas",Mirpur Khas Area 2,Mirpur Khas,Sindh,Agricultural Land,141.0,34524414.0
PROP-007968,Owais Chandio,15783-8826862-5,"54-Mardan Area 3, Mardan",Mardan Area 3,Mardan,KPK,Plot,20.0,24754440.0
PROP-007969,Owais Chandio,15783-8826862-5,"18-Mardan Area 2, Mardan",,Mardan,KPK,Plot,,2519237.0
PROP-007970,Bilal Memon,44948-9439406-1,"103-Sukkur Area 3, Sukkur",Sukkur Area 3,Sukkur,Sindh,Commercial,3.0,3439764.0
PROP-007971,,35438-1389165-9,"3-Gujrat Area 4, Gujrat",Gujrat Area 4,Gujrat,Punjab,House,5.0,8172525.0
PROP-007972,Muhammad Siddiqui,35438-1389165-9,"27-Gujrat Area 1, Gujrat",Gujrat Area 1,Gujrat,Punjab,Plot,7.0,2293753.0
PROP-007973,Komal Soomro,65276-8909993-0,"97-G-9, Islamabad",G-9,Islamabad,Islamabad,House,,195837558.0
PROP-007974,Komal Soomro,65276-8909993-0,"416-Bahria Town Phase 7, Islamabad",Bahria Town Phase 7,Islamabad,Islamabad,House,20.0,338432580.0
PROP-007975,,34412-2611865-5,"153-Sargodha Area 3, Sargodha",Sargodha Area 3,Sargodha,Punjab,House,5.0,1926035.0
PROP-007976,Kamran Gill,34412-2611865-5,"492-Sargodha Area 4, Sargodha",Sargodha Area 4,Sargodha,Punjab,Agricultural Land,406.0,97735974.0
PROP-007977,Kamran Gill,34412-2611865-5,"366-Sargodha Area 5, Sargodha",Sargodha Area 5,Sargodha,Punjab,House,14.0,10364942.0
PROP-007978,Shahid Bhatti,47834-5910028-1,"497-Jacobabad Area 1, Jacobabad",Jacobabad Area 1,Jacobabad,Sindh,Plot,5.0,7326220.0
PROP-007979,Noor Warraich,36837-3354892-4,"8-Sialkot Area 3, Sialkot",Sialkot Area 3,Sialkot,Punjab,Plot,7.0,7231770.0
PROP-007980,Farzana Awan,10594-6895119-0,"220-Peshawar Area 3, Peshawar",Peshawar Area 3,Peshawar,KPK,Plot,5.0,9994730.0
PROP-007981,Noor Baloch,39064-8042317-0,"30-Jinnah Colony, Faisalabad",Jinnah Colony,Faisalabad,Punjab,Flat,5.0,6621920.0
PROP-007982,Ghazala Brohi,35355-0174186-0,"390-Gujranwala Area 1, Gujranwala",Gujranwala Area 1,Gujranwala,Punjab,Flat,12.0,16762656.0
PROP-007983,Ghazala Brohi,35355-0174186-0,"355-Gujranwala Area 3, Gujranwala",Gujranwala Area 3,Gujranwala,Punjab,Commercial,3.0,3419322.0
PROP-007984,Ghazala Brohi,,"126-Gujranwala Area 2, Gujranwala",Gujranwala Area 2,Gujranwala,Punjab,Commercial,3.0,1797507.0
PROP-007985,Salman Iqbal,17684-8586593-5,"14-Swabi Area 5, Swabi",Swabi Area 5,Swabi,KPK,Flat,10.0,8690230.0
PROP-007986,Salman Iqbal,17684-8586593-5,"398-Swabi Area 3, Swabi",Swabi Area 3,Swabi,KPK,Agricultural Land,1393.0,140647031.0
PROP-007987,Salman Iqbal,17684-8586593-5,,Swabi Area 1,Swabi,KPK,Plot,14.0,26402110.0
PROP-007988,,33180-1638328-3,"247-Multan Area 5, Multan",Multan Area 5,Multan,Punjab,Flat,6.0,9839988.0
PROP-007989,,33180-1638328-3,"168-Multan Area 5, Multan",Multan Area 5,Multan,Punjab,Agricultural Land,1760.0,34535991.0
PROP-007990,Babar Laghari,33180-1638328-3,"184-Multan Area 3, Multan",Multan Area 3,,Punjab,Commercial,20.0,8613100.0
PROP-007991,Aisha Virk,79293-8563432-8,"199-Muzaffarabad Area 4, Muzaffarabad",Muzaffarabad Area 4,Muzaffarabad,AJK,Flat,4.0,3720120.0
PROP-007992,Pervaiz Randhawa,37149-1851365-1,"211-Gujranwala Area 1, Gujranwala",Gujranwala Area 1,Gujranwala,Punjab,House,20.0,18359680.0
PROP-007993,Sohail Aslam,33780-4999519-7,"38-Rahim Yar Khan Area 2, Rahim Yar Khan",Rahim Yar Khan Area 2,Rahim Yar Khan,Punjab,Plot,10.0,12322590.0
PROP-007994,,33780-4999519-7,"88-Rahim Yar Khan Area 2, Rahim Yar Khan",Rahim Yar Khan Area 2,Rahim Yar Khan,Punjab,Commercial,3.0,4966401.0
PROP-007995,Farah Warraich,48842-6520584-4,"298-Hyderabad Area 5, Hyderabad",Hyderabad Area 5,Hyderabad,Sindh,Plot,7.0,6164130.0
PROP-007996,Farah Warraich,48842-6520584-4,"457-Hyderabad Area 1, Hyderabad",Hyderabad Area 1,Hyderabad,Sindh,Plot,10.0,19567540.0
