citizen_id,cnic,canonical_first,canonical_name,first_name,last_name,father_name,ntn,gender,province,city,wealth_class,declared_income,tax_paid,is_filer,is_anomaly,is_extreme,has_activity,category
CIT-005145,45336-2470098-5,Naveed,Naveed Durrani,Naveed,Durrani,Fahad Afridi,,M,Sindh,Nawabshah,low,494580,0,False,False,False,False,Positive
CIT-005146,31533-7076241-6,Tanzeela,Tanzeela Chandio,Tanzeela,Chandio,Rizwan Mirza,3696574,F,Punjab,Gujranwala,low,522533,0,True,False,False,True,Positive
CIT-005147,16034-2202529-9,Asad,Asad Gill,Asad,Gill,Zubair Cheema,,M,KPK,Swabi,middle,1539022,3915,False,False,False,False,Positive
CIT-005148,31815-0614366-6,Wardah,Wardah Jatoi,Wardah,Jatoi,Ahmad Khattak,5015962,F,Punjab,Sargodha,high,125071,0,True,True,True,True,Negative
CIT-005149,33582-1535945-9,Qasim,Qasim Kayani,Qasim,Kayani,Umair Brohi,,M,Punjab,Lahore,middle,4530556,76205,False,False,False,False,Positive
CIT-005150,15385-4286728-8,Riffat,Riffat Niazi,Riffat,Niazi,Amir Gondal,,F,KPK,Mingora,middle,2706947,7170,False,False,False,False,Positive
CIT-005151,44946-4798103-8,Naila,Naila Hashmi,Naila,Hashmi,Habib Sheikh,,F,Sindh,Hyderabad,middle,1239148,845,False,False,False,False,Positive
CIT-005152,31177-5091728-3,Rashid,Rashid Soomro,Rashid,Soomro,Sajid Bhatti,,M,Punjab,Sheikhupura,middle,1930245,7758,False,False,False,False,Positive
CIT-005153,43808-6800977-9,Liaquat,Liaquat Yousafzai,Liaquat,Yousafzai,Iqbal Raza,3479173,M,Sindh,Larkana,low,416633,0,True,False,False,True,Positive
CIT-005154,38876-7932377-2,Bano,Bano Cheema,Bano,Cheema,Noman Soomro,,F,Punjab,Sialkot,upper,891991,730,False,True,False,False,Medium
CIT-005155,45957-7629773-6,Yasmin,Yasmin Ali,Yasmin,Ali,Salman Bugti,2778713,F,Sindh,Jacobabad,middle,1204139,14977,True,False,False,True,Positive
CIT-005156,30150-5175291-8,Farah,Farah Mengal,Farah,Mengal,Owais Hashmi,,F,Punjab,Sahiwal,high,43534,0,False,True,True,False,Negative
CIT-005157,42875-5310205-4,Sana,Sana Qureshi,Sana,Qureshi,Amir Khattak,4090036,F,Sindh,Karachi,low,569223,0,True,False,False,True,Positive
CIT-005158,43731-2694407-9,Sajid,Sajid Khoso,Sajid,Khoso,Junaid Kayani,6567991,M,Sindh,Sukkur,upper,4890749,791063,True,False,False,True,Positive
CIT-005159,43435-6237941-4,Uzma,Uzma Aslam,Uzma,Aslam,Ali Mengal,,F,Sindh,Khairpur,high,36764541,356507,False,False,False,False,Positive
CIT-005160,33460-1528371-5,Adnan,Adnan Memon,Adnan,Memon,Hamza Baig,3684035,M,Punjab,Rahim Yar Khan,high,37051938,13636557,True,False,False,True,Positive
CIT-005161,62379-8929361-9,Hamza,Hamza Virk,Hamza,Virk,Tanveer Khan,,M,Islamabad,Islamabad,low,755049,79,False,False,False,False,Positive
CIT-005162,36046-7261360-5,Fahad,Fahad Mengal,Fahad,Mengal,Kashif Raza,3883622,M,Punjab,Jhelum,low,387181,0,True,False,False,True,Positive
CIT-005163,37645-1172302-3,Rafiq,Rafiq Ahmed,Rafiq,Ahmed,Irfan Mirza,0349357,M,Punjab,Dera Ghazi Khan,low,576640,0,True,False,False,True,Positive
CIT-005164,44982-6308100-1,Iqbal,Iqbal Minhas,Iqbal,Minhas,Ghulam Baloch,7569753,M,Sindh,Hyderabad,low,604465,106,True,False,False,True,Positive
CIT-005165,49929-1328777-9,Mansoor,Mansoor Memon,Mansoor,Memon,Azhar Shah,,M,Sindh,Karachi,low,433701,0,False,False,False,False,Positive
CIT-005166,36710-7794509-5,Javed,Javed Mirza,Javed,Mirza,Talha Qureshi,,M,Punjab,Sahiwal,low,396659,0,False,False,False,False,Positive
CIT-005167,48512-8624186-5,Danish,Danish Abbasi,Danish,Abbasi,Ehsan Qureshi,7649366,M,Sindh,Sukkur,middle,2917254,271405,True,False,False,True,Positive
CIT-005168,62091-0626964-9,Daniyal,Daniyal Jatoi,Daniyal,Jatoi,Fahad Chaudhry,,M,Islamabad,Islamabad,middle,1927137,1769,False,False,False,False,Positive
CIT-005169,33805-9585824-3,Zafar,Zafar Hussain,Zafar,Hussain,Khalid Chaudhry,,M,Punjab,Lahore,high,1166,0,False,True,True,False,Negative
CIT-005170,36110-9104251-8,Samina,Samina Jatoi,Samina,Jatoi,Qasim Chaudhry,1213244,F,Punjab,Rahim Yar Khan,upper,1397585,35926,True,True,False,True,Medium
CIT-005171,35674-2960117-8,Jaweria,Jaweria Yousafzai,Jaweria,Yousafzai,Faisal Virk,,F,Punjab,Lahore,middle,1406584,2324,False,False,False,False,Positive
CIT-005172,35868-1569374-0,Bano,Bano Junejo,Bano,Junejo,Rashid Baloch,0472434,F,Punjab,Bahawalpur,upper,4161910,593145,True,False,False,True,Positive
CIT-005173,40578-1702216-1,Javed,Javed Minhas,Javed,Minhas,Mansoor Shah,,M,Sindh,Karachi,low,421480,0,False,False,False,False,Positive
CIT-005174,16060-6079646-3,Rashid,Rashid Abbasi,Rashid,Abbasi,Zubair Bugti,,M,KPK,Mardan,high,26495624,627532,False,False,False,True,Medium
CIT-005175,35315-7576504-4,Yasmin,Yasmin Afridi,Yasmin,Afridi,Ghulam Khan,2022590,F,Punjab,Jhelum,low,363341,0,True,False,False,True,Positive
CIT-005176,49725-6471447-4,Lubna,Lubna Awan,Lubna,Awan,Shahid Gondal,,F,Sindh,Khairpur,upper,5982305,94409,False,False,False,False,Positive
CIT-005177,35293-1942426-6,Bano,Bano Iqbal,Bano,Iqbal,Farhan Chandio,,F,Punjab,Lahore,middle,1084626,780,False,False,False,True,Medium
CIT-005178,45216-9222401-8,Nighat,Nighat Jamali,Nighat,Jamali,Hassan Hashmi,,F,Sindh,Larkana,low,357306,0,False,False,False,False,Positive
CIT-005179,34446-9331126-2,Nighat,Nighat Jatoi,Nighat,Jatoi,Hamza Rajput,,F,Punjab,Gujrat,low,611480,19,False,False,False,False,Positive
CIT-005180,10763-5606725-4,Farzana,Farzana Jatoi,Farzana,Jatoi,Muhammad Aslam,,F,KPK,Peshawar,high,4190528,18935,False,True,False,False,Medium
CIT-005181,13271-0791214-6,Samina,Samina Jatoi,Samina,Jatoi,Talha Baig,,F,KPK,Swabi,high,178273,0,False,True,True,False,Negative
CIT-005182,47564-2000604-1,Danish,Danish Gill,Danish,Gill,Habib Mughal,,M,Sindh,Sukkur,middle,1600352,2615,False,False,False,False,Positive
CIT-005183,33792-7593785-3,Faisal,Faisal Afridi,Faisal,Afridi,Azhar Niazi,0699609,M,Punjab,Bahawalpur,low,368440,0,True,False,False,True,Positive
CIT-005184,33090-3565379-1,Basit,Basit Ahmed,Basit,Ahmed,Tariq Bugti,5915360,M,Punjab,Dera Ghazi Khan,upper,685973,1955,True,True,False,True,Medium
CIT-005185,31089-6077643-8,Aneela,Aneela Junejo,Aneela,Junejo,Pervaiz Khan,5253353,F,Punjab,Faisalabad,low,447031,0,True,False,False,True,Positive
CIT-005186,14476-4394286-1,Noman,Noman Bugti,Noman,Bugti,Ahmad Shaikh,7032489,M,KPK,Dera Ismail Khan,middle,2183965,125394,True,False,False,True,Positive
CIT-005187,48087-6876271-2,Iram,Iram Malik,Iram,Malik,Junaid Gill,,F,Sindh,Larkana,middle,2378001,1328,False,False,False,False,Positive
CIT-005188,38559-2143403-0,Sadia,Sadia Bugti,Sadia,Bugti,Tahir Minhas,1138375,F,Punjab,Gujranwala,upper,5169624,844384,True,False,False,True,Positive
CIT-005189,18016-7033756-8,Khadija,Khadija Rajput,Khadija,Rajput,Zubair Hashmi,9561002,F,KPK,Kohat,high,1696541,76935,True,True,False,True,Medium
CIT-005190,31790-9644562-6,Wardah,Wardah Gondal,Wardah,Gondal,Salman Virk,,F,Punjab,Faisalabad,middle,1950605,7788,False,False,False,True,Medium
CIT-005191,34493-2384491-3,Irfan,Irfan Baloch,Irfan,Baloch,Khalid Afridi,7378626,M,Punjab,Multan,middle,1405968,46848,True,False,False,True,Positive
CIT-005192,36938-6896304-9,Ehsan,Ehsan Shah,Ehsan,Shah,Talha Cheema,6184418,M,Punjab,Lahore,middle,1540814,64502,True,False,False,True,Positive
CIT-005193,42911-8133684-3,Basit,Basit Raza,Basit,Raza,Sohail Jamali,,M,Sindh,Khairpur,low,744112,266,False,False,False,False,Positive
CIT-005194,44639-0113063-1,Qasim,Qasim Khoso,Qasim,Khoso,Zubair Baloch,,M,Sindh,Mirpur Khas,middle,2306938,16577,False,False,False,False,Positive
CIT-005195,36172-9694667-9,Bilal,Bilal Sethi,Bilal,Sethi,Zubair Malik,5034895,M,Punjab,Rahim Yar Khan,upper,6291200,1348480,True,False,False,True,Positive
CIT-005196,37535-4452490-9,Mushtaq,Mushtaq Yousafzai,Mushtaq,Yousafzai,Farhan Ahmed,,M,Punjab,Dera Ghazi Khan,middle,1229012,144,False,False,False,False,Positive
CIT-005197,41120-2049055-7,Sohail,Sohail Shaikh,Sohail,Shaikh,Daniyal Ahmed,,M,Sindh,Larkana,low,532737,0,False,False,False,False,Positive
CIT-005198,64746-9613007-4,Aneela,Aneela Rajput,Aneela,Rajput,Zafar Aslam,,F,Islamabad,Islamabad,middle,2475850,8161,False,False,False,True,Medium
CIT-005199,38639-4438142-1,Arif,Arif Mughal,Arif,Mughal,Asad Randhawa,6497602,M,Punjab,Dera Ghazi Khan,high,1230199,18498,True,True,False,True,Medium
CIT-005200,45876-1352011-8,Farah,Farah Jatoi,Farah,Jatoi,Tariq Chaudhry,,F,Sindh,Khairpur,middle,2699647,1347,False,False,False,True,Medium
CIT-005201,35358-9409234-8,Wardah,Wardah Minhas,Wardah,Minhas,Rafiq Khoso,,F,Punjab,Rawalpindi,middle,2652786,2838,False,False,False,True,Medium
CIT-005202,32926-8636216-0,Nadia,Nadia Virk,Nadia,Virk,Usman Shaikh,,F,Punjab,Gujrat,middle,2965087,11804,False,False,False,False,Positive
CIT-005203,10288-0995574-8,Iram,Iram Rajput,Iram,Rajput,Rizwan Sheikh,,F,KPK,Swabi,low,547948,0,False,False,False,False,Positive
CIT-005204,32257-1046216-4,Asma,Asma Shaikh,Asma,Shaikh,Salman Kayani,,F,Punjab,Lahore,middle,2146855,13486,False,False,False,False,Positive
CIT-005205,38119-0217250-0,Samina,Samina Baloch,Samina,Baloch,Talha Khan,,F,Punjab,Multan,low,764227,304,False,False,False,False,Positive
CIT-005206,18295-2709288-6,Tahira,Tahira Ali,Tahira,Ali,Umar Gondal,,F,KPK,Kohat,low,571821,0,False,False,False,False,Positive
CIT-005207,30862-6044073-9,Kashif,Kashif Malik,Kashif,Malik,Ghulam Randhawa,,M,Punjab,Rahim Yar Khan,middle,1548701,2409,False,False,False,False,Positive
CIT-005208,31989-0600676-4,Asma,Asma Hashmi,Asma,Hashmi,Amir Khan,,F,Punjab,Rawalpindi,middle,1573376,369,False,False,False,True,Medium
CIT-005209,54882-6900380-9,Rafiq,Rafiq Mughal,Rafiq,Mughal,Atif Gill,5170969,M,Balochistan,Hub,upper,6445137,1330812,True,False,False,True,Positive
CIT-005210,30544-3085266-6,Nasreen,Nasreen Jamali,Nasreen,Jamali,Ghulam Minhas,2416184,F,Punjab,Lahore,middle,1222158,20166,True,False,False,True,Positive
CIT-005211,30127-7929825-5,Ali,Ali Siddiqui,Ali,Siddiqui,Adnan Khattak,0099100,M,Punjab,Gujranwala,middle,1724279,86177,True,False,False,True,Positive
CIT-005212,45861-9917765-4,Shazia,Shazia Butt,Shazia,Butt,Nadeem Qureshi,5263405,F,Sindh,Sukkur,low,694764,2068,True,False,False,True,Positive
CIT-005213,43684-0419727-6,Farzana,Farzana Randhawa,Farzana,Randhawa,Shoaib Sethi,,F,Sindh,Jacobabad,low,259105,0,False,False,False,False,Positive
CIT-005214,18323-9524225-7,Daniyal,Daniyal Sheikh,Daniyal,Sheikh,Amir Minhas,3739632,M,KPK,Mansehra,upper,1523258,62815,True,True,False,True,Medium
CIT-005215,42492-2085359-4,Sadia,Sadia Soomro,Sadia,Soomro,Basit Kayani,,F,Sindh,Larkana,upper,8402016,183418,False,False,False,False,Positive
CIT-005216,31040-4372349-5,Ali,Ali Khattak,Ali,Khattak,Danish Jamali,,M,Punjab,Sialkot,middle,1568088,499,False,False,False,False,Positive
CIT-005217,36567-3627641-7,Saeed,Saeed Warraich,Saeed,Warraich,Umair Yousafzai,,M,Punjab,Rawalpindi,upper,7062342,124180,False,False,False,True,Medium
CIT-005218,33961-7825779-2,Farah,Farah Yousafzai,Farah,Yousafzai,Saeed Qureshi,8911176,F,Punjab,Dera Ghazi Khan,low,500472,0,True,False,False,True,Positive
CIT-005219,32480-0070178-4,Sadia,Sadia Kayani,Sadia,Kayani,Javed Awan,,F,Punjab,Gujranwala,low,723142,300,False,False,False,False,Positive
CIT-005220,39788-5041682-9,Waqas,Waqas Sheikh,Waqas,Sheikh,Imran Aslam,,M,Punjab,Faisalabad,middle,2417156,10393,False,False,False,True,Medium
CIT-005221,56576-9275677-0,Tanzeela,Tanzeela Virk,Tanzeela,Virk,Fahad Yousafzai,,F,Balochistan,Loralai,middle,1182659,1262,False,False,False,False,Positive
CIT-005222,42817-3365513-4,Nasreen,Nasreen Yousafzai,Nasreen,Yousafzai,Yasir Memon,8205067,F,Sindh,Khairpur,upper,7155907,1386158,True,False,False,True,Positive
CIT-005223,14866-2146439-1,Khalid,Khalid Randhawa,Khalid,Randhawa,Zubair Mengal,3087334,M,KPK,Swabi,upper,5641055,972561,True,False,False,True,Positive
CIT-005224,49686-7842879-3,Waqas,Waqas Hashmi,Waqas,Hashmi,Qasim Virk,9477798,M,Sindh,Sukkur,middle,1845290,101651,True,False,False,True,Positive
CIT-005225,36869-4610838-1,Tanveer,Tanveer Soomro,Tanveer,Soomro,Zubair Afridi,5310903,M,Punjab,Sheikhupura,middle,1446772,42823,True,False,False,True,Positive
CIT-005226,59292-6958493-7,Mansoor,Mansoor Brohi,Mansoor,Brohi,Azhar Khattak,8794257,M,Balochistan,Quetta,low,844757,5273,True,False,False,True,Positive
CIT-005227,33677-3387633-5,Sajid,Sajid Siddiqui,Sajid,Siddiqui,Adnan Warraich,0660889,M,Punjab,Lahore,upper,8197080,1774486,True,False,False,True,Positive
CIT-005228,68442-4655524-4,Yasmin,Yasmin Laghari,Yasmin,Laghari,Adnan Aslam,,F,Islamabad,Islamabad,high,22026685,215635,False,False,False,True,Medium
CIT-005229,37315-3707221-0,Madiha,Madiha Awan,Madiha,Awan,Irfan Shah,1403507,F,Punjab,Dera Ghazi Khan,middle,1206114,17380,True,False,False,True,Positive
CIT-005230,18815-2856073-2,Hina,Hina Yousafzai,Hina,Yousafzai,Shoaib Iqbal,,F,KPK,Peshawar,middle,1603333,2692,False,False,False,False,Positive
CIT-005231,40682-6193321-5,Daniyal,Daniyal Khan,Daniyal,Khan,Yasir Khan,6904557,M,Sindh,Jacobabad,middle,2050610,109191,True,False,False,True,Positive
CIT-005232,12302-8569953-3,Farhan,Farhan Bhatti,Farhan,Bhatti,Iqbal Afridi,1317058,M,KPK,Mingora,low,537361,0,True,False,False,True,Positive
CIT-005233,38792-3905025-8,Samina,Samina Memon,Samina,Memon,Liaquat Rajput,,F,Punjab,Gujranwala,low,728180,8,False,False,False,True,Medium
CIT-005234,49909-6531817-7,Rizwan,Rizwan Iqbal,Rizwan,Iqbal,Tahir Kayani,,M,Sindh,Karachi,low,633705,55,False,False,False,False,Positive
CIT-005235,42248-5665401-2,Zubaida,Zubaida Shah,Zubaida,Shah,Azhar Virk,4404000,F,Sindh,Mirpur Khas,low,668796,1902,True,False,False,True,Positive
CIT-005236,78697-0111152-3,Adnan,Adnan Rajput,Adnan,Rajput,Babar Baig,,M,GB,Gilgit,low,551513,0,False,False,False,True,Medium
CIT-005237,13257-4836561-6,Bano,Bano Durrani,Bano,Durrani,Naveed Brohi,4814385,F,KPK,Swabi,upper,3954957,477833,True,False,False,True,Positive
CIT-005238,38964-3089466-9,Fahad,Fahad Butt,Fahad,Butt,Waseem Afridi,,M,Punjab,Sargodha,low,471490,0,False,False,False,True,Medium
CIT-005239,31084-8054787-7,Waheed,Waheed Malik,Waheed,Malik,Fahad Ahmed,6787523,M,Punjab,Lahore,high,62920,0,True,True,True,True,Negative
CIT-005240,12717-1221318-7,Adnan,Adnan Khoso,Adnan,Khoso,Ghulam Gill,8270693,M,KPK,Dera Ismail Khan,middle,2473944,173331,True,False,False,True,Positive
CIT-005241,46562-7127788-0,Yasmin,Yasmin Cheema,Yasmin,Cheema,Zeeshan Awan,,F,Sindh,Karachi,upper,5907972,32771,False,False,False,False,Positive
CIT-005242,30539-3063763-6,Shazia,Shazia Minhas,Shazia,Minhas,Zafar Khattak,0346041,F,Punjab,Lahore,upper,6977471,1454737,True,False,False,True,Positive
CIT-005243,38991-5009101-7,Shahid,Shahid Mengal,Shahid,Mengal,Saeed Rajput,,M,Punjab,Sargodha,middle,1635849,884,False,False,False,False,Positive
CIT-005244,14521-4309378-5,Tariq,Tariq Baig,Tariq,Baig,Javed Gill,,M,KPK,Kohat,low,367111,0,False,False,False,False,Positive
CIT-005245,33659-0633529-7,Zafar,Zafar Shah,Zafar,Shah,Khalid Iqbal,,M,Punjab,Dera Ghazi Khan,low,481837,0,False,False,False,True,Medium
CIT-005246,42602-2079023-1,Yasir,Yasir Hussain,Yasir,Hussain,Iqbal Qureshi,1643680,M,Sindh,Larkana,middle,1974867,99264,True,False,False,True,Positive
CIT-005247,37890-9320091-9,Talha,Talha Brohi,Talha,Brohi,Faisal Awan,5869028,M,Punjab,Lahore,middle,1478577,45749,True,False,False,True,Positive
CIT-005248,34978-5585026-2,Nasreen,Nasreen Afridi,Nasreen,Afridi,Imran Malik,3990051,F,Punjab,Sahiwal,upper,5590373,1082586,True,False,False,True,Positive
CIT-005249,48115-7581674-1,Rizwan,Rizwan Mirza,Rizwan,Mirza,Noman Durrani,,M,Sindh,Jacobabad,middle,1357911,1315,False,False,False,False,Positive
CIT-005250,40125-3193819-8,Nasreen,Nasreen Raza,Nasreen,Raza,Zubair Siddiqui,4124334,F,Sindh,Khairpur,low,699511,2460,True,False,False,True,Positive
CIT-005251,64389-1144654-0,Nasreen,Nasreen Aslam,Nasreen,Aslam,Daniyal Minhas,0030220,F,Islamabad,Islamabad,middle,1647815,64162,True,False,False,True,Positive
CIT-005252,31640-0910154-6,Sana,Sana Junejo,Sana,Junejo,Rafiq Gondal,,F,Punjab,Multan,middle,2783233,25273,False,False,False,True,Medium
CIT-005253,38078-0918665-6,Komal,Komal Qureshi,Komal,Qureshi,Owais Siddiqui,,F,Punjab,Multan,middle,2847413,5862,False,False,False,False,Positive
CIT-005254,40686-8399794-4,Durr-e-Shahwar,Durr-e-Shahwar Brohi,Durr-e-Shahwar,Brohi,Habib Shah,3555727,F,Sindh,Karachi,middle,1756763,83839,True,False,False,True,Positive
CIT-005255,32927-5381940-9,Liaquat,Liaquat Shaikh,Liaquat,Shaikh,Zahid Abbasi,4882795,M,Punjab,Rawalpindi,middle,1330097,31624,True,False,False,True,Positive
CIT-005256,33743-2679760-1,Hassan,Hassan Randhawa,Hassan,Randhawa,Noman Jamali,,M,Punjab,Lahore,upper,3209099,27602,False,False,False,True,Medium
CIT-005257,30536-7737157-1,Liaquat,Liaquat Randhawa,Liaquat,Randhawa,Ehsan Butt,,M,Punjab,Lahore,middle,1157399,429,False,False,False,True,Medium
CIT-005258,31726-0891399-1,Sohail,Sohail Niazi,Sohail,Niazi,Qasim Aslam,4182902,M,Punjab,Faisalabad,low,331112,0,True,False,False,True,Positive
CIT-005259,40315-3939514-4,Asma,Asma Abbasi,Asma,Abbasi,Owais Rajput,,F,Sindh,Mirpur Khas,middle,2721893,23299,False,False,False,False,Positive
CIT-005260,39884-1754035-8,Qudsia,Qudsia Sheikh,Qudsia,Sheikh,Qasim Randhawa,,F,Punjab,Faisalabad,middle,1863645,433,False,False,False,True,Medium
CIT-005261,17893-5628545-2,Riffat,Riffat Warraich,Riffat,Warraich,Amir Ahmed,,F,KPK,Swabi,high,33014,0,False,True,True,True,Negative
CIT-005262,35354-6858880-8,Durr-e-Shahwar,Durr-e-Shahwar Rajput,Durr-e-Shahwar,Rajput,Pervaiz Malik,0003069,F,Punjab,Sargodha,middle,2023175,121825,True,False,False,True,Positive
CIT-005263,79298-5935914-7,Ehsan,Ehsan Shaikh,Ehsan,Shaikh,Muhammad Chaudhry,0869660,M,AJK,Muzaffarabad,low,256847,0,True,False,False,True,Positive
CIT-005264,38210-9959025-7,Amir,Amir Kayani,Amir,Kayani,Muhammad Baloch,,M,Punjab,Multan,upper,4188613,21822,False,False,False,True,Medium
CIT-005265,34751-3882973-2,Zubaida,Zubaida Bugti,Zubaida,Bugti,Ahmad Virk,,F,Punjab,Lahore,low,652448,8,False,False,False,True,Medium
CIT-005266,41761-5808636-3,Javed,Javed Junejo,Javed,Junejo,Rafiq Bhatti,,M,Sindh,Jacobabad,middle,1961715,10460,False,False,False,False,Positive
CIT-005267,34990-3549814-7,Sohail,Sohail Ahmed,Sohail,Ahmed,Imran Siddiqui,,M,Punjab,Faisalabad,middle,1722239,41,False,False,False,False,Positive
CIT-005268,31175-1328981-7,Danish,Danish Shaikh,Danish,Shaikh,Waseem Jatoi,,M,Punjab,Faisalabad,upper,516403,0,False,True,False,False,Medium
CIT-005269,33191-1273121-8,Samina,Samina Kayani,Samina,Kayani,Zafar Hashmi,,F,Punjab,Sialkot,low,816762,13,False,False,False,False,Positive
CIT-005270,35134-3904156-5,Hamza,Hamza Cheema,Hamza,Cheema,Shoaib Minhas,9672700,M,Punjab,Gujranwala,upper,5615029,1048968,True,False,False,True,Positive
CIT-005271,34842-7871693-5,Hassan,Hassan Tahir,Hassan,Tahir,Azhar Raza,5458641,M,Punjab,Bahawalpur,middle,1837852,100175,True,False,False,True,Positive
CIT-005272,19639-7625911-4,Uzma,Uzma Malik,Uzma,Malik,Junaid Afridi,4777820,F,KPK,Peshawar,middle,1907066,113753,True,False,False,True,Positive
CIT-005273,31206-0946577-9,Shahid,Shahid Warraich,Shahid,Warraich,Waqas Brohi,1777193,M,Punjab,Sargodha,high,4290407,714192,True,True,False,True,Medium
CIT-005274,33651-0314882-8,Saima,Saima Iqbal,Saima,Iqbal,Bilal Shah,,F,Punjab,Gujranwala,upper,3196168,6557,False,False,False,False,Positive
CIT-005275,39163-8625774-2,Samina,Samina Warraich,Samina,Warraich,Arif Raza,,F,Punjab,Sargodha,low,613742,13,False,False,False,False,Positive
CIT-005276,16538-0013509-1,Junaid,Junaid Sheikh,Junaid,Sheikh,Faisal Mughal,,M,KPK,Swabi,low,483073,0,False,False,False,False,Positive
CIT-005277,43429-8286454-9,Sohail,Sohail Mughal,Sohail,Mughal,Habib Hussain,,M,Sindh,Larkana,low,592671,0,False,False,False,False,Positive
CIT-005278,66868-9091940-3,Zeeshan,Zeeshan Khoso,Zeeshan,Khoso,Rashid Minhas,3762189,M,Islamabad,Islamabad,high,86217,0,True,True,True,True,Negative
CIT-005279,69593-2073399-0,Sadia,Sadia Kayani,Sadia,Kayani,Sohail Afridi,9867492,F,Islamabad,Islamabad,middle,1477830,53938,True,False,False,True,Positive
CIT-005280,38519-4172744-3,Saeed,Saeed Iqbal,Saeed,Iqbal,Zeeshan Jamali,6744565,M,Punjab,Sheikhupura,high,13186,0,True,True,True,True,Negative
CIT-005281,44823-5138316-9,Waqas,Waqas Sethi,Waqas,Sethi,Danish Hashmi,3099989,M,Sindh,Mirpur Khas,high,1673,0,True,True,True,True,Negative
CIT-005282,43759-5667825-5,Usman,Usman Raza,Usman,Raza,Bilal Ahmed,1032168,M,Sindh,Karachi,middle,1773752,74049,True,False,False,True,Positive
CIT-005283,13008-0964692-0,Zainab,Zainab Iqbal,Zainab,Iqbal,Shoaib Minhas,,F,KPK,Dera Ismail Khan,low,618954,28,False,False,False,False,Positive
CIT-005284,46534-8188272-8,Durr-e-Shahwar,Durr-e-Shahwar Sheikh,Durr-e-Shahwar,Sheikh,Farhan Randhawa,,F,Sindh,Shikarpur,low,1272172,1563,False,False,False,False,Positive
CIT-005285,76815-9001010-6,Noor,Noor Butt,Noor,Butt,Mansoor Bugti,,F,AJK,Muzaffarabad,middle,2293772,7239,False,False,False,False,Positive
CIT-005286,35286-7515634-5,Waqas,Waqas Qureshi,Waqas,Qureshi,Noman Baloch,8170834,M,Punjab,Sheikhupura,upper,4652198,805880,True,False,False,True,Positive
CIT-005287,35071-0789780-4,Parveen,Parveen Junejo,Parveen,Junejo,Habib Butt,,F,Punjab,Rawalpindi,low,440311,0,False,False,False,False,Positive
CIT-005288,37796-1423676-6,Noor,Noor Jamali,Noor,Jamali,Nadeem Hussain,,F,Punjab,Dera Ghazi Khan,upper,5236929,49894,False,False,False,False,Positive
CIT-005289,40199-8901654-8,Bano,Bano Butt,Bano,Butt,Ali Durrani,9510447,F,Sindh,Larkana,middle,1050319,10373,True,False,False,True,Positive
CIT-005290,47286-4347864-1,Liaquat,Liaquat Abbasi,Liaquat,Abbasi,Kashif Bhatti,5806856,M,Sindh,Karachi,low,452859,0,True,False,False,True,Positive
CIT-005291,37222-5152099-5,Waheed,Waheed Mirza,Waheed,Mirza,Javed Memon,,M,Punjab,Rahim Yar Khan,low,622944,3,False,False,False,True,Medium
CIT-005292,55115-1960733-7,Azhar,Azhar Minhas,Azhar,Minhas,Zeeshan Virk,7828698,M,Balochistan,Turbat,middle,1228160,17990,True,False,False,True,Positive
CIT-005293,45897-8401032-2,Komal,Komal Rajput,Komal,Rajput,Danish Chandio,,F,Sindh,Shikarpur,upper,8217814,52060,False,False,False,False,Positive
CIT-005294,32168-4892460-4,Humaira,Humaira Junejo,Humaira,Junejo,Noman Mughal,,F,Punjab,Multan,upper,6945486,94315,False,False,False,False,Positive
CIT-005295,30332-8558079-1,Sohail,Sohail Baig,Sohail,Baig,Sajid Durrani,,M,Punjab,Faisalabad,low,401151,0,False,False,False,False,Positive
CIT-005296,19312-8396731-0,Aisha,Aisha Shah,Aisha,Shah,Mansoor Khoso,,F,KPK,Peshawar,high,5551611,73446,False,True,False,False,Medium
CIT-005297,30458-5806294-2,Fatima,Fatima Sethi,Fatima,Sethi,Faisal Durrani,6163741,F,Punjab,Lahore,upper,1957885,104675,True,True,False,True,Medium
CIT-005298,55935-1939025-0,Nadia,Nadia Butt,Nadia,Butt,Waqas Bhatti,,F,Balochistan,Quetta,low,623078,35,False,False,False,True,Medium
CIT-005299,19884-8250492-5,Ahmad,Ahmad Sethi,Ahmad,Sethi,Ghulam Chaudhry,,M,KPK,Peshawar,high,27572561,365841,False,False,False,False,Positive
CIT-005300,45934-8184377-9,Basit,Basit Abbasi,Basit,Abbasi,Atif Sheikh,,M,Sindh,Mirpur Khas,middle,1676120,4734,False,False,False,True,Medium
CIT-005301,55818-7488105-5,Hamza,Hamza Gill,Hamza,Gill,Zeeshan Qureshi,,M,Balochistan,Gwadar,low,511624,0,False,False,False,True,Medium
CIT-005302,33680-3386920-1,Waheed,Waheed Tahir,Waheed,Tahir,Junaid Hussain,8991945,M,Punjab,Sargodha,middle,1543817,62450,True,False,False,True,Positive
CIT-005303,33291-1022777-0,Hina,Hina Qureshi,Hina,Qureshi,Mushtaq Randhawa,8949740,F,Punjab,Gujranwala,low,265917,0,True,False,False,True,Positive
CIT-005304,39224-1592065-7,Azhar,Azhar Mughal,Azhar,Mughal,Sohail Abbasi,,M,Punjab,Rawalpindi,low,922661,155,False,False,False,True,Medium
CIT-005305,36569-6654265-0,Tahira,Tahira Kayani,Tahira,Kayani,Hussain Ali,,F,Punjab,Sargodha,high,161152,0,False,True,True,False,Negative
