record_id,owner_name,cnic,registration_number,vehicle_type,vehicle_make,vehicle_model,vehicle_year,market_value,province
VEH-003801,Maheen Kayani,48783-1806365-6,AKD-1801,Car,Suzuki,Swift,2016.0,3180657.0,Sindh
VEH-003802,Ahmed Chaudhry,38540-5544388-5,RIA-591,Car,Mercedes,C-Class,2016.0,25596825.0,Punjab
VEH-003803,Ahemad Chaudhry,38540-5544388-5,LEC-9408,SUV,Toyota,Land Cruiser,2025.0,62750846.0,Punjab
VEH-003804,Ahmad Chaudhry,38540-5544388-5,SLK-9796,Car,Honda,City,2022.0,4744838.0,Punjab
VEH-003805,Lubna Chandio,49318-7071873-2,MRP-6446,Motorcycle,Honda,CD-70,2019.0,153313.0,Sindh
VEH-003806,Umair Kayani,34219-1722062-1,RIR-9331,Car,Mercedes,C-Class,2016.0,23002952.0,Punjab
VEH-003807,Tarik Gill,35137-7490489-3,RIA-1718,SUV,Hyundai,Tucson,2023.0,10666348.0,Punjab
VEH-003808,Tarik Gill,35137-7490489-3,LED-6090,Car,Honda,Civic,2016.0,7431594.0,Punjab
VEH-003809,Yasmin Hussain,14684-8064527-4,A-7621,Car,Toyota,Corolla,2015.0,,KPK
VEH-003810,Yasmin Hussain,14684-8064527-4,B-6570,Car,Suzuki,Alto,2016.0,1882165.0,KPK
VEH-003811,,33964-7106690-3,BWP-6907,Car,Hyundai,Elantra,,5925062.0,Punjab
VEH-003812,Salman Gill,33964-7106690-3,LED-595,Car,Honda,Civic,2021.0,6340066.0,Punjab
VEH-003813,Salman Gill,33964-7106690-3,LED-8960,Car,Suzuki,Swift,2020.0,3789870.0,Punjab
VEH-003814,Atif Iqbal,19388-2617901-5,PSH-286,Car,Suzuki,Cultus,2015.0,3123929.0,KPK
VEH-003815,Atif Iqbal,19388-2617901-5,A-4165,SUV,KIA,Sportage,2024.0,10596939.0,KPK
VEH-003816,Wardah Jamali,61697-5169924-6,ICT-5147,Car,Suzuki,Alto,2018.0,2191804.0,Islamabad
VEH-003817,Yasir Minhas,49559-3931972-9,HYD-8862,Car,Toyota,Yaris,2021.0,4253515.0,Sindh
VEH-003818,Hassan Ahmed,38730-5625349-9,RIA-1375,Car,Honda,Civic,2019.0,8986543.0,Punjab
VEH-003819,Ferhan Rajput,46872-9299466-1,KHI-1643,Motorcycle,Honda,CD-70,2015.0,131304.0,Sindh
VEH-003820,Sayeed Warraich,37629-7883950-7,LEB-9528,Car,Toyota,Corolla,2016.0,4441892.0,Punjab
VEH-003821,Hina Mughal,46919-2133237-2,KHI-5687,SUV,Toyota,Fortuner,2025.0,12667875.0,Sindh
VEH-003822,Hina Mughal,46919-2133237-2,KHI-1703,Car,Audi,A4,2017.0,18680042.0,Sindh
VEH-003823,Hina Mughal,46919-2133237-2,SKP-7362,Car,Honda,City,2024.0,5676815.0,Sindh
VEH-003824,Habib Warraich,15043-8310682-1,MRD-8723,Car,Suzuki,Alto,2023.0,2392773.0,KPK
VEH-003825,,15043-8310682-1,B-3474,Car,Honda,Civic,2023.0,8735295.0,KPK
VEH-003826,Habib Warraich,15043-8310682-1,PSH-3406,Car,Honda,City,2020.0,5634188.0,KPK
VEH-003827,Imraan Soomro,42480-9596634-1,AGR-668,Car,Suzuki,Alto,2022.0,1813624.0,Sindh
VEH-003828,Zaineb Soomro,16829-4649325-2,B-8940,Car,Suzuki,Swift,2021.0,3149936.0,KPK
VEH-003829,Mushtaq Mughal,35662-9418019-5,BWP-3936,Car,Toyota,Corolla,2021.0,5323039.0,Punjab
VEH-003830,Asma Bugti,39492-7403180-4,LED-2248,Car,Mercedes,C-Class,2024.0,,Punjab
VEH-003831,Asma Bugti,39492-7403180-4,SRG-2426,Car,Audi,A4,2019.0,,Punjab
VEH-003832,Zubair Gondal,38716-7239395-7,SLK-7925,Car,Suzuki,Cultus,2016.0,3193986.0,Punjab
VEH-003833,Naadia Iqbal,42377-5141419-0,AKD-9232,Car,Suzuki,WagonR,2023.0,2518872.0,Sindh
VEH-003834,Nadiya Iqbal,42377-5141419-0,HYD-3506,Car,Suzuki,Swift,2025.0,3116473.0,Sindh
VEH-003835,Nadia Iqbal,42377-5141419-0,AKD-9588,Car,Honda,City,2015.0,5099131.0,Sindh
VEH-003836,Noor Mengal,46406-1809306-8,KHI-5573,Car,Suzuki,Cultus,2015.0,3334665.0,Sindh
VEH-003837,Noor Mengal,46406-1809306-8,AKD-5607,Car,Suzuki,Alto,2023.0,,Sindh
VEH-003838,Ehsan Raza,54703-2222118-1,TBT-1789,Car,Suzuki,Cultus,2022.0,2978135.0,Balochistan
VEH-003839,,54703-2222118-1,QTA-101,Car,Audi,A4,2020.0,20802100.0,Balochistan
VEH-003840,Komal Durrani,45425-4931723-8,KHI-4870,Car,Honda,City,2021.0,4449165.0,Sindh
VEH-003841,Mansoor Soomro,39011-0641526-9,RIA-7964,Car,Toyota,Yaris,2019.0,3581748.0,Punjab
VEH-003842,,39011-0641526-9,LEC-4212,Car,Mercedes,C-Class,2025.0,,Punjab
VEH-003843,Hassaan Mirza,,RIA-5361,SUV,KIA,Sportage,2015.0,7729831.0,Punjab
VEH-003844,Hasan Mirza,36390-6955891-1,RIA-1269,Car,Toyota,Corolla,2018.0,4881430.0,Punjab
VEH-003845,Haasan Mirza,36390-6955891-1,SLK-904,Car,Suzuki,Cultus,2015.0,2743529.0,Punjab
VEH-003846,Yasmin Randhawa,30476-0401758-6,LEA-6944,Car,Suzuki,Swift,2025.0,3916483.0,Punjab
VEH-003847,Zafar Iqbal,35428-6278679-1,LEA-8660,Car,Suzuki,WagonR,2021.0,3096404.0,Punjab
VEH-003848,Ghulam Yousafzai,35514-2896857-5,GRW-8875,Car,Suzuki,WagonR,2015.0,3068306.0,Punjab
VEH-003849,Durr-e-Shahwar Mengal,31082-2344293-6,GRW-5837,Car,Toyota,Corolla,2017.0,6211343.0,Punjab
VEH-003850,Umar Minhas,34873-7986319-7,MLT-6225,Car,Suzuki,Alto,2019.0,2793402.0,Punjab
VEH-003851,Arif Bhatti,37059-7524133-3,BWP-7269,Car,Honda,City,2022.0,5102892.0,Punjab
VEH-003852,Arif Bhatti,37059-7524133-3,LED-6057,Car,Toyota,Corolla,2018.0,7077616.0,Punjab
VEH-003853,Ahmd Malik,41647-0495756-3,HYD-1825,Car,BMW,3 Series,2018.0,21109150.0,Sindh
VEH-003854,,41647-0495756-3,SKP-7707,Car,Toyota,Corolla,2025.0,6305969.0,Sindh
VEH-003855,Ahmed Malik,41647-0495756-3,MRP-1785,Motorcycle,Yamaha,YBR-125,2020.0,299907.0,Sindh
VEH-003856,Fatima Gondal,38486-7024800-4,LEC-872,Car,Suzuki,Alto,2025.0,1970754.0,Punjab
VEH-003857,Fatima Gondal,38486-7024800-4,LEB-4241,Car,Suzuki,Alto,2020.0,1839165.0,Punjab
VEH-003858,Rubina Junejo,33728-4269341-6,SLK-2858,Car,Toyota,Yaris,,4076454.0,Punjab
VEH-003859,Rubina Junejo,,RIA-9574,Car,Honda,Civic,2017.0,,Punjab
VEH-003860,Ghulam Kayani,19001-3571607-7,MRD-7878,Car,Toyota,Corolla,2020.0,6949591.0,KPK
VEH-003861,Ghulam Kayani,19001-3571607-7,B-2833,Car,Toyota,Corolla,2020.0,5199595.0,KPK
VEH-003862,Hamza Chandio,52190-1876468-7,TBT-3515,Car,Suzuki,WagonR,2025.0,2737655.0,Balochistan
VEH-003863,Sana Awan,66038-2453771-4,ISB-2410,Car,Honda,Civic,2021.0,5810900.0,Islamabad
VEH-003864,Sana Awan,66038-2453771-4,ISB-9004,Car,Suzuki,Alto,2023.0,1941711.0,Islamabad
VEH-003865,Sunna Awan,66038-2453771-4,ICT-4040,Car,Mercedes,C-Class,,20408229.0,Islamabad
VEH-003866,Junaid Shaikh,45682-7937185-3,SKP-3813,SUV,Hyundai,Tucson,2021.0,7323784.0,Sindh
VEH-003867,Junaid Shaikh,45682-7937185-3,MRP-528,Car,Suzuki,WagonR,2022.0,2374282.0,Sindh
VEH-003868,Hamza Mirza,57414-1412832-1,QB-9359,Car,Suzuki,Alto,2015.0,2591120.0,Balochistan
VEH-003869,Hamza Mirza,57414-1412832-1,QB-2615,SUV,Hyundai,Tucson,2019.0,8783135.0,Balochistan
VEH-003870,Durr-e-Shahwar Ali,46546-1755083-8,SKP-6741,SUV,Toyota,Fortuner,2024.0,16474099.0,Sindh
VEH-003871,Durr-e-Shahwar Ali,46546-1755083-8,AGR-4355,Car,Mercedes,C-Class,2018.0,20851064.0,Sindh
VEH-003872,Ghazala Ali,40408-2347285-2,AKD-3265,Car,Audi,A4,2015.0,17826144.0,Sindh
VEH-003873,Ghazala Ali,40408-2347285-2,AKD-8859,Car,Suzuki,Cultus,2024.0,,Sindh
VEH-003874,Ghazala Ali,40408-2347285-2,KHI-9447,Car,Suzuki,WagonR,2018.0,2853797.0,Sindh
VEH-003875,Jaweria Virk,30861-2792378-4,SLK-7909,Car,Suzuki,WagonR,2021.0,2229263.0,Punjab
VEH-003876,Jaweria Virk,30861-2792378-4,MLT-8294,Car,Suzuki,Alto,2017.0,2267909.0,Punjab
VEH-003877,Maryam Shaikh,35896-6082417-0,SRG-8023,Car,Toyota,Corolla,2019.0,7318548.0,Punjab
VEH-003878,Kamran Khoso,33679-7995887-1,LED-7946,Car,Suzuki,Cultus,2021.0,2566875.0,Punjab
VEH-003879,Kamran Khoso,33679-7995887-1,RIA-659,SUV,Toyota,Fortuner,2023.0,,Punjab
VEH-003880,Kamran Khoso,33679-7995887-1,SRG-133,Car,Toyota,Yaris,2021.0,3803169.0,Punjab
VEH-003881,Kamran Khoso,33679-7995887-1,GRW-4418,Car,Suzuki,WagonR,2021.0,3184935.0,Punjab
VEH-003882,Asma Raza,35714-7752702-2,LEC-31,Motorcycle,Honda,CD-70,,111966.0,Punjab
VEH-003883,Asma Raza,35714-7752702-2,GRW-6589,Car,Audi,A4,2020.0,20806116.0,Punjab
VEH-003884,Daniyal Iqbal,36863-3510494-7,LED-5028,Car,Honda,Civic,2016.0,8702583.0,Punjab
VEH-003885,,34771-8242500-2,FSD-4969,Car,BMW,3 Series,2025.0,19133142.0,Punjab
VEH-003886,Sanaa Qureshi,34771-8242500-2,RIR-5517,Car,Suzuki,WagonR,2017.0,3141085.0,Punjab
VEH-003887,Ehsan Baloch,32431-3597756-9,LEB-9061,SUV,Toyota,Fortuner,2025.0,13342722.0,Punjab
VEH-003888,Uzma Yousafzai,30911-4978007-2,RIR-1887,Car,Suzuki,Swift,2018.0,3348859.0,Punjab
VEH-003889,Zubayer Ali,63596-5867621-1,ICT-3124,Car,Suzuki,WagonR,2025.0,2208960.0,Islamabad
VEH-003890,Nighat Ali,38472-8534757-4,GRW-940,Car,Suzuki,Alto,2022.0,2011451.0,Punjab
VEH-003891,Nighat Ali,38472-8534757-4,LEA-4872,Car,Toyota,Corolla,,4400123.0,Punjab
VEH-003892,Nighat Ali,38472-8534757-4,RIA-8957,Car,Toyota,Yaris,2022.0,5490695.0,Punjab
VEH-003893,Owais Junejo,47234-3946549-9,HYD-6481,Car,Toyota,Corolla,2024.0,7376448.0,Sindh
VEH-003894,Babar Durrani,37854-5969341-5,MLT-4787,SUV,KIA,Sportage,2019.0,8336257.0,Punjab
VEH-003895,Shoaib Cheema,74776-7442392-5,GLT-9176,Motorcycle,Yamaha,YBR-125,2019.0,206370.0,GB
VEH-003896,,74776-7442392-5,GLT-8213,Car,Suzuki,Swift,2015.0,3561033.0,GB
VEH-003897,Asma Sethi,39168-4528567-4,LED-3471,Car,Toyota,Corolla,2020.0,6298668.0,Punjab
VEH-003898,Naila Ali,37193-9206861-4,SRG-254,Car,Toyota,Yaris,2024.0,3820249.0,Punjab
VEH-003899,Saima Sheikh,18152-7507235-6,MRD-789,Car,Toyota,Corolla,2020.0,7445573.0,KPK
VEH-003900,Maheen Niazi,38577-9385872-0,LEA-599,Car,Suzuki,Cultus,2022.0,3036677.0,Punjab
VEH-003901,Maheen Niazi,38577-9385872-0,GRW-9857,SUV,KIA,Sportage,2019.0,10259268.0,Punjab
VEH-003902,Lubna Mirza,39394-3484683-6,MLT-9450,Car,Suzuki,Cultus,2016.0,,Punjab
VEH-003903,Waheed Virk,45038-5503575-5,AGR-6734,Car,BMW,3 Series,2015.0,25636685.0,Sindh
VEH-003904,Uzma Memon,44318-2594475-8,SKP-7768,Car,Suzuki,Alto,2020.0,2020209.0,Sindh
VEH-003905,Sadia Chandio,11537-7668496-4,PSH-5872,SUV,Toyota,Land Cruiser,2024.0,41847903.0,KPK
VEH-003906,Sadia Chandio,11537-7668496-4,MRD-8981,SUV,Toyota,Land Cruiser,2023.0,51620146.0,KPK
VEH-003907,Hossein Junejo,10752-9834263-3,MRD-6383,SUV,KIA,Sportage,2017.0,10658611.0,KPK
VEH-003908,Hussien Junejo,10752-9834263-3,MRD-2041,Car,Toyota,Yaris,2022.0,3756726.0,KPK
VEH-003909,Atif Khan,30810-4163412-9,FSD-1065,Car,Honda,City,2025.0,5783119.0,Punjab
VEH-003910,Waheed Mengal,31273-6388343-9,LEC-8419,Car,Suzuki,Alto,2020.0,2295344.0,Punjab
VEH-003911,Waheed Mengal,31273-6388343-9,LEA-6346,Car,Honda,City,2021.0,5930632.0,Punjab
VEH-003912,Babar Chaudhry,30561-9323485-3,LEA-1388,Car,Honda,Civic,,5745878.0,Punjab
VEH-003913,Babar Chaudhry,30561-9323485-3,FSD-4254,Car,Suzuki,Cultus,2020.0,3422520.0,Punjab
VEH-003914,Qudsia Malik,30031-8174157-2,FSD-7223,Car,Audi,A4,2023.0,22830755.0,Punjab
VEH-003915,Qudsia Malik,30031-8174157-2,SLK-4761,Car,BMW,3 Series,2025.0,15314235.0,Punjab
VEH-003916,Ghazala Niazi,15088-2933843-2,B-3640,Car,Suzuki,Alto,2018.0,2514346.0,KPK
VEH-003917,Ghazala Niazi,15088-2933843-2,A-5043,Car,Suzuki,WagonR,2025.0,2902562.0,KPK
VEH-003918,Aneela Minhas,55615-1541592-2,QB-5765,Car,Suzuki,Alto,2017.0,2758314.0,Balochistan
VEH-003919,Khaled Gondal,31005-7582267-9,BWP-6233,Car,Hyundai,Elantra,2023.0,5148170.0,Punjab
VEH-003920,Khalid Gondal,31005-7582267-9,LEA-7101,Car,Suzuki,Alto,2019.0,2512816.0,Punjab
VEH-003921,Wardah Warraich,31483-2256906-4,RIA-9374,Car,Suzuki,Cultus,2022.0,2724711.0,Punjab
VEH-003922,Imraan Hashmi,34669-4946698-5,RIA-1430,Car,Suzuki,Cultus,2021.0,2589518.0,Punjab
VEH-003923,Bilal Afridi,34891-7970356-7,BWP-6267,Car,Honda,City,2017.0,5492836.0,Punjab
VEH-003924,Bilal Afridi,34891-7970356-7,MLT-8664,Car,Suzuki,Alto,2016.0,1940326.0,Punjab
VEH-003925,Bilal Afridi,34891-7970356-7,BWP-6043,Car,Toyota,Yaris,2015.0,4585821.0,Punjab
VEH-003926,Fahad Junejo,46621-0364423-1,MRP-1419,Car,Toyota,Corolla,2017.0,4968274.0,Sindh
VEH-003927,Fahad Junejo,46621-0364423-1,MRP-3440,SUV,KIA,Sportage,2018.0,11909104.0,Sindh
VEH-003928,Qudsia Raza,57145-1614563-6,TBT-8860,SUV,KIA,Sportage,2024.0,11073864.0,Balochistan
VEH-003929,Uzma Siddiqui,35742-6728279-6,RIA-1032,Car,Toyota,Yaris,2018.0,4803728.0,Punjab
VEH-003930,Salman Hashmi,43845-1671692-3,SKP-8420,Car,Toyota,Corolla,2025.0,4526450.0,Sindh
VEH-003931,Talha Qureshi,48513-1563589-3,AGR-3612,SUV,Hyundai,Tucson,,9784457.0,Sindh
VEH-003932,Samina Hussain,32904-0386194-0,RIA-9262,Car,Suzuki,Alto,2018.0,2163535.0,Punjab
VEH-003933,Madiha Baig,46665-5730916-8,MRP-5034,Car,Suzuki,Alto,2019.0,1987269.0,Sindh
VEH-003934,Madiha Baig,46665-5730916-8,KHI-9926,Car,Suzuki,Cultus,2017.0,2551596.0,Sindh
VEH-003935,Madiha Baig,46665-5730916-8,HYD-1741,Car,Honda,City,2021.0,5931928.0,Sindh
VEH-003936,Naadia Qureshi,33991-4833372-8,GRW-1583,Car,Suzuki,Alto,2025.0,1803694.0,Punjab
VEH-003937,Nadeea Qureshi,33991-4833372-8,GRW-1801,SUV,KIA,Sportage,,8876325.0,Punjab
VEH-003938,Farzana Brohi,44095-1420990-2,HYD-969,Car,Suzuki,Alto,2025.0,2685994.0,Sindh
VEH-003939,Furhan Awan,33969-2900882-5,SRG-9480,Car,Toyota,Corolla,2015.0,5069344.0,Punjab
VEH-003940,Farhan Awan,33969-2900882-5,SRG-4196,Motorcycle,Yamaha,YBR-125,2019.0,334102.0,Punjab
VEH-003941,Aesha Aslam,79143-2121701-2,GBT-5420,Car,Suzuki,Cultus,2023.0,2553108.0,GB
VEH-003942,Tanzeela Aslam,39825-4241767-2,LEA-3003,Car,Hyundai,Elantra,2019.0,5300367.0,Punjab
VEH-003943,Tanzeela Aslam,39825-4241767-2,RIA-930,Motorcycle,Honda,CD-70,2017.0,138424.0,Punjab
VEH-003944,Wardah Chandio,38815-2793514-4,FSD-7315,Car,Suzuki,Swift,2019.0,3269768.0,Punjab
VEH-003945,Wardah Chandio,38815-2793514-4,MLT-8188,SUV,Toyota,Fortuner,2024.0,15568020.0,Punjab
VEH-003946,Hina Gill,37058-2607306-2,RIA-6097,Car,Mercedes,C-Class,2021.0,18673362.0,Punjab
VEH-003947,Hina Gill,37058-2607306-2,LEA-5447,Car,Suzuki,Alto,2016.0,2509337.0,Punjab
VEH-003948,Nasreen Brohi,14386-3292138-0,A-1848,Motorcycle,Yamaha,YBR-125,2017.0,266253.0,KPK
VEH-003949,Qudsia Iqbal,38903-6763258-0,LEB-159,Car,Suzuki,WagonR,2016.0,2810915.0,Punjab
VEH-003950,Noor Hussain,37502-6270909-6,LED-8898,Car,Suzuki,WagonR,2019.0,3108090.0,Punjab
VEH-003951,Aneela Junejo,41169-2600819-4,AKD-2207,Car,Honda,City,2024.0,5232620.0,Sindh
VEH-003952,Aneela Junejo,41169-2600819-4,MRP-6857,Car,Suzuki,Swift,2017.0,4009342.0,Sindh
VEH-003953,Sajid Siddiqui,33791-5089010-1,RIA-4335,Car,Suzuki,Swift,2021.0,4133004.0,Punjab
VEH-003954,Sajid Siddiqui,33791-5089010-1,RIR-4065,Car,Suzuki,Swift,2020.0,4035482.0,Punjab
VEH-003955,Bushra Virk,,MLT-3497,SUV,Toyota,Fortuner,,17421490.0,Punjab
VEH-003956,Bushra Virk,37272-5104917-6,GRW-6159,SUV,Hyundai,Tucson,2019.0,8163179.0,Punjab
VEH-003957,Bushra Virk,37272-5104917-6,MLT-3035,Car,Honda,Civic,2020.0,8601628.0,Punjab
VEH-003958,Asma Abbasi,13205-6253716-8,PSH-6397,SUV,Hyundai,Tucson,2023.0,7625720.0,KPK
VEH-003959,Kamran Ahmed,39419-5795246-5,SRG-6290,Car,Toyota,Yaris,2021.0,4500653.0,Punjab
VEH-003960,Kamran Ahmed,39419-5795246-5,SLK-2643,Car,Mercedes,C-Class,2020.0,19139442.0,Punjab
VEH-003961,,39419-5795246-5,BWP-459,Car,Honda,City,2016.0,4657566.0,Punjab
VEH-003962,Waseem Khattak,36506-6198717-1,LEA-3193,Car,Toyota,Yaris,2015.0,4752713.0,Punjab
VEH-003963,Farzana Memon,38343-7783312-4,LED-2223,SUV,KIA,Sportage,2019.0,11568714.0,Punjab
VEH-003964,Farzana Memon,38343-7783312-4,GRW-5874,Car,Suzuki,Alto,2024.0,2049870.0,Punjab
VEH-003965,Ghulam Randhawa,49577-3231388-9,MRP-1447,Car,Honda,Civic,2019.0,6940187.0,Sindh
VEH-003966,Habib Afridi,46064-9321414-1,AGR-528,Car,Suzuki,Cultus,2022.0,3373743.0,Sindh
VEH-003967,Habib Afridi,46064-9321414-1,SKP-3214,SUV,KIA,Sportage,,10146705.0,Sindh
VEH-003968,Samina Baloch,33692-4181594-0,GRW-6841,Car,Hyundai,Elantra,2018.0,6370426.0,Punjab
VEH-003969,Asma Bugti,47564-7556132-8,HYD-1950,Car,Suzuki,WagonR,2018.0,2272548.0,Sindh
VEH-003970,Asma Bugti,47564-7556132-8,KHI-2121,Car,Audi,A4,2017.0,23108849.0,Sindh
VEH-003971,Asma Bugti,47564-7556132-8,AKD-7324,Car,Toyota,Corolla,2017.0,5184239.0,Sindh
VEH-003972,Sadia Shaikh,18492-2677315-8,A-4166,SUV,Hyundai,Tucson,2020.0,7012771.0,KPK
VEH-003973,Sadia Shaikh,18492-2677315-8,MRD-8757,Car,Honda,City,2017.0,5288853.0,KPK
VEH-003974,Yasmin Aslam,49177-7993851-0,SKP-3110,Car,Honda,City,2018.0,4379198.0,Sindh
VEH-003975,Sohail Jamali,44091-7698907-9,HYD-9709,Car,Audi,A4,2023.0,23479949.0,Sindh
VEH-003976,Sohail Jamali,44091-7698907-9,SKP-772,Car,Suzuki,Alto,2025.0,1881553.0,Sindh
VEH-003977,Sohail Jamali,44091-7698907-9,AGR-8186,Car,Toyota,Corolla,2018.0,6939084.0,Sindh
VEH-003978,Maheen Mengal,10102-0158733-8,B-6584,Car,Honda,Civic,2018.0,8711025.0,KPK
VEH-003979,Maheen Mengal,10102-0158733-8,MRD-8312,Car,KIA,Picanto,2016.0,3057945.0,KPK
VEH-003980,Maheen Mengal,10102-0158733-8,MRD-4792,Car,Suzuki,Swift,2024.0,3704549.0,KPK
VEH-003981,,52575-7486405-2,QB-2571,SUV,Toyota,Fortuner,2018.0,17395858.0,Balochistan
VEH-003982,Saima Chandio,52575-7486405-2,QTA-3363,SUV,Toyota,Land Cruiser,2020.0,59847016.0,Balochistan
VEH-003983,Tanveer Yousafzai,31087-9928931-7,MLT-6907,Car,Suzuki,Alto,2015.0,1978022.0,Punjab
VEH-003984,Komal Afridi,35752-0768855-6,RIR-3623,Car,Suzuki,Cultus,2023.0,2592552.0,Punjab
VEH-003985,Komal Afridi,35752-0768855-6,RIR-129,Car,Suzuki,WagonR,2015.0,2747902.0,Punjab
VEH-003986,Komal Afridi,35752-0768855-6,MLT-6934,Car,Honda,City,2015.0,4852348.0,Punjab
VEH-003987,Shazia Brohi,46306-5033313-6,HYD-9544,Car,Mercedes,C-Class,2024.0,20537851.0,Sindh
VEH-003988,Shazia Brohi,46306-5033313-6,HYD-2255,Car,Mercedes,C-Class,2017.0,18935627.0,Sindh
VEH-003989,Shazia Brohi,46306-5033313-6,HYD-4733,Car,Audi,A4,2018.0,23203772.0,Sindh
VEH-003990,Maheen Baig,48356-4310422-8,SKP-3791,Car,Toyota,Corolla,2017.0,6764088.0,Sindh
VEH-003991,Maheen Baig,48356-4310422-8,KHI-1671,Car,Honda,City,2017.0,4274230.0,Sindh
VEH-003992,Arif Gill,54963-8870330-9,TBT-8306,Car,Toyota,Corolla,2017.0,5791163.0,Balochistan
VEH-003993,Yasmin Memon,45127-1828002-2,KHI-1871,Car,Suzuki,Swift,2025.0,3481277.0,Sindh
VEH-003994,Noor Shah,44061-2303077-4,KHI-9179,Car,Suzuki,Alto,2019.0,2284735.0,Sindh
VEH-003995,Noor Shah,44061-2303077-4,AGR-2349,Car,Audi,A4,2022.0,,Sindh
VEH-003996,Danish Bugti,47101-8374711-1,KHI-6874,SUV,Hyundai,Tucson,2015.0,10265443.0,Sindh
VEH-003997,Danish Bugti,47101-8374711-1,AKD-1199,Car,Suzuki,Alto,2016.0,2749607.0,Sindh
VEH-003998,Noman Mengal,33972-4491554-7,SRG-5388,Car,Honda,City,,5073510.0,Punjab
VEH-003999,Azhar Junejo,42450-5111228-7,AGR-142,Car,Toyota,Corolla,2023.0,6091913.0,Sindh
VEH-004000,Rafiq Baig,55967-4008204-7,QB-8653,Car,Suzuki,Alto,,2200211.0,Balochistan
VEH-004001,Fatimah Junejo,31681-3195911-8,SLK-9244,Car,Honda,Civic,2023.0,8662456.0,Punjab
VEH-004002,Fateema Junejo,31681-3195911-8,LEA-6913,Car,Suzuki,WagonR,2015.0,3125598.0,Punjab
VEH-004003,Noor Aslam,15040-3457448-6,PSH-4642,Car,Toyota,Corolla,2015.0,4235548.0,KPK
VEH-004004,,15040-3457448-6,A-188,Car,Toyota,Corolla,2018.0,5895535.0,KPK
VEH-004005,Noor Aslam,15040-3457448-6,A-8067,Car,BMW,3 Series,2025.0,21224951.0,KPK
VEH-004006,Qasim Bugti,38574-5562697-9,GRW-575,Car,Toyota,Corolla,2018.0,4397560.0,Punjab
VEH-004007,Kassim Bugti,38574-5562697-9,LEB-7912,Car,Toyota,Yaris,2020.0,5031184.0,Punjab
VEH-004008,,38574-5562697-9,RIR-938,Car,Honda,City,2015.0,5915588.0,Punjab
VEH-004009,Rashid Siddiqui,32281-4933627-3,LEB-3410,Car,Honda,City,2023.0,5526042.0,Punjab
VEH-004010,Amir Bhatti,36510-4391465-3,SRG-9147,Car,Suzuki,Swift,2020.0,3060286.0,Punjab
VEH-004011,Amir Bhatti,36510-4391465-3,LEB-5960,SUV,Hyundai,Tucson,2024.0,9298891.0,Punjab
VEH-004012,Ghazala Sethi,36467-4881548-8,BWP-4388,Car,Suzuki,Swift,2018.0,3210078.0,Punjab
VEH-004013,Farzana Baloch,44631-5967944-2,AGR-5595,Car,Toyota,Corolla,2021.0,4766232.0,Sindh
VEH-004014,Talha Hashmi,38327-0790704-1,SLK-9089,Car,Toyota,Yaris,2019.0,3618818.0,Punjab
VEH-004015,Humaira Abbasi,34191-3360501-8,LEC-7691,Car,Suzuki,WagonR,2024.0,2734652.0,Punjab
VEH-004016,Asma Bhatti,52422-2981189-6,QTA-9682,Car,BMW,3 Series,2015.0,18384410.0,Balochistan
VEH-004017,Parveen Ali,35297-4509862-2,RIA-1278,Car,Honda,Civic,,6400295.0,Punjab
VEH-004018,Nadeea Mengal,49945-1158945-4,SKP-1162,SUV,Hyundai,Tucson,2015.0,7636425.0,Sindh
VEH-004019,Faisal Bugti,31509-2698552-3,LEA-4845,Car,Suzuki,Cultus,2019.0,2920570.0,Punjab
VEH-004020,Jaweria Iqbal,49774-4361263-8,AKD-3643,Car,Suzuki,Cultus,2025.0,3076721.0,Sindh
VEH-004021,Hamza Gill,36970-1829163-9,GRW-2973,Car,Honda,Civic,2018.0,6410481.0,Punjab
VEH-004022,,36970-1829163-9,RIR-5149,Car,Toyota,Corolla,2020.0,6757731.0,Punjab
VEH-004023,Maryam Butt,31487-4951452-4,GRW-6979,Car,Suzuki,WagonR,2017.0,2430265.0,Punjab
VEH-004024,Salman Shah,61338-4593603-5,ISB-8619,Car,Toyota,Yaris,2015.0,5293193.0,Islamabad
VEH-004025,Salman Shah,61338-4593603-5,ISB-2581,Car,Audi,A4,2020.0,18462280.0,Islamabad
VEH-004026,Sana Bugti,49994-6996911-0,SKP-2634,Car,BMW,3 Series,2020.0,24012711.0,Sindh
VEH-004027,Sunna Bugti,49994-6996911-0,HYD-2053,SUV,Hyundai,Tucson,2017.0,10684432.0,Sindh
VEH-004028,Sanaa Bugti,49994-6996911-0,KHI-7974,Car,BMW,3 Series,2019.0,27899268.0,Sindh
VEH-004029,Tahir Gill,12061-2324299-5,A-6854,Car,Suzuki,Alto,2021.0,2625108.0,KPK
VEH-004030,Tahir Gill,12061-2324299-5,MRD-9682,Car,Toyota,Corolla,2021.0,6823879.0,KPK
VEH-004031,Khadija Virk,45201-5823943-4,MRP-6151,Car,Toyota,Yaris,2017.0,3771033.0,Sindh
VEH-004032,Zeynab Bugti,30595-2113270-8,LEA-9561,SUV,Hyundai,Tucson,2024.0,9070806.0,Punjab
VEH-004033,Zaineb Bugti,30595-2113270-8,LED-1138,SUV,Hyundai,Tucson,2019.0,7430721.0,Punjab
