record_id,owner_name,cnic,phone_number,operator,registration_date
MOB-009348,Kamran Gondal,34526-7356072-5,0349-0055216,Telenor,2020-08-05
MOB-009349,Waheed Sethi,34791-9303361-3,0311-8363844,Zong,2022-08-16
MOB-009350,Habib Laghari,34559-6212705-9,0348-3977781,Telenor,2022-03-03
MOB-009351,Hamza Siddiqui,58758-7485375-7,0308-8050455,Jazz,2024-03-22
MOB-009352,Hamza Siddiqui,,0343-5884792,Telenor,2020-11-17
MOB-009353,Hamza Siddiqui,58758-7485375-7,0331-5041227,Ufone,2020-05-13
MOB-009354,Sadia Bhatti,39806-3830097-0,0302-9157360,Jazz,2020-02-28
MOB-009355,Shazia Yousafzai,38787-5527388-6,0316-6307279,Zong,2024-10-04
MOB-009356,Shazia Yousafzai,38787-5527388-6,0307-9115720,Jazz,2019-10-29
MOB-009357,Asma Ahmed,32428-6287740-4,0342-2954471,Telenor,2022-02-20
MOB-009358,,55046-5066803-0,0331-7101437,Ufone,2025-05-15
MOB-009359,Zafar Raza,47048-0913795-7,0345-3192272,Telenor,2022-12-11
MOB-009360,Sadia Shaikh,34403-5856405-8,0337-3152218,Ufone,2025-04-29
MOB-009361,Jaweria Memon,48262-1920081-0,0330-4294833,Ufone,2025-03-02
MOB-009362,Bushra Laghari,56505-1562197-8,0343-6639518,Telenor,2020-01-31
MOB-009363,Mansur Warraich,37195-2845585-9,0307-9074918,Jazz,2019-03-07
MOB-009364,Manzoor Warraich,37195-2845585-9,0341-5866502,Telenor,2023-05-26
MOB-009365,Mansoor Warraich,37195-2845585-9,0307-5690699,Jazz,2018-08-27
MOB-009366,Sana Afridi,45781-9619306-6,0344-5063307,Telenor,2023-10-19
MOB-009367,Sana Afridi,45781-9619306-6,0338-9464090,Ufone,2024-02-19
MOB-009368,,17201-2940597-4,0345-3109154,Telenor,2019-04-07
MOB-009369,Danish Gill,31483-1374085-9,0302-8828308,Jazz,2020-03-06
MOB-009370,Noor Jamali,30743-3766900-0,0303-5955503,Jazz,2018-09-24
MOB-009371,Noor Jamali,,0336-3312297,Ufone,2025-05-03
MOB-009372,Hassan Raza,37123-6598129-5,0317-3797229,Zong,2019-08-23
MOB-009373,Jaweria Aslam,12077-1707971-0,0336-8185763,Ufone,2026-01-17
MOB-009374,Jaweria Aslam,12077-1707971-0,0305-1454834,Jazz,2018-06-29
MOB-009375,Shaheed Abbasi,33818-4597810-1,0318-6531336,Zong,2021-07-04
MOB-009376,,33818-4597810-1,0306-6006906,Jazz,2025-01-12
MOB-009377,Zenab Qureshi,53888-3153715-6,0335-2593918,Ufone,2021-12-01
MOB-009378,Umair Butt,41057-6753232-9,0338-0037070,Ufone,2023-04-13
MOB-009379,Imran Chaudhry,33937-9253800-9,0333-5366396,Ufone,2023-02-05
MOB-009380,Nighat Randhawa,36735-3527744-6,0340-8933475,Telenor,2025-10-19
MOB-009381,,45242-8635562-5,0331-6276679,Ufone,2019-01-22
MOB-009382,Tahir Minhas,45242-8635562-5,0348-4672864,Telenor,2021-05-06
MOB-009383,Tahir Minhas,45242-8635562-5,0345-6741299,Telenor,2020-01-09
MOB-009384,Maryam Tahir,56929-9029863-0,0311-8496328,Zong,2024-04-02
MOB-009385,Maryam Tahir,56929-9029863-0,0339-8905696,Ufone,2024-08-27
MOB-009386,Maryam Tahir,56929-9029863-0,0304-2352242,Jazz,2026-03-13
MOB-009387,Danish Mirza,63414-1728382-5,0308-2192718,Jazz,2024-08-22
MOB-009388,Danish Mirza,,0344-0564573,Telenor,2023-11-29
MOB-009389,Zubayr Minhas,49467-3323443-1,0348-1830449,Telenor,2022-12-09
MOB-009390,Zubayer Minhas,49467-3323443-1,0306-8427063,Jazz,2022-09-01
MOB-009391,,49467-3323443-1,0349-7897856,Telenor,2020-01-24
MOB-009392,Zeeshan Tahir,30185-3431607-5,0346-6130065,Telenor,2025-07-12
MOB-009393,Ali Ahmed,37581-2686131-1,0311-8857901,Zong,2020-03-18
MOB-009394,Salman Randhawa,59954-1801947-1,0304-0069329,Jazz,2023-04-20
MOB-009395,Fateema Yousafzai,39273-6424544-8,0312-9587279,Zong,2025-06-27
MOB-009396,Amna Chandio,10595-9123002-2,0318-3769307,Zong,
MOB-009397,Arif Gondal,32088-1563440-7,0330-1555166,Ufone,2022-09-16
MOB-009398,Tanzeela Junejo,17755-4428925-8,0308-8535678,Jazz,2021-06-10
MOB-009399,Rabia Malik,39036-5086156-6,0312-8539080,Zong,2021-06-24
MOB-009400,Tahira Sheikh,76685-2007135-0,0335-7633383,Ufone,2023-09-16
MOB-009401,Rizwan Rajput,38122-1037682-3,0301-6715034,Jazz,2026-02-06
MOB-009402,Rizwan Rajput,38122-1037682-3,0342-5749860,Telenor,2023-03-14
MOB-009403,Mushtaq Hussain,34760-5361295-9,0345-3157429,Telenor,2025-09-15
MOB-009404,Mariam Awan,36719-7479722-6,0334-6576332,Ufone,2019-08-15
MOB-009405,Marium Awan,36719-7479722-6,0308-9078312,Jazz,2025-04-07
MOB-009406,Amir Mengal,13014-3738982-5,0311-1284774,Zong,2019-01-07
MOB-009407,Amir Mengal,13014-3738982-5,0346-6446245,Telenor,2022-03-07
MOB-009408,Amir Mengal,13014-3738982-5,0346-5787171,Telenor,2022-01-31
MOB-009409,Azhar Shah,33934-7244103-9,0309-8221450,Jazz,2023-10-08
MOB-009410,Azhar Shah,33934-7244103-9,0309-2355037,Jazz,
MOB-009411,Rubina Virk,31158-7075957-0,0312-2808397,Zong,2025-11-18
MOB-009412,Rubina Virk,31158-7075957-0,0337-6272801,Ufone,2019-01-19
MOB-009413,Zaineb Mughal,17670-9562067-0,0316-9034622,Zong,2023-04-16
MOB-009414,Umair Mirza,36833-3370662-1,0333-9465013,Ufone,2019-02-10
MOB-009415,Umair Mirza,,0319-2051197,Zong,2019-07-13
MOB-009416,Mansur Ali,30730-9035723-1,0306-4231897,Jazz,2025-02-06
MOB-009417,Umair Chandio,16528-3335351-5,0346-8028775,Telenor,2022-11-06
MOB-009418,Umair Chandio,16528-3335351-5,0349-6776845,Telenor,2020-12-25
MOB-009419,Tanzeela Aslam,31812-7646577-8,0300-9164115,Jazz,2019-04-22
MOB-009420,Nasreen Kayani,15922-6105324-6,0317-5922564,Zong,2019-06-14
MOB-009421,Nasreen Kayani,15922-6105324-6,0314-5920283,Zong,2022-09-09
MOB-009422,Nasreen Kayani,15922-6105324-6,0308-1053176,Jazz,
MOB-009423,Habib Raza,59284-0504504-7,0342-4854894,Telenor,2018-11-19
MOB-009424,Durr-e-Shahwar Jatoi,31772-5352254-6,0319-6592239,Zong,2023-07-25
MOB-009425,Durr-e-Shahwar Jatoi,31772-5352254-6,0342-6137598,Telenor,
MOB-009426,Durr-e-Shahwar Jatoi,31772-5352254-6,0308-3912389,Jazz,2021-04-06
MOB-009427,Bano Yousafzai,30567-4768563-4,0345-1404514,Telenor,2018-08-22
MOB-009428,Maheen Gondal,33228-3373564-2,0307-2217461,Jazz,2020-05-09
MOB-009429,Maheen Gondal,33228-3373564-2,0333-2332343,Ufone,2025-06-07
MOB-009430,Maheen Gondal,33228-3373564-2,0302-7166269,Jazz,2020-11-29
MOB-009431,Tariq Bugti,48616-1819833-1,0341-2331730,Telenor,2026-04-17
MOB-009432,Durr-e-Shahwar Khattak,32332-5018046-6,0311-8607347,Zong,2025-06-28
MOB-009433,Durr-e-Shahwar Khattak,32332-5018046-6,0301-4921275,Jazz,2020-08-02
MOB-009434,Durr-e-Shahwar Khattak,32332-5018046-6,0332-1756873,Ufone,2021-10-08
MOB-009435,Rubina Bugti,31602-9183604-6,0346-5427999,Telenor,2024-06-05
MOB-009436,Rubina Bugti,31602-9183604-6,0344-1227233,Telenor,
MOB-009437,Ehsan Shaikh,31459-2335873-3,0336-8663908,Ufone,2019-01-10
MOB-009438,Ehsan Shaikh,31459-2335873-3,0339-2274813,Ufone,2025-11-13
MOB-009439,Maheen Chaudhry,16095-7689497-0,0317-0146793,Zong,2025-11-10
MOB-009440,Maheen Chaudhry,16095-7689497-0,0345-4092422,Telenor,2019-10-16
MOB-009441,Faisal Yousafzai,35541-2990105-5,0345-8424125,Telenor,2020-11-23
MOB-009442,Fahad Chaudhry,30151-4626010-3,0300-5817683,Jazz,
MOB-009443,Fahad Chaudhry,30151-4626010-3,0343-8620849,Telenor,2022-12-29
MOB-009444,Fahad Chaudhry,30151-4626010-3,0337-1839622,Ufone,2023-05-05
MOB-009445,Owais Abbasi,30253-5238413-9,0341-3368410,Telenor,2020-07-01
MOB-009446,,47010-4197581-8,0300-5914087,Jazz,2025-09-14
MOB-009447,Bano Minhas,47010-4197581-8,0337-0055782,Ufone,2022-11-07
MOB-009448,Bano Minhas,47010-4197581-8,0300-5210750,Jazz,2026-05-17
MOB-009449,Basit Iqbal,35500-0872649-5,0348-3037456,Telenor,2023-08-25
MOB-009450,Basit Iqbal,35500-0872649-5,0318-2968104,Zong,2022-09-13
MOB-009451,Owais Virk,32260-9249403-5,0301-9946364,Jazz,
MOB-009452,Owais Virk,32260-9249403-5,0308-4374393,Jazz,2021-11-04
MOB-009453,Owais Virk,32260-9249403-5,0315-3600443,Zong,2023-09-17
MOB-009454,Bilal Jatoi,35043-1743935-1,0344-5243001,Telenor,2018-12-05
MOB-009455,Imron Jatoi,39627-3930830-9,0339-6284308,Ufone,2023-02-03
MOB-009456,Imran Jatoi,39627-3930830-9,0317-6517916,Zong,2024-05-19
MOB-009457,Zainab Chandio,36293-1905169-8,0331-6437369,Ufone,2026-01-12
MOB-009458,Noor Memon,37903-2798717-0,0344-3796178,Telenor,2019-05-23
MOB-009459,Fatima Siddiqui,48244-0040342-8,0337-3273118,Ufone,2023-05-28
MOB-009460,Riffat Malik,12935-7103393-2,0338-0107270,Ufone,2022-06-15
MOB-009461,Asma Jatoi,42419-7861370-4,0314-2728068,Zong,2026-06-01
MOB-009462,Saeed Raza,47877-1994832-9,0310-1153638,Zong,2026-04-02
MOB-009463,Shoaib Afridi,31775-8228395-1,0332-6468017,Ufone,
MOB-009464,Shoaib Afridi,31775-8228395-1,0342-2941947,Telenor,2024-01-02
MOB-009465,Zeynab Cheema,59967-1500813-0,0345-6275208,Telenor,2018-09-14
MOB-009466,Zainab Cheema,,0313-2924665,Zong,2018-09-21
MOB-009467,Saima Junejo,73470-3461963-4,0315-7190078,Zong,2021-04-28
MOB-009468,Iram Baig,,0303-5214061,Jazz,2022-01-12
MOB-009469,Iram Baig,39272-2558131-4,0313-9929987,Zong,2020-08-31
MOB-009470,Hamza Durrani,44492-2894874-7,0333-7827008,Ufone,2020-02-25
MOB-009471,Madiha Iqbal,37287-0439319-4,0345-4973524,Telenor,2021-04-17
MOB-009472,Madiha Iqbal,37287-0439319-4,0306-7821091,Jazz,2026-01-01
MOB-009473,Taariq Aslam,48045-7157239-7,0346-0346982,Telenor,2024-12-13
MOB-009474,Lubna Kayani,62742-0337388-6,0332-8242737,Ufone,2018-12-14
MOB-009475,Saeed Jamali,31632-2763748-7,0304-8111276,Jazz,2019-08-19
MOB-009476,Saeed Jamali,31632-2763748-7,0335-0177338,Ufone,2020-03-08
MOB-009477,Saeid Jamali,31632-2763748-7,0331-2668793,Ufone,2023-02-06
MOB-009478,Amir Tahir,35020-9036060-7,0336-5128464,Ufone,2025-05-24
MOB-009479,Hina Khan,58703-1450447-0,0331-2725376,Ufone,2024-09-09
MOB-009480,Bushra Hussain,62849-4254422-0,0349-0062397,Telenor,2021-04-02
MOB-009481,Bushra Hussain,62849-4254422-0,0344-9200744,Telenor,2026-04-23
MOB-009482,Imran Ali,47478-9746227-7,0344-7018296,Telenor,2024-11-20
MOB-009483,Aisha Rajput,36784-1032115-0,0342-5650979,Telenor,2024-02-02
MOB-009484,Aisha Rajput,36784-1032115-0,0337-9352514,Ufone,2026-03-17
MOB-009485,Salman Afridi,39380-0393580-3,0332-1513651,Ufone,2025-12-01
MOB-009486,Salman Afridi,39380-0393580-3,0312-5820115,Zong,2018-12-23
MOB-009487,,42190-1608032-8,0306-1902079,Jazz,2020-06-14
MOB-009488,Komal Gill,42190-1608032-8,0301-7177605,Jazz,2022-08-24
MOB-009489,Noman Shah,13475-4512151-5,0333-3592685,Ufone,
MOB-009490,Noman Shah,13475-4512151-5,0310-5562754,Zong,2025-04-20
MOB-009491,,56428-7685232-1,0337-1376786,Ufone,2023-03-30
MOB-009492,Adnan Mirza,56428-7685232-1,0347-3426247,Telenor,2026-02-20
MOB-009493,Yasir Ahmed,35614-5021249-1,0332-4748926,Ufone,2023-08-21
MOB-009494,Waqas Afridi,33328-8174219-1,0310-3043752,Zong,2024-06-05
MOB-009495,Waqas Afridi,33328-8174219-1,0312-1650773,Zong,2025-07-20
MOB-009496,Basit Brohi,35529-4386417-9,0312-8654700,Zong,2024-12-16
MOB-009497,Rubina Memon,16851-9744804-6,0302-6057145,Jazz,2025-04-25
MOB-009498,Irfan Chaudhry,37231-4253542-9,0333-1477194,Ufone,2018-09-30
MOB-009499,Irfan Chaudhry,37231-4253542-9,0344-5905405,Telenor,2021-05-22
MOB-009500,Aneela Raza,19595-5861842-0,0336-0646174,Ufone,2019-01-18
MOB-009501,Sajid Jatoi,34729-2245974-3,0333-3436606,Ufone,2021-12-27
MOB-009502,Nighat Malik,59232-4733423-6,0305-7478809,Jazz,2023-07-15
MOB-009503,Noor Khattak,,0316-1915858,Zong,2024-09-25
MOB-009504,Noor Khattak,57861-1326841-4,0345-2016895,Telenor,2023-08-28
MOB-009505,,31885-4557590-4,0334-5639111,Ufone,2026-05-09
MOB-009506,Fathima Baloch,31885-4557590-4,0335-8412275,Ufone,2019-02-18
MOB-009507,Ehsan Kayani,46118-0788136-3,0339-3271683,Ufone,2025-12-30
MOB-009508,Saima Shaikh,35120-7129594-6,0310-9599590,Zong,2023-02-20
MOB-009509,Zubayer Butt,17276-9826528-5,0310-3956582,Zong,2022-07-09
MOB-009510,Zubayer Butt,17276-9826528-5,0334-8591256,Ufone,2019-07-20
MOB-009511,Zubair Butt,17276-9826528-5,0307-0477033,Jazz,2020-09-30
MOB-009512,Tanzeela Memon,46063-8375025-0,0318-2417913,Zong,2024-08-07
MOB-009513,Khadija Khattak,,0309-7838991,Jazz,2018-10-20
MOB-009514,Faisal Afridi,42232-7802073-9,0338-4626134,Ufone,2019-05-02
MOB-009515,Ghazala Bhatti,30992-6766974-4,0342-9781704,Telenor,2018-10-01
MOB-009516,Adnan Raza,37697-5809694-9,0317-6674993,Zong,2022-09-02
MOB-009517,Humaira Abbasi,65692-2934302-0,0318-5154755,Zong,2022-10-07
MOB-009518,Humaira Abbasi,65692-2934302-0,0342-6981014,Telenor,2020-05-12
MOB-009519,Lubna Chaudhry,31518-0666758-6,0309-5091251,Jazz,2023-12-24
MOB-009520,Lubna Chaudhry,31518-0666758-6,0339-2997599,Ufone,2021-06-05
MOB-009521,Samina Tahir,37562-8930112-2,0309-0282698,Jazz,2022-02-12
MOB-009522,Pervaiz Hussain,35847-1484966-9,0314-8110094,Zong,2022-07-05
MOB-009523,Liaquat Qureshi,53522-7861099-5,0309-2022683,Jazz,2021-01-10
MOB-009524,Madiha Butt,38892-3191669-2,0317-3890414,Zong,2025-02-04
MOB-009525,Zubayr Bhatti,32861-8170702-1,0347-2088237,Telenor,2025-09-04
MOB-009526,Zubaida Gondal,31361-5260173-6,0349-0653490,Telenor,2025-11-26
MOB-009527,Atif Durrani,47999-0723509-3,0344-8011871,Telenor,2020-05-20
MOB-009528,Faisal Butt,47934-7314783-9,0338-4437652,Ufone,2018-08-18
MOB-009529,Irfan Warraich,49453-0070864-7,0314-4849501,Zong,2026-05-15
MOB-009530,Qasim Baig,39032-4583120-1,0312-7245033,Zong,2018-12-01
MOB-009531,Naila Mengal,38589-0646087-6,0317-2499709,Zong,2018-09-02
MOB-009532,Zubaida Durrani,60444-2749072-4,0302-6858483,Jazz,2025-01-10
MOB-009533,Zubaida Durrani,60444-2749072-4,0303-7245191,Jazz,2025-02-05
MOB-009534,Zubaida Durrani,60444-2749072-4,0340-3550917,Telenor,2025-05-07
MOB-009535,Zainab Khoso,38832-2119258-4,0315-7599677,Zong,2020-02-12
MOB-009536,Zaineb Khoso,38832-2119258-4,0343-5905459,Telenor,2022-12-28
MOB-009537,Ehsan Yousafzai,67301-6543027-7,0334-6806466,Ufone,2023-08-15
MOB-009538,Ehsan Yousafzai,67301-6543027-7,0300-4311305,Jazz,2025-10-06
MOB-009539,Hussain Khattak,31847-3078538-7,0302-2487034,Jazz,2021-09-03
MOB-009540,Hussain Khattak,31847-3078538-7,0300-4652778,Jazz,2024-03-31
MOB-009541,Hussan Khattak,31847-3078538-7,0345-4654345,Telenor,2024-04-05
MOB-009542,Zahid Durrani,39510-5923774-3,0330-9649323,Ufone,2024-09-21
MOB-009543,,39510-5923774-3,0337-3416443,Ufone,2018-08-08
MOB-009544,Ghulam Iqbal,35262-9544820-9,0331-3217398,Ufone,2023-02-23
MOB-009545,Ghulam Iqbal,35262-9544820-9,0303-9594697,Jazz,2022-07-20
MOB-009546,Ghulam Iqbal,35262-9544820-9,0302-4936095,Jazz,2018-11-21
MOB-009547,Jaweria Raza,13409-9418101-8,0314-6623313,Zong,2021-09-27
MOB-009548,,13409-9418101-8,0342-4053920,Telenor,2024-12-16
MOB-009549,Zubayr Durrani,30674-5873487-9,0337-7903959,Ufone,2021-08-28
MOB-009550,Azhar Baig,61413-6901730-3,0337-7110964,Ufone,2024-05-12
MOB-009551,Azhar Baig,61413-6901730-3,0317-1499402,Zong,2019-07-07
MOB-009552,Sohail Hashmi,30911-2481267-7,0315-9834519,Zong,2022-02-07
MOB-009553,,33306-8260170-3,0307-9086442,Jazz,2024-05-30
MOB-009554,Waqas Siddiqui,33306-8260170-3,0333-6014070,Ufone,2022-01-29
MOB-009555,Durr-e-Shahwar Iqbal,42038-5761774-2,0347-8815966,Telenor,2023-02-14
MOB-009556,Iqbal Warraich,34074-9890517-9,0348-9801262,Telenor,2019-08-15
MOB-009557,Iqbal Warraich,34074-9890517-9,0306-3916669,Jazz,2019-06-07
MOB-009558,Mansoor Junejo,40091-9238868-3,0344-1914774,Telenor,2022-03-04
MOB-009559,Mansoor Junejo,40091-9238868-3,0331-2910623,Ufone,2019-06-14
MOB-009560,Kashif Randhawa,43462-1276181-3,0319-3300180,Zong,2026-01-29
MOB-009561,,37733-6003335-1,0310-5689087,Zong,2023-09-07
MOB-009562,Khaled Tahir,,0340-0467795,Telenor,
MOB-009563,Khalid Tahir,48779-2039957-5,0304-5981642,Jazz,2021-07-29
MOB-009564,Samina Bugti,31128-6119589-2,0341-8811548,Telenor,2021-06-09
MOB-009565,Noor Soomro,32791-7701007-0,0344-6315054,Telenor,2020-02-04
MOB-009566,Rizwan Tahir,,0341-5027470,Telenor,2021-05-14
MOB-009567,,38417-9190568-3,0330-5674725,Ufone,2022-02-28
MOB-009568,Mariam Chandio,36906-3840962-4,0341-7986008,Telenor,2026-04-04
MOB-009569,Mariam Chandio,36906-3840962-4,0305-0897519,Jazz,2018-12-09
MOB-009570,Samina Mengal,41462-5253512-0,0308-0260389,Jazz,2020-06-21
MOB-009571,Amir Gondal,71728-7038649-1,0310-0248530,Zong,2020-06-02
MOB-009572,Bushra Mughal,31076-0558633-6,0317-0806930,Zong,2019-03-25
MOB-009573,Bano Sheikh,36308-5685844-8,0338-9670501,Ufone,2023-06-15
MOB-009574,Riffat Laghari,46206-0924911-6,0339-1422519,Ufone,2018-07-14
MOB-009575,Riffat Laghari,46206-0924911-6,0333-3989649,Ufone,2020-05-18
MOB-009576,Riffat Laghari,46206-0924911-6,0346-1648946,Telenor,2021-12-17
MOB-009577,Waheed Khattak,18269-3089141-3,0314-4431427,Zong,2024-10-21
MOB-009578,Rizwan Mughal,31627-7230347-7,0344-9234258,Telenor,2024-11-06
MOB-009579,Rizwan Khan,11733-1479845-9,0349-2274783,Telenor,2026-01-01
MOB-009580,Farhaan Gill,16748-1033588-3,0349-4308160,Telenor,2025-04-26
MOB-009581,Waqas Soomro,42748-1847458-5,0315-5374410,Zong,2025-03-12
MOB-009582,Jaweria Afridi,58933-9724650-6,0344-9135459,Telenor,2023-01-03
MOB-009583,Riffat Durrani,44969-1936722-4,0332-2182827,Ufone,2023-04-12
MOB-009584,Uzma Mengal,30093-7280170-6,0341-0168655,Telenor,2018-11-02
MOB-009585,Uzma Mengal,30093-7280170-6,0307-6807808,Jazz,2025-04-08
MOB-009586,Kashif Khoso,39103-3158842-3,0304-3481053,Jazz,2018-07-29
MOB-009587,Kashif Khoso,39103-3158842-3,0300-6685947,Jazz,2025-11-16
MOB-009588,Tariq Mengal,34799-6667114-1,0346-4074829,Telenor,2024-07-27
MOB-009589,Tahira Baloch,30795-2424053-0,0318-9477965,Zong,2020-07-28
MOB-009590,Wardah Shah,10626-6204527-4,0343-3910881,Telenor,2025-05-11
MOB-009591,Wardah Shah,10626-6204527-4,0307-7364628,Jazz,2018-12-06
MOB-009592,Hina Randhawa,49455-8997219-0,0309-4479358,Jazz,2019-02-06
MOB-009593,Hina Randhawa,49455-8997219-0,0319-3991900,Zong,2018-12-06
MOB-009594,Waqas Minhas,43205-3169545-5,0319-2845562,Zong,2019-07-11
MOB-009595,Rashid Khan,36421-8442724-7,0331-7232398,Ufone,2022-03-06
MOB-009596,Tanveer Raza,31539-3277411-9,0302-5362195,Jazz,2019-12-26
MOB-009597,Tanveer Raza,31539-3277411-9,0314-1283644,Zong,2020-11-06
MOB-009598,Durr-e-Shahwar Butt,45017-2094166-4,0332-6266080,Ufone,2018-10-26
MOB-009599,Durr-e-Shahwar Butt,45017-2094166-4,0335-2559843,Ufone,2021-02-12
MOB-009600,Kamran Warraich,30901-8873697-9,0344-4161047,Telenor,2021-06-03
MOB-009601,Noman Jamali,39075-0459273-7,0317-1404814,Zong,2023-07-28
MOB-009602,Noman Jamali,39075-0459273-7,0340-8782256,Telenor,2024-01-08
MOB-009603,Durr-e-Shahwar Soomro,11333-5190208-2,0306-4426210,Jazz,2026-01-08
MOB-009604,Durr-e-Shahwar Soomro,,0314-7866615,Zong,2020-07-10
MOB-009605,Ayesha Soomro,45603-2461266-2,0342-3302938,Telenor,2020-12-07
MOB-009606,Sadia Niazi,36666-8495325-0,0340-7761891,Telenor,2019-07-21
MOB-009607,Kashif Hashmi,46132-5713121-7,0314-8956813,Zong,2023-08-09
MOB-009608,Tanveer Tahir,34075-5306999-1,0308-5260432,Jazz,2021-10-30
MOB-009609,Rabia Yousafzai,13203-0796890-8,0318-8747368,Zong,2022-07-09
MOB-009610,Riffat Randhawa,37556-8453502-0,0331-3138001,Ufone,2024-01-16
MOB-009611,Riffat Randhawa,37556-8453502-0,0318-2030503,Zong,2019-06-28
MOB-009612,Zafar Kayani,41187-3703073-9,0307-3677256,Jazz,2024-01-12
MOB-009613,Zafar Kayani,41187-3703073-9,0347-5729071,Telenor,
MOB-009614,Parveen Khoso,33873-6596145-0,0318-9243814,Zong,2019-02-05
MOB-009615,Humaira Rajput,19821-9568813-6,0330-0686630,Ufone,2020-07-29
MOB-009616,Kamran Sheikh,40196-5097075-5,0301-4562129,Jazz,2026-06-06
MOB-009617,Kamran Sheikh,40196-5097075-5,0300-9231081,Jazz,2023-01-27
MOB-009618,Ferhan Niazi,30585-5370014-7,0306-1860396,Jazz,2020-03-13
MOB-009619,Farhan Niazi,30585-5370014-7,0308-2667212,Jazz,2022-08-28
MOB-009620,,39761-9620545-2,0347-4249146,Telenor,2024-06-12
MOB-009621,Danish Khoso,39729-4420735-3,0331-2664311,Ufone,2024-09-13
MOB-009622,Danish Khoso,39729-4420735-3,0306-1429548,Jazz,2025-05-14
MOB-009623,Hamza Awan,15662-5066535-9,0302-2917611,Jazz,2021-06-26
MOB-009624,Hamza Awan,15662-5066535-9,0305-5356731,Jazz,2026-01-30
MOB-009625,Ghulam Jatoi,18280-4809197-1,0316-9088308,Zong,2026-03-26
MOB-009626,Ghulam Jatoi,18280-4809197-1,0301-3048351,Jazz,2025-10-02
MOB-009627,Mushtaq Shaikh,32677-9821969-9,0301-5074454,Jazz,2020-04-27
MOB-009628,Tanzeela Warraich,12461-2407448-8,0336-8725095,Ufone,2022-03-22
MOB-009629,Shahid Durrani,12201-0771067-1,0348-6494093,Telenor,2024-07-06
MOB-009630,Pervaiz Chandio,32895-9711630-1,0349-5591172,Telenor,2021-01-08
MOB-009631,Rizwan Qureshi,14248-9887897-7,0301-7598053,Jazz,2021-07-27
MOB-009632,,14248-9887897-7,0315-7946689,Zong,
MOB-009633,Javed Durrani,32403-9144327-1,0301-6999040,Jazz,2023-02-20
MOB-009634,Tahira Tahir,30959-8683999-8,0319-2642038,Zong,2020-12-08
MOB-009635,Kashif Mughal,44076-6445248-1,0312-6420087,Zong,2025-11-02
MOB-009636,Uzma Baloch,35949-3553403-2,0333-4091298,Ufone,2024-01-03
MOB-009637,Sohail Chaudhry,33760-1765832-7,0305-2743488,Jazz,2020-07-10
MOB-009638,Sohail Chaudhry,33760-1765832-7,0315-1055726,Zong,2022-12-05
MOB-009639,Tanzeela Abbasi,58873-2030137-8,0308-0627000,Jazz,2026-01-16
MOB-009640,Hussan Minhas,36018-9637359-7,0339-8401732,Ufone,2020-09-21
MOB-009641,Husain Minhas,36018-9637359-7,0343-1625156,Telenor,2021-02-27
MOB-009642,Atif Ahmed,45063-5727466-9,0310-5888359,Zong,2024-05-19
MOB-009643,Ehsan Shah,34319-2163213-9,0348-0040369,Telenor,2023-01-20
MOB-009644,Liaquat Rajput,30679-3804176-1,0313-3474284,Zong,2022-09-24
MOB-009645,Bushra Minhas,44602-4340889-8,0337-9577659,Ufone,2019-05-03
MOB-009646,,32386-8035257-1,0300-6943599,Jazz,2018-11-27
MOB-009647,Shaheed Yousafzai,47831-0547210-5,0306-5827072,Jazz,2021-05-24
MOB-009648,Asma Kayani,58258-1677196-4,0306-0156334,Jazz,2026-02-08
MOB-009649,Khadijah Niazi,41475-0211686-4,0301-9407970,Jazz,2021-12-10
MOB-009650,Zainab Memon,46001-7920432-0,0334-0789362,Ufone,2024-06-12
MOB-009651,Nighat Abbasi,11768-9565650-0,0343-2296641,Telenor,2023-09-27
MOB-009652,Rasheed Shaikh,33532-0171227-5,0306-3583686,Jazz,2022-08-01
MOB-009653,,34912-5991964-5,0302-3338889,Jazz,2020-10-29
MOB-009654,Atif Butt,34912-5991964-5,0317-7289822,Zong,2019-02-11
MOB-009655,Khaleed Hussain,11636-2085532-9,0306-3671046,Jazz,2020-03-06
MOB-009656,Khaleed Hussain,11636-2085532-9,0343-3192210,Telenor,2026-03-16
MOB-009657,,39994-6716987-6,0302-3190114,Jazz,2019-08-13
MOB-009658,Amna Brohi,39994-6716987-6,0349-3164849,Telenor,2025-08-09
MOB-009659,Fahad Shaikh,30688-1393715-7,0337-1681927,Ufone,2022-11-17
MOB-009660,Fahad Shaikh,30688-1393715-7,0340-2446468,Telenor,2020-05-29
MOB-009661,Bushra Mirza,31852-8018250-4,0303-0750495,Jazz,2021-01-15
MOB-009662,Faisal Sethi,39442-7641176-1,0343-2117483,Telenor,2024-10-04
MOB-009663,Fahad Ahmed,13847-0014410-5,0346-6915234,Telenor,2023-02-25
MOB-009664,Durr-e-Shahwar Durrani,32704-9826511-0,0348-0163209,Telenor,2020-03-28
MOB-009665,Fatimah Randhawa,42453-6126081-2,0309-7159265,Jazz,2019-06-29
MOB-009666,Fateema Randhawa,42453-6126081-2,0317-9804755,Zong,2021-08-12
MOB-009667,,42453-6126081-2,0312-7969406,Zong,2024-08-12
MOB-009668,Iram Rajput,13801-3692181-4,0304-4728153,Jazz,2025-05-23
MOB-009669,Sadia Shaikh,34846-8918509-4,0308-7850883,Jazz,2025-02-24
MOB-009670,Sadia Shaikh,34846-8918509-4,0308-8185808,Jazz,2019-08-28
