record_id,business_name,owner_name,cnic,business_type,role,share_percentage,annual_revenue,registration_city
BIZ-001646,Junejo Automotive Enterprises,Hamza Bhatti,67692-5625319-9,Automotive,Owner,25.0,12374795.0,Islamabad
BIZ-001647,Ahmed Agriculture Pvt Ltd,Hamza Bhatti,67692-5625319-9,Agriculture,Owner,51.0,2489532.0,Islamabad
BIZ-001648,Chandio Education Pvt Ltd,Samina Qureshi,30013-8723689-6,Education,Owner,100.0,32715739.0,
BIZ-001649,Soomro Automotive Enterprises,Rafiq Bhatti,38269-7426368-1,Automotive,Owner,51.0,7381039.0,Jhelum
BIZ-001650,Randhawa Education Enterprises,Rafiq Bhatti,38269-7426368-1,Education,Director,50.0,9357287.0,Jhelum
BIZ-001651,Aslam Healthcare Enterprises,Rafiq Bhatti,38269-7426368-1,Healthcare,Director,50.0,14275603.0,Jhelum
BIZ-001652,Virk Real Estate Enterprises,Zeynab Mughal,35449-7768466-2,Real Estate,Owner,,55941507.0,Sahiwal
BIZ-001653,Chaudhry Manufacturing Enterprises,Hamza Siddiqui,54635-0150085-9,Manufacturing,Owner,100.0,3303366.0,Gwadar
BIZ-001654,Soomro Construction Enterprises,Hamza Siddiqui,54635-0150085-9,Construction,Partner,60.0,7788410.0,Gwadar
BIZ-001655,Sethi IT Services Enterprises,Hamza Siddiqui,54635-0150085-9,IT Services,Owner,75.0,6530197.0,Gwadar
BIZ-001656,Durrani Textile Pvt Ltd,Noor Chaudhry,33142-4275760-4,Textile,Owner,100.0,55345757.0,Rahim Yar Khan
BIZ-001657,Jatoi Real Estate Enterprises,Noor Chaudhry,33142-4275760-4,Real Estate,Owner,25.0,67255160.0,Rahim Yar Khan
BIZ-001658,Sheikh IT Services Pvt Ltd,Shazia Jatoi,67722-5297095-6,IT Services,Owner,33.0,52076386.0,Islamabad
BIZ-001659,Bugti Construction Pvt Ltd,Ahmad Tahir,46981-5466496-5,Construction,Owner,100.0,84076223.0,Shikarpur
BIZ-001660,Cheema Import/Export Pvt Ltd,Noor Shaikh,32392-0259365-2,Import/Export,Owner,25.0,2973336.0,Bahawalpur
BIZ-001661,Soomro Construction Enterprises,Rafiq Jamali,36966-0208028-9,Construction,Owner,100.0,7950734.0,Rahim Yar Khan
BIZ-001662,Chaudhry Retail Enterprises,Bano Durrani,40095-7350468-0,Retail,Director,0.0,23074770.0,Karachi
BIZ-001663,Laghari Agriculture Enterprises,Rafiq Butt,42769-8231992-7,Agriculture,Director,0.0,,Karachi
BIZ-001664,Shah Healthcare Enterprises,Parveen Malik,30973-0593515-4,Healthcare,Partner,25.0,456527397.0,Lahore
BIZ-001665,Khattak Financial Services Enterprises,Riffat Awan,36490-9163124-4,Financial Services,Director,0.0,80612227.0,Sialkot
BIZ-001666,Mughal Real Estate Pvt Ltd,Riffat Awan,36490-9163124-4,Real Estate,Owner,,14104154.0,Sialkot
BIZ-001667,Niazi Retail Enterprises,Riffat Awan,36490-9163124-4,Retail,Director,25.0,80039814.0,Sialkot
BIZ-001668,Jamali Healthcare Enterprises,,37433-6514870-8,Healthcare,Director,5.0,11271237.0,Rawalpindi
BIZ-001669,Memon E-Commerce Enterprises,Rubina Brohi,57552-0410121-2,E-Commerce,Owner,75.0,108873323.0,
BIZ-001670,Qureshi Wholesale Pvt Ltd,Junaid Hashmi,,Wholesale,Director,10.0,18607852.0,Rahim Yar Khan
BIZ-001671,Raza IT Services Pvt Ltd,Uzma Sheikh,49427-9166516-8,IT Services,Partner,100.0,146962183.0,Shikarpur
BIZ-001672,Gondal Import/Export Enterprises,Arif Gill,51103-4599357-3,Import/Export,Owner,75.0,248075263.0,Sibi
BIZ-001673,Ahmed Real Estate Enterprises,Waseem Aslam,34782-9766261-9,Real Estate,Partner,100.0,10403148.0,Sargodha
BIZ-001674,Khan Education Enterprises,Waseem Aslam,,Education,Director,10.0,3100425.0,Sargodha
BIZ-001675,Yousafzai Retail Enterprises,Waseem Aslam,34782-9766261-9,Retail,Owner,33.0,12333861.0,Sargodha
BIZ-001676,Awan Import/Export Enterprises,Sajid Aslam,45816-4904692-3,Import/Export,Director,0.0,,Sukkur
BIZ-001677,Yousafzai Restaurant Enterprises,Zeynab Baloch,37382-4223179-2,Restaurant,Owner,25.0,135110105.0,Multan
BIZ-001678,Awan Transport Enterprises,Zaineb Baloch,37382-4223179-2,Transport,Owner,100.0,320858726.0,Multan
BIZ-001679,Ali Wholesale Enterprises,Uzma Iqbal,64926-6960280-2,Wholesale,Owner,51.0,4236794.0,Islamabad
BIZ-001680,Iqbal Manufacturing Enterprises,Uzma Iqbal,64926-6960280-2,Manufacturing,Director,50.0,1797618.0,Islamabad
BIZ-001681,Bugti Healthcare Enterprises,Hina Shah,48032-2437758-2,Healthcare,Owner,75.0,271792637.0,Sukkur
BIZ-001682,Junejo E-Commerce Pvt Ltd,Hina Shah,48032-2437758-2,E-Commerce,Partner,60.0,216579166.0,Sukkur
BIZ-001683,Mughal Manufacturing Enterprises,Hina Shah,48032-2437758-2,Manufacturing,Owner,33.0,212715034.0,Sukkur
BIZ-001684,Durrani Education Enterprises,Khaleed Hashmi,33103-3393387-3,Education,Partner,25.0,19084391.0,Sialkot
BIZ-001685,Ahmed Textile Enterprises,Khaleed Hashmi,33103-3393387-3,Textile,Owner,75.0,16717100.0,Sialkot
BIZ-001686,Chaudhry IT Services Enterprises,Madiha Sheikh,37020-0048277-2,IT Services,Director,10.0,4936384.0,Gujrat
BIZ-001687,Abbasi Financial Services Pvt Ltd,Madiha Sheikh,37020-0048277-2,Financial Services,Owner,25.0,4939323.0,Gujrat
BIZ-001688,Hussain E-Commerce Enterprises,Arif Bhatti,49238-2203049-9,E-Commerce,Owner,75.0,87271263.0,Khairpur
BIZ-001689,Siddiqui Retail Enterprises,Kamran Abbasi,76091-3945819-7,Retail,Director,50.0,8023909.0,Muzaffarabad
BIZ-001690,Raza Real Estate Pvt Ltd,Noman Khan,,Real Estate,Owner,50.0,68309494.0,Lahore
BIZ-001691,Raza Restaurant Enterprises,Basit Minhas,36556-5125944-7,Restaurant,Director,5.0,10712256.0,Sialkot
BIZ-001692,Iqbal Textile Enterprises,Basit Minhas,36556-5125944-7,Textile,Partner,25.0,7376079.0,Sialkot
BIZ-001693,Jamali Education Enterprises,Azhar Shaikh,55931-6995164-3,Education,Partner,100.0,,Quetta
BIZ-001694,Iqbal Textile Pvt Ltd,Azhar Shaikh,55931-6995164-3,Textile,Director,50.0,,Quetta
BIZ-001695,Malik Wholesale Enterprises,Azhar Shaikh,55931-6995164-3,Wholesale,Owner,75.0,10668554.0,Quetta
BIZ-001696,Soomro Construction Pvt Ltd,Danish Hashmi,46838-2841041-1,Construction,Director,10.0,52178989.0,Larkana
BIZ-001697,Baig Restaurant Pvt Ltd,Komal Gondal,16270-3491182-8,Restaurant,Partner,33.0,397477744.0,Dera Ismail Khan
BIZ-001698,Abbasi Education Enterprises,Komal Gondal,16270-3491182-8,Education,Owner,60.0,60218458.0,Dera Ismail Khan
BIZ-001699,Yousafzai Automotive Pvt Ltd,Adnan Sheikh,36087-6173298-1,Automotive,Owner,75.0,8989838.0,Sheikhupura
BIZ-001700,Shah Real Estate Enterprises,Aneela Khoso,31942-7982193-2,Real Estate,Owner,51.0,93500899.0,Rawalpindi
BIZ-001701,Baig Education Enterprises,Tanzeela Sethi,51599-9292002-8,Education,Director,50.0,78111654.0,Quetta
BIZ-001702,Chaudhry Financial Services Pvt Ltd,Tanzeela Sethi,51599-9292002-8,Financial Services,Director,20.0,11203546.0,Quetta
BIZ-001703,Soomro Textile Enterprises,Kamran Baig,34955-8642900-1,Textile,Director,5.0,15995796.0,Sialkot
BIZ-001704,Bhatti Manufacturing Enterprises,Ahmd Chaudhry,45839-1681807-5,Manufacturing,Director,20.0,53963044.0,Shikarpur
BIZ-001705,Memon Education Enterprises,Ahmad Chaudhry,45839-1681807-5,Education,Owner,33.0,29556775.0,Shikarpur
BIZ-001706,Jamali IT Services Pvt Ltd,Rasheed Soomro,35877-3682362-7,IT Services,Owner,75.0,370841213.0,Dera Ghazi Khan
BIZ-001707,Siddiqui Healthcare Enterprises,Amna Hashmi,36996-6085769-4,Healthcare,Director,5.0,45512915.0,Sheikhupura
BIZ-001708,Bugti Pharmaceutical Enterprises,Amna Hashmi,36996-6085769-4,Pharmaceutical,Director,20.0,23383448.0,Sheikhupura
BIZ-001709,Ahmed Transport Pvt Ltd,Habib Butt,37520-9249274-9,Transport,Partner,51.0,71179971.0,Sialkot
BIZ-001710,Chaudhry Healthcare Enterprises,,16283-5684678-6,Healthcare,Partner,50.0,34171731.0,Dera Ismail Khan
BIZ-001711,Durrani Retail Enterprises,Umair Baloch,43811-0759738-5,Retail,Owner,50.0,19732958.0,Hyderabad
BIZ-001712,Baloch Retail Pvt Ltd,Umair Baloch,43811-0759738-5,Retail,Director,,65092941.0,Hyderabad
BIZ-001713,Baloch Financial Services Enterprises,Tanzeela Baloch,47815-6229850-6,Financial Services,Owner,100.0,222449354.0,Mirpur Khas
BIZ-001714,Bugti Manufacturing Enterprises,Tanzeela Baloch,47815-6229850-6,Manufacturing,Owner,33.0,82404576.0,Mirpur Khas
BIZ-001715,Hashmi Pharmaceutical Pvt Ltd,Rabia Raza,43903-0765760-2,Pharmaceutical,Owner,60.0,2991799.0,Karachi
BIZ-001716,Bugti Retail Enterprises,Talha Brohi,15085-1007317-5,Retail,Owner,50.0,74052236.0,Peshawar
BIZ-001717,Chandio Manufacturing Pvt Ltd,Talha Brohi,15085-1007317-5,Manufacturing,Owner,75.0,31074370.0,Peshawar
BIZ-001718,Durrani E-Commerce Enterprises,Aneela Abbasi,,E-Commerce,Owner,25.0,95663787.0,Lahore
BIZ-001719,Memon Healthcare Enterprises,Aneela Abbasi,32270-9002311-6,Healthcare,Owner,50.0,67219355.0,Lahore
BIZ-001720,Soomro Retail Enterprises,,38162-9493713-4,Retail,Partner,75.0,65724682.0,Multan
BIZ-001721,Warraich Wholesale Pvt Ltd,Kamran Khan,33841-4596446-3,Wholesale,Owner,25.0,3128685.0,Sheikhupura
BIZ-001722,Khattak Automotive Enterprises,Kamran Khan,33841-4596446-3,Automotive,Owner,,4728197.0,Sheikhupura
BIZ-001723,Warraich Wholesale Pvt Ltd,Habib Hussain,15588-6099126-9,Wholesale,Partner,33.0,14402709.0,Peshawar
BIZ-001724,Mirza IT Services Pvt Ltd,Sanaa Khattak,36357-8120032-8,IT Services,Partner,100.0,19019542.0,Sargodha
BIZ-001725,Kayani Wholesale Enterprises,Yasmin Malik,43221-8794761-2,Wholesale,Owner,75.0,4781826.0,Hyderabad
BIZ-001726,Mengal Wholesale Enterprises,Zainab Warraich,31245-5648912-0,Wholesale,Director,25.0,93866430.0,Lahore
BIZ-001727,Chaudhry Restaurant Enterprises,Tahira Khattak,57714-0388739-8,Restaurant,Director,25.0,11841405.0,Quetta
BIZ-001728,Kayani Education Pvt Ltd,Tahira Khattak,57714-0388739-8,Education,Owner,33.0,7754897.0,Quetta
BIZ-001729,Mughal Textile Enterprises,Khadijah Mirza,37213-3050301-2,Textile,Partner,,3889001.0,Jhelum
BIZ-001730,Minhas Real Estate Enterprises,Khadija Mirza,37213-3050301-2,Real Estate,Director,10.0,19028298.0,Jhelum
BIZ-001731,Baloch Automotive Pvt Ltd,Mariam Warraich,30243-8218800-6,Automotive,Owner,25.0,83431572.0,Lahore
BIZ-001732,Brohi Import/Export Enterprises,Maryam Warraich,30243-8218800-6,Import/Export,Owner,75.0,34112716.0,Lahore
BIZ-001733,Hussain E-Commerce Pvt Ltd,Bano Abbasi,41237-8730980-6,E-Commerce,Owner,33.0,22382732.0,Nawabshah
BIZ-001734,Mengal Import/Export Enterprises,Asad Durrani,34206-4012741-9,Import/Export,Owner,100.0,475349123.0,Gujranwala
BIZ-001735,Khan Real Estate Enterprises,Asad Durrani,34206-4012741-9,Real Estate,Director,5.0,251269895.0,Gujranwala
BIZ-001736,Mengal Healthcare Enterprises,Asad Durrani,34206-4012741-9,Healthcare,Owner,60.0,447616402.0,Gujranwala
BIZ-001737,Minhas E-Commerce Pvt Ltd,Uthman Khattak,37427-4011166-9,E-Commerce,Owner,25.0,41780590.0,Sargodha
BIZ-001738,Chandio E-Commerce Enterprises,Usmaan Khattak,37427-4011166-9,E-Commerce,Director,10.0,,Sargodha
BIZ-001739,Hussain Wholesale Enterprises,Ehsan Durrani,38787-5337727-1,Wholesale,Partner,33.0,18403016.0,Rawalpindi
BIZ-001740,Laghari Textile Enterprises,Ehsan Durrani,38787-5337727-1,Textile,Owner,100.0,4578275.0,Rawalpindi
BIZ-001741,Hussain Wholesale Pvt Ltd,Babar Gondal,34848-5020660-1,Wholesale,Owner,50.0,105337914.0,Lahore
BIZ-001742,Khoso Healthcare Pvt Ltd,Babar Gondal,34848-5020660-1,Healthcare,Director,10.0,183535110.0,Lahore
BIZ-001743,Laghari IT Services Enterprises,Maheen Chandio,67722-6133939-0,IT Services,Owner,75.0,16668926.0,Islamabad
BIZ-001744,Bhatti Automotive Enterprises,Ghazala Laghari,34505-0427990-4,Automotive,Owner,25.0,459916087.0,Sialkot
BIZ-001745,Chandio Automotive Enterprises,Khaled Hashmi,12999-9098015-5,Automotive,Partner,51.0,84816144.0,Mansehra
BIZ-001746,Iqbal Transport Enterprises,,12999-9098015-5,Transport,Owner,50.0,28186767.0,Mansehra
BIZ-001747,Cheema Manufacturing Enterprises,Ahmad Minhas,40004-2852358-7,Manufacturing,Partner,33.0,33398791.0,Nawabshah
BIZ-001748,Kayani IT Services Enterprises,Asma Gill,32388-5016691-6,IT Services,Director,25.0,449895010.0,
BIZ-001749,Ahmed Pharmaceutical Pvt Ltd,Rafiq Jamali,37105-7984690-3,Pharmaceutical,Partner,25.0,79608923.0,Sialkot
BIZ-001750,Minhas Agriculture Enterprises,Amir Chaudhry,18875-8115365-3,Agriculture,Director,25.0,2694074.0,Abbottabad
BIZ-001751,Baloch Agriculture Pvt Ltd,Amir Chaudhry,18875-8115365-3,Agriculture,Owner,33.0,3529928.0,
BIZ-001752,Khan Retail Enterprises,Amir Chaudhry,18875-8115365-3,Retail,Owner,50.0,1498245.0,Abbottabad
BIZ-001753,Afridi Financial Services Enterprises,Khalid Bugti,38031-6082792-7,Financial Services,Partner,,13305653.0,Sahiwal
BIZ-001754,Mughal Transport Enterprises,Khalid Bugti,38031-6082792-7,Transport,Owner,60.0,6100160.0,Sahiwal
BIZ-001755,Mirza Education Enterprises,Naveed Chaudhry,76891-7964302-7,Education,Partner,60.0,1377922.0,Rawalakot
BIZ-001756,Rajput Restaurant Pvt Ltd,Jaweria Shah,37016-6063892-8,Restaurant,Owner,50.0,94360037.0,Dera Ghazi Khan
BIZ-001757,Aslam E-Commerce Enterprises,Aneela Warraich,30597-6952684-4,E-Commerce,Owner,100.0,279171484.0,Multan
BIZ-001758,Junejo Transport Pvt Ltd,Aneela Warraich,30597-6952684-4,Transport,Director,5.0,,Multan
BIZ-001759,Memon Real Estate Enterprises,Sadia Malik,16662-4300844-4,Real Estate,Director,0.0,57625383.0,Peshawar
BIZ-001760,Durrani Import/Export Pvt Ltd,Zaineb Durrani,48468-8436907-2,Import/Export,Partner,100.0,16161452.0,Nawabshah
BIZ-001761,Mengal Transport Pvt Ltd,Zenab Durrani,48468-8436907-2,Transport,Owner,50.0,30848091.0,Nawabshah
BIZ-001762,Ahmed Pharmaceutical Enterprises,Zeynab Durrani,48468-8436907-2,Pharmaceutical,Director,50.0,16809683.0,Nawabshah
BIZ-001763,Niazi Transport Pvt Ltd,Salman Sethi,19388-4129347-9,Transport,Director,20.0,1318109.0,Mardan
BIZ-001764,Brohi Real Estate Enterprises,Waheed Bhatti,15888-2028425-5,Real Estate,Owner,50.0,16943726.0,Mardan
BIZ-001765,Sheikh Wholesale Enterprises,Naila Shaikh,46733-1154001-6,Wholesale,Owner,50.0,96472733.0,Jacobabad
BIZ-001766,Baig Automotive Pvt Ltd,Naila Shaikh,46733-1154001-6,Automotive,Director,20.0,29451291.0,Jacobabad
BIZ-001767,Kayani Financial Services Pvt Ltd,Naila Shaikh,46733-1154001-6,Financial Services,Partner,51.0,,Jacobabad
BIZ-001768,Baloch IT Services Pvt Ltd,Tarik Virk,11980-5399216-1,IT Services,Director,20.0,241887871.0,Dera Ismail Khan
BIZ-001769,Malik Wholesale Pvt Ltd,Sohail Gondal,33112-3840935-5,Wholesale,Partner,,15238779.0,Sahiwal
BIZ-001770,Baloch Agriculture Pvt Ltd,Kashif Soomro,31165-7995469-7,Agriculture,Director,,89271352.0,Sialkot
BIZ-001771,Warraich IT Services Enterprises,Kashif Soomro,31165-7995469-7,IT Services,Owner,100.0,21535709.0,Sialkot
BIZ-001772,Mirza Pharmaceutical Enterprises,Bushra Virk,15958-5795447-2,Pharmaceutical,Owner,75.0,114027737.0,Nowshera
BIZ-001773,Chaudhry Textile Enterprises,Bushra Virk,15958-5795447-2,Textile,Owner,100.0,73100933.0,Nowshera
BIZ-001774,Kayani Automotive Enterprises,Shoaib Virk,39692-4860838-7,Automotive,Owner,100.0,48487086.0,Rawalpindi
BIZ-001775,Bugti Retail Enterprises,Iram Gill,46088-2493904-0,Retail,Owner,33.0,65590748.0,Karachi
BIZ-001776,Laghari Import/Export Enterprises,Riffat Randhawa,10541-5279683-2,Import/Export,Director,0.0,14653381.0,Mingora
BIZ-001777,Niazi E-Commerce Pvt Ltd,Mansoor Junejo,37311-6001459-1,E-Commerce,Owner,75.0,10846927.0,Gujrat
BIZ-001778,Junejo E-Commerce Enterprises,Pervaiz Jamali,47889-7135426-9,E-Commerce,Partner,60.0,34830148.0,Hyderabad
BIZ-001779,Khoso Textile Pvt Ltd,Pervaiz Jamali,47889-7135426-9,Textile,Partner,60.0,93136828.0,Hyderabad
BIZ-001780,Junejo E-Commerce Enterprises,Waheed Ahmed,19064-6750075-1,E-Commerce,Owner,75.0,423241741.0,Abbottabad
BIZ-001781,Raza E-Commerce Pvt Ltd,Waheed Ahmed,19064-6750075-1,E-Commerce,Partner,60.0,359440739.0,Abbottabad
BIZ-001782,Siddiqui Healthcare Pvt Ltd,Usmaan Chaudhry,12569-8466279-5,Healthcare,Owner,51.0,392783285.0,Kohat
BIZ-001783,Minhas Financial Services Enterprises,Usmaan Chaudhry,12569-8466279-5,Financial Services,Owner,51.0,243824131.0,Kohat
BIZ-001784,Hashmi Healthcare Pvt Ltd,Usman Chaudhry,12569-8466279-5,Healthcare,Owner,60.0,317828862.0,Kohat
BIZ-001785,Mughal Transport Pvt Ltd,Ehsan Raza,14668-4436250-3,Transport,Partner,50.0,57014942.0,Swabi
BIZ-001786,Junejo Healthcare Pvt Ltd,Ehsan Raza,14668-4436250-3,Healthcare,Owner,50.0,,Swabi
BIZ-001787,Minhas IT Services Enterprises,Ehsan Raza,14668-4436250-3,IT Services,Owner,33.0,103833791.0,Swabi
BIZ-001788,Rajput Automotive Pvt Ltd,Bilal Gill,49164-0401390-3,Automotive,Partner,33.0,1386411.0,Karachi
BIZ-001789,Bugti Healthcare Pvt Ltd,Durr-e-Shahwar Mughal,,Healthcare,Partner,100.0,269702098.0,Faisalabad
BIZ-001790,Tahir Education Pvt Ltd,Liaquat Mirza,36724-2809187-7,Education,Owner,33.0,427011705.0,Sheikhupura
BIZ-001791,Baig Financial Services Pvt Ltd,Naila Hashmi,39923-9538829-4,Financial Services,Director,25.0,53272081.0,Gujranwala
BIZ-001792,Jatoi Import/Export Enterprises,Zenab Gondal,38005-4257050-2,Import/Export,Owner,25.0,355994160.0,Dera Ghazi Khan
BIZ-001793,Randhawa Wholesale Enterprises,Zaineb Gondal,38005-4257050-2,Wholesale,Owner,,217058854.0,Dera Ghazi Khan
BIZ-001794,Mirza Pharmaceutical Pvt Ltd,Maheen Afridi,42380-9217600-2,Pharmaceutical,Partner,75.0,67420982.0,Karachi
BIZ-001795,Shaikh Restaurant Pvt Ltd,Azhar Baig,33602-8567220-3,Restaurant,Owner,50.0,65136346.0,Multan
BIZ-001796,Malik E-Commerce Enterprises,Madiha Niazi,45650-4391904-4,E-Commerce,Partner,60.0,466293332.0,Karachi
BIZ-001797,Baloch Pharmaceutical Enterprises,Munsoor Ali,48591-8106769-7,Pharmaceutical,Director,,13911736.0,Mirpur Khas
BIZ-001798,Minhas Healthcare Pvt Ltd,Durr-e-Shahwar Gill,30813-7837900-4,Healthcare,Director,10.0,408287255.0,Faisalabad
BIZ-001799,Butt Agriculture Pvt Ltd,Durr-e-Shahwar Gill,30813-7837900-4,Agriculture,Owner,33.0,417291428.0,
BIZ-001800,Iqbal Textile Enterprises,Rubina Aslam,14389-8451448-8,Textile,Director,20.0,15226573.0,Peshawar
BIZ-001801,Brohi E-Commerce Pvt Ltd,Maheen Siddiqui,31008-1404417-0,E-Commerce,Owner,25.0,336936491.0,Sheikhupura
BIZ-001802,Cheema E-Commerce Enterprises,Bilal Siddiqui,42724-0398703-1,E-Commerce,Owner,51.0,94807232.0,Karachi
BIZ-001803,Raza Import/Export Enterprises,Durr-e-Shahwar Durrani,36081-7810725-4,Import/Export,Director,0.0,96005294.0,Sheikhupura
BIZ-001804,Butt E-Commerce Pvt Ltd,Imraan Ali,47613-2874580-5,E-Commerce,Partner,75.0,74083960.0,Karachi
BIZ-001805,Bhatti Real Estate Pvt Ltd,Hamza Khan,35126-2618753-7,Real Estate,Owner,51.0,391156126.0,Dera Ghazi Khan
BIZ-001806,Khattak Real Estate Enterprises,Hamza Khan,35126-2618753-7,Real Estate,Owner,51.0,407599066.0,Dera Ghazi Khan
BIZ-001807,Khan Financial Services Enterprises,Noor Bugti,30976-0040200-4,Financial Services,Partner,60.0,,Gujrat
BIZ-001808,Sethi Education Enterprises,Noor Bugti,30976-0040200-4,Education,Owner,60.0,15848869.0,Gujrat
BIZ-001809,Bugti Education Enterprises,Riffat Siddiqui,36513-7245409-0,Education,Director,5.0,17460104.0,Sialkot
BIZ-001810,Hashmi IT Services Enterprises,,36513-7245409-0,IT Services,Director,25.0,56288249.0,Sialkot
BIZ-001811,Hashmi Construction Pvt Ltd,Noman Shaikh,35716-2963458-9,Construction,Director,50.0,91054913.0,Lahore
BIZ-001812,Khan Education Pvt Ltd,Noman Shaikh,35716-2963458-9,Education,Owner,,17766199.0,Lahore
BIZ-001813,Khoso Financial Services Enterprises,Lubna Hussain,41224-8683831-2,Financial Services,Owner,50.0,15682955.0,Karachi
BIZ-001814,Bugti Textile Enterprises,Jaweria Brohi,47703-0455552-8,Textile,Owner,60.0,335947459.0,Jacobabad
BIZ-001815,Randhawa Import/Export Enterprises,Shoaib Butt,37818-1633239-5,Import/Export,Owner,60.0,377036275.0,Jhelum
BIZ-001816,Ahmed E-Commerce Enterprises,Shoaib Butt,37818-1633239-5,E-Commerce,Owner,100.0,162229374.0,Jhelum
BIZ-001817,Mirza Restaurant Pvt Ltd,Wardah Jatoi,31815-0614366-6,Restaurant,Owner,33.0,156342017.0,Sargodha
BIZ-001818,Khoso Import/Export Enterprises,Wardah Jatoi,31815-0614366-6,Import/Export,Director,50.0,53846040.0,Sargodha
BIZ-001819,Hussain E-Commerce Enterprises,Wardah Jatoi,31815-0614366-6,E-Commerce,Director,50.0,344108625.0,Sargodha
BIZ-001820,Mengal Automotive Enterprises,Farah Mengal,30150-5175291-8,Automotive,Partner,100.0,,Sahiwal
BIZ-001821,Aslam Healthcare Pvt Ltd,Uzma Aslam,43435-6237941-4,Healthcare,Owner,,221442982.0,Khairpur
BIZ-001822,Niazi Education Pvt Ltd,Adnan Memon,33460-1528371-5,Education,Owner,33.0,275241656.0,Rahim Yar Khan
BIZ-001823,Laghari IT Services Enterprises,Adnan Memon,33460-1528371-5,IT Services,Director,50.0,,Rahim Yar Khan
BIZ-001824,Baloch Agriculture Pvt Ltd,Adnan Memon,33460-1528371-5,Agriculture,Director,10.0,162518734.0,Rahim Yar Khan
BIZ-001825,Kayani Financial Services Enterprises,Zafar Hussain,33805-9585824-3,Financial Services,Owner,60.0,135839444.0,Lahore
BIZ-001826,Baig Manufacturing Enterprises,Jaweria Yousafzai,35674-2960117-8,Manufacturing,Owner,51.0,10799175.0,Lahore
BIZ-001827,Baloch Manufacturing Pvt Ltd,Bano Junejo,35868-1569374-0,Manufacturing,Partner,100.0,88440086.0,Bahawalpur
BIZ-001828,Mirza IT Services Pvt Ltd,Bano Junejo,35868-1569374-0,IT Services,Owner,50.0,96571150.0,Bahawalpur
BIZ-001829,Gondal Healthcare Enterprises,Bano Junejo,35868-1569374-0,Healthcare,Owner,51.0,40437727.0,Bahawalpur
BIZ-001830,Cheema Wholesale Pvt Ltd,Farzana Jatoi,10763-5606725-4,Wholesale,Director,0.0,204312705.0,Peshawar
BIZ-001831,Gill IT Services Enterprises,Farzana Jatoi,10763-5606725-4,IT Services,Partner,25.0,396163729.0,Peshawar
BIZ-001832,Aslam Financial Services Enterprises,Samina Jatoi,13271-0791214-6,Financial Services,Director,20.0,478887958.0,Swabi
BIZ-001833,Hashmi Retail Enterprises,Wardah Gondal,31790-9644562-6,Retail,Owner,,3815449.0,Faisalabad
BIZ-001834,Minhas E-Commerce Enterprises,Ehsan Shah,36938-6896304-9,E-Commerce,Director,20.0,5006742.0,Lahore
BIZ-001835,Ahmed Education Enterprises,Bilal Sethi,36172-9694667-9,Education,Owner,25.0,86273291.0,Rahim Yar Khan
BIZ-001836,Chaudhry E-Commerce Enterprises,Kashif Malik,30862-6044073-9,E-Commerce,Partner,51.0,19891828.0,Rahim Yar Khan
BIZ-001837,Bugti Import/Export Pvt Ltd,Saeid Warraich,36567-3627641-7,Import/Export,Director,5.0,87453624.0,Rawalpindi
BIZ-001838,Kayani Textile Pvt Ltd,Saeid Warraich,36567-3627641-7,Textile,Owner,75.0,80530327.0,Rawalpindi
BIZ-001839,Niazi Financial Services Enterprises,Sayeed Warraich,36567-3627641-7,Financial Services,Owner,50.0,69412534.0,Rawalpindi
BIZ-001840,Baig Healthcare Pvt Ltd,Tanzeela Virk,56576-9275677-0,Healthcare,Owner,100.0,5272875.0,Loralai
BIZ-001841,Hussain Textile Enterprises,Nasreen Yousafzai,42817-3365513-4,Textile,Owner,25.0,69620077.0,Khairpur
BIZ-001842,Afridi Financial Services Enterprises,Nasreen Yousafzai,,Financial Services,Owner,25.0,20224897.0,Khairpur
BIZ-001843,Jamali Restaurant Pvt Ltd,Waqas Hashmi,49686-7842879-3,Restaurant,Director,50.0,11841246.0,Sukkur
BIZ-001844,Sethi Restaurant Pvt Ltd,Rizwan Iqbal,49909-6531817-7,Restaurant,Director,10.0,3239757.0,Karachi
BIZ-001845,Durrani Automotive Pvt Ltd,Rizwan Iqbal,49909-6531817-7,Automotive,Owner,60.0,3035294.0,Karachi
BIZ-001846,Gill Healthcare Enterprises,Bano Durrani,13257-4836561-6,Healthcare,Owner,,87843535.0,Swabi
BIZ-001847,Raza Import/Export Enterprises,Bano Durrani,13257-4836561-6,Import/Export,Owner,33.0,57921923.0,Swabi
BIZ-001848,Jamali E-Commerce Enterprises,Waheed Malik,31084-8054787-7,E-Commerce,Owner,50.0,410684138.0,Lahore
BIZ-001849,Virk IT Services Enterprises,Waheed Malik,31084-8054787-7,IT Services,Owner,51.0,309655129.0,Lahore
BIZ-001850,Bugti Restaurant Enterprises,Waheed Malik,31084-8054787-7,Restaurant,Owner,25.0,265499050.0,Lahore
BIZ-001851,Kayani Manufacturing Pvt Ltd,Yasmin Cheema,46562-7127788-0,Manufacturing,Owner,50.0,77868606.0,
BIZ-001852,Shah Textile Enterprises,Sana Junejo,31640-0910154-6,Textile,Owner,60.0,17817436.0,Multan
BIZ-001853,Khoso Automotive Enterprises,Amir Kayani,38210-9959025-7,Automotive,Partner,33.0,81068712.0,Multan
