record_id,account_holder,cnic,monthly_transactions,avg_balance,bank_name,account_type
BANK-007602,,12793-1637141-1,353.0,56925477.0,Habib Bank,Savings
BANK-007603,Zafar Warraich,12793-1637141-1,424.0,55893196.0,Bank Alfalah,Current
BANK-007604,Uzma Malik,15997-8479563-0,63.0,528256.0,Habib Bank,Savings
BANK-007605,Uzma Malik,15997-8479563-0,71.0,,MCB Bank,Savings
BANK-007606,Durr-e-Shahwar Warraich,32240-1251915-8,155.0,2527758.0,Bank of Punjab,Business
BANK-007607,Durr-e-Shahwar Warraich,32240-1251915-8,152.0,13150761.0,Soneri Bank,Current
BANK-007608,Waseem Laghari,44696-6499584-1,26.0,194535.0,Allied Bank,Business
BANK-007609,Waseem Laghari,44696-6499584-1,26.0,139212.0,Standard Chartered,Current
BANK-007610,Bano Khattak,37078-4476727-6,103.0,12583004.0,Allied Bank,Savings
BANK-007611,Bano Khattak,37078-4476727-6,67.0,9736935.0,Summit Bank,Current
BANK-007612,Bano Khattak,37078-4476727-6,183.0,11194429.0,Standard Chartered,Business
BANK-007613,Bano Khattak,37078-4476727-6,174.0,3111172.0,Faysal Bank,Current
BANK-007614,Qudsia Virk,46625-4478292-4,36.0,,National Bank,Business
BANK-007615,Tahira Kayani,35017-2175181-2,80.0,1637522.0,Bank Alfalah,Savings
BANK-007616,Nighat Baig,,51.0,152662.0,Allied Bank,Savings
BANK-007617,Nighat Baig,32813-8306706-8,38.0,875499.0,Bank Alfalah,Savings
BANK-007618,Azhar Cheema,30074-0308648-5,22.0,116658.0,MCB Bank,Current
BANK-007619,Azhar Cheema,30074-0308648-5,6.0,42825.0,National Bank,Current
BANK-007620,Azhar Cheema,30074-0308648-5,5.0,99729.0,United Bank,Business
BANK-007621,Hina Mughal,34203-0515805-0,42.0,1130734.0,Soneri Bank,Business
BANK-007622,Hina Mughal,34203-0515805-0,78.0,578748.0,MCB Bank,Savings
BANK-007623,Riffat Aslam,43745-1309642-2,53.0,1999783.0,United Bank,Business
BANK-007624,Riffat Aslam,43745-1309642-2,70.0,590130.0,Askari Bank,Business
BANK-007625,Ahmad Warraich,37026-9974714-3,74.0,1030905.0,Bank Alfalah,Business
BANK-007626,Uthman Mirza,,57.0,5885634.0,Allied Bank,Current
BANK-007627,,37076-8266251-9,165.0,2700699.0,National Bank,Savings
BANK-007628,Usman Mirza,37076-8266251-9,163.0,7970441.0,Askari Bank,Business
BANK-007629,Ali Raza,,26.0,78690.0,JS Bank,Business
BANK-007630,Allee Raza,10315-8560860-1,26.0,183673.0,Meezan Bank,Savings
BANK-007631,Naveed Yousafzai,31951-3863591-5,25.0,88299.0,Allied Bank,Current
BANK-007632,,37008-8294753-9,95.0,6712784.0,Summit Bank,Business
BANK-007633,Owais Raza,44823-8405606-7,359.0,46955350.0,Soneri Bank,Current
BANK-007634,Owais Raza,44823-8405606-7,165.0,28918857.0,Askari Bank,Savings
BANK-007635,Lubna Chaudhry,30012-2800361-4,131.0,8836946.0,JS Bank,Savings
BANK-007636,Lubna Chaudhry,30012-2800361-4,185.0,6878037.0,Bank Alfalah,Current
BANK-007637,Lubna Chaudhry,30012-2800361-4,147.0,5723797.0,Allied Bank,Business
BANK-007638,Shoaib Raza,19877-9351626-7,353.0,26047410.0,Habib Bank,Savings
BANK-007639,Shoaib Raza,19877-9351626-7,450.0,80685130.0,Meezan Bank,Savings
BANK-007640,,19877-9351626-7,467.0,39749038.0,MCB Bank,Savings
BANK-007641,Farzana Yousafzai,58438-2569400-8,30.0,1377675.0,Meezan Bank,Savings
BANK-007642,Durr-e-Shahwar Jatoi,37860-7671511-4,55.0,530598.0,MCB Bank,Savings
BANK-007643,Shazia Cheema,30601-4681663-4,97.0,4071739.0,Habib Bank,Current
BANK-007644,Shazia Cheema,,55.0,4248505.0,Standard Chartered,Savings
BANK-007645,Zahid Randhawa,,29.0,45780.0,Faysal Bank,Business
BANK-007646,Amir Jamali,34483-0980894-7,187.0,45052213.0,Standard Chartered,Business
BANK-007647,Farhaan Cheema,18389-4392046-9,12.0,,Allied Bank,Savings
BANK-007648,Furhan Cheema,18389-4392046-9,16.0,196604.0,Bank of Punjab,Current
BANK-007649,Furhan Cheema,18389-4392046-9,17.0,43995.0,Bank of Punjab,Savings
BANK-007650,Zaineb Aslam,31001-5850344-2,141.0,8908141.0,United Bank,Current
BANK-007651,Zaineb Aslam,31001-5850344-2,105.0,2613477.0,Allied Bank,Savings
BANK-007652,Zainab Aslam,31001-5850344-2,,12977364.0,United Bank,Current
BANK-007653,Zaineb Aslam,31001-5850344-2,130.0,6372574.0,Allied Bank,Current
BANK-007654,Talha Baig,37199-3005499-9,12.0,1070425.0,Summit Bank,Current
BANK-007655,Talha Baig,37199-3005499-9,19.0,1303386.0,Bank Al Habib,Current
BANK-007656,Wardah Butt,36495-8411345-4,161.0,3202541.0,Allied Bank,Savings
BANK-007657,Wardah Butt,36495-8411345-4,104.0,3339754.0,Standard Chartered,Current
BANK-007658,Wardah Butt,36495-8411345-4,115.0,3244900.0,Bank Alfalah,Current
BANK-007659,Wardah Butt,36495-8411345-4,,11732602.0,Summit Bank,Current
BANK-007660,Ghulam Shah,56787-6616394-7,53.0,1825583.0,Habib Bank,Savings
BANK-007661,Ghulam Shah,56787-6616394-7,14.0,1683005.0,Allied Bank,Business
BANK-007662,Aneela Rajput,44368-6336745-0,66.0,385502.0,MCB Bank,Current
BANK-007663,Aneela Rajput,44368-6336745-0,27.0,1482561.0,Faysal Bank,Savings
BANK-007664,Saeid Shaikh,34404-9574149-5,36.0,6214464.0,Faysal Bank,Business
BANK-007665,,48969-7212084-8,56.0,1589570.0,Askari Bank,Savings
BANK-007666,Sajid Mirza,36197-9675731-7,8.0,169451.0,Meezan Bank,Savings
BANK-007667,Sajid Mirza,36197-9675731-7,17.0,138050.0,Standard Chartered,Savings
BANK-007668,Rabia Virk,42184-9167798-0,119.0,13571395.0,National Bank,Savings
BANK-007669,Rabia Virk,42184-9167798-0,122.0,9618506.0,United Bank,Savings
BANK-007670,Rabia Virk,42184-9167798-0,,11997415.0,Soneri Bank,Savings
BANK-007671,Waseem Rajput,39293-0710810-5,,,Meezan Bank,Business
BANK-007672,Adnan Warraich,39891-3610300-7,11.0,154828.0,Standard Chartered,Current
BANK-007673,Usmaan Abbasi,41383-3588735-5,19.0,862350.0,Bank of Punjab,Current
BANK-007674,Usmaan Abbasi,41383-3588735-5,51.0,1876299.0,JS Bank,Current
BANK-007675,Riffat Ali,46997-7234310-4,434.0,95553047.0,National Bank,Savings
BANK-007676,,,249.0,79456644.0,Bank Alfalah,Savings
BANK-007677,Riffat Ali,46997-7234310-4,349.0,45792773.0,Standard Chartered,Current
BANK-007678,Riffat Ali,46997-7234310-4,,95783059.0,MCB Bank,Savings
BANK-007679,Noor Siddiqui,37221-7469337-0,,14793790.0,Allied Bank,Current
BANK-007680,,48023-8693819-7,5.0,13872.0,Bank Al Habib,Current
BANK-007681,Adnan Chandio,36827-6727141-3,47.0,5246390.0,National Bank,Current
BANK-007682,Adnan Chandio,36827-6727141-3,167.0,,Habib Bank,Current
BANK-007683,Fateema Mengal,52545-3809347-6,171.0,7203605.0,Bank of Punjab,Savings
BANK-007684,Fatimah Mengal,52545-3809347-6,164.0,13755819.0,United Bank,Business
BANK-007685,Khadeejah Jatoi,54069-2078115-4,256.0,88810717.0,Allied Bank,Current
BANK-007686,Khadeejah Jatoi,54069-2078115-4,387.0,25352881.0,Bank Alfalah,Savings
BANK-007687,Khadija Jatoi,54069-2078115-4,222.0,22709817.0,Soneri Bank,Savings
BANK-007688,Umar Chandio,31669-3226054-3,20.0,,Askari Bank,Current
BANK-007689,Umar Chandio,31669-3226054-3,21.0,101376.0,Askari Bank,Current
BANK-007690,Maryam Baloch,49536-7029813-8,28.0,1194537.0,Bank Al Habib,Savings
BANK-007691,Farah Warraich,41115-0519670-6,50.0,322572.0,Faysal Bank,Business
BANK-007692,Khadija Iqbal,55604-4852127-6,30.0,33031.0,Standard Chartered,Current
BANK-007693,Khadija Iqbal,55604-4852127-6,5.0,64342.0,Faysal Bank,Savings
BANK-007694,,39064-3781285-8,66.0,1868161.0,Faysal Bank,Savings
BANK-007695,Yasmin Warraich,17898-0301398-4,146.0,4951366.0,Standard Chartered,Current
BANK-007696,Yasmin Warraich,17898-0301398-4,192.0,2893478.0,National Bank,Business
BANK-007697,Yasmin Warraich,17898-0301398-4,118.0,4575872.0,Allied Bank,Savings
BANK-007698,Yasmin Warraich,17898-0301398-4,134.0,10389411.0,Standard Chartered,Savings
BANK-007699,Humaira Shaikh,32973-5151276-0,65.0,1090404.0,Bank Alfalah,Business
BANK-007700,Irfan Khoso,12644-1370751-9,498.0,,Allied Bank,Savings
BANK-007701,Irfan Khoso,12644-1370751-9,352.0,31465839.0,Soneri Bank,Business
BANK-007702,Irfan Khoso,12644-1370751-9,426.0,37476376.0,Bank Al Habib,Savings
BANK-007703,Irfan Khoso,12644-1370751-9,348.0,8520718.0,National Bank,Savings
BANK-007704,Nighat Iqbal,34672-6288468-0,28.0,1950136.0,MCB Bank,Savings
BANK-007705,Umair Awan,36139-1765287-5,190.0,2335271.0,Faysal Bank,Current
BANK-007706,Umair Awan,36139-1765287-5,134.0,11807201.0,Bank Alfalah,Savings
BANK-007707,Umair Awan,36139-1765287-5,161.0,14579322.0,Bank Al Habib,Current
BANK-007708,Ehsan Siddiqui,39166-7470210-9,38.0,1244996.0,Bank of Punjab,Business
BANK-007709,Danish Mughal,69472-5772680-9,,85174318.0,National Bank,Savings
BANK-007710,Danish Mughal,69472-5772680-9,380.0,11338839.0,Askari Bank,Savings
BANK-007711,Danish Mughal,69472-5772680-9,450.0,,Faysal Bank,Savings
BANK-007712,Rashid Siddiqui,10909-2079272-3,194.0,2819424.0,Bank Alfalah,Current
BANK-007713,Rasheed Siddiqui,10909-2079272-3,62.0,3250693.0,Askari Bank,Savings
BANK-007714,Sunna Khoso,16004-0622046-6,37.0,719979.0,Habib Bank,Current
BANK-007715,Lubna Ali,31017-1310780-6,34.0,339211.0,Askari Bank,Current
BANK-007716,Bano Soomro,50458-1945890-6,43.0,6168523.0,Standard Chartered,Business
BANK-007717,Bano Soomro,50458-1945890-6,54.0,10925857.0,MCB Bank,Savings
BANK-007718,Bano Soomro,50458-1945890-6,200.0,11815736.0,Summit Bank,Business
BANK-007719,Tanveer Qureshi,13006-8263309-3,13.0,1437599.0,National Bank,Current
BANK-007720,,13006-8263309-3,,1202382.0,Soneri Bank,Savings
BANK-007721,Talha Ahmed,42924-8414989-1,28.0,110857.0,Allied Bank,Current
BANK-007722,Waseem Afridi,35062-7508861-7,288.0,85759193.0,National Bank,Savings
BANK-007723,Danish Jatoi,35574-3943002-1,30.0,106547.0,Askari Bank,Current
BANK-007724,Danish Jatoi,35574-3943002-1,3.0,86526.0,Faysal Bank,Current
BANK-007725,Sajid Kayani,39297-9656746-5,7.0,179132.0,Summit Bank,Current
BANK-007726,Sajid Kayani,39297-9656746-5,27.0,109303.0,Bank Al Habib,Current
BANK-007727,Sajid Kayani,39297-9656746-5,4.0,165256.0,Allied Bank,Savings
BANK-007728,Amna Khattak,35720-6622122-0,85.0,12668833.0,Bank Alfalah,Current
BANK-007729,Amna Khattak,35720-6622122-0,34.0,4003620.0,Standard Chartered,Current
BANK-007730,Amna Khattak,35720-6622122-0,127.0,12245020.0,Bank Alfalah,Savings
BANK-007731,Naadia Jatoi,39936-2821716-8,95.0,26078693.0,Bank of Punjab,Savings
BANK-007732,Nadeea Jatoi,39936-2821716-8,,,Askari Bank,Savings
BANK-007733,Nadiya Jatoi,39936-2821716-8,229.0,74789934.0,Askari Bank,Savings
BANK-007734,Zubaida Niazi,55193-0377173-4,6.0,32107.0,National Bank,Business
BANK-007735,Uthman Niazi,42244-0423330-1,29.0,60797.0,Soneri Bank,Savings
BANK-007736,,42244-0423330-1,6.0,,Bank of Punjab,Current
BANK-007737,Alee Mengal,30924-0852062-5,11.0,144828.0,Standard Chartered,Savings
BANK-007738,Allee Mengal,30924-0852062-5,3.0,114812.0,Meezan Bank,Business
BANK-007739,Durr-e-Shahwar Siddiqui,65856-6180420-6,6.0,185057.0,Allied Bank,Savings
BANK-007740,Rubina Sethi,42384-8035967-8,12.0,1093275.0,Askari Bank,Savings
BANK-007741,Tahira Chandio,34081-1776507-6,2.0,74110.0,Standard Chartered,Business
BANK-007742,Rabia Ali,16361-5712580-8,14.0,703118.0,JS Bank,Current
BANK-007743,Adnan Brohi,34667-3777348-9,11.0,138734.0,Summit Bank,Savings
BANK-007744,Tahira Kayani,36678-5894111-2,14.0,34136.0,MCB Bank,Savings
BANK-007745,Zaineb Shaikh,15736-4325416-2,62.0,1515984.0,National Bank,Savings
BANK-007746,,15736-4325416-2,30.0,979552.0,Summit Bank,Savings
BANK-007747,Zahid Gill,33086-4806227-9,144.0,79645368.0,Standard Chartered,Current
BANK-007748,Zahid Gill,33086-4806227-9,78.0,,Bank of Punjab,Savings
BANK-007749,Zahid Gill,33086-4806227-9,352.0,86882189.0,JS Bank,Savings
BANK-007750,Bilal Afridi,72002-3769342-1,61.0,1536111.0,Soneri Bank,Current
BANK-007751,Bilal Afridi,72002-3769342-1,18.0,943706.0,Allied Bank,Current
BANK-007752,Farhaan Jatoi,53746-9869863-1,24.0,18018.0,Bank of Punjab,Savings
BANK-007753,Farhan Jatoi,53746-9869863-1,22.0,153573.0,Bank Alfalah,Business
BANK-007754,Ferhan Jatoi,53746-9869863-1,24.0,172944.0,MCB Bank,Current
BANK-007755,Komal Durrani,12769-1999216-4,31.0,13840145.0,Standard Chartered,Business
BANK-007756,Komal Durrani,12769-1999216-4,64.0,14279103.0,Bank Al Habib,Business
BANK-007757,Farzana Soomro,32702-3722446-6,28.0,1272952.0,Soneri Bank,Business
BANK-007758,Mohamad Jatoi,39414-2502700-1,9.0,167851.0,Bank Alfalah,Savings
BANK-007759,,63348-9898860-0,424.0,11543494.0,Summit Bank,Business
BANK-007760,Khadeejah Shaikh,63348-9898860-0,333.0,39573052.0,Askari Bank,Business
BANK-007761,Khadijah Shaikh,63348-9898860-0,431.0,34986135.0,Bank Alfalah,Savings
BANK-007762,Tanzeela Afridi,31970-0720063-6,14.0,26938.0,Standard Chartered,Current
BANK-007763,Tanzeela Afridi,31970-0720063-6,6.0,191157.0,Askari Bank,Savings
BANK-007764,Junaid Ali,62928-1266825-9,4.0,158185.0,Allied Bank,Business
BANK-007765,Nasreen Baloch,38224-3317617-8,26.0,165744.0,JS Bank,Savings
BANK-007766,Humaira Awan,13226-4339298-2,270.0,71765669.0,Standard Chartered,Savings
BANK-007767,Saima Laghari,33404-7752836-4,56.0,1067846.0,Askari Bank,Business
BANK-007768,Hina Hussain,32644-4217292-4,405.0,12017201.0,Bank Al Habib,Savings
BANK-007769,Hina Hussain,,163.0,17152245.0,Habib Bank,Current
BANK-007770,,32644-4217292-4,189.0,43264104.0,Bank Alfalah,Current
BANK-007771,Faisal Chandio,10037-9334789-9,51.0,1272399.0,Meezan Bank,Savings
BANK-007772,Faisal Chandio,10037-9334789-9,46.0,1104170.0,Allied Bank,Business
BANK-007773,Umar Baloch,13575-1856545-9,80.0,1482874.0,Bank Al Habib,Savings
BANK-007774,Umar Baloch,13575-1856545-9,29.0,166283.0,JS Bank,Savings
BANK-007775,Lubna Siddiqui,49424-0584493-8,18.0,148820.0,United Bank,Savings
BANK-007776,Madiha Khoso,32843-6267754-6,25.0,119044.0,Bank of Punjab,Current
BANK-007777,Fahad Jatoi,41682-4344542-9,38.0,9172977.0,Meezan Bank,Business
BANK-007778,Fahad Jatoi,41682-4344542-9,158.0,2794929.0,MCB Bank,Current
BANK-007779,Fahad Jatoi,41682-4344542-9,65.0,11555811.0,Soneri Bank,Business
BANK-007780,Babar Virk,39330-5857181-7,83.0,3743172.0,United Bank,Current
BANK-007781,Babar Virk,39330-5857181-7,179.0,3938015.0,Askari Bank,Savings
BANK-007782,Babar Virk,,96.0,12216791.0,Bank of Punjab,Current
BANK-007783,Lubna Raza,35630-9981246-4,253.0,,Bank of Punjab,Current
BANK-007784,Lubna Raza,35630-9981246-4,328.0,55308352.0,Soneri Bank,Business
BANK-007785,Rabia Durrani,31057-3862296-2,49.0,241735.0,United Bank,Current
BANK-007786,Rabia Durrani,31057-3862296-2,64.0,807741.0,Standard Chartered,Savings
BANK-007787,Samina Ali,41824-8374324-2,5.0,129995.0,Soneri Bank,Business
BANK-007788,Sayeed Brohi,19353-1723083-7,96.0,8465274.0,Standard Chartered,Savings
BANK-007789,Saeid Brohi,19353-1723083-7,168.0,13102820.0,Summit Bank,Current
BANK-007790,Saeid Brohi,19353-1723083-7,68.0,6883889.0,Bank of Punjab,Savings
BANK-007791,Humaira Awan,32385-0765063-2,78.0,13018579.0,Bank of Punjab,Savings
BANK-007792,Tanzeela Bhatti,32591-2474595-0,21.0,134590.0,United Bank,Business
BANK-007793,Rasheed Sethi,41634-9462244-1,490.0,44256391.0,MCB Bank,Savings
BANK-007794,Sohail Sethi,36930-3369440-3,43.0,1550634.0,Bank of Punjab,Current
BANK-007795,,30919-5339582-0,372.0,17180989.0,Summit Bank,Business
BANK-007796,Bano Junejo,30919-5339582-0,496.0,31944916.0,MCB Bank,Savings
BANK-007797,Hina Baig,60524-0281715-0,132.0,28378750.0,Allied Bank,Business
BANK-007798,Hina Baig,60524-0281715-0,263.0,70522968.0,Bank Alfalah,Business
BANK-007799,Waseem Shaikh,30603-6571841-3,79.0,1783453.0,Faysal Bank,Savings
BANK-007800,Waseem Shaikh,30603-6571841-3,79.0,67373.0,Habib Bank,Current
BANK-007801,Waqas Awan,37857-5765074-3,171.0,12863480.0,Habib Bank,Savings
BANK-007802,Waqas Awan,,182.0,64540484.0,Soneri Bank,Savings
BANK-007803,,33249-7004252-2,,75839.0,MCB Bank,Savings
BANK-007804,Nadiya Abbasi,33249-7004252-2,,1066144.0,Meezan Bank,Savings
BANK-007805,Nadia Abbasi,33249-7004252-2,37.0,1032476.0,Meezan Bank,Current
BANK-007806,Nadeea Aslam,31049-4014848-0,4.0,59017.0,National Bank,Current
BANK-007807,Kashif Bhatti,45581-7902901-9,79.0,598302.0,National Bank,Business
BANK-007808,Zahid Jatoi,39201-9714573-1,66.0,863097.0,Habib Bank,Business
BANK-007809,Rabia Mengal,11356-9337433-0,29.0,,Bank of Punjab,Savings
BANK-007810,Saeid Cheema,53851-7800638-1,,7615.0,Standard Chartered,Business
BANK-007811,Saeid Cheema,53851-7800638-1,26.0,147328.0,JS Bank,Savings
BANK-007812,,53851-7800638-1,19.0,195442.0,Summit Bank,Savings
BANK-007813,Talha Brohi,38831-5670095-1,10.0,92807.0,Faysal Bank,Savings
BANK-007814,Samina Durrani,46553-2301738-6,5.0,20047.0,JS Bank,Business
BANK-007815,Samina Durrani,46553-2301738-6,16.0,,Soneri Bank,Savings
BANK-007816,Zafar Mughal,37541-3505100-9,376.0,21335630.0,Askari Bank,Savings
BANK-007817,Zafar Mughal,37541-3505100-9,57.0,26620124.0,National Bank,Savings
BANK-007818,Noman Ahmed,40390-4185919-3,40.0,,Habib Bank,Savings
BANK-007819,Bilal Randhawa,43349-1118377-9,10.0,1040533.0,Summit Bank,Savings
BANK-007820,Saima Qureshi,46251-3203236-4,11.0,134266.0,United Bank,Savings
BANK-007821,Saima Qureshi,46251-3203236-4,28.0,193175.0,Habib Bank,Savings
BANK-007822,Amna Virk,43320-6246578-2,74.0,601483.0,MCB Bank,Savings
BANK-007823,Nadia Junejo,47100-4025495-6,6.0,56351.0,Standard Chartered,Current
BANK-007824,Zubair Gill,32364-0302566-3,18.0,794691.0,MCB Bank,Savings
BANK-007825,Zubayr Gill,32364-0302566-3,60.0,545998.0,Summit Bank,Savings
BANK-007826,Jaweria Shah,45091-6395866-6,22.0,136383.0,Meezan Bank,Current
BANK-007827,Jaweria Shah,45091-6395866-6,13.0,156944.0,Standard Chartered,Business
BANK-007828,Osman Randhawa,31290-9820652-1,45.0,1499658.0,Bank of Punjab,Savings
BANK-007829,Shaheed Warraich,30902-1925473-5,44.0,1178416.0,JS Bank,Savings
BANK-007830,Imran Chaudhry,39716-7164778-5,8.0,123681.0,United Bank,Savings
BANK-007831,Lubna Sethi,32947-2432426-8,22.0,115107.0,Standard Chartered,Current
BANK-007832,Nasreen Rajput,43308-9522807-8,319.0,54563642.0,United Bank,Savings
BANK-007833,Nasreen Rajput,43308-9522807-8,419.0,64907269.0,Askari Bank,Savings
BANK-007834,Marium Jatoi,32281-8713285-0,29.0,125549.0,Bank of Punjab,Savings
BANK-007835,Mariam Ahmed,30706-6652326-4,9.0,179888.0,Summit Bank,Current
BANK-007836,,37344-5417252-6,191.0,59085776.0,Summit Bank,Savings
BANK-007837,Humaira Brohi,37344-5417252-6,361.0,34103166.0,Standard Chartered,Current
BANK-007838,Humaira Brohi,37344-5417252-6,51.0,20446132.0,Meezan Bank,Current
BANK-007839,Humaira Brohi,37344-5417252-6,,46225733.0,Allied Bank,Current
BANK-007840,Hamza Virk,51609-9824986-3,106.0,601007.0,JS Bank,Savings
BANK-007841,Hamza Virk,51609-9824986-3,169.0,3030359.0,JS Bank,Current
BANK-007842,Hamza Virk,51609-9824986-3,81.0,4946554.0,Allied Bank,Current
BANK-007843,Hamza Virk,51609-9824986-3,121.0,12728167.0,Standard Chartered,Savings
BANK-007844,Parveen Tahir,37053-9432139-6,73.0,112544.0,MCB Bank,Savings
BANK-007845,,37429-0500901-1,293.0,5037188.0,Soneri Bank,Savings
BANK-007846,Alee Raza,,206.0,2475471.0,Askari Bank,Current
BANK-007847,Allee Raza,37429-0500901-1,406.0,41041372.0,Habib Bank,Savings
BANK-007848,Ghazala Ali,13559-2815606-4,17.0,714481.0,Bank of Punjab,Current
BANK-007849,,31201-4211544-2,32.0,687562.0,Standard Chartered,Savings
BANK-007850,Parveen Chandio,31201-4211544-2,75.0,1156074.0,Habib Bank,Savings
BANK-007851,Komal Bugti,59738-1423831-8,95.0,38736757.0,JS Bank,Savings
BANK-007852,Komal Bugti,59738-1423831-8,478.0,42887272.0,Faysal Bank,Savings
BANK-007853,Bano Jatoi,30510-0498742-4,23.0,90390.0,JS Bank,Business
BANK-007854,Bano Jatoi,30510-0498742-4,4.0,120174.0,Bank Al Habib,Savings
BANK-007855,,30510-0498742-4,18.0,,Faysal Bank,Savings
BANK-007856,Aneela Chaudhry,38303-1345341-6,40.0,792149.0,Bank Al Habib,Savings
BANK-007857,Aneela Chaudhry,38303-1345341-6,29.0,411575.0,JS Bank,Current
BANK-007858,Wardah Hashmi,41868-0369061-6,,93567.0,JS Bank,Savings
BANK-007859,Irfan Soomro,30673-3880751-5,30.0,130568.0,JS Bank,Savings
BANK-007860,Irfan Soomro,30673-3880751-5,27.0,159040.0,Habib Bank,Current
BANK-007861,Ghazala Malik,35268-2482661-6,197.0,12145404.0,Bank of Punjab,Savings
BANK-007862,Ghazala Malik,35268-2482661-6,47.0,5037338.0,National Bank,Current
BANK-007863,Tanveer Ahmed,33200-0285255-3,6.0,160307.0,Meezan Bank,Savings
BANK-007864,,42304-2830088-3,35.0,1022534.0,Habib Bank,Business
BANK-007865,Mushtaq Aslam,42304-2830088-3,78.0,1178365.0,Allied Bank,Savings
BANK-007866,Asma Siddiqui,35015-1331168-2,30.0,182267.0,Faysal Bank,Current
BANK-007867,Zafar Soomro,47249-2707330-9,72.0,7747274.0,Standard Chartered,Savings
BANK-007868,Zafar Soomro,47249-2707330-9,142.0,1676715.0,JS Bank,Savings
BANK-007869,Zafar Soomro,47249-2707330-9,123.0,1786803.0,Allied Bank,Current
BANK-007870,Zafar Soomro,47249-2707330-9,177.0,4628575.0,Habib Bank,Business
BANK-007871,Naila Khoso,43523-6998077-0,83.0,,National Bank,Business
BANK-007872,Naila Khoso,43523-6998077-0,96.0,13744006.0,Bank Alfalah,Current
BANK-007873,Naila Khoso,43523-6998077-0,165.0,11898802.0,Summit Bank,Current
BANK-007874,Naila Khoso,43523-6998077-0,168.0,4238097.0,Bank of Punjab,Current
BANK-007875,Bushra Raza,39797-2327153-0,25.0,153806.0,United Bank,Savings
BANK-007876,Riffat Virk,35105-2240133-0,130.0,,United Bank,Savings
BANK-007877,Riffat Virk,35105-2240133-0,200.0,12091470.0,Standard Chartered,Business
BANK-007878,Riffat Virk,35105-2240133-0,196.0,11597233.0,Habib Bank,Savings
BANK-007879,Zahid Raza,15560-2171325-3,193.0,,Meezan Bank,Business
BANK-007880,Mushtaq Cheema,33092-1133068-3,24.0,164052.0,Askari Bank,Savings
BANK-007881,Tariq Shaikh,34559-0011005-7,11.0,31464.0,Soneri Bank,Business
BANK-007882,Tarik Shaikh,34559-0011005-7,11.0,167081.0,Bank Alfalah,Savings
BANK-007883,Amna Virk,44422-5339089-6,392.0,41642909.0,United Bank,Savings
BANK-007884,Amna Virk,44422-5339089-6,132.0,4282236.0,Standard Chartered,Business
BANK-007885,Nasreen Shah,70923-3917968-8,12.0,35643.0,Bank Al Habib,Savings
BANK-007886,Nasreen Shah,70923-3917968-8,26.0,12334.0,Faysal Bank,Savings
BANK-007887,,70923-3917968-8,2.0,50337.0,Bank of Punjab,Savings
BANK-007888,Parveen Awan,34999-3488499-8,368.0,74557992.0,United Bank,Current
BANK-007889,Basit Awan,33550-0006744-3,11.0,1572806.0,Faysal Bank,Current
BANK-007890,,16867-9548607-7,471.0,3778210.0,Summit Bank,Savings
BANK-007891,Sohail Mirza,16867-9548607-7,480.0,34988365.0,MCB Bank,Savings
BANK-007892,Sohail Mirza,16867-9548607-7,452.0,53895112.0,Standard Chartered,Savings
BANK-007893,Sohail Mirza,16867-9548607-7,411.0,,Askari Bank,Savings
BANK-007894,Tanveer Hashmi,75391-4145238-9,23.0,80866.0,National Bank,Savings
BANK-007895,Komal Durrani,30970-9011472-8,,152047.0,Faysal Bank,Business
BANK-007896,Azhar Aslam,40583-0129633-9,223.0,10921097.0,Allied Bank,Current
BANK-007897,Azhar Aslam,40583-0129633-9,363.0,94593487.0,MCB Bank,Savings
BANK-007898,Azhar Aslam,40583-0129633-9,450.0,55357298.0,National Bank,Savings
BANK-007899,Azhar Aslam,40583-0129633-9,177.0,23254415.0,Bank of Punjab,Current
BANK-007900,Zafar Kayani,11601-3739880-3,,59525.0,Bank of Punjab,Savings
BANK-007901,Zubair Awan,43428-5892487-7,117.0,9404561.0,MCB Bank,Savings
BANK-007902,Zubair Awan,43428-5892487-7,151.0,13516500.0,Standard Chartered,Savings
BANK-007903,Zubair Awan,43428-5892487-7,52.0,11426979.0,Soneri Bank,Current
BANK-007904,Jaweria Malik,47218-6709324-4,76.0,345030.0,Bank Alfalah,Savings
BANK-007905,Jaweria Malik,47218-6709324-4,66.0,1168481.0,MCB Bank,Savings
BANK-007906,Rabia Mirza,35215-7584969-0,,700524.0,Summit Bank,Savings
BANK-007907,Rabia Mirza,35215-7584969-0,,655580.0,Askari Bank,Current
BANK-007908,Rabia Mirza,35215-7584969-0,48.0,771852.0,Bank Al Habib,Current
BANK-007909,Ahemad Chandio,30143-7058932-3,16.0,42935.0,Faysal Bank,Savings
BANK-007910,,10218-4478525-9,199.0,14288520.0,Bank of Punjab,Current
BANK-007911,Shazia Niazi,31038-9807972-6,68.0,638715.0,MCB Bank,Savings
BANK-007912,Shazia Niazi,31038-9807972-6,27.0,1621484.0,Habib Bank,Savings
BANK-007913,Rafiq Tahir,16056-0396867-9,30.0,69395.0,National Bank,Savings
BANK-007914,Rafiq Tahir,16056-0396867-9,17.0,143362.0,Soneri Bank,Business
BANK-007915,Rafiq Tahir,16056-0396867-9,23.0,186439.0,Faysal Bank,Business
BANK-007916,Zeeshan Qureshi,49471-4834428-3,100.0,87062820.0,Standard Chartered,Business
