citizen_id,cnic,name,father_name,ntn,declared_income,tax_paid,filing_status,tax_year,province,city
CIT-004487,32563-5407004-5,Osman Hashmi,,6540365,576428.0,0.0,Filer,2022,Punjab,Sialkot
CIT-004488,53158-7539730-2,Sadia Awan,Atif Khoso,3257922,824701.0,9763.0,Filer,2023,Balochistan,
CIT-004489,11705-1036369-7,Sohail Awan,Shoaib Ahmed,8770477,2343825.0,152910.0,Filer,2020,KPK,Mardan
CIT-004489,11705-1036369-7,Sohail Awan,Shoaib Ahmed,8770477,2168019.0,157300.0,Filer,2022,KPK,Mardan
CIT-004490,34341-7634279-8,Qudsia Siddiqui,Kamran Laghari,9238338,1613165.0,,Filer,2020,Punjab,Sheikhupura
CIT-004490,34341-7634279-8,Qudsia Siddiqui,Kamran Laghari,9238338,1769046.0,70907.0,Filer,2023,Punjab,Sheikhupura
CIT-004490,34341-7634279-8,Qudsia Siddiqui,Kamran Laghari,9238338,1762829.0,83486.0,Filer,2024,Punjab,Sheikhupura
CIT-004491,37306-5198469-0,Zubaida Mirza,Adnan Awan,5846863,612686.0,1979.0,Filer,2021,Punjab,Bahawalpur
CIT-004491,37306-5198469-0,Zubaida Mirza,Adnan Awan,5846863,,2093.0,Filer,2022,Punjab,Bahawalpur
CIT-004491,37306-5198469-0,Zubaida Mirza,Adnan Awan,5846863,690453.0,1943.0,Filer,2023,Punjab,Bahawalpur
CIT-004492,47139-5760050-7,Umair Brohi,Danish Yousafzai,,504009.0,0.0,Non-Filer,2021,Sindh,Sukkur
CIT-004492,47139-5760050-7,Umair Brohi,Danish Yousafzai,,528427.0,0.0,Non-Filer,2022,Sindh,Sukkur
CIT-004493,39426-6227729-0,Amna Laghari,Basit Jatoi,1968597,552153.0,0.0,Filer,2023,Punjab,Sahiwal
CIT-004493,39426-6227729-0,Amna Laghari,Basit Jatoi,1968597,608887.0,0.0,Filer,2024,Punjab,Sahiwal
CIT-004494,38867-4397133-1,Mohd Awan,Umar Warraich,6390188,19466016.0,6572142.0,Filer,2022,Punjab,Sheikhupura
CIT-004494,38867-4397133-1,Mohammad Awan,Umar Warraich,6390188,22349929.0,6679600.0,Filer,2024,Punjab,Sheikhupura
CIT-004495,33834-7489449-5,Sohail Ali,Sohail Siddiqui,,479345.0,0.0,Non-Filer,2020,Punjab,Dera Ghazi Khan
CIT-004496,11437-5630364-1,Arif Sethi,Muhammad Sheikh,,2813204.0,6601.0,Non-Filer,2021,KPK,Nowshera
CIT-004496,11437-5630364-1,Arif Sethi,Muhammad Sheikh,,2101952.0,5775.0,Non-Filer,2022,KPK,
CIT-004497,38009-0983976-2,Tanzeela Niazi,Bilal Tahir,6361238,4058415.0,665852.0,Filer,2020,Punjab,Rahim Yar Khan
CIT-004497,38009-0983976-2,Tanzeela Niazi,Bilal Tahir,6361238,4845080.0,664239.0,Filer,2024,Punjab,Rahim Yar Khan
CIT-004498,18696-2575012-1,Sohail Sheikh,Waseem Malik,,1236636.0,1923.0,Non-Filer,2020,KPK,Nowshera
CIT-004499,36415-4647515-5,Junaid Malik,Talha Durrani,6866344,29163127.0,8776664.0,Filer,2024,Punjab,Gujrat
CIT-004500,47458-0443461-8,Mian Humaira Randhawa,Qasim Randhawa,,479752.0,0.0,Non-Filer,2022,Sindh,Jacobabad
CIT-004500,47458-0443461-8,Humaira Randhawa,Qasim Randhawa,,366120.0,0.0,Non-Filer,2024,Sindh,Jacobabad
CIT-004501,49667-5953273-8,Ghazala Abbasi,Daniyal Raza,,4948485.0,84059.0,Non-Filer,2021,Sindh,Hyderabad
CIT-004502,39437-1406317-1,Naveed Mughal,Hussain Afridi,1035319,1854866.0,74653.0,Filer,2021,Punjab,Gujranwala
CIT-004502,39437-1406317-1,Naveed Mughal,Hussain Afridi,1035319,1577099.0,78466.0,Filer,2022,Punjab,Gujranwala
CIT-004502,39437-1406317-1,Naveed Mughal,Hussain Afridi,1035319,1502846.0,74117.0,Filer,2023,Punjab,Gujranwala
CIT-004503,35496-1571882-9,Faisal Aslam,,5320937,,146642.0,Filer,2020,Punjab,Lahore
CIT-004503,35496-1571882-9,Faisal Aslam,Habib Jatoi,5320937,2074067.0,171092.0,Filer,2022,Punjab,Lahore
CIT-004503,35496-1571882-9,Faisal Aslam,Habib Jatoi,5320937,2339687.0,156512.0,Filer,2024,Punjab,Lahore
CIT-004504,68307-9569659-3,Saeed Yousafzai,Talha Chaudhry,1230142,461911.0,0.0,Filer,2022,Islamabad,Islamabad
CIT-004504,68307-9569659-3,Said Yousafzai,Talha Chaudhry,1230142,472920.0,0.0,Filer,2024,Islamabad,Islamabad
CIT-004505,48964-5805522-0,Zainab Bhatti,Saeed Khattak,,1893762.0,5992.0,Non-Filer,2020,Sindh,Nawabshah
CIT-004505,48964-5805522-0,Zenab Bhatti,Saeed Khattak,,1812134.0,5807.0,Non-Filer,2024,Sindh,Nawabshah
CIT-004506,41889-1426221-3,Mushtaq Awan,Zubair Shah,8371718,853181.0,10515.0,Filer,2023,Sindh,Shikarpur
CIT-004506,41889-1426221-3,Mushtaq Awan,Zubair Shah,8371718,1020243.0,10051.0,Filer,2024,Sindh,Shikarpur
CIT-004507,37271-1752349-5,Alee Minhas,Tahir Niazi,3902644,42251.0,0.0,Filer,2023,Punjab,Sargodha
CIT-004508,31940-0156262-4,Maheen Abbasi,Sohail Warraich,6752686,5963420.0,1378795.0,Filer,2020,Punjab,Dera Ghazi Khan
CIT-004508,31940-0156262-4,Dr Maheen Abbasi,Sohail Warraich,6752686,6655310.0,1363824.0,Filer,2023,Punjab,Dera Ghazi Khan
CIT-004509,32400-4463139-3,Arif Kayani,Pervaiz Minhas,7628400,1028908.0,10804.0,Filer,2021,Punjab,Sahiwal
CIT-004510,37402-2449550-6,Farah Iqbal,Azhar Siddiqui,1237767,394943.0,0.0,Filer,2021,Punjab,Sialkot
CIT-004510,37402-2449550-6,Farah Iqbal,Azhar Siddiqui,1237767,306376.0,,Filer,2024,Punjab,Sialkot
CIT-004511,44275-3448885-0,Zubaida Sethi,Danish Shaikh,1376499,661397.0,1311.0,Filer,2020,Sindh,Karachi
CIT-004511,44275-3448885-0,Zubaida Sethi,Danish Shaikh,1376499,758038.0,1438.0,Filer,2021,Sindh,Karachi
CIT-004511,44275-3448885-0,Zubaida Sethi,Danish Shaikh,1376499,608337.0,1369.0,Filer,2022,Sindh,Karachi
CIT-004512,33102-5805150-6,Asma Qureshi,Junaid Qureshi,7308476,1909187.0,88222.0,Filer,2020,Punjab,Dera Ghazi Khan
CIT-004512,33102-5805150-6,Asma Qureshi,Junaid Qureshi,7308476,1492845.0,97086.0,Filer,2022,Punjab,Dera Ghazi Khan
CIT-004512,33102-5805150-6,Asma Qureshi,,7308476,1615495.0,90806.0,Filer,2024,Punjab,Dera Ghazi Khan
CIT-004513,35142-5763816-3,Liaquat Ali,Atif Mirza,3399293,404483.0,0.0,Filer,2021,Punjab,Rawalpindi
CIT-004513,35142-5763816-3,Liaquat Ali,Atif Mirza,3399293,441960.0,0.0,Filer,2024,Punjab,Rawalpindi
CIT-004514,39758-4877707-9,Waseem Abbasi,Kashif Randhawa,,381175.0,0.0,Non-Filer,2020,Punjab,Sargodha
CIT-004514,39758-4877707-9,Waseem Abbasi,Kashif Randhawa,,366861.0,,Non-Filer,2021,Punjab,Sargodha
CIT-004514,39758-4877707-9,Waseem Abbasi,Kashif Randhawa,,323105.0,0.0,Non-Filer,2022,Punjab,Sargodha
CIT-004515,47017-9710328-2,Qudsia Mengal,Zahid Hashmi,,365862.0,0.0,Non-Filer,2023,Sindh,Larkana
CIT-004515,47017-9710328-2,Qudsia Mengal,Zahid Hashmi,,389166.0,0.0,Non-Filer,2024,Sindh,Larkana
CIT-004516,37413-5825195-1,Farhan Qureshi,Hamza Gill,,,,Non-Filer,2020,Punjab,Lahore
CIT-004517,39979-1188020-8,Humaira Junejo,Asad Cheema,6438854,5979352.0,1202408.0,Filer,2022,Punjab,Sialkot
CIT-004517,39979-1188020-8,Humaira Junejo,Asad Cheema,6438854,5371236.0,1221680.0,Filer,2023,Punjab,Sialkot
CIT-004517,39979-1188020-8,Humaira Junejo,Asad Cheema,6438854,6448249.0,1044616.0,Filer,2024,Punjab,Sialkot
CIT-004518,37872-1521490-5,Sardar Kamran Mengal,Liaquat Shaikh,8681493,461165.0,0.0,Filer,2020,Punjab,Rawalpindi
CIT-004518,37872-1521490-5,Kamran Mengal,Liaquat Shaikh,8681493,365945.0,0.0,Filer,2024,Punjab,Rawalpindi
CIT-004519,12691-0781675-2,Uzma Sheikh,Umair Mughal,8002702,1295057.0,29596.0,Filer,2021,KPK,Peshawar
CIT-004519,12691-0781675-2,Uzma Sheikh,Umair Mughal,8002702,1422178.0,28443.0,Filer,2024,KPK,Peshawar
CIT-004520,38218-9566170-9,Mansoor Butt,Owais Niazi,5398882,1803391.0,79674.0,Filer,2020,Punjab,Sheikhupura
CIT-004520,38218-9566170-9,Munsoor Butt,,5398882,1801371.0,72661.0,Filer,2022,Punjab,Sheikhupura
CIT-004521,12904-6423720-9,Ferhan Mirza,Zahid Gill,,33739.0,0.0,Non-Filer,2023,KPK,Dera Ismail Khan
CIT-004522,33005-8115343-6,Uzma Sethi,Babar Hussain,1081994,525212.0,0.0,Filer,2020,Punjab,Lahore
CIT-004522,33005-8115343-6,Uzma Sethi,,1081994,597591.0,0.0,Filer,2021,Punjab,Lahore
CIT-004522,33005-8115343-6,Uzma Sethi,Babar Hussain,1081994,483529.0,0.0,Filer,2024,Punjab,Lahore
CIT-004523,32718-5361360-6,Nasreen Khattak,Khalid Chandio,2910140,10380098.0,3139066.0,Filer,2023,Punjab,Sheikhupura
CIT-004523,32718-5361360-6,Nasreen Khattak,Khalid Chandio,2910140,10672640.0,3202509.0,Filer,2024,Punjab,Sheikhupura
CIT-004524,18440-2236763-5,Amir Chaudhry,Hussain Jatoi,4386789,1028801.0,11215.0,Filer,2023,KPK,Mingora
CIT-004525,18846-1308074-7,Daniyal Ali,Noman Malik,,2672039.0,13288.0,Non-Filer,2021,KPK,Mingora
CIT-004525,18846-1308074-7,Daniyal Ali,Noman Malik,,2801908.0,14367.0,Non-Filer,2023,KPK,Mingora
CIT-004526,32375-4095356-7,Nadeem Rajput,Azhar Raza,6381273,2339797.0,188861.0,Filer,2022,Punjab,Lahore
CIT-004527,30615-8567519-4,Saima Gondal,Ghulam Awan,,12426.0,0.0,Non-Filer,2023,Punjab,
CIT-004527,30615-8567519-4,Saima Gondal,Ghulam Awan,,13410.0,0.0,Non-Filer,2024,Punjab,Rahim Yar Khan
CIT-004528,41129-3702511-4,Asma Hussain,Talha Yousafzai,,1228136.0,2904.0,Non-Filer,2020,Sindh,Sukkur
CIT-004528,41129-3702511-4,Asma Hussain,Talha Yousafzai,,1225849.0,2944.0,Non-Filer,2024,Sindh,Sukkur
CIT-004529,39570-8557273-6,Zubaida Gondal,Daniyal Brohi,,460807.0,0.0,Non-Filer,2020,Punjab,Lahore
CIT-004529,39570-8557273-6,Zubaida Gondal,,,570957.0,0.0,Non-Filer,2021,Punjab,Lahore
CIT-004529,39570-8557273-6,Zubaida Gondal,Daniyal Brohi,,587708.0,0.0,Non-Filer,2023,Punjab,Lahore
CIT-004530,13713-1607412-1,Noman Qureshi,Umar Virk,3062903,395478.0,0.0,Filer,2021,KPK,Abbottabad
CIT-004530,13713-1607412-1,Noman Qureshi,Umar Virk,3062903,371350.0,0.0,Filer,2022,KPK,Abbottabad
CIT-004531,37678-5326006-0,Khadija Yousafzai,Tanveer Yousafzai,,3480449.0,6543.0,Non-Filer,2021,Punjab,Rawalpindi
CIT-004531,37678-5326006-0,Mr Khadeejah Yousafzai,Tanveer Yousafzai,,3395238.0,7030.0,Non-Filer,2023,Punjab,Rawalpindi
CIT-004531,37678-5326006-0,Khadeeja Yousafzai,Tanveer Yousafzai,,2846098.0,7065.0,Non-Filer,2024,Punjab,Rawalpindi
CIT-004532,37302-3663224-6,Sardar Maheen Qureshi,Zubair Afridi,,10386454.0,22875.0,Non-Filer,2020,Punjab,Lahore
CIT-004533,18029-5505568-7,Sajid Mirza,Rashid Siddiqui,9550699,31074731.0,8623373.0,Filer,2022,KPK,Peshawar
CIT-004533,18029-5505568-7,Sajid Mirza,Rashid Siddiqui,9550699,30611208.0,9569949.0,Filer,2023,KPK,Peshawar
CIT-004534,48444-1739249-7,Junaid Qureshi,Ahmad Qureshi,,707568.0,190.0,Non-Filer,2022,Sindh,Mirpur Khas
CIT-004534,48444-1739249-7,Junaid Qureshi,Ahmad Qureshi,,777040.0,184.0,Non-Filer,2023,Sindh,Mirpur Khas
CIT-004534,48444-1739249-7,Junaid Qureshi,Ahmad Qureshi,,588441.0,177.0,Non-Filer,2024,Sindh,Mirpur Khas
CIT-004535,33851-1254685-0,Sardar Naila Ali,Pervaiz Mirza,3636448,1474518.0,65450.0,Filer,2024,Punjab,Dera Ghazi Khan
CIT-004536,33792-1866632-9,Khalid Afridi,Daniyal Durrani,1680740,333838.0,0.0,Filer,2021,Punjab,Gujranwala
CIT-004536,33792-1866632-9,Khalid Afridi,Daniyal Durrani,1680740,365212.0,0.0,Filer,2023,Punjab,Gujranwala
CIT-004537,32600-2176619-1,Azhar Soomro,Asad Rajput,6709552,1598041.0,73903.0,Filer,2022,Punjab,Jhelum
CIT-004537,32600-2176619-1,Azhar Soomro,,6709552,1471769.0,66799.0,Filer,2023,Punjab,Jhelum
CIT-004538,38693-6758725-8,Fatima Soomro,Khalid Durrani,3149400,724959.0,2478.0,Filer,2020,Punjab,Faisalabad
CIT-004538,38693-6758725-8,Fatima Soomro,Khalid Durrani,3149400,652769.0,2815.0,Filer,2021,Punjab,Faisalabad
CIT-004539,17831-7587831-5,Ch Adnan Raza,Mansoor Malik,,,0.0,Non-Filer,2020,KPK,Peshawar
CIT-004539,17831-7587831-5,Adnan Raza,Mansoor Malik,,311962.0,0.0,Non-Filer,2022,KPK,Peshawar
CIT-004539,17831-7587831-5,Adnan Raza,Mansoor Malik,,271545.0,0.0,Non-Filer,2024,KPK,Peshawar
CIT-004540,37583-7584198-1,Liaquat Soomro,,,4328258.0,29626.0,Non-Filer,2023,Punjab,Sialkot
CIT-004541,40792-9738632-1,Ghulam Awan,Hamza Mengal,,521759.0,0.0,Non-Filer,2020,Sindh,Larkana
CIT-004541,40792-9738632-1,Nawab Ghulam Awan,Hamza Mengal,,458100.0,0.0,Non-Filer,2023,Sindh,Larkana
CIT-004542,46378-2195490-3,Hassan Khan,Liaquat Baig,,1417265.0,1145.0,Non-Filer,2020,Sindh,Larkana
CIT-004542,46378-2195490-3,Haasan Khan,Liaquat Baig,,1506508.0,1235.0,Non-Filer,2024,Sindh,Larkana
CIT-004543,33136-2608680-0,Bushra Sethi,Umar Abbasi,0164981,2784237.0,321097.0,Filer,2020,Punjab,Faisalabad
CIT-004544,13526-8198870-9,Zubair Jamali,Faisal Mengal,8262128,5541565.0,885047.0,Filer,2021,KPK,Abbottabad
CIT-004544,13526-8198870-9,Syed Zubayr Jamali,Faisal Mengal,8262128,4888260.0,821834.0,Filer,2023,KPK,Abbottabad
CIT-004544,13526-8198870-9,Zubayer Jamali,Faisal Mengal,8262128,4555164.0,781024.0,Filer,2024,KPK,Abbottabad
CIT-004545,39994-8387210-9,Syed Ehsan Hashmi,Yasir Shaikh,,4058179.0,31026.0,Non-Filer,2021,Punjab,Rawalpindi
CIT-004545,39994-8387210-9,,Yasir Shaikh,,3409730.0,31332.0,Non-Filer,2022,Punjab,Rawalpindi
CIT-004546,16863-0078153-6,Sana Baig,,8140662,338670.0,0.0,Filer,2020,KPK,Dera Ismail Khan
CIT-004546,16863-0078153-6,Sana Baig,Waqas Aslam,8140662,389633.0,0.0,Filer,2024,KPK,Dera Ismail Khan
CIT-004547,38167-7962803-2,Tanzeela Randhawa,,4797003,7789911.0,1271427.0,Filer,2024,Punjab,Bahawalpur
CIT-004548,36582-5154762-5,Iqbal Jatoi,Amir Bhatti,9005183,348563.0,0.0,Filer,2020,Punjab,Dera Ghazi Khan
CIT-004548,36582-5154762-5,Iqbal Jatoi,Amir Bhatti,9005183,304854.0,0.0,Filer,2022,Punjab,Dera Ghazi Khan
CIT-004548,36582-5154762-5,Iqbal Jatoi,Amir Bhatti,9005183,354684.0,0.0,Filer,2023,Punjab,Dera Ghazi Khan
CIT-004549,34473-0586519-7,Zeeshan Sethi,Waseem Bugti,,311147.0,0.0,Non-Filer,2020,Punjab,Faisalabad
CIT-004549,34473-0586519-7,Zeeshan Sethi,Waseem Bugti,,290154.0,0.0,Non-Filer,2022,Punjab,Faisalabad
CIT-004549,34473-0586519-7,Zeeshan Sethi,Waseem Bugti,,327831.0,0.0,Non-Filer,2023,Punjab,Faisalabad
CIT-004550,10223-5025375-8,Dr Farzana Cheema,Ahmad Sethi,9903263,20146281.0,6132293.0,Filer,2021,KPK,Abbottabad
CIT-004550,10223-5025375-8,Rana Farzana Cheema,Ahmad Sethi,9903263,,5702208.0,Filer,2022,KPK,Abbottabad
CIT-004551,18657-5364918-5,Mushtaq Brohi,Faisal Rajput,,584927.0,16.0,Non-Filer,2020,KPK,Peshawar
CIT-004551,18657-5364918-5,Mushtaq Brohi,,,531278.0,17.0,Non-Filer,2021,KPK,Peshawar
CIT-004551,18657-5364918-5,Mushtaq Brohi,Faisal Rajput,,672995.0,17.0,Non-Filer,2022,KPK,Peshawar
CIT-004552,39113-8899131-5,Naveed Qureshi,Zubair Ahmed,,1806194.0,5321.0,Non-Filer,2023,Punjab,Faisalabad
CIT-004553,36764-9188655-4,Zaineb Niazi,Usman Chandio,,2716469.0,7901.0,Non-Filer,2023,Punjab,Lahore
CIT-004554,34923-8016055-7,Kamran Mughal,Umar Mughal,,2015931.0,5015.0,Non-Filer,2020,Punjab,Multan
CIT-004554,34923-8016055-7,Kamran Mughal,Umar Mughal,,1584020.0,4769.0,Non-Filer,2023,Punjab,Multan
CIT-004554,34923-8016055-7,Kamran Mughal,Umar Mughal,,2060887.0,5157.0,Non-Filer,2024,Punjab,Multan
CIT-004555,49815-4115116-4,Jaweria Siddiqui,Habib Khattak,,1613583.0,3801.0,Non-Filer,2020,Sindh,Sukkur
CIT-004555,49815-4115116-4,Jaweria Siddiqui,Habib Khattak,,1773963.0,4017.0,Non-Filer,2024,Sindh,Sukkur
CIT-004556,54235-2763200-3,Liaquat Rajput,,,1901809.0,4970.0,Non-Filer,2021,Balochistan,Gwadar
CIT-004556,54235-2763200-3,Mr Liaquat Rajput,Waheed Khattak,,1831637.0,5255.0,Non-Filer,2022,Balochistan,Gwadar
CIT-004556,54235-2763200-3,Liaquat Rajput,Waheed Khattak,,2225314.0,5612.0,Non-Filer,2024,Balochistan,Gwadar
CIT-004557,36294-6705273-2,Naila Mughal,,,535982.0,0.0,Non-Filer,2021,Punjab,Lahore
CIT-004557,36294-6705273-2,Naila Mughal,Basit Baloch,,483375.0,0.0,Non-Filer,2024,Punjab,Lahore
CIT-004558,17915-9891020-2,Shazia Mughal,Sohail Awan,1527753,887697.0,7287.0,Filer,2023,KPK,Peshawar
CIT-004558,17915-9891020-2,Shazia Mughal,Sohail Awan,1527753,874173.0,7458.0,Filer,2024,KPK,Peshawar
CIT-004559,32853-1949137-3,Mr Umair Durrani,Javed Randhawa,3788471,94089.0,0.0,Filer,2020,Punjab,Rawalpindi
CIT-004559,32853-1949137-3,Umair Durrani,Javed Randhawa,3788471,98450.0,0.0,Filer,2021,Punjab,Rawalpindi
CIT-004560,38917-1975484-9,Talha Jamali,Zeeshan Warraich,1002720,2435027.0,190925.0,Filer,2021,Punjab,Gujrat
CIT-004560,38917-1975484-9,Dr Talha Jamali,Zeeshan Warraich,1002720,2738260.0,187504.0,Filer,2023,Punjab,
CIT-004561,36105-5860037-3,Junaid Afridi,Qasim Bhatti,7069375,4177893.0,498177.0,Filer,2020,Punjab,Bahawalpur
CIT-004561,36105-5860037-3,Junaid Afridi,Qasim Bhatti,7069375,,529376.0,Filer,2022,Punjab,Bahawalpur
CIT-004561,36105-5860037-3,Junaid Afridi,Qasim Bhatti,7069375,4854874.0,581551.0,Filer,2024,Punjab,Bahawalpur
CIT-004562,36005-3516979-8,Tahira Khoso,Basit Baig,,805006.0,146.0,Non-Filer,2020,Punjab,Faisalabad
CIT-004562,36005-3516979-8,Tahira Khoso,Basit Baig,,769739.0,157.0,Non-Filer,2021,Punjab,Faisalabad
CIT-004562,36005-3516979-8,Tahira Khoso,Basit Baig,,735804.0,162.0,Non-Filer,2023,Punjab,Faisalabad
CIT-004563,17293-2822486-1,Shahid Baig,Bilal Aslam,,1535752.0,4109.0,Non-Filer,2020,KPK,Mansehra
CIT-004564,18540-4721343-9,Umar Aslam,Azhar Brohi,,4326018.0,16378.0,Non-Filer,2020,KPK,Nowshera
CIT-004564,18540-4721343-9,Haji Umar Aslam,Azhar Brohi,,4185430.0,16754.0,Non-Filer,2021,KPK,
CIT-004564,18540-4721343-9,Mr Umar Aslam,Azhar Brohi,,3702325.0,16432.0,Non-Filer,2024,KPK,Nowshera
CIT-004565,46858-5485319-7,Alee Qureshi,Saeed Hussain,6512758,1423321.0,23121.0,Filer,2023,Sindh,Khairpur
CIT-004566,36019-9553683-3,Babar Ali,Shahid Bhatti,,1983304.0,2622.0,Non-Filer,2020,Punjab,Sargodha
CIT-004567,44280-9951673-4,Sanaa Laghari,Fahad Minhas,1394853,2801649.0,223141.0,Filer,2024,Sindh,Larkana
CIT-004568,36708-5289565-2,Parveen Jatoi,Junaid Abbasi,8258717,3952384.0,593774.0,Filer,2024,Punjab,
CIT-004569,32995-1517145-0,Hina Memon,Rashid Brohi,,1424230.0,3830.0,Non-Filer,2020,Punjab,Faisalabad
CIT-004569,32995-1517145-0,Hina Memon,Rashid Brohi,,1413949.0,3710.0,Non-Filer,2022,Punjab,Faisalabad
CIT-004569,32995-1517145-0,Hina Memon,Rashid Brohi,,1464745.0,3751.0,Non-Filer,2023,Punjab,Faisalabad
CIT-004570,19396-1802862-6,Qudsia Rajput,Imran Virk,,7074740.0,59706.0,Non-Filer,2020,KPK,Peshawar
CIT-004570,19396-1802862-6,Qudsia Rajput,Imran Virk,,6197153.0,49840.0,Non-Filer,2021,KPK,Peshawar
CIT-004570,19396-1802862-6,Qudsia Rajput,Imran Virk,,,52530.0,Non-Filer,2023,KPK,Peshawar
CIT-004571,16825-2240154-4,Rubina Laghari,Daniyal Sethi,,1499651.0,1201.0,Non-Filer,2022,KPK,Peshawar
CIT-004572,32764-1259232-9,Junaid Rajput,,,698418.0,1303.0,Filer,2020,Punjab,Rawalpindi
CIT-004572,32764-1259232-9,Ch Junaid Rajput,Faisal Butt,2347361,561536.0,1247.0,Filer,2022,Punjab,Rawalpindi
CIT-004573,37262-5136307-7,Habib Tahir,Owais Bhatti,8798288,2761624.0,319965.0,Filer,2021,Punjab,Dera Ghazi Khan
CIT-004574,31562-8670986-2,Yasmin Khattak,Umar Butt,3379057,736002.0,3848.0,Filer,2021,Punjab,Lahore
CIT-004574,31562-8670986-2,Yasmin Khattak,Umar Butt,,842564.0,4498.0,Filer,2022,Punjab,Lahore
CIT-004575,36678-8602791-8,Saima Iqbal,Rafiq Randhawa,3452831,635690.0,379.0,Filer,2021,Punjab,Lahore
CIT-004576,49070-4835417-6,Tahira Brohi,Umar Qureshi,,404135.0,0.0,Non-Filer,2020,Sindh,Karachi
CIT-004576,49070-4835417-6,Haji Tahira Brohi,,,304127.0,0.0,Non-Filer,2022,Sindh,Karachi
CIT-004576,49070-4835417-6,Tahira Brohi,Umar Qureshi,,362933.0,0.0,Non-Filer,2024,Sindh,Karachi
CIT-004577,52388-6030470-5,Shoaib Durrani,Bilal Iqbal,3712390,30296706.0,11495717.0,Filer,2021,Balochistan,Quetta
CIT-004577,52388-6030470-5,Rana Shoaib Durrani,Bilal Iqbal,3712390,,10089114.0,Filer,2023,Balochistan,Quetta
CIT-004578,33541-8953978-2,Jaweria Qureshi,Arif Soomro,,1935519.0,4556.0,Non-Filer,2022,Punjab,Sheikhupura
CIT-004578,33541-8953978-2,Jaweria Qureshi,Arif Soomro,,1660654.0,,Non-Filer,2023,Punjab,Sheikhupura
CIT-004579,31288-3198226-6,Bano Shaikh,Hassan Minhas,,5998051.0,94819.0,Non-Filer,2021,Punjab,Lahore
CIT-004580,16510-7256005-7,Salman Gondal,Saeed Virk,2135505,4664493.0,855338.0,Filer,2023,KPK,Kohat
CIT-004581,16205-6565799-1,Pervaiz Virk,Sohail Abbasi,9139801,1249488.0,11425.0,Filer,2020,KPK,Dera Ismail Khan
CIT-004581,16205-6565799-1,Pervaiz Virk,Sohail Abbasi,9139801,1196155.0,11845.0,Filer,2022,KPK,Dera Ismail Khan
CIT-004581,16205-6565799-1,Pervaiz Virk,Sohail Abbasi,9139801,985272.0,11605.0,Filer,2023,KPK,Dera Ismail Khan
CIT-004582,43423-8509363-1,Waheed Soomro,Basit Randhawa,,127743.0,0.0,Non-Filer,2021,Sindh,Hyderabad
CIT-004582,43423-8509363-1,,Basit Randhawa,,152301.0,0.0,Non-Filer,2022,Sindh,Hyderabad
CIT-004582,43423-8509363-1,Waheed Soomro,Basit Randhawa,,146206.0,0.0,Non-Filer,2024,Sindh,Hyderabad
CIT-004583,44174-5709087-6,Rabia Sheikh,Khalid Chandio,,6754387.0,84048.0,Non-Filer,2020,Sindh,Karachi
CIT-004583,44174-5709087-6,Rabia Sheikh,Khalid Chandio,,7609591.0,74044.0,Non-Filer,2021,Sindh,Karachi
CIT-004583,44174-5709087-6,Rabia Sheikh,Khalid Chandio,,5951721.0,73814.0,Non-Filer,2023,Sindh,Karachi
CIT-004584,19336-0434279-7,Asad Warraich,,9993381,343443.0,0.0,Filer,2021,KPK,Peshawar
CIT-004584,19336-0434279-7,Asad Warraich,Rashid Durrani,9993381,286859.0,0.0,Filer,2023,KPK,Peshawar
CIT-004584,19336-0434279-7,Sardar Asad Warraich,Rashid Durrani,9993381,317488.0,0.0,Filer,2024,KPK,Peshawar
CIT-004585,43843-8270058-0,Rubina Gondal,Rizwan Bhatti,3869074,414562.0,0.0,Filer,2020,Sindh,Jacobabad
CIT-004585,43843-8270058-0,,Rizwan Bhatti,3869074,489379.0,0.0,Filer,2023,Sindh,
CIT-004586,37458-5981328-5,Owais Minhas,Liaquat Ahmed,4621819,747191.0,1741.0,Filer,2021,Punjab,Gujrat
CIT-004587,19617-9100594-0,Uzma Khan,Zahid Kayani,,5788407.0,107662.0,Non-Filer,2022,KPK,Dera Ismail Khan
CIT-004587,19617-9100594-0,Uzma Khan,Zahid Kayani,,,106481.0,Non-Filer,2024,KPK,Dera Ismail Khan
CIT-004588,31688-0458675-7,Ehsan Soomro,Fahad Gondal,,785363.0,498.0,Non-Filer,2022,Punjab,Lahore
CIT-004589,47555-4241799-4,Lubna Junejo,Noman Hashmi,5537201,7382695.0,2012302.0,Filer,2021,Sindh,Karachi
CIT-004589,47555-4241799-4,Lubna Junejo,Noman Hashmi,5537201,8638118.0,2054962.0,Filer,2022,Sindh,Karachi
CIT-004590,33730-4871112-9,Ahmad Virk,Azhar Bhatti,,5131688.0,34111.0,Non-Filer,2023,Punjab,Jhelum
CIT-004591,49160-8381382-5,Waseem Khan,Zafar Kayani,7338791,30253380.0,8872691.0,Filer,2021,Sindh,Larkana
CIT-004591,49160-8381382-5,Waseem Khan,Zafar Kayani,7338791,31059855.0,,Filer,2023,Sindh,Larkana
CIT-004592,33699-5978016-1,Javed Jatoi,Atif Khoso,,1900721.0,2074.0,Non-Filer,2021,Punjab,Multan
CIT-004592,33699-5978016-1,Javed Jatoi,Atif Khoso,,1994133.0,2129.0,Non-Filer,2024,Punjab,Multan
CIT-004593,36003-9134262-1,Yasir Sethi,Asad Gondal,9353488,1268549.0,14940.0,Filer,2021,Punjab,Lahore
