record_id,traveler_name,cnic,passport_number,destination,airline,travel_class,departure_date,return_date
TRVL-002953,Shoaib Bugti,,UR4644172,Turkey,Malaysia Airlines,Economy,2025-12-06,2025-12-28
TRVL-002954,Habib Junejo,45716-8957262-9,WO3682806,USA,Etihad,Economy,2025-11-28,2025-12-12
TRVL-002955,Sadia Hashmi,13369-3040108-8,OQ4672667,Thailand,Etihad,Business,2025-03-22,2025-04-16
TRVL-002956,Sadia Hashmi,13369-3040108-8,OQ4672667,China,Turkish Airlines,Economy,2024-09-13,2024-09-27
TRVL-002957,Sadia Hashmi,,OQ4672667,Saudi Arabia,Turkish Airlines,Economy,2024-02-04,2024-03-02
TRVL-002958,Zahid Butt,39971-3119373-9,TG2734171,Saudi Arabia,Malaysia Airlines,Economy,2024-04-12,2024-05-09
TRVL-002959,Iram Jatoi,30576-7875587-2,AJ4520254,Thailand,Turkish Airlines,Economy,2024-11-06,2024-11-30
TRVL-002960,Iqbal Baloch,37513-6835431-9,KQ8147153,Thailand,Turkish Airlines,Economy,2024-06-04,2024-06-17
TRVL-002961,Daniyal Afridi,33184-4657403-5,,Thailand,Etihad,Economy,2025-01-23,2025-02-18
TRVL-002962,Yasmin Soomro,42420-3518531-4,GW9072806,Saudi Arabia,PIA,Economy,2025-11-14,2025-11-30
TRVL-002963,Yasmin Soomro,42420-3518531-4,GW9072806,Thailand,Malaysia Airlines,Economy,2024-06-28,2024-07-09
TRVL-002964,Waqas Malik,36132-3388644-1,SU1673924,USA,Etihad,Business,2025-07-27,2025-08-07
TRVL-002965,Waqas Malik,36132-3388644-1,SU1673924,UK,Emirates,Economy,2025-10-15,2025-10-28
TRVL-002966,,36132-3388644-1,SU1673924,Malaysia,PIA,Business,2026-03-25,2026-03-29
TRVL-002967,Waqas Malik,36132-3388644-1,SU1673924,Saudi Arabia,Saudi Airlines,Economy,2026-05-11,2026-05-15
TRVL-002968,Waqas Malik,36132-3388644-1,SU1673924,Thailand,Saudi Airlines,Business,2024-11-18,2024-12-02
TRVL-002969,Waqas Malik,36132-3388644-1,SU1673924,Turkey,Gulf Air,Business,2024-07-16,2024-08-06
TRVL-002970,Noor Chaudhry,33040-8021402-6,CH0370254,Malaysia,Turkish Airlines,Economy,2025-07-11,2025-07-24
TRVL-002971,Yasmin Raza,31910-0861102-2,QD0625443,Turkey,Saudi Airlines,Economy,2026-03-05,2026-03-10
TRVL-002972,Sohail Aslam,34331-0592925-5,QM7831007,Saudi Arabia,Fly Jinnah,Economy,2025-07-14,2025-07-21
TRVL-002973,Sohail Aslam,34331-0592925-5,QM7831007,UAE,British Airways,Economy,2025-05-28,2025-06-11
TRVL-002974,Hussain Shah,66908-4267757-9,AU6223946,Turkey,Oman Air,Economy,2024-02-29,2024-03-24
TRVL-002975,Farah Memon,63571-9705443-0,GO7865001,UAE,Turkish Airlines,Economy,2024-12-11,2024-12-21
TRVL-002976,Riffat Jamali,32140-6723494-2,,UAE,Serene Air,Economy,2024-03-01,2024-03-06
TRVL-002977,Riffat Raza,41734-0206348-0,WK9416678,Saudi Arabia,Air Blue,Economy,2024-01-16,2024-02-10
TRVL-002978,Riffat Raza,41734-0206348-0,WK9416678,Turkey,Turkish Airlines,Economy,2025-10-09,2025-11-04
TRVL-002979,Samina Khan,46446-3974754-8,MT0038850,USA,Etihad,Economy,2025-07-10,2025-07-20
TRVL-002980,Samina Khan,46446-3974754-8,,UAE,Fly Jinnah,Economy,2024-03-24,2024-04-11
TRVL-002981,Hina Minhas,37736-1311188-6,GY4074842,USA,Gulf Air,Economy,2025-10-02,2025-11-01
TRVL-002982,Hina Minhas,37736-1311188-6,GY4074842,UAE,Gulf Air,Economy,2026-03-06,2026-03-22
TRVL-002983,Hina Minhas,37736-1311188-6,GY4074842,Saudi Arabia,Serene Air,First,2023-09-12,2023-10-04
TRVL-002984,Daniyal Junejo,46339-1182733-1,DH3792772,Saudi Arabia,Saudi Airlines,Economy,2025-09-03,2025-09-11
TRVL-002985,Hasan Siddiqui,32439-0885548-5,YG1428678,UK,Oman Air,First,2023-08-04,2023-08-14
TRVL-002986,Hassan Siddiqui,32439-0885548-5,,UAE,Serene Air,Business,2023-10-06,2023-11-02
TRVL-002987,Aneela Malik,35846-4798378-6,BB2577578,China,Turkish Airlines,Business,2026-04-16,
TRVL-002988,Aneela Malik,35846-4798378-6,BB2577578,Turkey,Turkish Airlines,Business,2023-08-27,2023-09-07
TRVL-002989,,15079-4040686-3,WX7780926,Malaysia,Fly Jinnah,Economy,2023-06-22,2023-06-25
TRVL-002990,Nasreen Shaikh,75266-1829498-4,KV9202720,Thailand,,Economy,2025-03-14,2025-03-18
TRVL-002991,Nasreen Shaikh,75266-1829498-4,KV9202720,Saudi Arabia,Thai Airways,Economy,2024-01-12,2024-01-27
TRVL-002992,Nasreen Shaikh,75266-1829498-4,KV9202720,Saudi Arabia,British Airways,Business,2026-02-16,2026-02-28
TRVL-002993,Zubaida Abbasi,48000-7158742-4,PH3671719,Thailand,Malaysia Airlines,Business,2024-06-06,2024-06-20
TRVL-002994,Zubaida Abbasi,,PH3671719,Saudi Arabia,British Airways,Economy,2023-09-26,2023-09-29
TRVL-002995,Madiha Sheikh,38399-6403989-4,DA7150453,Turkey,Emirates,Economy,2024-02-02,2024-03-02
TRVL-002996,Madiha Sheikh,38399-6403989-4,DA7150453,Saudi Arabia,PIA,Economy,2023-06-27,2023-07-19
TRVL-002997,Rubina Gill,32558-5313714-0,HV7720306,UAE,Oman Air,Business,2024-05-17,2024-06-02
TRVL-002998,Rubina Gill,32558-5313714-0,HV7720306,Malaysia,Qatar Airways,Business,2025-08-06,2025-08-22
TRVL-002999,Rubina Gill,32558-5313714-0,HV7720306,UK,Serene Air,Economy,2025-05-21,2025-05-31
TRVL-003000,Zubayr Afridi,19757-0924750-5,BJ2917420,UAE,Thai Airways,Economy,2025-01-12,2025-01-20
TRVL-003001,Zeeshan Afridi,35514-3381012-5,RG9468328,UAE,Thai Airways,Economy,2023-09-14,2023-10-06
TRVL-003002,Zeeshan Afridi,35514-3381012-5,RG9468328,UAE,Oman Air,Economy,2026-01-27,2026-02-06
TRVL-003003,Zeeshan Gill,38611-4238888-9,IE9256431,USA,Oman Air,Business,2026-02-27,2026-03-27
TRVL-003004,,38611-4238888-9,IE9256431,UAE,Air Blue,First,2026-04-13,2026-04-17
TRVL-003005,Zeeshan Khan,39716-6564928-5,KX3249865,Saudi Arabia,Emirates,Economy,2026-01-25,2026-02-12
TRVL-003006,,39716-6564928-5,KX3249865,Thailand,Etihad,Economy,2025-07-02,2025-07-08
TRVL-003007,Zeeshan Khan,39716-6564928-5,KX3249865,UAE,Gulf Air,Economy,2026-04-02,2026-04-15
TRVL-003008,Zeeshan Khan,39716-6564928-5,KX3249865,Malaysia,Oman Air,Economy,2025-07-09,2025-07-20
TRVL-003009,Naadia Aslam,32219-2561051-8,OC9879396,Thailand,Air Blue,Business,2023-07-07,2023-07-26
TRVL-003010,Hasan Warraich,58050-7774832-9,CN7602229,Thailand,PIA,Economy,2023-06-23,2023-07-15
TRVL-003011,Asma Virk,36752-6784585-0,KO4183888,Saudi Arabia,Thai Airways,Economy,2025-09-16,2025-09-22
TRVL-003012,Asma Virk,36752-6784585-0,KO4183888,UAE,Air Blue,First,2025-10-16,2025-10-31
TRVL-003013,Asma Virk,36752-6784585-0,KO4183888,Saudi Arabia,Oman Air,Economy,2025-03-12,2025-03-19
TRVL-003014,Asma Virk,36752-6784585-0,KO4183888,Saudi Arabia,Malaysia Airlines,Economy,2023-07-01,2023-07-09
TRVL-003015,Nadeem Randhawa,12880-5866503-7,RE9500340,USA,Turkish Airlines,Business,2023-07-08,2023-07-15
TRVL-003016,Nadeem Randhawa,12880-5866503-7,RE9500340,Turkey,Etihad,Economy,2025-09-12,2025-10-09
TRVL-003017,Nadeem Randhawa,12880-5866503-7,RE9500340,UAE,Emirates,Business,2024-08-12,2024-09-08
TRVL-003018,Shahid Raza,36960-4437826-7,MH4496457,UAE,,Business,2025-09-22,2025-10-16
TRVL-003019,Shahid Raza,36960-4437826-7,MH4496457,UAE,Air Blue,Economy,2024-08-31,2024-09-28
TRVL-003020,Sayeed Khattak,34435-4632575-5,ZA9446735,Thailand,PIA,Economy,2023-07-09,2023-07-30
TRVL-003021,Saeid Khattak,34435-4632575-5,ZA9446735,Saudi Arabia,Malaysia Airlines,First,2025-08-01,2025-08-04
TRVL-003022,Farzana Raza,14918-3707420-4,KD3898511,UAE,British Airways,Economy,2026-06-01,2026-07-01
TRVL-003023,Sajid Mirza,35856-9106593-1,SB4585572,UAE,Emirates,Business,2026-04-25,2026-05-02
TRVL-003024,Sajid Mirza,35856-9106593-1,SB4585572,Saudi Arabia,Air Blue,Economy,2025-04-11,2025-04-24
TRVL-003025,Aisha Baloch,36236-3600886-4,FB7815750,Saudi Arabia,Emirates,Economy,2024-03-17,
TRVL-003026,Ghazala Yousafzai,45708-2179306-6,ON5166866,Saudi Arabia,Malaysia Airlines,Economy,2023-11-26,2023-12-26
TRVL-003027,Ghazala Yousafzai,45708-2179306-6,ON5166866,Thailand,Fly Jinnah,Economy,2023-11-09,2023-12-06
TRVL-003028,Bano Aslam,58032-1328283-0,PB8957676,Saudi Arabia,,Economy,2025-09-04,2025-09-19
TRVL-003029,Bano Aslam,58032-1328283-0,PB8957676,UAE,Serene Air,Business,2024-01-30,2024-02-15
TRVL-003030,Owais Butt,55912-3591314-7,NC2280626,Turkey,Serene Air,Economy,2024-06-21,2024-07-04
TRVL-003031,Kassim Shah,79125-0587681-9,IS1831026,Saudi Arabia,Serene Air,Business,2024-04-06,2024-04-19
TRVL-003032,Qasem Shah,79125-0587681-9,IS1831026,Saudi Arabia,Oman Air,Economy,2026-01-30,2026-02-23
TRVL-003033,Wardah Abbasi,53324-7806944-4,ZX1854093,UAE,Serene Air,Business,2025-09-07,2025-10-06
TRVL-003034,Wardah Abbasi,53324-7806944-4,ZX1854093,Saudi Arabia,Etihad,Economy,2024-07-09,2024-07-28
TRVL-003035,Wardah Abbasi,53324-7806944-4,ZX1854093,UAE,Gulf Air,Business,2024-12-14,2024-12-27
TRVL-003036,Wardah Abbasi,53324-7806944-4,ZX1854093,Turkey,British Airways,Business,2024-08-01,2024-08-19
TRVL-003037,Wardah Abbasi,53324-7806944-4,ZX1854093,Malaysia,Saudi Airlines,Economy,2025-02-18,2025-03-12
TRVL-003038,Amir Bugti,44821-0742484-5,ZW0488262,China,Etihad,Economy,2023-10-13,2023-10-29
TRVL-003039,Aneela Awan,30001-7702228-4,TK1250061,USA,Saudi Airlines,Business,2025-01-12,
TRVL-003040,Aneela Awan,30001-7702228-4,TK1250061,Saudi Arabia,Fly Jinnah,Economy,2025-03-04,2025-04-02
TRVL-003041,Arif Gondal,36943-4655221-5,FY0360807,Malaysia,Malaysia Airlines,Economy,2025-05-26,2025-06-05
TRVL-003042,Arif Gondal,36943-4655221-5,FY0360807,UAE,Serene Air,Business,2025-11-06,2025-11-14
TRVL-003043,Waseem Jatoi,49187-9876585-5,LJ7539541,Saudi Arabia,Fly Jinnah,Economy,2024-06-24,2024-07-03
TRVL-003044,Waseem Jatoi,49187-9876585-5,LJ7539541,Saudi Arabia,Qatar Airways,Economy,2026-05-31,2026-06-19
TRVL-003045,Waseem Jatoi,49187-9876585-5,LJ7539541,USA,Saudi Airlines,First,2024-05-28,2024-06-06
TRVL-003046,Talha Tahir,34957-7523754-9,LZ9524372,USA,Fly Jinnah,First,2024-09-20,2024-10-06
TRVL-003047,Talha Tahir,34957-7523754-9,LZ9524372,Turkey,PIA,Business,2026-05-10,2026-05-24
TRVL-003048,Talha Tahir,34957-7523754-9,LZ9524372,Saudi Arabia,Turkish Airlines,Economy,2023-10-16,2023-11-08
TRVL-003049,Iram Tahir,32211-7590804-2,KC0680220,Oman,Saudi Airlines,Economy,2026-03-24,2026-03-29
TRVL-003050,Iram Tahir,32211-7590804-2,KC0680220,UAE,Malaysia Airlines,Economy,2026-03-18,2026-04-13
TRVL-003051,Iram Tahir,32211-7590804-2,KC0680220,UAE,Saudi Airlines,Economy,2023-08-01,2023-08-12
TRVL-003052,Madiha Awan,43909-7095904-0,JD2343304,Saudi Arabia,British Airways,Business,2023-11-05,2023-12-01
TRVL-003053,Komal Iqbal,34491-3900589-6,GZ8191991,Turkey,Air Blue,Economy,2025-03-03,2025-03-17
TRVL-003054,Komal Iqbal,34491-3900589-6,GZ8191991,Saudi Arabia,British Airways,Economy,2025-01-22,2025-01-27
TRVL-003055,Nighat Hussain,30748-2417143-4,ES8785315,Saudi Arabia,British Airways,Economy,2025-01-18,2025-02-09
TRVL-003056,Nighat Hussain,30748-2417143-4,ES8785315,UAE,Emirates,First,2025-10-18,2025-11-15
TRVL-003057,Aisha Malik,17087-9096440-2,OE1718580,Malaysia,British Airways,Economy,2025-06-21,2025-06-25
TRVL-003058,Aisha Malik,17087-9096440-2,OE1718580,Canada,Oman Air,Economy,2023-09-08,2023-09-29
TRVL-003059,Riffat Aslam,49532-8190853-6,,Malaysia,Etihad,Economy,2026-02-26,2026-03-11
TRVL-003060,Riffat Aslam,49532-8190853-6,IW6059023,UAE,Qatar Airways,Economy,2023-06-27,2023-07-13
TRVL-003061,Riffat Aslam,49532-8190853-6,,UK,Saudi Airlines,Business,2026-06-08,2026-06-19
TRVL-003062,Qudsia Mirza,30486-3155513-4,AV3365843,UAE,Turkish Airlines,Economy,2024-03-05,2024-03-22
TRVL-003063,Qudsia Mirza,30486-3155513-4,AV3365843,Saudi Arabia,Gulf Air,Business,2023-10-19,2023-10-30
TRVL-003064,Qudsia Mirza,30486-3155513-4,AV3365843,Malaysia,Oman Air,Economy,2025-07-28,2025-08-17
TRVL-003065,Qudsia Mirza,30486-3155513-4,AV3365843,UAE,Etihad,Business,2025-04-17,2025-05-02
TRVL-003066,Junaid Butt,31111-2705440-1,ZB0883426,Turkey,Gulf Air,Economy,2026-03-10,2026-03-30
TRVL-003067,Hina Kayani,44308-5264474-4,QV0289535,Saudi Arabia,British Airways,Economy,2024-11-08,2024-11-12
TRVL-003068,Hina Kayani,44308-5264474-4,QV0289535,USA,Turkish Airlines,First,2025-11-08,2025-11-21
TRVL-003069,Nadeem Minhas,34786-6529100-9,BH0814595,Saudi Arabia,Gulf Air,Economy,2023-11-08,2023-11-30
TRVL-003070,Nadeem Minhas,34786-6529100-9,BH0814595,UAE,Turkish Airlines,First,2025-09-10,2025-10-07
TRVL-003071,,35579-9448498-7,EB9773307,UK,Etihad,Economy,2023-08-18,2023-08-24
TRVL-003072,Imraan Bugti,35579-9448498-7,EB9773307,Oman,PIA,Economy,2024-06-03,2024-07-03
TRVL-003073,Imran Bugti,35579-9448498-7,EB9773307,Thailand,Etihad,Economy,2024-05-06,2024-05-18
TRVL-003074,Faisal Raza,31712-5199716-1,GO3121862,Saudi Arabia,Emirates,Economy,2026-05-23,2026-05-27
TRVL-003075,Qudsia Khattak,30188-4109499-4,SN2750822,Thailand,Thai Airways,Business,2025-11-09,2025-11-17
TRVL-003076,Iram Malik,41603-5288594-2,LT5267545,Turkey,Gulf Air,Economy,2025-06-20,2025-07-13
TRVL-003077,Arif Malik,31090-1292953-3,VQ2296258,UK,Gulf Air,Economy,2024-08-07,2024-08-20
TRVL-003078,Arif Malik,31090-1292953-3,VQ2296258,UK,Qatar Airways,Business,2023-08-24,2023-09-18
TRVL-003079,Arif Malik,31090-1292953-3,VQ2296258,Turkey,British Airways,Economy,2023-10-06,2023-10-21
TRVL-003080,Zubaida Memon,63986-6027704-0,EI3721452,Turkey,Etihad,Economy,2026-05-11,2026-05-23
TRVL-003081,Zubaida Memon,63986-6027704-0,EI3721452,UAE,PIA,Business,2024-08-21,
TRVL-003082,Shoaib Soomro,31343-4549891-7,OC9071003,USA,Malaysia Airlines,Economy,2025-10-03,2025-10-14
TRVL-003083,Shoaib Soomro,31343-4549891-7,OC9071003,UAE,British Airways,First,2025-11-04,2025-11-27
TRVL-003084,Tanzeela Cheema,32404-3418149-2,ME7773806,China,Emirates,Business,2026-03-31,
TRVL-003085,Tanzeela Cheema,32404-3418149-2,ME7773806,Saudi Arabia,Gulf Air,Economy,2023-08-03,2023-08-29
TRVL-003086,Fathima Hashmi,13071-7961278-4,FX5672951,UK,Turkish Airlines,Business,2024-03-17,2024-04-01
TRVL-003087,Fatima Hashmi,13071-7961278-4,FX5672951,UAE,Oman Air,Economy,2024-10-13,2024-10-22
TRVL-003088,Fateema Hashmi,13071-7961278-4,,USA,Saudi Airlines,Economy,2023-07-07,2023-07-21
TRVL-003089,Fatimah Hashmi,13071-7961278-4,FX5672951,UK,British Airways,Economy,2024-04-29,2024-05-20
TRVL-003090,Tahir Laghari,77188-2248650-5,ZM0947590,Saudi Arabia,Air Blue,Business,2025-12-10,2025-12-15
TRVL-003091,Tahir Laghari,77188-2248650-5,ZM0947590,UAE,British Airways,Economy,2024-01-22,2024-02-15
TRVL-003092,Sana Hashmi,32983-4616851-4,UR4660993,UAE,Qatar Airways,Economy,2025-02-20,2025-03-19
TRVL-003093,Sanaa Hashmi,32983-4616851-4,,Turkey,Etihad,Economy,2023-10-10,2023-10-16
TRVL-003094,,49506-9175048-2,UQ5585783,Saudi Arabia,Thai Airways,Economy,2024-09-19,2024-10-10
TRVL-003095,Yasmin Brohi,32482-1670140-4,VU7923512,Malaysia,Emirates,Economy,2024-02-20,2024-02-29
TRVL-003096,Wardah Baloch,33309-2323401-2,VQ4201356,Saudi Arabia,Etihad,Economy,2025-11-05,2025-11-21
TRVL-003097,Wardah Baloch,33309-2323401-2,VQ4201356,China,Thai Airways,Business,2024-06-20,2024-07-16
TRVL-003098,Wardah Baloch,33309-2323401-2,VQ4201356,Saudi Arabia,Serene Air,First,2025-11-09,2025-11-24
TRVL-003099,Wardah Baloch,33309-2323401-2,VQ4201356,Malaysia,Qatar Airways,Business,2025-02-06,2025-02-18
TRVL-003100,Wardah Baloch,33309-2323401-2,VQ4201356,Saudi Arabia,Gulf Air,Business,2026-04-29,2026-05-10
TRVL-003101,Zubayer Brohi,13016-6763877-9,BZ5945728,Turkey,Oman Air,Economy,2025-09-29,2025-10-16
TRVL-003102,Zubayer Brohi,13016-6763877-9,BZ5945728,Saudi Arabia,Saudi Airlines,Economy,2024-11-09,2024-11-16
TRVL-003103,Zubayr Brohi,13016-6763877-9,BZ5945728,Saudi Arabia,Serene Air,Economy,2025-01-29,2025-02-01
TRVL-003104,Zubair Brohi,13016-6763877-9,BZ5945728,Turkey,Oman Air,Economy,2024-01-16,2024-02-04
TRVL-003105,Khadijah Cheema,63526-8359443-4,BX3444273,Turkey,Oman Air,Economy,2026-05-18,2026-05-29
TRVL-003106,,63526-8359443-4,,Saudi Arabia,Emirates,Economy,2023-10-12,2023-10-24
TRVL-003107,Aisha Yousafzai,76505-8174151-4,,USA,Serene Air,Economy,2025-07-29,2025-08-04
TRVL-003108,Sanaa Memon,64154-2776345-8,GC0113643,UAE,Air Blue,Economy,2024-12-01,2024-12-27
TRVL-003109,Sana Memon,64154-2776345-8,GC0113643,UAE,Saudi Airlines,Business,2023-09-04,2023-10-01
TRVL-003110,Naila Afridi,37549-4968546-8,FZ0125405,USA,Saudi Airlines,Business,2023-11-11,2023-11-30
TRVL-003111,Naila Afridi,37549-4968546-8,FZ0125405,UAE,Emirates,Economy,2025-04-21,
TRVL-003112,Daniyal Hashmi,66632-0702643-7,BH1037633,Turkey,Air Blue,Economy,2024-06-07,2024-06-15
TRVL-003113,Habib Raza,35379-5686632-7,UJ4573544,Saudi Arabia,Oman Air,Economy,2023-10-09,2023-10-23
TRVL-003114,Aisha Hussain,34466-3655693-6,EX7090809,Saudi Arabia,Qatar Airways,Business,2024-11-23,2024-12-08
TRVL-003115,Aisha Hussain,34466-3655693-6,EX7090809,Canada,Malaysia Airlines,Economy,2026-01-08,2026-01-26
TRVL-003116,,34466-3655693-6,EX7090809,Saudi Arabia,Malaysia Airlines,Economy,2026-01-21,2026-01-27
TRVL-003117,Aisha Hussain,34466-3655693-6,EX7090809,Thailand,British Airways,Business,2025-12-24,2025-12-31
TRVL-003118,Aisha Hussain,34466-3655693-6,EX7090809,Turkey,Serene Air,Economy,2025-02-18,2025-03-09
TRVL-003119,Hina Khan,34427-9987400-2,FK8267293,UAE,Qatar Airways,Business,2024-11-01,2024-11-28
TRVL-003120,Hina Khan,34427-9987400-2,FK8267293,Malaysia,Qatar Airways,Economy,2023-07-29,2023-08-23
TRVL-003121,Hina Khan,34427-9987400-2,FK8267293,Turkey,Gulf Air,Economy,2026-02-22,2026-03-10
TRVL-003122,Hina Khan,34427-9987400-2,FK8267293,UAE,Saudi Airlines,Business,2024-08-10,2024-08-15
TRVL-003123,Wardah Cheema,31032-6077021-4,JG3423510,Saudi Arabia,Emirates,Business,2025-05-12,2025-06-09
TRVL-003124,Wardah Cheema,31032-6077021-4,JG3423510,Turkey,,First,2025-07-14,2025-07-29
TRVL-003125,Wardah Cheema,31032-6077021-4,JG3423510,UK,Serene Air,Business,2024-06-01,2024-07-01
TRVL-003126,Wardah Cheema,31032-6077021-4,JG3423510,UAE,British Airways,First,2024-12-16,2025-01-13
TRVL-003127,Sajid Chandio,34350-0605357-3,UB4892440,Canada,Air Blue,Economy,2025-10-19,2025-11-02
TRVL-003128,Talha Randhawa,32552-6305432-1,,UAE,Gulf Air,Economy,2025-01-16,2025-01-20
TRVL-003129,Talha Randhawa,32552-6305432-1,CA8056538,Malaysia,Gulf Air,Economy,2025-04-13,2025-05-06
TRVL-003130,,13496-1000358-2,TR3444949,UK,Saudi Airlines,Economy,2024-03-27,2024-04-07
TRVL-003131,Farah Yousafzai,50652-1323771-2,ER2325645,USA,Turkish Airlines,Economy,2026-05-03,2026-05-31
TRVL-003132,Farah Yousafzai,50652-1323771-2,ER2325645,China,Etihad,Business,2025-12-09,2026-01-01
TRVL-003133,Farah Yousafzai,50652-1323771-2,ER2325645,UAE,British Airways,Business,2026-04-04,2026-05-01
TRVL-003134,Sana Raza,36580-0316539-0,MA0202455,Saudi Arabia,Qatar Airways,Business,2025-01-23,2025-01-30
TRVL-003135,Sunna Raza,36580-0316539-0,MA0202455,USA,Emirates,Economy,2023-10-24,2023-11-12
TRVL-003136,,36580-0316539-0,MA0202455,Qatar,Etihad,Business,2026-01-28,2026-02-18
TRVL-003137,Sana Raza,36580-0316539-0,MA0202455,Saudi Arabia,Gulf Air,First,2024-09-13,2024-09-18
TRVL-003138,Zubaida Warraich,30868-5317051-0,AI1557427,Thailand,Saudi Airlines,Economy,2024-06-29,2024-07-25
TRVL-003139,Zubaida Warraich,30868-5317051-0,AI1557427,UK,Air Blue,Economy,2023-10-05,2023-10-22
TRVL-003140,Aisha Bugti,37572-5922810-4,ZV0717892,Turkey,Emirates,Economy,2023-10-18,2023-11-08
TRVL-003141,Aisha Bugti,37572-5922810-4,ZV0717892,UAE,Gulf Air,Economy,2024-08-02,2024-08-24
TRVL-003142,Tanveer Rajput,36974-1941099-7,PL7460426,Saudi Arabia,Etihad,Economy,2024-02-07,2024-03-06
TRVL-003143,Zahid Memon,42281-0848104-9,BZ4658313,UAE,Serene Air,First,2025-01-23,2025-01-30
TRVL-003144,Bushra Chandio,43296-5055162-2,QC4119566,Saudi Arabia,Serene Air,Business,2026-02-21,2026-02-27
TRVL-003145,Nadeem Hussain,46974-0121372-5,UW7745127,Malaysia,,Economy,2024-02-07,2024-02-19
TRVL-003146,Amir Siddiqui,48559-2553336-3,CB3344831,Malaysia,PIA,Economy,2025-02-07,2025-02-14
TRVL-003147,Ghulam Abbasi,44907-7426684-1,HA6057568,USA,Qatar Airways,Business,2024-10-16,2024-11-07
TRVL-003148,Ghulam Abbasi,44907-7426684-1,HA6057568,Canada,British Airways,Economy,2024-12-24,2025-01-09
TRVL-003149,Ghulam Abbasi,44907-7426684-1,HA6057568,UK,Turkish Airlines,Economy,2023-11-25,2023-12-20
TRVL-003150,Tahir Gill,39597-1190823-3,KH4439572,Malaysia,Etihad,Business,2023-11-02,2023-12-01
TRVL-003151,Sajid Qureshi,48042-9474314-7,VQ4126803,Saudi Arabia,Saudi Airlines,Business,2023-06-21,2023-07-19
TRVL-003152,Sajid Qureshi,48042-9474314-7,VQ4126803,Saudi Arabia,Gulf Air,Economy,2024-10-03,2024-10-15
TRVL-003153,Ahmd Raza,31359-6551031-9,GL8427826,Turkey,Serene Air,Economy,2025-05-03,2025-05-23
TRVL-003154,Ahmd Raza,31359-6551031-9,GL8427826,Turkey,Qatar Airways,First,2024-12-23,2024-12-30
TRVL-003155,Ahmad Raza,31359-6551031-9,GL8427826,UK,Emirates,Business,2024-08-05,2024-08-24
TRVL-003156,,31359-6551031-9,GL8427826,Qatar,Emirates,Business,2023-11-18,2023-11-26
TRVL-003157,Ahmad Raza,31359-6551031-9,GL8427826,UAE,Serene Air,Economy,2024-01-04,2024-01-16
TRVL-003158,Waseem Mughal,14343-1147806-5,HV6719491,Turkey,Malaysia Airlines,Economy,2023-10-26,2023-10-29
TRVL-003159,Yasmin Siddiqui,54230-8269042-0,ZV6103711,UAE,Etihad,Business,2024-03-30,2024-04-07
TRVL-003160,Yasmin Siddiqui,54230-8269042-0,ZV6103711,UAE,Malaysia Airlines,First,2025-04-12,
TRVL-003161,Basit Virk,30452-6392793-3,,Saudi Arabia,Air Blue,Economy,2025-05-10,2025-06-02
TRVL-003162,Basit Virk,30452-6392793-3,XH7558664,UAE,Fly Jinnah,Economy,2025-10-25,2025-11-14
TRVL-003163,Basit Virk,30452-6392793-3,XH7558664,UK,Turkish Airlines,Economy,2025-10-21,
TRVL-003164,Humaira Siddiqui,37939-1066993-0,OW6864168,UK,Fly Jinnah,Economy,2025-08-17,2025-09-13
TRVL-003165,Farah Raza,39086-6805164-6,,UAE,Qatar Airways,Economy,2025-03-07,2025-03-14
TRVL-003166,Farah Raza,39086-6805164-6,WI3004852,UAE,Serene Air,Economy,2023-11-20,2023-12-20
TRVL-003167,Qudsia Jamali,33349-7046256-2,UV9283130,Canada,Turkish Airlines,Economy,2023-07-23,2023-08-05
TRVL-003168,Qudsia Jamali,33349-7046256-2,UV9283130,Saudi Arabia,Fly Jinnah,First,2023-10-30,2023-11-09
TRVL-003169,Qudsia Jamali,33349-7046256-2,UV9283130,Malaysia,Etihad,Economy,2024-12-13,2024-12-20
TRVL-003170,Bilal Baloch,32306-9905969-7,NR0229552,Saudi Arabia,Oman Air,Economy,2025-10-20,2025-11-05
TRVL-003171,Zainab Aslam,31569-4220271-2,QJ1634210,Saudi Arabia,Gulf Air,Economy,2023-11-04,2023-12-03
TRVL-003172,Zenab Baloch,38686-7913833-4,RG1592943,USA,British Airways,First,2025-12-26,2026-01-12
TRVL-003173,Zaineb Baloch,,RG1592943,Saudi Arabia,Gulf Air,Economy,2025-12-28,2026-01-12
TRVL-003174,Zainab Baloch,38686-7913833-4,RG1592943,UAE,British Airways,Economy,2024-10-28,
TRVL-003175,Zeynab Baloch,38686-7913833-4,RG1592943,UK,British Airways,Economy,2025-01-31,2025-02-13
TRVL-003176,Iram Warraich,41645-0609200-0,,UK,Air Blue,Business,2023-07-02,2023-07-29
TRVL-003177,Iram Warraich,41645-0609200-0,NF4249917,Saudi Arabia,Etihad,Economy,2024-09-08,2024-09-30
TRVL-003178,Qudsia Malik,31258-5016397-6,HV7349527,China,Serene Air,First,2025-03-16,2025-04-10
TRVL-003179,Qudsia Malik,31258-5016397-6,HV7349527,Saudi Arabia,Air Blue,Business,2025-02-04,2025-03-05
TRVL-003180,Bano Gill,15959-7359135-4,AO7475963,Thailand,Fly Jinnah,Business,2023-10-22,2023-11-18
TRVL-003181,Bano Gill,15959-7359135-4,AO7475963,Malaysia,British Airways,Business,2025-10-29,2025-11-05
