record_id,account_holder,cnic,utility_type,provider,monthly_amount,address,city
UTIL-008723,Waqas Afridi,33328-8174219-1,gas,SNGPL,848.0,"364-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-008724,Basit Brohi,35529-4386417-9,electricity,FESCO,14468.0,"187-Sialkot Area, Sialkot",Sialkot
UTIL-008725,Basit Brohi,35529-4386417-9,gas,SNGPL,2197.0,"187-Sialkot Area, Sialkot",Sialkot
UTIL-008726,Rubina Memon,16851-9744804-6,electricity,PESCO,2836.0,"315-Dera Ismail Khan Area, Dera Ismail Khan",Dera Ismail Khan
UTIL-008727,Rubina Memon,16851-9744804-6,gas,SNGPL,1689.0,"315-Dera Ismail Khan Area, Dera Ismail Khan",Dera Ismail Khan
UTIL-008728,Irfan Chaudhry,37231-4253542-9,electricity,LESCO,12740.0,"328-Committee Chowk, Rawalpindi",Rawalpindi
UTIL-008729,Irfan Chaudhry,37231-4253542-9,gas,SNGPL,1714.0,"328-Committee Chowk, Rawalpindi",Rawalpindi
UTIL-008730,Sajid Jatoi,34729-2245974-3,electricity,GEPCO,34003.0,"466-Ghulam Muhammad Abad, Faisalabad",Faisalabad
UTIL-008731,Nighat Malik,59232-4733423-6,electricity,QESCO,12811.0,"352-Loralai Area, Loralai",Loralai
UTIL-008732,Nighat Malik,59232-4733423-6,gas,SSGC,2762.0,"352-Loralai Area, Loralai",Loralai
UTIL-008733,Noor Khattak,57861-1326841-4,electricity,QESCO,25985.0,"479-Turbat Area, Turbat",Turbat
UTIL-008734,Fatima Baloch,31885-4557590-4,electricity,LESCO,7837.0,"109-Multan Area, Multan",Multan
UTIL-008735,Ehsan Kayani,46118-0788136-3,electricity,HESCO,93253.0,"129-Sukkur Area, Sukkur",Sukkur
UTIL-008736,Ehsan Kayani,46118-0788136-3,gas,SSGC,29140.0,"129-Sukkur Area, Sukkur",Sukkur
UTIL-008737,Saima Shaikh,35120-7129594-6,electricity,FESCO,755.0,"299-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-008738,Zubayer Butt,17276-9826528-5,electricity,PESCO,2574.0,"434-Nowshera Area, Nowshera",Nowshera
UTIL-008739,Zubayer Butt,17276-9826528-5,gas,SNGPL,862.0,"434-Nowshera Area, Nowshera",Nowshera
UTIL-008740,Tanzeela Memon,46063-8375025-0,electricity,SEPCO,26024.0,"433-Hyderabad Area, Hyderabad",Hyderabad
UTIL-008741,Faisal Afridi,42232-7802073-9,electricity,K-Electric,42574.0,"113-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-008742,Ghazala Bhatti,30992-6766974-4,electricity,LESCO,,"124-Committee Chowk, Rawalpindi",Rawalpindi
UTIL-008743,Ghazala Bhatti,30992-6766974-4,gas,SNGPL,,"124-Committee Chowk, Rawalpindi",Rawalpindi
UTIL-008744,Adnan Raza,37697-5809694-9,electricity,LESCO,9944.0,,Gujrat
UTIL-008745,Lubna Chaudhry,31518-0666758-6,electricity,FESCO,8149.0,"465-Model Town, Lahore",Lahore
UTIL-008746,Lubna Chaudhry,31518-0666758-6,gas,SNGPL,2255.0,"465-Model Town, Lahore",Lahore
UTIL-008747,Samina Tahir,37562-8930112-2,electricity,MEPCO,8973.0,"295-Satellite Town, Rawalpindi",Rawalpindi
UTIL-008748,Pervaiz Hussain,35847-1484966-9,electricity,MEPCO,2690.0,"75-Gujranwala Area, Gujranwala",Gujranwala
UTIL-008749,Pervaiz Hussain,35847-1484966-9,gas,SNGPL,1278.0,"75-Gujranwala Area, Gujranwala",Gujranwala
UTIL-008750,Liaquat Qureshi,53522-7861099-5,electricity,QESCO,,"500-Turbat Area, Turbat",Turbat
UTIL-008751,Liaquat Qureshi,53522-7861099-5,gas,SSGC,1150.0,"500-Turbat Area, Turbat",Turbat
UTIL-008752,Zubaida Gondal,31361-5260173-6,electricity,LESCO,3609.0,"82-Johar Town, Lahore",Lahore
UTIL-008753,Atif Durrani,47999-0723509-3,electricity,K-Electric,8413.0,"68-Clifton, Karachi",Karachi
UTIL-008754,Atif Durrani,47999-0723509-3,gas,SSGC,6838.0,"68-Clifton, Karachi",Karachi
UTIL-008755,Faisal Butt,47934-7314783-9,electricity,K-Electric,2474.0,"242-Khairpur Area, Khairpur",Khairpur
UTIL-008756,Faisal Butt,47934-7314783-9,gas,SSGC,1811.0,,Khairpur
UTIL-008757,Irfan Warraich,49453-0070864-7,electricity,SEPCO,2497.0,"282-Jacobabad Area, Jacobabad",Jacobabad
UTIL-008758,Irfan Warraich,49453-0070864-7,gas,SSGC,1098.0,"282-Jacobabad Area, Jacobabad",Jacobabad
UTIL-008759,Naila Mengal,38589-0646087-6,electricity,FESCO,4869.0,"296-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-008760,Naila Mengal,38589-0646087-6,gas,SNGPL,669.0,"296-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-008761,Zubaida Durrani,60444-2749072-4,electricity,IESCO,2003.0,"130-I-8, Islamabad",Islamabad
UTIL-008762,Zahid Durrani,39510-5923774-3,electricity,FESCO,3730.0,"480-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-008763,Zahid Durrani,39510-5923774-3,gas,SNGPL,5500.0,"480-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-008764,Ghulam Iqbal,35262-9544820-9,electricity,FESCO,27598.0,"26-Bahria Town Phase 8, Rawalpindi",Rawalpindi
UTIL-008765,Jaweria Raza,13409-9418101-8,electricity,PESCO,13337.0,"428-Mingora Area, Mingora",Mingora
UTIL-008766,Azhar Baig,61413-6901730-3,electricity,IESCO,9001.0,"481-DHA Phase 2, Islamabad",Islamabad
UTIL-008767,Azhar Baig,61413-6901730-3,gas,SNGPL,7133.0,"481-DHA Phase 2, Islamabad",Islamabad
UTIL-008768,Sohail Hashmi,30911-2481267-7,electricity,GEPCO,12665.0,"385-DHA Phase 2, Rawalpindi",Rawalpindi
UTIL-008769,Sohail Hashmi,30911-2481267-7,gas,SNGPL,2139.0,"385-DHA Phase 2, Rawalpindi",Rawalpindi
UTIL-008770,Waqas Siddiqui,33306-8260170-3,electricity,GEPCO,11668.0,"462-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-008771,Waqas Siddiqui,33306-8260170-3,gas,SNGPL,2216.0,,Bahawalpur
UTIL-008772,Durr-e-Shahwar Iqbal,42038-5761774-2,electricity,K-Electric,3618.0,"439-Hyderabad Area, Hyderabad",Hyderabad
UTIL-008773,Durr-e-Shahwar Iqbal,42038-5761774-2,gas,SSGC,798.0,,Hyderabad
UTIL-008774,Iqbal Warraich,34074-9890517-9,electricity,MEPCO,1073.0,"282-Gujrat Area, Gujrat",Gujrat
UTIL-008775,Iqbal Warraich,34074-9890517-9,gas,SNGPL,1386.0,"282-Gujrat Area, Gujrat",Gujrat
UTIL-008776,Mansoor Junejo,40091-9238868-3,electricity,SEPCO,23007.0,"71-Gulistan-e-Johar, Karachi",Karachi
UTIL-008777,Mansoor Junejo,40091-9238868-3,gas,SSGC,47724.0,"71-Gulistan-e-Johar, Karachi",Karachi
UTIL-008778,Kashif Randhawa,,electricity,K-Electric,13043.0,"393-Khairpur Area, Khairpur",Khairpur
UTIL-008779,Kashif Randhawa,43462-1276181-3,gas,SSGC,5113.0,"393-Khairpur Area, Khairpur",Khairpur
UTIL-008780,,37733-6003335-1,electricity,MEPCO,9230.0,"198-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-008781,Zeeshan Butt,37733-6003335-1,gas,SNGPL,6643.0,"198-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-008782,Khaled Tahir,48779-2039957-5,electricity,SEPCO,6645.0,"404-Hyderabad Area, Hyderabad",Hyderabad
UTIL-008783,Samina Bugti,31128-6119589-2,electricity,GEPCO,18113.0,"12-Gujranwala Area, Gujranwala",Gujranwala
UTIL-008784,Samina Bugti,31128-6119589-2,gas,SNGPL,6616.0,,
UTIL-008785,Noor Soomro,32791-7701007-0,electricity,LESCO,,"362-Sargodha Area, Sargodha",Sargodha
UTIL-008786,Rizwan Tahir,15483-3141938-7,electricity,PESCO,13495.0,,Nowshera
UTIL-008787,Rizwan Tahir,15483-3141938-7,gas,SNGPL,1837.0,"477-Nowshera Area, Nowshera",Nowshera
UTIL-008788,Daniyal Ahmed,38417-9190568-3,electricity,MEPCO,2789.0,"398-Bahria Town, Lahore",Lahore
UTIL-008789,Daniyal Ahmed,38417-9190568-3,gas,SNGPL,1282.0,"398-Bahria Town, Lahore",Lahore
UTIL-008790,Samina Mengal,,electricity,HESCO,15313.0,"328-Gulshan-e-Iqbal, Karachi",Karachi
UTIL-008791,Samina Mengal,41462-5253512-0,gas,SSGC,10420.0,"328-Gulshan-e-Iqbal, Karachi",Karachi
UTIL-008792,Amir Gondal,71728-7038649-1,electricity,IESCO,58475.0,"168-Muzaffarabad Area, Muzaffarabad",Muzaffarabad
UTIL-008793,Amir Gondal,71728-7038649-1,gas,SNGPL,20167.0,"168-Muzaffarabad Area, Muzaffarabad",Muzaffarabad
UTIL-008794,Bushra Mughal,,electricity,MEPCO,6499.0,"385-Gujrat Area, Gujrat",Gujrat
UTIL-008795,Bushra Mughal,31076-0558633-6,gas,SNGPL,3196.0,"385-Gujrat Area, Gujrat",Gujrat
UTIL-008796,Bano Sheikh,36308-5685844-8,electricity,LESCO,9641.0,"294-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-008797,Bano Sheikh,36308-5685844-8,gas,SNGPL,19790.0,"294-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-008798,Riffat Laghari,46206-0924911-6,electricity,HESCO,10478.0,"400-PECHS, Karachi",Karachi
UTIL-008799,Riffat Laghari,46206-0924911-6,gas,SSGC,1578.0,"400-PECHS, Karachi",Karachi
UTIL-008800,Waheed Khattak,18269-3089141-3,electricity,PESCO,,"374-Mardan Area, Mardan",Mardan
UTIL-008801,Waheed Khattak,18269-3089141-3,gas,SNGPL,,"374-Mardan Area, Mardan",Mardan
UTIL-008802,Rizwan Mughal,31627-7230347-7,electricity,MEPCO,47420.0,"442-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-008803,Waqas Soomro,42748-1847458-5,electricity,SEPCO,7401.0,"98-Larkana Area, Larkana",Larkana
UTIL-008804,Waqas Soomro,42748-1847458-5,gas,SSGC,4424.0,"98-Larkana Area, Larkana",Larkana
UTIL-008805,Jaweria Afridi,58933-9724650-6,electricity,QESCO,8843.0,"487-Zhob Area, Zhob",
UTIL-008806,Jaweria Afridi,58933-9724650-6,gas,SSGC,2605.0,"487-Zhob Area, Zhob",Zhob
UTIL-008807,Riffat Durrani,44969-1936722-4,electricity,K-Electric,22794.0,"415-Hyderabad Area, Hyderabad",Hyderabad
UTIL-008808,Uzma Mengal,,electricity,MEPCO,2731.0,"214-Gujrat Area, Gujrat",Gujrat
UTIL-008809,Uzma Mengal,30093-7280170-6,gas,SNGPL,1916.0,"214-Gujrat Area, Gujrat",Gujrat
UTIL-008810,Kashif Khoso,39103-3158842-3,electricity,LESCO,7395.0,"379-Sialkot Area, Sialkot",Sialkot
UTIL-008811,Tareq Mengal,34799-6667114-1,electricity,LESCO,52427.0,"65-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-008812,Tareq Mengal,34799-6667114-1,gas,SNGPL,18430.0,"65-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-008813,Tahira Baloch,30795-2424053-0,electricity,GEPCO,3580.0,"481-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-008814,Tahira Baloch,,gas,SNGPL,1430.0,"481-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-008815,,10626-6204527-4,electricity,PESCO,38368.0,"45-Swabi Area, Swabi",Swabi
UTIL-008816,Wardah Shah,10626-6204527-4,gas,SNGPL,42759.0,"45-Swabi Area, Swabi",Swabi
UTIL-008817,Hina Randhawa,49455-8997219-0,electricity,HESCO,35778.0,"208-Hyderabad Area, Hyderabad",Hyderabad
UTIL-008818,Hina Randhawa,49455-8997219-0,gas,SSGC,42319.0,,Hyderabad
UTIL-008819,Rasheid Khan,36421-8442724-7,electricity,FESCO,68456.0,"427-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-008820,Rasheid Khan,36421-8442724-7,gas,SNGPL,39131.0,"427-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-008821,Tanveer Raza,31539-3277411-9,electricity,MEPCO,93494.0,"10-Gujranwala Area, Gujranwala",Gujranwala
UTIL-008822,Tanveer Raza,31539-3277411-9,gas,SNGPL,11744.0,"10-Gujranwala Area, Gujranwala",Gujranwala
UTIL-008823,Durr-e-Shahwar Butt,45017-2094166-4,electricity,K-Electric,3838.0,,Karachi
UTIL-008824,,30901-8873697-9,electricity,FESCO,,"162-Sargodha Area, Sargodha",Sargodha
UTIL-008825,Kamran Warraich,30901-8873697-9,gas,SNGPL,,"162-Sargodha Area, Sargodha",Sargodha
UTIL-008826,Ayesha Soomro,45603-2461266-2,electricity,SEPCO,,"233-PECHS, Karachi",Karachi
UTIL-008827,Ayesha Soomro,45603-2461266-2,gas,SSGC,925.0,"233-PECHS, Karachi",Karachi
UTIL-008828,Sadia Niazi,36666-8495325-0,electricity,LESCO,1564.0,"309-Jhelum Area, Jhelum",Jhelum
UTIL-008829,Sadia Niazi,36666-8495325-0,gas,SNGPL,2345.0,"309-Jhelum Area, Jhelum",Jhelum
UTIL-008830,Kashif Hashmi,46132-5713121-7,electricity,K-Electric,1476.0,"284-Nawabshah Area, Nawabshah",Nawabshah
UTIL-008831,Kashif Hashmi,46132-5713121-7,gas,SSGC,1162.0,"284-Nawabshah Area, Nawabshah",Nawabshah
UTIL-008832,Tanveer Tahir,34075-5306999-1,electricity,FESCO,5130.0,"87-Cantt, Lahore",Lahore
UTIL-008833,Tanveer Tahir,34075-5306999-1,gas,SNGPL,2424.0,"87-Cantt, Lahore",Lahore
UTIL-008834,Rabia Yousafzai,,electricity,PESCO,8023.0,"348-Nowshera Area, Nowshera",Nowshera
UTIL-008835,Riffat Randhawa,37556-8453502-0,electricity,MEPCO,91254.0,"500-Sialkot Area, Sialkot",Sialkot
UTIL-008836,Riffat Randhawa,37556-8453502-0,gas,SNGPL,16659.0,,Sialkot
UTIL-008837,Zafar Kayani,41187-3703073-9,electricity,SEPCO,4177.0,"455-Gulshan-e-Iqbal, Karachi",Karachi
UTIL-008838,Zafar Kayani,41187-3703073-9,gas,SSGC,5006.0,"455-Gulshan-e-Iqbal, Karachi",Karachi
UTIL-008839,Parveen Khoso,33873-6596145-0,electricity,LESCO,8858.0,"60-Model Town, Lahore",Lahore
UTIL-008840,Parveen Khoso,33873-6596145-0,gas,SNGPL,17630.0,"60-Model Town, Lahore",Lahore
UTIL-008841,Humaira Rajput,19821-9568813-6,electricity,PESCO,4262.0,"193-Nowshera Area, Nowshera",Nowshera
UTIL-008842,Humaira Rajput,,gas,SNGPL,4818.0,"193-Nowshera Area, Nowshera",Nowshera
UTIL-008843,Kamran Sheikh,40196-5097075-5,electricity,K-Electric,10834.0,"193-Khairpur Area, Khairpur",Khairpur
UTIL-008844,Kamran Sheikh,40196-5097075-5,gas,SSGC,5057.0,"193-Khairpur Area, Khairpur",Khairpur
UTIL-008845,Farhaan Niazi,30585-5370014-7,electricity,MEPCO,21651.0,"181-Gujrat Area, Gujrat",Gujrat
UTIL-008846,Aisha Butt,39761-9620545-2,electricity,MEPCO,15038.0,"466-Jhelum Area, Jhelum",Jhelum
UTIL-008847,Danish Khoso,39729-4420735-3,electricity,GEPCO,3387.0,"52-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-008848,Danish Khoso,39729-4420735-3,gas,SNGPL,2415.0,"52-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-008849,Hamza Awan,15662-5066535-9,electricity,PESCO,19786.0,"404-Abbottabad Area, Abbottabad",Abbottabad
UTIL-008850,,15662-5066535-9,gas,SNGPL,6649.0,"404-Abbottabad Area, Abbottabad",Abbottabad
UTIL-008851,Ghulam Jatoi,18280-4809197-1,electricity,PESCO,769.0,"199-Kohat Area, Kohat",Kohat
UTIL-008852,Ghulam Jatoi,18280-4809197-1,gas,SNGPL,316.0,"199-Kohat Area, Kohat",Kohat
UTIL-008853,Mushtaq Shaikh,32677-9821969-9,electricity,GEPCO,3253.0,"363-Johar Town, Lahore",Lahore
UTIL-008854,,12461-2407448-8,electricity,PESCO,3687.0,"252-Kohat Area, Kohat",Kohat
UTIL-008855,Tanzeela Warraich,12461-2407448-8,gas,SNGPL,1208.0,"252-Kohat Area, Kohat",Kohat
UTIL-008856,Shaheed Durrani,12201-0771067-1,electricity,PESCO,67134.0,,Peshawar
UTIL-008857,Shaheed Durrani,12201-0771067-1,gas,SNGPL,29438.0,"44-Peshawar Area, Peshawar",Peshawar
UTIL-008858,,32895-9711630-1,electricity,MEPCO,,"18-Sargodha Area, Sargodha",Sargodha
UTIL-008859,Pervaiz Chandio,32895-9711630-1,gas,SNGPL,16172.0,"18-Sargodha Area, Sargodha",Sargodha
UTIL-008860,Javed Durrani,32403-9144327-1,electricity,LESCO,7050.0,"305-Multan Area, Multan",Multan
UTIL-008861,Javed Durrani,32403-9144327-1,gas,SNGPL,6675.0,"305-Multan Area, Multan",Multan
UTIL-008862,,30959-8683999-8,electricity,FESCO,5586.0,"62-Gujrat Area, Gujrat",Gujrat
UTIL-008863,Tahira Tahir,30959-8683999-8,gas,SNGPL,7437.0,"62-Gujrat Area, Gujrat",Gujrat
UTIL-008864,Kashif Mughal,44076-6445248-1,electricity,HESCO,34547.0,"253-Bahria Town Karachi, Karachi",Karachi
UTIL-008865,Kashif Mughal,44076-6445248-1,gas,SSGC,10297.0,"253-Bahria Town Karachi, Karachi",Karachi
UTIL-008866,Uzma Baloch,35949-3553403-2,electricity,GEPCO,12215.0,"188-Gujrat Area, Gujrat",Gujrat
UTIL-008867,Uzma Baloch,35949-3553403-2,gas,SNGPL,5390.0,"188-Gujrat Area, Gujrat",Gujrat
UTIL-008868,Tanzeela Abbasi,58873-2030137-8,electricity,QESCO,3994.0,"360-Turbat Area, Turbat",Turbat
UTIL-008869,Tanzeela Abbasi,58873-2030137-8,gas,SSGC,1473.0,"360-Turbat Area, Turbat",Turbat
UTIL-008870,Atif Ahmed,45063-5727466-9,electricity,HESCO,1243.0,"39-Khairpur Area, Khairpur",Khairpur
UTIL-008871,Atif Ahmed,45063-5727466-9,gas,SSGC,2478.0,,Khairpur
UTIL-008872,Ehsan Shah,34319-2163213-9,electricity,MEPCO,4238.0,"405-Gulberg III, Lahore",Lahore
UTIL-008873,Ehsan Shah,34319-2163213-9,gas,SNGPL,5687.0,"405-Gulberg III, Lahore",Lahore
UTIL-008874,Bushra Minhas,44602-4340889-8,electricity,SEPCO,1529.0,"403-Nawabshah Area, Nawabshah",Nawabshah
UTIL-008875,Azhar Brohi,32386-8035257-1,electricity,LESCO,8642.0,"441-Sialkot Area, Sialkot",Sialkot
UTIL-008876,Shaheed Yousafzai,47831-0547210-5,electricity,K-Electric,31619.0,"406-Larkana Area, Larkana",Larkana
UTIL-008877,Shaheed Yousafzai,47831-0547210-5,gas,SSGC,4734.0,"406-Larkana Area, Larkana",Larkana
UTIL-008878,Asma Kayani,58258-1677196-4,electricity,QESCO,3528.0,"295-Hub Area, Hub",Hub
UTIL-008879,Asma Kayani,58258-1677196-4,gas,SSGC,1481.0,"295-Hub Area, Hub",Hub
UTIL-008880,Khadijah Niazi,41475-0211686-4,electricity,K-Electric,,"129-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-008881,Khadijah Niazi,41475-0211686-4,gas,SSGC,15815.0,"129-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-008882,Zenab Memon,46001-7920432-0,electricity,SEPCO,13524.0,"263-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-008883,Zenab Memon,46001-7920432-0,gas,SSGC,3332.0,"263-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-008884,Nighat Abbasi,11768-9565650-0,electricity,PESCO,10115.0,"463-Kohat Area, Kohat",Kohat
UTIL-008885,Nighat Abbasi,11768-9565650-0,gas,SNGPL,,"463-Kohat Area, Kohat",Kohat
UTIL-008886,Rashid Shaikh,,electricity,FESCO,1682.0,"491-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-008887,Rashid Shaikh,33532-0171227-5,gas,SNGPL,679.0,"491-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-008888,Atif Butt,34912-5991964-5,electricity,MEPCO,4592.0,"286-Wapda Town, Lahore",Lahore
UTIL-008889,Atif Butt,34912-5991964-5,gas,SNGPL,2458.0,"286-Wapda Town, Lahore",Lahore
UTIL-008890,Khalid Hussain,11636-2085532-9,electricity,PESCO,25488.0,"273-Peshawar Area, Peshawar",Peshawar
UTIL-008891,Khalid Hussain,11636-2085532-9,gas,SNGPL,13248.0,"273-Peshawar Area, Peshawar",Peshawar
UTIL-008892,Amna Brohi,39994-6716987-6,electricity,FESCO,62420.0,"140-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-008893,,39994-6716987-6,gas,SNGPL,11418.0,"140-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-008894,Fahad Shaikh,30688-1393715-7,electricity,MEPCO,3531.0,"337-Garden Town, Lahore",Lahore
UTIL-008895,Fahad Shaikh,30688-1393715-7,gas,SNGPL,2213.0,"337-Garden Town, Lahore",Lahore
UTIL-008896,Fahad Ahmed,13847-0014410-5,electricity,PESCO,3279.0,"394-Swabi Area, Swabi",Swabi
UTIL-008897,,13847-0014410-5,gas,SNGPL,1648.0,"394-Swabi Area, Swabi",Swabi
UTIL-008898,Durr-e-Shahwar Durrani,32704-9826511-0,electricity,FESCO,10164.0,"371-Cantt, Lahore",Lahore
UTIL-008899,Durr-e-Shahwar Durrani,32704-9826511-0,gas,SNGPL,4867.0,"371-Cantt, Lahore",Lahore
UTIL-008900,Fatima Randhawa,42453-6126081-2,electricity,HESCO,36396.0,"384-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-008901,Fatima Randhawa,42453-6126081-2,gas,SSGC,13234.0,"384-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-008902,Iram Rajput,13801-3692181-4,electricity,PESCO,22710.0,"370-Abbottabad Area, Abbottabad",Abbottabad
UTIL-008903,Sadia Shaikh,34846-8918509-4,electricity,FESCO,54078.0,"249-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-008904,Sadia Shaikh,34846-8918509-4,gas,SNGPL,30046.0,"249-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-008905,Nighat Kayani,18649-2384046-0,electricity,PESCO,38853.0,"53-Nowshera Area, Nowshera",Nowshera
UTIL-008906,Nighat Kayani,18649-2384046-0,gas,SNGPL,5118.0,"53-Nowshera Area, Nowshera",Nowshera
UTIL-008907,Daniyal Minhas,19803-5800229-9,electricity,PESCO,626.0,"166-Abbottabad Area, Abbottabad",Abbottabad
UTIL-008908,Daniyal Minhas,19803-5800229-9,gas,SNGPL,614.0,"166-Abbottabad Area, Abbottabad",Abbottabad
UTIL-008909,Nasreen Awan,34278-3329078-6,electricity,FESCO,1829.0,"407-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-008910,Nasreen Awan,34278-3329078-6,gas,SNGPL,1503.0,"407-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-008911,Junaid Siddiqui,33317-6724369-1,electricity,GEPCO,4265.0,"495-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-008912,,33317-6724369-1,gas,SNGPL,2191.0,"495-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-008913,Jaweria Bugti,16284-4548800-0,electricity,PESCO,22051.0,"186-Mardan Area, Mardan",Mardan
UTIL-008914,Jaweria Bugti,16284-4548800-0,gas,SNGPL,15782.0,"186-Mardan Area, Mardan",Mardan
UTIL-008915,Naila Awan,30587-1677525-4,electricity,GEPCO,33120.0,"483-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-008916,Naila Awan,30587-1677525-4,gas,SNGPL,31877.0,"483-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-008917,Bushra Abbasi,,electricity,GEPCO,2873.0,"103-Model Town, Lahore",Lahore
UTIL-008918,Jaweria Soomro,34382-4321535-0,electricity,MEPCO,4066.0,"170-Gujrat Area, Gujrat",Gujrat
UTIL-008919,,34382-4321535-0,gas,SNGPL,5874.0,"170-Gujrat Area, Gujrat",Gujrat
UTIL-008920,Nasreen Bhatti,37439-9325928-4,electricity,LESCO,2941.0,"67-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-008921,Nasreen Bhatti,37439-9325928-4,gas,SNGPL,254.0,"67-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-008922,Naveed Chaudhry,37377-1729746-3,electricity,LESCO,601.0,"454-Multan Area, Multan",Multan
UTIL-008923,Naveed Chaudhry,37377-1729746-3,gas,SNGPL,1055.0,"454-Multan Area, Multan",Multan
UTIL-008924,Saima Soomro,32855-9916689-2,electricity,GEPCO,9537.0,"35-DHA Phase 5, Lahore",Lahore
UTIL-008925,Saima Soomro,32855-9916689-2,gas,SNGPL,4258.0,"35-DHA Phase 5, Lahore",Lahore
UTIL-008926,Maheen Awan,15402-0339766-0,electricity,PESCO,27854.0,"271-Kohat Area, Kohat",Kohat
UTIL-008927,Maheen Awan,15402-0339766-0,gas,SNGPL,6499.0,"271-Kohat Area, Kohat",Kohat
UTIL-008928,Lubna Butt,36782-1911019-2,electricity,MEPCO,80504.0,"295-D Ground, Faisalabad",Faisalabad
UTIL-008929,Sadia Aslam,34541-4385497-2,electricity,GEPCO,2108.0,"283-Satellite Town, Rawalpindi",Rawalpindi
UTIL-008930,Daniyal Malik,42729-5933091-3,electricity,K-Electric,2921.0,,Hyderabad
UTIL-008931,Hamza Mirza,37151-9522851-9,electricity,MEPCO,96894.0,"428-Sargodha Area, Sargodha",Sargodha
UTIL-008932,Durr-e-Shahwar Malik,30890-7072443-2,electricity,FESCO,31194.0,"263-Gujranwala Area, Gujranwala",Gujranwala
UTIL-008933,Arif Virk,35862-2130017-3,electricity,FESCO,1778.0,"463-Iqbal Town, Lahore",Lahore
UTIL-008934,Danish Baloch,48034-2614053-1,electricity,HESCO,12107.0,"407-Sukkur Area, Sukkur",Sukkur
UTIL-008935,Danish Baloch,48034-2614053-1,gas,SSGC,4722.0,"407-Sukkur Area, Sukkur",Sukkur
UTIL-008936,Aneela Ali,37208-1894187-8,electricity,MEPCO,20247.0,"295-Johar Town, Lahore",Lahore
UTIL-008937,Aneela Ali,37208-1894187-8,gas,SNGPL,,"295-Johar Town, Lahore",Lahore
UTIL-008938,Rubina Khoso,13104-5614591-8,electricity,PESCO,72897.0,"225-Mansehra Area, Mansehra",Mansehra
UTIL-008939,Rubina Khoso,13104-5614591-8,gas,SNGPL,38396.0,"225-Mansehra Area, Mansehra",Mansehra
UTIL-008940,Irfan Malik,34903-2084589-5,electricity,GEPCO,13960.0,"231-Jhelum Area, Jhelum",Jhelum
UTIL-008941,Irfan Malik,34903-2084589-5,gas,SNGPL,7958.0,"231-Jhelum Area, Jhelum",Jhelum
